dataset_name,brute_error,brute_time,colgen_error,colgen_time
fake_data_n8_1,0.217223867708226,2149.1089295,0.217223866601399,3.345333375
fake_data_n8_2,0.336139988820252,2343.51822758333,0.336139988518396,2.25559079166667
fake_data_n8_3,0.384780136707924,1771.070362125,0.384780113905724,2.13577920833333
fake_data_n8_4,0.81275070682701,1505.65069104167,0.812750705034679,2.12700845833333
fake_data_n8_5,0.171957056188967,1712.148995125,0.171956922413166,2.211854125
fake_data_n8_6,0.432781623857856,1647.301739,0.43278025898214,2.18577733333333
fake_data_n8_7,0.943998927607901,1684.32699470833,0.943998832826157,2.111321875
fake_data_n8_8,0.642438548674417,1601.29667195833,0.642436271192765,2.17129866666667
fake_data_n8_9,0.539433655113319,1651.83473316667,0.539432659400337,2.170717875
fake_data_n8_10,0.264683689091185,2066.92118066667,0.264683692781388,2.17123008333333
fake_data_n8_11,0.877976507953606,1461.56356479167,0.877975529918562,2.28548829166667
fake_data_n8_12,0.308900377847317,1665.03401154167,0.308900292684287,2.24240091666667
fake_data_n8_13,0.3553412139329,1834.39260004167,0.355339548737497,2.19268808333333
fake_data_n8_14,0.430570026717183,1684.85081091667,0.430569580357021,2.11332004166667
fake_data_n8_15,0.575757094413835,1654.926621875,0.575754965455116,2.17339966666667
fake_data_n8_16,0.55200698953061,1771.20231391667,0.552006986963998,2.10682366666667
fake_data_n8_17,0.476087808788437,1492.654259875,0.476087722574627,2.10074033333333
fake_data_n8_18,1.01200517651364,1514.042121625,1.01200379501814,2.11380825
fake_data_n8_19,0.695645518091271,1525.82251479167,0.695645517910203,2.0875955
fake_data_n8_20,0.214397414374081,1921.39838429167,0.21439153399906,2.090565125
fake_data_n8_21,0.471265350482535,1552.00673816667,0.471265304256094,2.14456083333333
fake_data_n8_22,0.763713460772106,1256.69563775,0.763713282263413,2.06866816666667
fake_data_n8_23,0.811171870235331,1651.82076945833,0.811171330000374,2.086316
fake_data_n8_24,0.583372118737086,1588.90912754167,0.583370822178229,2.07181004166667
fake_data_n8_25,1.09253975775667,1750.002073125,1.09253975755665,2.093148
fake_data_n8_26,1.3476510925676,1773.43010129167,1.34765107706287,2.17659220833333
fake_data_n8_27,0.413591587709585,1767.84193170833,0.413591435929274,2.2115185
fake_data_n8_28,0.856295929025189,1416.368917,0.856295924856713,2.13750466666667
fake_data_n8_29,0.66355441285946,1769.24928116667,0.663554307645817,2.093036375
fake_data_n8_30,0.249215800097303,1594.764044,0.249215416903307,2.07684133333333
fake_data_n8_31,0.86300139524417,1531.33008733333,0.863001389110213,2.15569620833333
fake_data_n8_32,1.51626128371741,1217.73048308333,1.51626127574679,2.090801875
fake_data_n8_33,0.278680387668401,1778.175156125,0.278679590881028,2.07717945833333
fake_data_n8_34,0.788579879276126,1763.92667470833,0.788579875683957,2.12339154166667
fake_data_n8_35,0.570544554455726,1760.07906433333,0.570544334772208,2.15296454166667
fake_data_n8_36,0.637549821390638,1883.60477820833,0.637549659311208,2.144272375
fake_data_n8_37,0.759464335968217,1777.79492745833,0.75946363741943,2.15182925
fake_data_n8_38,0.155949778063176,1884.20636070833,0.155944273108771,2.090186125
fake_data_n8_39,0.203243275805822,1778.062243625,0.203242536629903,2.06871370833333
fake_data_n8_40,0.72011209556767,1765.168429375,0.720111842873044,2.098205625
fake_data_n8_41,0.278179852113575,1525.53582241667,0.278178385915925,2.07073633333333
fake_data_n8_42,0.211851889987191,1986.37689683333,0.211851375751666,2.11993975
fake_data_n8_43,0.811330953104847,1767.54816445833,0.811330943654502,2.10646441666667
fake_data_n8_44,0.815110646741344,1504.823872125,0.815110633746696,2.090227625
fake_data_n8_45,0.118906801850605,2098.33178991667,0.118906801543578,2.160228
fake_data_n8_46,0.917669809263616,1371.118334,0.917669728262627,2.24124804166667
fake_data_n8_47,0.45063465719632,1694.05984608333,0.450634656461444,2.17875904166667
fake_data_n8_48,0.173467845421061,1936.87804154167,0.173467430467432,2.12081425
fake_data_n8_49,0.868675274574196,1675.95920925,0.8686746237533,2.12116633333333
fake_data_n8_50,0.188660179523034,2207.48017991667,0.188659572155133,2.11231395833333
fake_data_n8_51,0.740677539204372,1711.45851008333,0.740677522799381,2.11587641666667
fake_data_n8_52,0.902672264486447,1521.73205954167,0.902671009759332,2.09759891666667
fake_data_n8_53,0.223863478085924,1479.64538308333,0.223862856490051,2.084926125
fake_data_n8_54,0.286068682419025,1405.35203691667,0.286068681589079,2.09939366666667
fake_data_n8_55,0.696770524608402,1637.09932791667,0.69677041586078,2.07451225
fake_data_n8_56,0.486214826419134,1525.72626291667,0.48621478221175,2.18517745833333
fake_data_n8_57,0.228880670570313,1879.11997266667,0.228880655088717,2.08670679166667
fake_data_n8_58,0.56484249017113,1576.18510883333,0.564842302081531,2.44639166666667
fake_data_n8_59,0.726598991142865,1695.81324691667,0.72659899246754,2.22931929166667
fake_data_n8_60,0.402770180846293,1872.68866954167,0.402770180658612,2.107606375
fake_data_n8_61,0.433946241406797,1368.39728354167,0.433946123727094,2.09792633333333
fake_data_n8_62,0.379813050767688,1898.14461108333,0.379812635463127,2.22383191666667
fake_data_n8_63,0.487741312958391,1518.99426604167,0.487741294413963,2.14941704166667
fake_data_n8_64,0.911914769273424,1570.875973125,0.911914769141247,2.1928265
fake_data_n8_65,0.506006260895449,1810.23339520833,0.506004230309116,2.177590625
fake_data_n8_66,0.571236076697126,1370.34686041667,0.571236084638615,2.09319454166667
fake_data_n8_67,0.806309636068081,1588.99953883333,0.806309632018732,2.15749925
fake_data_n8_68,0.454359319349139,1732.743423375,0.454356692169188,2.071609875
fake_data_n8_69,0.589250332977843,1488.06054075,0.58924967775515,2.06237366666667
fake_data_n8_70,0.571716953873807,2338.49218066667,0.571716949246752,2.08558333333333
fake_data_n8_71,0.439557280372422,1756.92579575,0.439557266299871,2.085129875
fake_data_n8_72,0.33674721212412,1298.49537304167,0.336747208180016,2.07032070833333
fake_data_n8_73,0.608562965975548,1818.86240920833,0.608562962470754,2.183647875
fake_data_n8_74,0.53116012914056,1482.08748666667,0.531160124860586,2.07156395833333
fake_data_n8_75,0.669178868615856,2282.069613375,0.669178868477765,2.07203820833333
fake_data_n8_76,0.463863671276958,1113.42317233333,0.463862018787134,2.04282945833333
fake_data_n8_77,0.546945325523614,1315.42254725,0.5469453254057,2.07231025
fake_data_n8_78,0.684495019776729,1535.61065466667,0.68449500562448,2.18506333333333
fake_data_n8_79,1.14314398333401,1909.07745479167,1.14314398325093,2.08465170833333
fake_data_n8_80,0.543889836018075,1405.71024320833,0.543889835800134,2.06328058333333
fake_data_n8_81,0.623279605692686,1786.926102375,0.62327949878974,2.20144754166667
fake_data_n8_82,0.228092021800874,1472.16304233333,0.228091495342429,2.06893116666667
fake_data_n8_83,0.747750588987272,1480.66707779167,0.747748188348921,2.06771741666667
fake_data_n8_84,0.453783671268836,1778.088334125,0.453783663030358,2.081569625
fake_data_n8_85,0.389091967026967,1882.064693375,0.389091935608731,2.07739391666667
fake_data_n8_86,0.29784399833431,1911.97216675,0.297843998197159,2.088208375
fake_data_n8_87,0.407526320509263,1586.58364216667,0.407526316449626,2.07410645833333
fake_data_n8_88,0.938146190656627,1535.251228,0.938146010043998,2.08692466666667
fake_data_n8_89,0.850373221204762,1695.63049691667,0.850373218100308,2.10163341666667
fake_data_n8_90,0.267978675373835,1907.70949866667,0.267978477207586,2.1080885
fake_data_n8_91,0.303076188499125,1880.59179566667,0.303076056988951,2.09178754166667
fake_data_n8_92,0.379315435209832,1774.08317883333,0.379313714441019,2.07576075
fake_data_n8_93,0.598899241829915,1531.62930475,0.598897121325029,2.08943645833333
fake_data_n8_94,0.450753571209168,1889.79960154167,0.450753571116418,2.06941216666667
fake_data_n8_95,0.507821828885107,1758.613518125,0.507821801651441,2.08093158333333
fake_data_n8_96,0.547356410138178,1372.60546320833,0.547356393852622,2.16309695833333
fake_data_n8_97,0.686882763700062,1889.937491875,0.686880928208214,2.09142895833333
fake_data_n8_98,0.654908926497061,1816.45549041667,0.654908794588995,2.86523266666667
fake_data_n8_99,0.338499018141156,1704.21063854167,0.338499016944216,2.15902104166667
fake_data_n8_100,0.824250027262329,1599.8500205,0.824243381350041,2.13373266666667
