term,estimate,se,q2.5,q97.5,median,mean,gt0,lt0,NAs,Nsim
Overall,-0.11739711354557,0.00887980468826203,-0.13451967955921623,-0.0992071564996684,-0.11708573201741,-0.11707839577796575,0,1,0,1000
Voters only,-0.131502577916773,0.010075426420301391,-0.1501171047597946,-0.11150499431781105,-0.1313422040938485,-0.1309433176829485,0,1,0,1000
Difference,0.0141054643712036,0.005064373830026364,0.0038711053715729526,0.023565770787809023,0.014027242229930851,0.013864921904982744,0.994,0.006,0,1000
