Type,m_dem_code,Measure,Transformation,value,estimate,se,q2.5,q97.5,median,mean,gt0,lt0,NAs,Nsim
D- vs. D+,u_execRule,Policy Rating,Squared,0.9,0.8451312130508177,0.07124378786919609,0.6829908715407075,0.961346696230603,0.8431862889713628,0.8379421180425424,1,0,0,1000
D- vs. D+,u_execRule,Spatial Distance,Absolute,-0.9,0.2097936116530372,0.21318611902572868,0,0.7079129135180264,0.1899374094456651,0.21550913930004492,0.6515609264853978,0,7,1000
D- vs. D+,u_execRule,Spatial Distance,Absolute,-0.7,0.22843101562212711,0.08301956676758356,0.08408266904240468,0.40492605996965575,0.22593996972993524,0.23007098017076455,1,0,0,1000
D- vs. D+,u_execRule,Spatial Distance,Absolute,-0.5,0.23912168268709164,0.050865849664107635,0.1422399913630154,0.3392356012142604,0.24011620679866663,0.24025464726071752,1,0,0,1000
D- vs. D+,u_execRule,Spatial Distance,Absolute,-0.3,0.29578087040617906,0.03748686145751876,0.22617890606463453,0.37123092609424346,0.2935229268436188,0.2959263249240268,1,0,0,1000
D- vs. D+,u_execRule,Spatial Distance,Absolute,-0.1,0.3550004842914316,0.023864307961677978,0.30765804007573977,0.40409394726414116,0.3546760747230192,0.3553037543193392,1,0,0,1000
D- vs. D+,u_execRule,Spatial Distance,Absolute,0.1,0.4374977209415195,0.02251028805096127,0.39320345034730764,0.4805316149750692,0.43577492232683546,0.43650197308448213,1,0,0,1000
D- vs. D+,u_execRule,Spatial Distance,Absolute,0.3,0.4934261150206624,0.03965823945183314,0.4148498136478886,0.5687652956351218,0.49201102553054193,0.4919861315292261,1,0,0,1000
D- vs. D+,u_execRule,Spatial Distance,Absolute,0.5,0.601962159661912,0.060505259769884384,0.48007196380575246,0.7153092477316211,0.6003169760995123,0.6003728998875456,1,0,0,1000
D- vs. D+,u_execRule,Spatial Distance,Absolute,0.7,0.7429872669762827,0.0907491572615342,0.5443231426770088,0.904477329737198,0.7396604841133637,0.7377231653597016,1,0,0,1000
D- vs. D+,u_execRule,Spatial Distance,Absolute,0.9,1,0,1,1,1,1,1,0,5,1000
D- vs. D+,u_execRule,Spatial Distance,Squared,-0.9,0.2536586107677824,0.2954608882653941,0,1,0.18472474817757206,0.26975381592594616,0.635306553911205,0,54,1000
D- vs. D+,u_execRule,Spatial Distance,Squared,-0.7,0.17242894135182432,0.08029142005367103,0.03521814596625011,0.34768272057281147,0.16534307741830526,0.17355293985648482,0.994,0,0,1000
D- vs. D+,u_execRule,Spatial Distance,Squared,-0.5,0.286393416117426,0.05390485078635175,0.18265262837453236,0.39620901316540125,0.28429870039804095,0.28606933176266014,1,0,0,1000
D- vs. D+,u_execRule,Spatial Distance,Squared,-0.3,0.2234561296031743,0.027782383770940167,0.16956319849490467,0.27867893569310254,0.2221832002654582,0.22284202033168174,1,0,0,1000
D- vs. D+,u_execRule,Spatial Distance,Squared,-0.1,0.33581122595991464,0.024682036415639368,0.2889303270796817,0.3886443092100436,0.3360065595469901,0.3362123663841577,1,0,0,1000
D- vs. D+,u_execRule,Spatial Distance,Squared,0.1,0.4560871526104484,0.025349627539275353,0.4068883816236307,0.5062869762651603,0.45422247263853377,0.4550054811877733,1,0,0,1000
D- vs. D+,u_execRule,Spatial Distance,Squared,0.3,0.5351659853768134,0.035951692984976476,0.46552649664167756,0.6019702362646242,0.5346812410759503,0.5338096000496797,1,0,0,1000
D- vs. D+,u_execRule,Spatial Distance,Squared,0.5,0.6555070955928931,0.052815276909365216,0.5510093065610119,0.753773511968041,0.6543066423846251,0.6542846824382405,1,0,0,1000
D- vs. D+,u_execRule,Spatial Distance,Squared,0.7,0.684563374737005,0.10471751976205776,0.4621580701671698,0.8735801125101864,0.6854070964968602,0.6812005938172282,1,0,0,1000
D- vs. D+,u_execRule,Spatial Distance,Squared,0.9,1,0,1,1,1,1,1,0,124,1000
D- vs. D+,u_gerry10,Party/Policy Bundle,Absolute,-0.9,0.08450070502406112,0.06658593719845173,0,0.23872018302898024,0.07703621391533962,0.0862659112547081,0.879,0,0,1000
D- vs. D+,u_gerry10,Party/Policy Bundle,Absolute,-0.7,0.16872890390305142,0.0575376079326985,0.06151608650819692,0.2865879038300631,0.16669731746678376,0.16927252333612172,0.999,0,0,1000
D- vs. D+,u_gerry10,Party/Policy Bundle,Absolute,-0.5,0.09606172991707136,0.042240849329021245,0.02281068459418494,0.18913975730241023,0.09179029706751009,0.0956681323390529,0.997,0,0,1000
D- vs. D+,u_gerry10,Party/Policy Bundle,Absolute,-0.3,0.2693651443264301,0.04376134337571642,0.1867993573914395,0.3581140617591988,0.2708325745405775,0.2719823713379533,1,0,0,1000
D- vs. D+,u_gerry10,Party/Policy Bundle,Absolute,-0.1,0.3207369839876861,0.02709709527232622,0.26810426398465687,0.37714123529720933,0.32070941042242995,0.32038352596428926,1,0,0,1000
D- vs. D+,u_gerry10,Party/Policy Bundle,Absolute,0.1,0.3728314665914171,0.028055328667088396,0.32159965180636113,0.4290876332675667,0.3717021987861029,0.3734997211006463,1,0,0,1000
D- vs. D+,u_gerry10,Party/Policy Bundle,Absolute,0.3,0.5092747971885397,0.0513489377556331,0.40983044025519355,0.609065538105943,0.5090455610498035,0.5097712224437844,1,0,0,1000
D- vs. D+,u_gerry10,Party/Policy Bundle,Absolute,0.5,0.651677196031765,0.062395910590793954,0.5266374694137718,0.7763562290710356,0.6542153310646635,0.6519901078904805,1,0,0,1000
D- vs. D+,u_gerry10,Party/Policy Bundle,Absolute,0.7,0.6884889459683392,0.08592951030824603,0.5193273516022614,0.8493240328277328,0.6939987945891923,0.6898383111629462,1,0,0,1000
D- vs. D+,u_gerry10,Party/Policy Bundle,Absolute,0.9,0.8222467833186863,0.06999654705448716,0.6641278688521625,0.9403510016866147,0.8252918250931549,0.8205755238406612,1,0,0,1000
D- vs. D+,u_gerry10,Party/Policy Bundle,Squared,-0.9,0.17894558782392872,0.07651887201860201,0.044702515899684506,0.34006943721381644,0.17660170272874243,0.18094106347630443,0.995,0,0,1000
D- vs. D+,u_gerry10,Party/Policy Bundle,Squared,-0.7,0.08197285218165426,0.04204496531800385,0.014804536926896221,0.17402326795261788,0.080936350763712,0.08194327564971382,0.983,0,0,1000
D- vs. D+,u_gerry10,Party/Policy Bundle,Squared,-0.5,0.23548007986379438,0.059190276824763445,0.12781174263153391,0.3648383094208439,0.23344125043534425,0.23531007492995143,1,0,0,1000
D- vs. D+,u_gerry10,Party/Policy Bundle,Squared,-0.3,0.18535223668611991,0.043408148132565945,0.11510498299513987,0.27638387364442807,0.18373022462303212,0.18656260156526278,1,0,0,1000
D- vs. D+,u_gerry10,Party/Policy Bundle,Squared,-0.1,0.32210278450199853,0.02614572124786702,0.2704421697086745,0.3737949681539684,0.3232108887979948,0.32263636497502063,1,0,0,1000
D- vs. D+,u_gerry10,Party/Policy Bundle,Squared,0.1,0.3783039164830364,0.027804475652474427,0.3258803108618267,0.43466982740532606,0.3780036722455892,0.37900236241994933,1,0,0,1000
D- vs. D+,u_gerry10,Party/Policy Bundle,Squared,0.3,0.5787946605660507,0.05267042232388674,0.4708002971430651,0.6772232073753257,0.5768691248060829,0.5775208259080222,1,0,0,1000
D- vs. D+,u_gerry10,Party/Policy Bundle,Squared,0.5,0.46770015240425494,0.07057590293526061,0.3305349659477378,0.6131612851336578,0.46964520339965227,0.47008919028326207,1,0,0,1000
D- vs. D+,u_gerry10,Party/Policy Bundle,Squared,0.7,0.7756810410107489,0.08029272721753566,0.6228245079808159,0.9215277003135434,0.7871597492879885,0.780467219880112,1,0,0,1000
D- vs. D+,u_gerry10,Party/Policy Bundle,Squared,0.9,0.7914354814599047,0.06818555944076359,0.6524588112610061,0.9165650073812817,0.7929510480717011,0.7905651950584665,1,0,0,1000
D- vs. D+,u_gerry10,Policy Rank,Absolute,-0.9,0.31578605288610767,0.07942934622143628,0.16555938959129504,0.4661153722986286,0.3081180233779526,0.31348331113563105,1,0,0,1000
D- vs. D+,u_gerry10,Policy Rank,Absolute,-0.7,0.20587096810935152,0.059355320214791576,0.09646498681118466,0.32200417783294644,0.2061253629784225,0.20649902523184333,1,0,0,1000
D- vs. D+,u_gerry10,Policy Rank,Absolute,-0.5,0.26246910068499646,0.04474286273987377,0.17762896655783791,0.35379104033086795,0.2630192329776878,0.263986700800939,1,0,0,1000
D- vs. D+,u_gerry10,Policy Rank,Absolute,-0.3,0.23409487361128667,0.03306471322324667,0.17184605072464923,0.2991522019748407,0.23349383529924714,0.2336407654521578,1,0,0,1000
D- vs. D+,u_gerry10,Policy Rank,Absolute,-0.1,0.31305716511138926,0.027313308798462162,0.26016098942852195,0.36806064346505113,0.31427829453125483,0.31485185703219015,1,0,0,1000
D- vs. D+,u_gerry10,Policy Rank,Absolute,0.1,0.402710925004915,0.025835531909731407,0.3497479744375473,0.45295158113154815,0.4029156350027806,0.4025559583673082,1,0,0,1000
D- vs. D+,u_gerry10,Policy Rank,Absolute,0.3,0.5079928721739908,0.043290592266777325,0.4216686439601603,0.5916990680862905,0.5060216646830891,0.5065850020916914,1,0,0,1000
D- vs. D+,u_gerry10,Policy Rank,Absolute,0.5,0.5741784114016908,0.04805647679598419,0.48060732116700333,0.6664216264021783,0.5739621147049265,0.5736086215615729,1,0,0,1000
D- vs. D+,u_gerry10,Policy Rank,Absolute,0.7,0.5690999991165495,0.0706046350501866,0.43301663002365115,0.7086729856521555,0.5724244814766611,0.5707227069621357,1,0,0,1000
D- vs. D+,u_gerry10,Policy Rank,Absolute,0.9,0.7043432311488047,0.08408936868640231,0.5344412053001634,0.8626648153595592,0.7091159935447607,0.7051434139317241,1,0,0,1000
D- vs. D+,u_gerry10,Policy Rank,Squared,-0.9,0.3059400510349595,0.09772463244771741,0.12847837661432304,0.5188307434834528,0.3098964991558486,0.30834550737379013,1,0,0,1000
D- vs. D+,u_gerry10,Policy Rank,Squared,-0.7,0.24771319623807428,0.051698475499733304,0.14868987235698866,0.3506807920706152,0.24941999578851712,0.24899005976897381,1,0,0,1000
D- vs. D+,u_gerry10,Policy Rank,Squared,-0.5,0.2637156590718109,0.03728431769739331,0.18996008055663482,0.33468643283573934,0.26306799219225896,0.263922951344563,1,0,0,1000
D- vs. D+,u_gerry10,Policy Rank,Squared,-0.3,0.27263426154934356,0.031934947297875015,0.21284669241808882,0.3340644259058219,0.2727425462561499,0.27250233911518434,1,0,0,1000
D- vs. D+,u_gerry10,Policy Rank,Squared,-0.1,0.3170387577934424,0.030655875999873215,0.26288723267737574,0.38149048775224786,0.31789076174829844,0.31849078593107527,1,0,0,1000
D- vs. D+,u_gerry10,Policy Rank,Squared,0.1,0.4016932132623014,0.030258662137181095,0.34273835772884115,0.4593509719025432,0.40242426387128843,0.4014001959584551,1,0,0,1000
D- vs. D+,u_gerry10,Policy Rank,Squared,0.3,0.4734092153657033,0.03432654831557981,0.4012501435668725,0.5365519978121112,0.47247912328134967,0.4727731474489547,1,0,0,1000
D- vs. D+,u_gerry10,Policy Rank,Squared,0.5,0.5243919348547023,0.0439332464145702,0.44144867136539473,0.6092169868806231,0.5231344688763462,0.5242161982768349,1,0,0,1000
D- vs. D+,u_gerry10,Policy Rank,Squared,0.7,0.5260369645369526,0.06273737414343936,0.40930573562898603,0.6486226540687448,0.5295434718678855,0.5286396576680502,1,0,0,1000
D- vs. D+,u_gerry10,Policy Rank,Squared,0.9,0.7668038293457123,0.0831724416434232,0.5919607627112559,0.9206187940266227,0.7690614854422153,0.7652642987329468,1,0,0,1000
D- vs. D+,u_gerry10,Policy Rating,Absolute,-0.9,0.10234061067488676,0.07791518393129282,0,0.2748397235513144,0.09501699176737044,0.10447323429299002,0.856,0,0,1000
D- vs. D+,u_gerry10,Policy Rating,Absolute,-0.7,0.04872920537816873,0.03710278676686406,0,0.13639914430909006,0.044179934419248446,0.049668774805733035,0.862,0,0,1000
D- vs. D+,u_gerry10,Policy Rating,Absolute,-0.5,0.15138326146104197,0.03125903372044152,0.09221255510112306,0.21301583580249675,0.151161310558504,0.15173264350584437,1,0,0,1000
D- vs. D+,u_gerry10,Policy Rating,Absolute,-0.3,0.21619344791771894,0.03412492179927509,0.15025006748186062,0.2868261371764884,0.21583858182088123,0.21646774552040457,1,0,0,1000
D- vs. D+,u_gerry10,Policy Rating,Absolute,-0.1,0.3592798248211216,0.025700651655007695,0.3091073332452754,0.4096899072170019,0.3592819950973598,0.35967012802598247,1,0,0,1000
D- vs. D+,u_gerry10,Policy Rating,Absolute,0.1,0.40964708087556734,0.026760208430768973,0.3569013300102617,0.46153703982341143,0.4106734407641494,0.4101425567008648,1,0,0,1000
D- vs. D+,u_gerry10,Policy Rating,Absolute,0.3,0.49239340706937257,0.038302618828139436,0.4135808101380549,0.5650789971741215,0.4914310780014042,0.4919129653899575,1,0,0,1000
D- vs. D+,u_gerry10,Policy Rating,Absolute,0.5,0.6021817309511479,0.04647513045087255,0.512858790051234,0.6926436745754312,0.603068530888716,0.6024749244801488,1,0,0,1000
D- vs. D+,u_gerry10,Policy Rating,Absolute,0.7,0.7653778562229893,0.10690540256470354,0.5600507395072568,0.9598585033400807,0.7738454986638446,0.7722313427927003,1,0,0,1000
D- vs. D+,u_gerry10,Policy Rating,Absolute,0.9,0.7590526437241436,0.10287330679765244,0.5350391334831098,0.9367202920469713,0.7638001668216372,0.7540518430111932,1,0,0,1000
D- vs. D+,u_gerry10,Policy Rating,Squared,-0.9,0.048680469201319423,0.05041172682410394,0,0.16884863846445686,0.04425006942205686,0.048125963556990704,0.612,0,0,1000
D- vs. D+,u_gerry10,Policy Rating,Squared,-0.7,0.205681393984392,0.09400609156668109,0.05271825408116773,0.40868955223495523,0.20232647956897573,0.209259290164469,0.994,0,0,1000
D- vs. D+,u_gerry10,Policy Rating,Squared,-0.5,0.11551963549331383,0.024751680900243628,0.07077244045978927,0.16618907886066786,0.11454604744856012,0.11565106861358926,1,0,0,1000
D- vs. D+,u_gerry10,Policy Rating,Squared,-0.3,0.29491994434107416,0.03983876206202551,0.22075154279983294,0.3779957987615788,0.2941873651076614,0.29460405055163735,1,0,0,1000
D- vs. D+,u_gerry10,Policy Rating,Squared,-0.1,0.3352046248903171,0.024578622343727152,0.28452291164390997,0.3846169871038795,0.3355273771890503,0.33571272349407616,1,0,0,1000
D- vs. D+,u_gerry10,Policy Rating,Squared,0.1,0.43155441743667966,0.02613292419809585,0.37842634827337823,0.4808613215540877,0.4324494547364404,0.4318224538078683,1,0,0,1000
D- vs. D+,u_gerry10,Policy Rating,Squared,0.3,0.45205203856353027,0.041410295240196335,0.3694678511977599,0.534145648254673,0.45349336821318037,0.45239893725900654,1,0,0,1000
D- vs. D+,u_gerry10,Policy Rating,Squared,0.5,0.5711523675268847,0.04461211536845791,0.48016438473905954,0.6611529302447637,0.5722830382711426,0.5713110187813335,1,0,0,1000
D- vs. D+,u_gerry10,Policy Rating,Squared,0.7,0.852660017798856,0.07797879323946896,0.682023243840814,1,0.8590630977765104,0.8521524567078126,1,0,0,1000
D- vs. D+,u_gerry10,Policy Rating,Squared,0.9,0.6909143488577175,0.10853793188767004,0.4756528730534881,0.8864269903710508,0.7001605395582715,0.6922275022091888,1,0,0,1000
D- vs. D+,u_gerry10,Spatial Distance,Absolute,-0.9,0.13928911124867344,0.14128872546001148,0,0.44473893665966885,0.12423875408128407,0.13570226403771052,0.612,0,0,1000
D- vs. D+,u_gerry10,Spatial Distance,Absolute,-0.7,0.17867178972481879,0.07771998071590393,0.04784831634769294,0.353825297097045,0.1726379327967056,0.1808772650765118,0.993,0,0,1000
D- vs. D+,u_gerry10,Spatial Distance,Absolute,-0.5,0.20227308426244453,0.04896412283740952,0.11694090297615396,0.3113588086776149,0.20087069566836752,0.203507934889454,1,0,0,1000
D- vs. D+,u_gerry10,Spatial Distance,Absolute,-0.3,0.3095599700308212,0.03789661239362984,0.23547427162275839,0.3894813921488321,0.30823281628356836,0.31003327262511043,1,0,0,1000
D- vs. D+,u_gerry10,Spatial Distance,Absolute,-0.1,0.34150829196802285,0.024212952594879784,0.29723451253142763,0.39049908216119855,0.34175361752109723,0.34251881479072793,1,0,0,1000
D- vs. D+,u_gerry10,Spatial Distance,Absolute,0.1,0.37598735936181965,0.023233464252895422,0.32993461145135283,0.4215135200853792,0.3754554055630569,0.3754456392543967,1,0,0,1000
D- vs. D+,u_gerry10,Spatial Distance,Absolute,0.3,0.5267912905387149,0.04295379496801482,0.44981295269257465,0.6115094276445883,0.5277876973977326,0.5279368310497562,1,0,0,1000
D- vs. D+,u_gerry10,Spatial Distance,Absolute,0.5,0.6606323365360651,0.05734118940467141,0.5485666438986959,0.7747117196228522,0.6656769927624058,0.6624250969039809,1,0,0,1000
D- vs. D+,u_gerry10,Spatial Distance,Absolute,0.7,0.5477870893777265,0.10298728331569877,0.3487104762571562,0.7491939078322045,0.5476505864430579,0.546313841974598,1,0,0,1000
D- vs. D+,u_gerry10,Spatial Distance,Absolute,0.9,0.8216917560394149,0.13221394179274795,0.5425715536018547,1,0.8317399657858724,0.8192338642249838,1,0,0,1000
D- vs. D+,u_gerry10,Spatial Distance,Squared,-0.9,0.22902752245984623,0.17740842483855507,0,0.6695295002482329,0.23302137438880346,0.2531523715103057,0.874,0,0,1000
D- vs. D+,u_gerry10,Spatial Distance,Squared,-0.7,0.21289539912979347,0.07560238818948825,0.0795559161006821,0.37313526160314625,0.20700280556986683,0.2126005796496529,1,0,0,1000
D- vs. D+,u_gerry10,Spatial Distance,Squared,-0.5,0.1992217794125504,0.048422001179823516,0.10664701517554276,0.2920796055647543,0.20012083049734586,0.20101033474899593,1,0,0,1000
D- vs. D+,u_gerry10,Spatial Distance,Squared,-0.3,0.24197122267187685,0.02947928467519165,0.18876385461578166,0.3007015229469946,0.24231449558430812,0.2436184287509123,1,0,0,1000
D- vs. D+,u_gerry10,Spatial Distance,Squared,-0.1,0.29471803598707436,0.024091509891791228,0.24599439680224003,0.3399846979759844,0.29587305973525135,0.2950341562637254,1,0,0,1000
D- vs. D+,u_gerry10,Spatial Distance,Squared,0.1,0.42156016342753383,0.026901071996135575,0.36760742652668993,0.4734746278382058,0.42075517325895695,0.4205123669290189,1,0,0,1000
D- vs. D+,u_gerry10,Spatial Distance,Squared,0.3,0.5399214147835057,0.034654478449260485,0.4760950099445617,0.6100889274390018,0.5402112017468244,0.5405028895682055,1,0,0,1000
D- vs. D+,u_gerry10,Spatial Distance,Squared,0.5,0.6149592362248937,0.05416498770365807,0.5048429573494964,0.720031436929353,0.6138693485847654,0.6154798812988063,1,0,0,1000
D- vs. D+,u_gerry10,Spatial Distance,Squared,0.7,0.7110946536848186,0.08353139637962896,0.5417185147126138,0.8683443236618922,0.7153006277926948,0.7108399511529756,1,0,0,1000
D- vs. D+,u_gerry10,Spatial Distance,Squared,0.9,1,0,1,1,1,1,1,0,3,1000
D- vs. D+,u_gerry2,Party/Policy Bundle,Absolute,-0.9,0.02944515434712999,0.02932764338050262,0,0.1000018875045125,0.02650276929230012,0.028605540472371058,0.625,0,0,1000
D- vs. D+,u_gerry2,Party/Policy Bundle,Absolute,-0.7,0.1098099398732534,0.06555420704792747,0,0.24566375583696348,0.10501518157054321,0.11231077857379004,0.964,0,0,1000
D- vs. D+,u_gerry2,Party/Policy Bundle,Absolute,-0.5,0.19548475683804756,0.04933266054754294,0.10430929010927968,0.2933400507001681,0.19279079053279602,0.19497920032715982,1,0,0,1000
D- vs. D+,u_gerry2,Party/Policy Bundle,Absolute,-0.3,0.18910261657866229,0.043750141989532046,0.10967614561771633,0.28161505373855583,0.18862971233030493,0.19037969281410302,1,0,0,1000
D- vs. D+,u_gerry2,Party/Policy Bundle,Absolute,-0.1,0.370141379057824,0.026657674038520807,0.31731854022174316,0.41947337011672914,0.36936285873453284,0.3691965284761786,1,0,0,1000
D- vs. D+,u_gerry2,Party/Policy Bundle,Absolute,0.1,0.44369368885082955,0.031030892777321843,0.38510710259288933,0.5063467088967232,0.4442687025200559,0.44388204463190406,1,0,0,1000
D- vs. D+,u_gerry2,Party/Policy Bundle,Absolute,0.3,0.5672087952671444,0.05664684425218767,0.454858526065537,0.671871862575862,0.5670243295148565,0.5680716805030209,1,0,0,1000
D- vs. D+,u_gerry2,Party/Policy Bundle,Absolute,0.5,0.7565805172560769,0.05036939069065673,0.6534883245254209,0.8489932227726865,0.7590306260954938,0.7563874793971604,1,0,0,1000
D- vs. D+,u_gerry2,Party/Policy Bundle,Absolute,0.7,0.7822682990699559,0.06635985876954016,0.6426674836368131,0.9085006011256194,0.7800491482895477,0.7794096593345256,1,0,0,1000
D- vs. D+,u_gerry2,Party/Policy Bundle,Absolute,0.9,0.7835174095247731,0.08241137961449904,0.6175422752047335,0.940058546561431,0.7854913139339138,0.7849170987667964,1,0,0,1000
D- vs. D+,u_gerry2,Party/Policy Bundle,Squared,-0.9,0.06018995015456108,0.037043860603228,0,0.14424508456389534,0.05759738924752604,0.06166044850052993,0.95,0,0,1000
D- vs. D+,u_gerry2,Party/Policy Bundle,Squared,-0.7,0.154960670928839,0.05971246341036729,0.05405665498887683,0.2853744708156789,0.15114363849419216,0.1560623567565472,1,0,0,1000
D- vs. D+,u_gerry2,Party/Policy Bundle,Squared,-0.5,0.13552687560400759,0.04759591771544014,0.047382316916968585,0.23154617855074047,0.13597022492786473,0.13717829255648448,1,0,0,1000
D- vs. D+,u_gerry2,Party/Policy Bundle,Squared,-0.3,0.25384993197754263,0.05011064106994945,0.158344418097088,0.35004112511004515,0.2516539584532949,0.2528951676986213,1,0,0,1000
D- vs. D+,u_gerry2,Party/Policy Bundle,Squared,-0.1,0.35575592398639444,0.025964655146087617,0.3038974762800433,0.4060175617706202,0.35455104476509747,0.35507239890569336,1,0,0,1000
D- vs. D+,u_gerry2,Party/Policy Bundle,Squared,0.1,0.46492078985141505,0.03075594697683802,0.40678326601496995,0.5266173828379478,0.46611780050861157,0.4654440366877534,1,0,0,1000
D- vs. D+,u_gerry2,Party/Policy Bundle,Squared,0.3,0.6092300559495162,0.05566394953021764,0.4954654865741128,0.7164193327571409,0.6041657300093695,0.6071997567623802,1,0,0,1000
D- vs. D+,u_gerry2,Party/Policy Bundle,Squared,0.5,0.6264664058960405,0.06102726473938538,0.5063867972213719,0.744166017179773,0.6258884353665436,0.6256560110147976,1,0,0,1000
D- vs. D+,u_gerry2,Party/Policy Bundle,Squared,0.7,0.7776826721147724,0.0714369073707007,0.6371620891932245,0.9134850294646205,0.773318179594985,0.7760335185728408,1,0,0,1000
D- vs. D+,u_gerry2,Party/Policy Bundle,Squared,0.9,0.8002237258364621,0.07462079893890537,0.6461344795892103,0.9391549345752237,0.8025199025194131,0.800584530509187,1,0,0,1000
D- vs. D+,u_gerry2,Policy Rank,Absolute,-0.9,0.13747237394048764,0.09320296284981841,0,0.3255396545724567,0.12489972765553144,0.13395700046381487,0.87,0,0,1000
D- vs. D+,u_gerry2,Policy Rank,Absolute,-0.7,0.2262523786973428,0.0654460093272666,0.1006677915536536,0.35457838582320156,0.22398609981832637,0.22480873409349955,1,0,0,1000
D- vs. D+,u_gerry2,Policy Rank,Absolute,-0.5,0.30116570626705624,0.049648842207875576,0.20250046392429502,0.3969543470685142,0.2953073011037806,0.2978316676293286,1,0,0,1000
D- vs. D+,u_gerry2,Policy Rank,Absolute,-0.3,0.2860638919119606,0.03477426305075679,0.22176918392744696,0.3559901286438227,0.2861479191732432,0.2874429278613566,1,0,0,1000
D- vs. D+,u_gerry2,Policy Rank,Absolute,-0.1,0.323608868766995,0.02518579372395663,0.2753661933797609,0.3720570397088637,0.3245949978612481,0.32482867654898645,1,0,0,1000
D- vs. D+,u_gerry2,Policy Rank,Absolute,0.1,0.40115334485046494,0.02712328796878565,0.34721410664245306,0.4530730524836188,0.40020704502785365,0.3999444025876226,1,0,0,1000
D- vs. D+,u_gerry2,Policy Rank,Absolute,0.3,0.5259048813621607,0.0406172228802804,0.4438915230619125,0.6073833832878176,0.5265633805137457,0.5263752826451191,1,0,0,1000
D- vs. D+,u_gerry2,Policy Rank,Absolute,0.5,0.6432799003425557,0.04708026688339988,0.5492664536338397,0.7392044309646978,0.6402047898549955,0.6411405171604521,1,0,0,1000
D- vs. D+,u_gerry2,Policy Rank,Absolute,0.7,0.7378179369598251,0.055540029907596294,0.6172563678379206,0.8421672812907341,0.739924799404605,0.7360902242344316,1,0,0,1000
D- vs. D+,u_gerry2,Policy Rank,Absolute,0.9,0.7099414563210975,0.09082205514686892,0.5251377404428899,0.8728248292864212,0.710090367009391,0.7099383301243695,1,0,0,1000
D- vs. D+,u_gerry2,Policy Rank,Squared,-0.9,0.13676423522587644,0.09496652650703469,0,0.35541336557791026,0.12677302685321906,0.13628915348902776,0.86,0,0,1000
D- vs. D+,u_gerry2,Policy Rank,Squared,-0.7,0.26049375332228425,0.06843539848962933,0.11440807657060767,0.3870503215281002,0.2552830218620218,0.256193650892893,1,0,0,1000
D- vs. D+,u_gerry2,Policy Rank,Squared,-0.5,0.27182524887303977,0.03631087840045898,0.20115799171093535,0.34680109163207407,0.27076189077831436,0.27040082740548604,1,0,0,1000
D- vs. D+,u_gerry2,Policy Rank,Squared,-0.3,0.3183482716739736,0.031278816957950345,0.2615542517565615,0.38272134948665215,0.3182007928787822,0.3197437786683418,1,0,0,1000
D- vs. D+,u_gerry2,Policy Rank,Squared,-0.1,0.3350785990350592,0.03083492081895508,0.2779701604576055,0.39682163530928416,0.3370280329595201,0.3367327460828852,1,0,0,1000
D- vs. D+,u_gerry2,Policy Rank,Squared,0.1,0.3885885450525006,0.031588775353734846,0.3245943279289704,0.4477113534488957,0.3884780247974945,0.38781622063886934,1,0,0,1000
D- vs. D+,u_gerry2,Policy Rank,Squared,0.3,0.4582296773166712,0.034986527697761075,0.3914380121141581,0.5283525465500012,0.4573904423311317,0.45780687716443175,1,0,0,1000
D- vs. D+,u_gerry2,Policy Rank,Squared,0.5,0.6375795068135541,0.039139447080590584,0.5621713400716849,0.7101560348156477,0.6368330154787035,0.6365229617861398,1,0,0,1000
D- vs. D+,u_gerry2,Policy Rank,Squared,0.7,0.6997709173884594,0.06342677994960425,0.5672451258080815,0.8153622709357512,0.6993906203936313,0.6969989085162492,1,0,0,1000
D- vs. D+,u_gerry2,Policy Rank,Squared,0.9,0.7619365208162291,0.0830002730631805,0.593767719944531,0.9082864531767283,0.7664207418598403,0.7607905482519789,1,0,0,1000
D- vs. D+,u_gerry2,Policy Rating,Absolute,-0.9,0.12312953500440729,0.11238657897794033,0,0.3691419642008947,0.11516623698583503,0.11880754817627673,0.636,0,0,1000
D- vs. D+,u_gerry2,Policy Rating,Absolute,-0.7,0.15461300352762253,0.08461587523806188,0,0.3317108006582746,0.14225185437310608,0.15312988463396746,0.951,0,0,1000
D- vs. D+,u_gerry2,Policy Rating,Absolute,-0.5,0.13243842099367556,0.034993440830053554,0.06577570544289864,0.20347180819759852,0.1303760504321309,0.13124953044546248,1,0,0,1000
D- vs. D+,u_gerry2,Policy Rating,Absolute,-0.3,0.22757431665462002,0.033517509591412045,0.16493514440717966,0.2921816664525231,0.2287708118105884,0.22820035727943389,1,0,0,1000
D- vs. D+,u_gerry2,Policy Rating,Absolute,-0.1,0.3690054023332692,0.023216961822128707,0.3262232352826022,0.4153336535081739,0.36753248082584955,0.3682190811517986,1,0,0,1000
D- vs. D+,u_gerry2,Policy Rating,Absolute,0.1,0.42237015407093176,0.0269749688627397,0.3722727664233024,0.4758219286883141,0.42398867315591865,0.423847425464006,1,0,0,1000
D- vs. D+,u_gerry2,Policy Rating,Absolute,0.3,0.5992669779181843,0.040535366572981395,0.5185705192511408,0.6751639538599681,0.6005346223794019,0.5986926593522834,1,0,0,1000
