Type,m_dem_code,Measure,Transformation,value,estimate,se,q2.5,q97.5,median,mean,gt0,lt0,NAs,Nsim
D- vs. D+,u_banProtest,Spatial Distance,Absolute,0.5,0.6280740733156536,0.06015424497431482,0.5036806939088166,0.7420044793542417,0.6311462844875846,0.6286728253293403,1,0,0,1000
D- vs. D+,u_banProtest,Spatial Distance,Absolute,0.7,0.766452833990157,0.08669369126729796,0.5915781116461584,0.9275767852933249,0.7727818526662034,0.7676547628347025,1,0,0,1000
D- vs. D+,u_banProtest,Spatial Distance,Absolute,0.9,0.5200806225719574,0.29428292874269324,0,1,0.5342948322488741,0.512070434170505,0.8663265306122448,0,20,1000
D- vs. D+,u_banProtest,Spatial Distance,Squared,-0.9,0,0,0,0,0,0,0,0,0,1000
D- vs. D+,u_banProtest,Spatial Distance,Squared,-0.7,0.30542085979479816,0.10463226693442781,0.10124759205575315,0.49933545110751737,0.2996169363462279,0.2995289489829227,0.996,0,0,1000
D- vs. D+,u_banProtest,Spatial Distance,Squared,-0.5,0.16467995715588074,0.03753220387374449,0.09756838235007834,0.2411317669948569,0.16226490966232943,0.16430684830209014,1,0,0,1000
D- vs. D+,u_banProtest,Spatial Distance,Squared,-0.3,0.25478948526444406,0.03390671913739541,0.1934559499859921,0.3252657419548442,0.25527386685214004,0.25591383665139333,1,0,0,1000
D- vs. D+,u_banProtest,Spatial Distance,Squared,-0.1,0.3414685467826946,0.02478127613688295,0.2937189602440774,0.3885950923146165,0.342272121777524,0.3422345529800564,1,0,0,1000
D- vs. D+,u_banProtest,Spatial Distance,Squared,0.1,0.44889233118690247,0.023865657931351807,0.40098491491270943,0.4948531143137358,0.4489682546467022,0.44883041919895184,1,0,0,1000
D- vs. D+,u_banProtest,Spatial Distance,Squared,0.3,0.5115409264420728,0.035270554983867455,0.4404934842421186,0.5771724113788737,0.5105332429071108,0.5102511568578206,1,0,0,1000
D- vs. D+,u_banProtest,Spatial Distance,Squared,0.5,0.6270873505306013,0.056368214344248546,0.5163141200752234,0.7321456705407081,0.6272614772361753,0.62750676536789,1,0,0,1000
D- vs. D+,u_banProtest,Spatial Distance,Squared,0.7,0.6759034132616755,0.11577931762634307,0.4409804441561818,0.8847272583128679,0.685629488499678,0.6812718814698575,1,0,0,1000
D- vs. D+,u_banProtest,Spatial Distance,Squared,0.9,0.4714719118907755,0.3839685295589145,0,1,0.4714719118907755,0.47303201129248557,0.7159487776484285,0,141,1000
D- vs. D+,u_court,Party/Policy Bundle,Absolute,-0.9,0.12849935274075433,0.05585473745857772,0.034151398818807646,0.2488977027621069,0.12555157116912313,0.12884804706253228,0.999,0,0,1000
D- vs. D+,u_court,Party/Policy Bundle,Absolute,-0.7,0.0730399735748726,0.04214124349147684,0,0.16160371179167676,0.0719823282702415,0.07401121720243217,0.947,0,0,1000
D- vs. D+,u_court,Party/Policy Bundle,Absolute,-0.5,0.17396876446515194,0.052053095982845944,0.08527778517490757,0.28451820242627374,0.1708559771798469,0.1741179796843018,1,0,0,1000
D- vs. D+,u_court,Party/Policy Bundle,Absolute,-0.3,0.20998800180385643,0.03901227436472011,0.13455483199087795,0.28364065757369733,0.20874843930058626,0.20974191168615813,1,0,0,1000
D- vs. D+,u_court,Party/Policy Bundle,Absolute,-0.1,0.3563194851213482,0.026607846674099343,0.3029574680648381,0.4056440394924508,0.35678033270581416,0.35603330974983366,1,0,0,1000
D- vs. D+,u_court,Party/Policy Bundle,Absolute,0.1,0.36823220592033984,0.028368843310273825,0.3097444002793036,0.4216203108431862,0.36780066850028914,0.3678496704479796,1,0,0,1000
D- vs. D+,u_court,Party/Policy Bundle,Absolute,0.3,0.5066109308562766,0.05935760028282824,0.38691428999021676,0.6255928557926586,0.508058419938775,0.5077452709306718,1,0,0,1000
D- vs. D+,u_court,Party/Policy Bundle,Absolute,0.5,0.6086961354168374,0.06950817669654305,0.46839741841532007,0.737384730465232,0.6083151146151402,0.6073704905635471,1,0,0,1000
D- vs. D+,u_court,Party/Policy Bundle,Absolute,0.7,0.6684306267323048,0.07897188952160923,0.5048015966391273,0.8156492695832128,0.66720784541386,0.6649595414250546,1,0,0,1000
D- vs. D+,u_court,Party/Policy Bundle,Absolute,0.9,0.8131192397562007,0.06761438375078745,0.6661409738837322,0.9303893253243978,0.8144327299449221,0.8108327459960983,1,0,0,1000
D- vs. D+,u_court,Party/Policy Bundle,Squared,-0.9,0.11110166849802619,0.04850657608722926,0.028269582081392734,0.21150365020285025,0.10923632007812574,0.11155903951275402,0.999,0,0,1000
D- vs. D+,u_court,Party/Policy Bundle,Squared,-0.7,0.1228427121894586,0.054953351374756786,0.025510153949141162,0.2398431363716598,0.11925095287124074,0.12256846026178374,0.995,0,0,1000
D- vs. D+,u_court,Party/Policy Bundle,Squared,-0.5,0.17232597613041906,0.049828141432639965,0.08373935789757414,0.27744469265029525,0.17152005868716566,0.1738610949423904,1,0,0,1000
D- vs. D+,u_court,Party/Policy Bundle,Squared,-0.3,0.2818467775380011,0.04815243398176855,0.18726833607341956,0.38181639267418976,0.2797431063242091,0.2811106830123473,1,0,0,1000
D- vs. D+,u_court,Party/Policy Bundle,Squared,-0.1,0.3325901322603864,0.025640326730973956,0.28230449462994156,0.3814717976052454,0.33266690034921137,0.3322254561026883,1,0,0,1000
D- vs. D+,u_court,Party/Policy Bundle,Squared,0.1,0.3920390037887098,0.028428132439662357,0.3348245480382365,0.44647693834266494,0.3916447778191361,0.3912446422894757,1,0,0,1000
D- vs. D+,u_court,Party/Policy Bundle,Squared,0.3,0.47607396158489457,0.06003891497733726,0.3589987126805814,0.594658359557864,0.47569133555503995,0.477067212403361,1,0,0,1000
D- vs. D+,u_court,Party/Policy Bundle,Squared,0.5,0.5769808851266013,0.07073109345753203,0.43513072838534234,0.7141050050603661,0.5759374931167862,0.5774021528469422,1,0,0,1000
D- vs. D+,u_court,Party/Policy Bundle,Squared,0.7,0.6098842350407448,0.08329805487222053,0.442793387453429,0.7674259959380862,0.6082007240332361,0.6077247108328389,1,0,0,1000
D- vs. D+,u_court,Party/Policy Bundle,Squared,0.9,0.8083489086766541,0.06895310433591229,0.6610342630107042,0.9271461238193486,0.8109638405188861,0.8071945311530611,1,0,0,1000
D- vs. D+,u_court,Policy Rank,Absolute,-0.9,0.20222387561365263,0.07601044427412032,0.05193675643678694,0.35888772348227027,0.1930602730040804,0.19733860932538475,0.998,0,0,1000
D- vs. D+,u_court,Policy Rank,Absolute,-0.7,0.15756528004271725,0.04816073657846804,0.07285686568761798,0.2595832589207736,0.15502249064633794,0.15789177156737993,1,0,0,1000
D- vs. D+,u_court,Policy Rank,Absolute,-0.5,0.21102815235645445,0.03781603469733793,0.14198506540599223,0.29008555184414614,0.20827208588209095,0.21107098672581007,1,0,0,1000
D- vs. D+,u_court,Policy Rank,Absolute,-0.3,0.31066554790844886,0.03641397871450804,0.24169527441878663,0.3873608632005925,0.30923497780648423,0.3102020566182158,1,0,0,1000
D- vs. D+,u_court,Policy Rank,Absolute,-0.1,0.31572688547019045,0.025776806795388373,0.26538308668057625,0.3664392647875102,0.3151086564398222,0.3157214130941172,1,0,0,1000
D- vs. D+,u_court,Policy Rank,Absolute,0.1,0.359898302625992,0.025912990347234224,0.30802239913245444,0.4065901042155182,0.3590878258240192,0.3588887459227149,1,0,0,1000
D- vs. D+,u_court,Policy Rank,Absolute,0.3,0.45184081578866353,0.03855595055372657,0.3816321065893211,0.5271772886855808,0.45295064109096156,0.45311852954351517,1,0,0,1000
D- vs. D+,u_court,Policy Rank,Absolute,0.5,0.5631753225173775,0.04851085626432811,0.46701615075220193,0.655463349904833,0.5624300253573769,0.5626496931803656,1,0,0,1000
D- vs. D+,u_court,Policy Rank,Absolute,0.7,0.6292552654027631,0.06310438188447678,0.5094507598350171,0.7500286683568694,0.6266893546046867,0.6282029179028871,1,0,0,1000
D- vs. D+,u_court,Policy Rank,Absolute,0.9,0.6323023020431185,0.11651912676323621,0.39261144454881836,0.8492375406219237,0.6308596206923288,0.6304782567616426,1,0,0,1000
D- vs. D+,u_court,Policy Rank,Squared,-0.9,0.3200386344715497,0.09837048777635576,0.13883697177486234,0.5040817719361977,0.3124281982522289,0.3123628899730629,1,0,0,1000
D- vs. D+,u_court,Policy Rank,Squared,-0.7,0.18365850165351208,0.046134806103008914,0.10280845332717219,0.28006782247213496,0.1863874387334419,0.1863396527010886,1,0,0,1000
D- vs. D+,u_court,Policy Rank,Squared,-0.5,0.21346185480493865,0.031225813522129216,0.1564270918812293,0.27441704826570573,0.2124563472476415,0.2129944072265733,1,0,0,1000
D- vs. D+,u_court,Policy Rank,Squared,-0.3,0.3420431198262508,0.03482928657951587,0.27532617514988256,0.4114561160061703,0.34087302531885966,0.3413460690659718,1,0,0,1000
D- vs. D+,u_court,Policy Rank,Squared,-0.1,0.2934742330615856,0.029546380117150505,0.23630976722537492,0.3501658063291045,0.2948738594250878,0.2936473479867768,1,0,0,1000
D- vs. D+,u_court,Policy Rank,Squared,0.1,0.378158907924323,0.03103511248178069,0.3156717417771728,0.43664553820251356,0.3774304944853988,0.37720867348398707,1,0,0,1000
D- vs. D+,u_court,Policy Rank,Squared,0.3,0.41910645301462635,0.03448707970428645,0.34802321524940877,0.4870598216284558,0.418987597979034,0.4183147898224108,1,0,0,1000
D- vs. D+,u_court,Policy Rank,Squared,0.5,0.5123755647655984,0.039246603008834736,0.4368306971357199,0.5901487531157688,0.5146312933598973,0.5131564516118482,1,0,0,1000
D- vs. D+,u_court,Policy Rank,Squared,0.7,0.5767352163431632,0.06558811530192607,0.44101811251693873,0.7045243736447011,0.5781513039160514,0.5780889542245716,1,0,0,1000
D- vs. D+,u_court,Policy Rank,Squared,0.9,0.5920012507877191,0.1023962213139533,0.38013735257538106,0.7800656745920309,0.5893643258604322,0.5863182231612548,1,0,0,1000
D- vs. D+,u_court,Policy Rating,Absolute,-0.9,0.18375394212060503,0.13529390225075236,0,0.4712459159443032,0.16089988961523682,0.17712176238954797,0.864,0,0,1000
D- vs. D+,u_court,Policy Rating,Absolute,-0.7,0.0804410178304347,0.04866076484146608,0,0.19094532603007575,0.07447094760469496,0.08023009512839605,0.959,0,0,1000
D- vs. D+,u_court,Policy Rating,Absolute,-0.5,0.14727277451278328,0.03285622824574774,0.08619207432764436,0.21697850281902306,0.143466161136324,0.14627652556226944,1,0,0,1000
D- vs. D+,u_court,Policy Rating,Absolute,-0.3,0.2454309193578913,0.03256089992267395,0.1803941427280049,0.3095303014484578,0.2456304050663527,0.24518091275762116,1,0,0,1000
D- vs. D+,u_court,Policy Rating,Absolute,-0.1,0.3431400828090107,0.02523970888867498,0.29318561409765875,0.3910704433633957,0.3427911153448139,0.3432833066370775,1,0,0,1000
D- vs. D+,u_court,Policy Rating,Absolute,0.1,0.32357792024246557,0.023350011855003648,0.2807897489461699,0.36920988493039686,0.323928427484652,0.32366763062691706,1,0,0,1000
D- vs. D+,u_court,Policy Rating,Absolute,0.3,0.49325427865109095,0.04044506439235905,0.411578561034862,0.5678470470710815,0.49378849997204827,0.49336096841163996,1,0,0,1000
D- vs. D+,u_court,Policy Rating,Absolute,0.5,0.683441843790136,0.043463624436020136,0.5906736424256348,0.7659346267022887,0.6837103279572723,0.6826862434918303,1,0,0,1000
D- vs. D+,u_court,Policy Rating,Absolute,0.7,0.7733544186964322,0.0777072063370931,0.5975885092874194,0.9132221204492674,0.7736364037578229,0.7704613501551044,1,0,0,1000
D- vs. D+,u_court,Policy Rating,Absolute,0.9,0.9240377606479933,0.08107855835628128,0.7322550143420926,1,0.9298705240960242,0.9223165433838144,1,0,0,1000
D- vs. D+,u_court,Policy Rating,Squared,-0.9,0.1503754251049369,0.10898721415047655,0,0.37630498783480065,0.13450478160159673,0.14400971257706047,0.864,0,0,1000
D- vs. D+,u_court,Policy Rating,Squared,-0.7,0.025406125244020392,0.02621594520091569,0,0.09160794071007372,0.0237830161753722,0.026208357206616986,0.634,0,0,1000
D- vs. D+,u_court,Policy Rating,Squared,-0.5,0.17780799401792444,0.035752677775488524,0.11224544749928116,0.25011439552238746,0.17422328594919045,0.1768133136535919,1,0,0,1000
D- vs. D+,u_court,Policy Rating,Squared,-0.3,0.21570203908592236,0.03404849714248927,0.1522923435211911,0.28554114799770974,0.2137546982314661,0.21581987156758808,1,0,0,1000
D- vs. D+,u_court,Policy Rating,Squared,-0.1,0.3438884533953021,0.024163160074808756,0.29621857516837075,0.39204254460269117,0.34467147639040374,0.34368767184159116,1,0,0,1000
D- vs. D+,u_court,Policy Rating,Squared,0.1,0.338102798375735,0.02436735675054861,0.292295240124867,0.3852454227335082,0.33862717956415267,0.3381133141436247,1,0,0,1000
D- vs. D+,u_court,Policy Rating,Squared,0.3,0.48760259051713556,0.041118475539696754,0.4063944759539462,0.5635181189222924,0.4901354716750361,0.4880284912576852,1,0,0,1000
D- vs. D+,u_court,Policy Rating,Squared,0.5,0.6718326852994874,0.04423417470588376,0.5838800467825277,0.7589806799864529,0.6731241076798407,0.6710629800334588,1,0,0,1000
D- vs. D+,u_court,Policy Rating,Squared,0.7,0.7323248101901956,0.10462085059752388,0.5098994602562885,0.9141191288686042,0.7356901518315182,0.7305017319181665,1,0,0,1000
D- vs. D+,u_court,Policy Rating,Squared,0.9,0.89348597725415,0.08080202263675376,0.7096401666951767,1,0.9011517163614376,0.8906199329132557,1,0,0,1000
D- vs. D+,u_court,Spatial Distance,Absolute,-0.9,0,0,0,0,0,0,0,0,1,1000
D- vs. D+,u_court,Spatial Distance,Absolute,-0.7,0.2095855144506745,0.09443541918760695,0.030420226275236974,0.40607399048423315,0.2001924563494067,0.20519463104956986,0.988,0,0,1000
D- vs. D+,u_court,Spatial Distance,Absolute,-0.5,0.2530210161644088,0.056281337279717354,0.15176168669835058,0.3651737950443305,0.24719134927147143,0.24984491599870914,1,0,0,1000
D- vs. D+,u_court,Spatial Distance,Absolute,-0.3,0.27334895029362855,0.035951372391754416,0.20510417041328974,0.34830214910606455,0.2730284870348214,0.2738149617324863,1,0,0,1000
D- vs. D+,u_court,Spatial Distance,Absolute,-0.1,0.3099833765882953,0.02186506076621799,0.2682730985088322,0.3537582806347127,0.3098841366977164,0.3104358034095714,1,0,0,1000
D- vs. D+,u_court,Spatial Distance,Absolute,0.1,0.37769670757772633,0.02377090934862927,0.3310663406673611,0.4226636624793244,0.3772051399888409,0.3770092414244989,1,0,0,1000
D- vs. D+,u_court,Spatial Distance,Absolute,0.3,0.5108982609879715,0.04489263155782822,0.4234257857496569,0.5998025147448517,0.5096336589095762,0.5105695304814963,1,0,0,1000
D- vs. D+,u_court,Spatial Distance,Absolute,0.5,0.5497930382577801,0.057748875229887864,0.4393602146432581,0.6579390862195094,0.5473689807180149,0.5501484303603744,1,0,0,1000
D- vs. D+,u_court,Spatial Distance,Absolute,0.7,0.6878683005419064,0.09348789805012024,0.48877075886942,0.8492476672034407,0.6923886587421046,0.6870977506431315,1,0,0,1000
D- vs. D+,u_court,Spatial Distance,Absolute,0.9,0.8935881224258724,0.10829727943541984,0.6310030762603485,1,0.9013070081609413,0.8952847455801249,1,0,1,1000
D- vs. D+,u_court,Spatial Distance,Squared,-0.9,0,0,0,0,0,0,0,0,22,1000
D- vs. D+,u_court,Spatial Distance,Squared,-0.7,0.0258468614581734,0.027908338714062716,0,0.09250513879636371,0.02330381970098055,0.026634945730654426,0.614,0,0,1000
D- vs. D+,u_court,Spatial Distance,Squared,-0.5,0.27037102707034266,0.049341838831408844,0.17945893935837323,0.3703210051571917,0.268167308721892,0.26909710499193623,1,0,0,1000
D- vs. D+,u_court,Spatial Distance,Squared,-0.3,0.19937185861745357,0.0303169772137544,0.14441654887742778,0.2628692763566881,0.19857759585758453,0.19977384706662735,1,0,0,1000
D- vs. D+,u_court,Spatial Distance,Squared,-0.1,0.2890862200038093,0.023027746927227755,0.24432761880881051,0.3375248996886936,0.28927961941244984,0.2896830984777651,1,0,0,1000
D- vs. D+,u_court,Spatial Distance,Squared,0.1,0.39464354313750305,0.02520456560458666,0.34705433654072954,0.4427176406799102,0.39461902227064194,0.39380130783881256,1,0,0,1000
D- vs. D+,u_court,Spatial Distance,Squared,0.3,0.5324860121875397,0.03502685131330851,0.4603347934401598,0.5967318119847577,0.5306884662410138,0.5304565149872064,1,0,0,1000
D- vs. D+,u_court,Spatial Distance,Squared,0.5,0.5086950915293812,0.05449205443979688,0.4036774315165041,0.6148663648820568,0.5065338100548897,0.5085323956091883,1,0,0,1000
D- vs. D+,u_court,Spatial Distance,Squared,0.7,0.7197981982691891,0.08673508290080685,0.5401529282048566,0.8863926884461057,0.7221689280448538,0.7211993833991378,1,0,0,1000
D- vs. D+,u_court,Spatial Distance,Squared,0.9,0.8400921966695926,0.21894241604757284,0.21869599792091937,1,0.8649365970598114,0.8137763110805274,0.9766022380467956,0,17,1000
D- vs. D+,u_execRule,Party/Policy Bundle,Absolute,-0.9,0.09317711551491223,0.056268456527990514,0,0.2209834963475208,0.09157226121954383,0.09777083012731315,0.965,0,0,1000
D- vs. D+,u_execRule,Party/Policy Bundle,Absolute,-0.7,0.07452542380129686,0.04444820241033619,0,0.17003982672211387,0.06676820867032401,0.07258060502027584,0.946,0,0,1000
D- vs. D+,u_execRule,Party/Policy Bundle,Absolute,-0.5,0.19052991635268973,0.048628831407059626,0.10395212805361503,0.2997359536300978,0.18755333968064078,0.19000283573256613,1,0,0,1000
D- vs. D+,u_execRule,Party/Policy Bundle,Absolute,-0.3,0.2722190974038754,0.04956507495528742,0.18418997164855505,0.372818366776065,0.2698156701505953,0.2728800295963211,1,0,0,1000
D- vs. D+,u_execRule,Party/Policy Bundle,Absolute,-0.1,0.3465803311344056,0.02742798989389971,0.29147430620010445,0.3993066056809345,0.345555788887317,0.3446006657510831,1,0,0,1000
D- vs. D+,u_execRule,Party/Policy Bundle,Absolute,0.1,0.4400452212956742,0.028649155936253234,0.38239538334895246,0.49236563393158594,0.4392706109242668,0.43928616288303823,1,0,0,1000
D- vs. D+,u_execRule,Party/Policy Bundle,Absolute,0.3,0.5945450676361467,0.05094767640180662,0.4902882699233961,0.6872050816013452,0.5940236397847037,0.5934365645995241,1,0,0,1000
D- vs. D+,u_execRule,Party/Policy Bundle,Absolute,0.5,0.6979945041849547,0.06215058970028343,0.5767568857660229,0.8138712423350575,0.6997617462939085,0.6979553501984938,1,0,0,1000
D- vs. D+,u_execRule,Party/Policy Bundle,Absolute,0.7,0.7304771452676756,0.07922787090332692,0.5737018264700181,0.8866122585400477,0.7403796858744573,0.7350975712067002,1,0,0,1000
D- vs. D+,u_execRule,Party/Policy Bundle,Absolute,0.9,0.7528642202814219,0.08574864714800723,0.5641768626617197,0.8918741568880442,0.7523313006622635,0.7484878677872416,1,0,0,1000
D- vs. D+,u_execRule,Party/Policy Bundle,Squared,-0.9,0.07913069016597629,0.04138901024929325,0.016356626148742212,0.1745307633053731,0.07767284637570901,0.08188257829932086,0.986,0,0,1000
D- vs. D+,u_execRule,Party/Policy Bundle,Squared,-0.7,0.1442308346423719,0.05965850074576609,0.03327645655293967,0.2698654160543283,0.1395098211608864,0.14128646257972297,0.997,0,0,1000
D- vs. D+,u_execRule,Party/Policy Bundle,Squared,-0.5,0.18822396393151458,0.060032704675001936,0.0849352869207076,0.3165210264483463,0.18261961071297078,0.18782533503304608,1,0,0,1000
D- vs. D+,u_execRule,Party/Policy Bundle,Squared,-0.3,0.3120748523531618,0.05022186680396387,0.2195992266555479,0.4157060965511501,0.31316457310658485,0.3129975295602782,1,0,0,1000
D- vs. D+,u_execRule,Party/Policy Bundle,Squared,-0.1,0.3304148665524398,0.027141193357368476,0.27746817905539645,0.38067447007553823,0.3287155489718113,0.3288583314372638,1,0,0,1000
D- vs. D+,u_execRule,Party/Policy Bundle,Squared,0.1,0.42912295979980075,0.027961243124280742,0.3755960238780055,0.48153782830362035,0.42772386032136306,0.42848422594492214,1,0,0,1000
D- vs. D+,u_execRule,Party/Policy Bundle,Squared,0.3,0.6248119364835388,0.05338151050155969,0.5181464972848179,0.7263277746087949,0.6254368570735094,0.6250591463391619,1,0,0,1000
D- vs. D+,u_execRule,Party/Policy Bundle,Squared,0.5,0.7032363292460696,0.06109757429567939,0.5735389229810793,0.8125287610593003,0.7059269175177438,0.7018425556546279,1,0,0,1000
D- vs. D+,u_execRule,Party/Policy Bundle,Squared,0.7,0.7088982714124314,0.08982713003795846,0.5279494521325823,0.8909295892806912,0.7111817880855654,0.7107557264280077,1,0,0,1000
D- vs. D+,u_execRule,Party/Policy Bundle,Squared,0.9,0.8210247282992714,0.06817390403315256,0.6778821865514408,0.9303794639476692,0.8216723814924924,0.8167819166578657,1,0,0,1000
D- vs. D+,u_execRule,Policy Rank,Absolute,-0.9,0.13407286822467712,0.06702306237916324,0.028386841595649127,0.27238315667203183,0.13164549534240755,0.13498543167740384,0.982,0,0,1000
D- vs. D+,u_execRule,Policy Rank,Absolute,-0.7,0.2452640070612592,0.0555816612340406,0.1409234179213964,0.360053044674001,0.24219415234986386,0.24319966232521603,1,0,0,1000
D- vs. D+,u_execRule,Policy Rank,Absolute,-0.5,0.19747936059134466,0.037547394470037194,0.13016656443192112,0.27416534466511877,0.19615975648447442,0.19890510640767536,1,0,0,1000
D- vs. D+,u_execRule,Policy Rank,Absolute,-0.3,0.2805190619272381,0.03609070193718627,0.2115408760568481,0.3519952409822406,0.27996529910476653,0.28073717852749663,1,0,0,1000
D- vs. D+,u_execRule,Policy Rank,Absolute,-0.1,0.3707090323910752,0.02689819830680554,0.313975426217441,0.4238774729015235,0.3698518058330706,0.3694146270696587,1,0,0,1000
D- vs. D+,u_execRule,Policy Rank,Absolute,0.1,0.4190694681973252,0.026826346657299084,0.3696770433234126,0.4687720261133645,0.41850451032596786,0.4189169511721111,1,0,0,1000
D- vs. D+,u_execRule,Policy Rank,Absolute,0.3,0.5615455952767965,0.035407175107836544,0.48780432577465915,0.6282111938845207,0.5604473465003079,0.5597095772821107,1,0,0,1000
D- vs. D+,u_execRule,Policy Rank,Absolute,0.5,0.5487966635801619,0.05104170952367647,0.44825385833433995,0.6519234788181302,0.5472121415691664,0.5483637561947785,1,0,0,1000
D- vs. D+,u_execRule,Policy Rank,Absolute,0.7,0.643218989587832,0.06498053663167536,0.5127259085947307,0.75709936019481,0.6449533689770968,0.6411380899010273,1,0,0,1000
D- vs. D+,u_execRule,Policy Rank,Absolute,0.9,0.6696147597776886,0.09282532064523244,0.46759551139219035,0.840972760815556,0.6747790347067795,0.670903368357128,1,0,0,1000
D- vs. D+,u_execRule,Policy Rank,Squared,-0.9,0.10923861595347026,0.06400353332365179,0,0.24935458939414873,0.10543592916148894,0.11165520803325088,0.958,0,0,1000
D- vs. D+,u_execRule,Policy Rank,Squared,-0.7,0.17861735774904045,0.04956406531740913,0.08863016467634992,0.28453653450568106,0.17428540416853983,0.177257154241017,1,0,0,1000
D- vs. D+,u_execRule,Policy Rank,Squared,-0.5,0.2453712538305895,0.03363906493156365,0.1843030826328833,0.3150649442774648,0.24411089172421963,0.24555590154681725,1,0,0,1000
D- vs. D+,u_execRule,Policy Rank,Squared,-0.3,0.2962024552611729,0.03144691819114463,0.23651630176666855,0.35837601907948635,0.29634936160072367,0.2976113122704111,1,0,0,1000
D- vs. D+,u_execRule,Policy Rank,Squared,-0.1,0.3970151549917989,0.03185844013735119,0.33458779071132505,0.45523754401469774,0.3963703132846771,0.3950972592693647,1,0,0,1000
D- vs. D+,u_execRule,Policy Rank,Squared,0.1,0.44321835881327726,0.03199416272398553,0.37758316489070104,0.5040061157369818,0.44116385604715036,0.4422467643668629,1,0,0,1000
D- vs. D+,u_execRule,Policy Rank,Squared,0.3,0.4709095341401007,0.032345233114286547,0.4067138039900192,0.5326288390835534,0.4718152705718082,0.47045037396195205,1,0,0,1000
D- vs. D+,u_execRule,Policy Rank,Squared,0.5,0.5679323855906878,0.04022167562409222,0.49152285556416725,0.646290668514744,0.5673531553912665,0.5667099749005382,1,0,0,1000
D- vs. D+,u_execRule,Policy Rank,Squared,0.7,0.5815642945117596,0.06377360770715883,0.4449987938311766,0.7013396924510001,0.5812619540798178,0.579137623117492,1,0,0,1000
D- vs. D+,u_execRule,Policy Rank,Squared,0.9,0.6748846022128906,0.1078708115311095,0.44931287555741717,0.8687528750970595,0.6799432924452838,0.6757626249226456,1,0,0,1000
D- vs. D+,u_execRule,Policy Rating,Absolute,-0.9,0,0,0,0,0,0,0,0,2,1000
D- vs. D+,u_execRule,Policy Rating,Absolute,-0.7,0.03549326699894335,0.03836750452813579,0,0.12427170429095702,0.032384067514339684,0.03615448271008346,0.619,0,0,1000
D- vs. D+,u_execRule,Policy Rating,Absolute,-0.5,0.15890313794822253,0.027572931248998105,0.10821478061727953,0.21827991006161865,0.15921206242315986,0.1601987211299169,1,0,0,1000
D- vs. D+,u_execRule,Policy Rating,Absolute,-0.3,0.22261993085271528,0.03462175706616173,0.15771724902985276,0.28909560583729044,0.2211136817323519,0.22111288451521546,1,0,0,1000
D- vs. D+,u_execRule,Policy Rating,Absolute,-0.1,0.35247459073071674,0.024129725457943518,0.30582027771710174,0.4012913655087502,0.3521231074485436,0.35185630532166995,1,0,0,1000
D- vs. D+,u_execRule,Policy Rating,Absolute,0.1,0.4546631391296605,0.02531554582506032,0.4038210532647091,0.5019472683419014,0.45471965900597766,0.4539835724519052,1,0,0,1000
D- vs. D+,u_execRule,Policy Rating,Absolute,0.3,0.533295398298084,0.03837683696202218,0.4623026815947099,0.608150122856665,0.5319136324597269,0.5321679947436698,1,0,0,1000
D- vs. D+,u_execRule,Policy Rating,Absolute,0.5,0.6722730050290169,0.04641758462894182,0.5778155708287414,0.7598398346728087,0.6731784429478618,0.6716742719172123,1,0,0,1000
D- vs. D+,u_execRule,Policy Rating,Absolute,0.7,0.647064031849856,0.11679841260469118,0.40894747211744886,0.8538680646066545,0.6404720822795945,0.6400769759008509,1,0,0,1000
D- vs. D+,u_execRule,Policy Rating,Absolute,0.9,0.8723216502770642,0.0677248323127334,0.7123224373529924,0.9727751921553038,0.8722498370458598,0.8653221948737124,1,0,0,1000
D- vs. D+,u_execRule,Policy Rating,Squared,-0.9,0,0,0,0,0,0,0,0,0,1000
D- vs. D+,u_execRule,Policy Rating,Squared,-0.7,0.0395041115929933,0.04185279340584656,0,0.14065276516020653,0.03613257532543146,0.04032528554830379,0.619,0,0,1000
D- vs. D+,u_execRule,Policy Rating,Squared,-0.5,0.21081772978432173,0.03474350452959053,0.14643999832720658,0.28126354902956985,0.21076658987425023,0.2118183037392134,1,0,0,1000
D- vs. D+,u_execRule,Policy Rating,Squared,-0.3,0.20554324500574234,0.031529649067170755,0.14613562493285873,0.267822447970921,0.2050777407816415,0.2048013847852229,1,0,0,1000
D- vs. D+,u_execRule,Policy Rating,Squared,-0.1,0.3461572995788226,0.024669124994574108,0.29741444088796243,0.3938708456326674,0.3453243339243872,0.34538995838256703,1,0,0,1000
D- vs. D+,u_execRule,Policy Rating,Squared,0.1,0.4596575362404891,0.025036062886443756,0.4109642945683479,0.5057772868408319,0.4588565230247913,0.45886479535886476,1,0,0,1000
D- vs. D+,u_execRule,Policy Rating,Squared,0.3,0.5377307079112378,0.04029586483440596,0.45087610704274067,0.612512486315869,0.538409851374631,0.5370778754486277,1,0,0,1000
D- vs. D+,u_execRule,Policy Rating,Squared,0.5,0.6269994556346828,0.04667965139117873,0.5382891354906656,0.7185282360670392,0.6281484382879283,0.6255278729532481,1,0,0,1000
D- vs. D+,u_execRule,Policy Rating,Squared,0.7,0.7153842758907356,0.09902342500040312,0.5083148043083191,0.8871651978546486,0.7148272842836731,0.708330005180421,1,0,0,1000
