Subset,term,estimate,se,q2.5,q97.5,median,mean,gt0,lt0,NAs,Nsim
All,(Intercept),0.5000000000000225,0.009273372936838638,0.48194063164648565,0.5178106488190042,0.5003205709200025,0.4998642444946973,1,0,0,1000
All,diff_dem_type_u,-0.1583916425851926,0.012791902133678026,-0.1832628963216073,-0.13253680800466913,-0.15866885885086557,-0.15831030948915373,0,1,0,1000
All,m_platformDist,-1.914901959931028e-16,0.007486444042822983,-0.013867675536644242,0.014378634771828982,1.2317113670261125e-5,1.8106109060003569e-4,0.502,0.498,0,1000
All,diff_dem_type_u:m_platformDist,0.046236420572540265,0.010611093315743095,0.025325279934028895,0.06680498092609298,0.045782949704316636,0.046250399766529414,1,0,0,1000
Distinct platforms,(Intercept),0.5000000000000012,0.01077315324355652,0.47884395770544125,0.5216797039550252,0.5000185920446085,0.5002655480691355,1,0,0,1000
Distinct platforms,diff_dem_type_u,-0.11824757052061162,0.015941553443694842,-0.14868083115844763,-0.08566112762729883,-0.11903959412020636,-0.11865997249439687,0,1,0,1000
Distinct platforms,m_platformDist,-1.252788219163505e-16,0.008066574972052126,-0.01544555355448672,0.015382445693444718,-3.7948578457784826e-4,-1.9624981642959804e-4,0.488,0.512,0,1000
Distinct platforms,diff_dem_type_u:m_platformDist,0.031131973307357605,0.011971115370301683,0.007438893244741615,0.054786822746382836,0.031770991242024746,0.03157390282561262,0.993,0.007,0,1000
