Type,Measure,Transformation,value,Stat,estimate,se,q2.5,q97.5,median,mean,gt0,lt0,NAs,Nsim,estimate_reg,std.error,statistic,p.value,conf.low,conf.high,df,outcome
V- vs. D+,Policy Rank,Squared,0.3,Mean,0.37079815449938036,0.02416074911807683,0.3233307620645455,0.4176296283500972,0.3714655695180833,0.3706096378311777,1,0,0,1000,0.37079815449938053,0.023952010607840916,15.480878017730848,8.661856981593655e-37,0.3235865826948138,0.4180097263039473,214.40403417030095,c_win
V- vs. D+,Policy Rank,Squared,0.5,Mean,0.47919326791622663,0.02995121194460663,0.4223496036807307,0.5396976793447239,0.48007432797841054,0.47912246185504,1,0,0,1000,0.4791932679162269,0.029666497058558606,16.152674411486764,1.710814862941998e-34,0.4205693356472867,0.5378172001851671,148.21466309760996,c_win
V- vs. D+,Policy Rank,Squared,0.7,Mean,0.49372832272631045,0.043541131654575155,0.4068976896580114,0.5788858405137066,0.4929284233670245,0.49260262790203313,1,0,0,1000,0.4937283227263103,0.04387769568939485,11.252375836264424,1.4796500293894287e-17,0.40626752923530407,0.5811891162173165,72.377532244019,c_win
V- vs. D+,Policy Rank,Squared,0.9,Mean,0.6337688474960061,0.08182424872849153,0.4728831636648249,0.7861651757398359,0.6389540058878078,0.6366739860319698,1,0,0,1000,0.6337688474960063,0.08363011041136584,7.578237603401194,1.608823250375216e-7,0.4601506832243109,0.8073870117677016,21.613642441154358,c_win
V- vs. D+,Policy Rating,Absolute,-0.9,Mean,0.045773793157470814,0.03634059373853244,0,0.13124590375348105,0.04044042038775641,0.04687507355398718,0.846,0,0,1000,0.04577379315747081,0.03380284112855995,1.354140410369134,0.20775851855209512,-0.030348321134298847,0.12189590744924046,9.275835469790191,c_win
V- vs. D+,Policy Rating,Absolute,-0.7,Mean,0.08276207866683637,0.043837201667698396,0.010641608150636448,0.1812495272171881,0.07834930163041606,0.08418767551771286,0.984,0,0,1000,0.08276207866683637,0.044834728306843825,1.8459368840248576,0.07699208220891728,-0.009661724868761518,0.17518588220243425,24.554865386549075,c_win
V- vs. D+,Policy Rating,Absolute,-0.5,Mean,0.13928487993898786,0.023217669373973612,0.0963880185843234,0.18454507151113844,0.13868260555463036,0.1392438524574523,1,0,0,1000,0.13928487993898792,0.02281019178470222,6.106256416151664,2.2209427589503542e-8,0.09400066920678438,0.18456909067119145,94.95860709745325,c_win
V- vs. D+,Policy Rating,Absolute,-0.3,Mean,0.15817429668887045,0.020167027607020757,0.11925061794790305,0.19948896522461645,0.15780296910893943,0.1579849267948634,1,0,0,1000,0.1581742966888704,0.019808173652399584,7.985304423545832,3.102647109936339e-13,0.11904180894997918,0.19730678442776162,153.17101653217543,c_win
V- vs. D+,Policy Rating,Absolute,-0.1,Mean,0.2945380205279013,0.017482187282344585,0.26136001572185186,0.3295973817053083,0.29570714280742494,0.29562899305049045,1,0,0,1000,0.2945380205279006,0.017193039063169872,17.131236626969937,3.039511239272598e-47,0.2607134188480051,0.32836262220779616,322.6861315977226,c_win
V- vs. D+,Policy Rating,Absolute,0.1,Mean,0.310705651995245,0.016424104644662024,0.27964814178246566,0.34295339860359714,0.31186111275088824,0.3109364586236051,1,0,0,1000,0.3107056519952452,0.01720378306261847,18.060309808856356,1.0931093751677126e-50,0.2768581518620151,0.34455315212847526,318.2864343821932,c_win
V- vs. D+,Policy Rating,Absolute,0.3,Mean,0.44394952899654383,0.02719061565389791,0.38656774153813733,0.49597604817147056,0.44223326295885224,0.4429192283977351,1,0,0,1000,0.44394952899654366,0.027567914538411942,16.10384885581256,2.88332131436582e-36,0.3895375463387463,0.498361511654341,173.35138520796443,c_win
V- vs. D+,Policy Rating,Absolute,0.5,Mean,0.5473874845390824,0.03544516711320653,0.48042200613253144,0.6172633260942129,0.5476612712339721,0.5474173796329818,1,0,0,1000,0.5473874845390818,0.03528513794152715,15.513259022713367,1.0706694584084377e-28,0.4774070676043929,0.6173679014737707,102.91733909023257,c_win
V- vs. D+,Policy Rating,Absolute,0.7,Mean,0.627544721646754,0.07829151949293488,0.4750544848491963,0.7700500780048157,0.633005205654219,0.6296430822261775,1,0,0,1000,0.6275447216467539,0.08140721526963307,7.708711317150825,2.0499796843410596e-7,0.45773819972549645,0.7973512435680113,20.010943985568908,c_win
V- vs. D+,Policy Rating,Absolute,0.9,Mean,0.7753309686309737,0.07899303756978034,0.615182969422407,0.9234894163664081,0.779483801656514,0.7772921242051986,1,0,0,1000,0.7753309686309735,0.07947582461452915,9.755557396119594,1.271066548841083e-8,0.6083922679256458,0.9422696693363012,18.05100356689785,c_win
V- vs. D+,Policy Rating,Squared,-0.9,Mean,0.05620136941254199,0.0422511715664229,0,0.15246214073992967,0.053564163783237834,0.059407710834954615,0.882,0,0,1000,0.056201369412541995,0.04014874441139539,1.3998288174758062,0.1899457871883151,-0.032493381042692206,0.1448961198677762,10.676324539892816,c_win
V- vs. D+,Policy Rating,Squared,-0.7,Mean,0.0842497103277444,0.04800000365898243,0.010150391675144704,0.197351884925106,0.07859547006945058,0.08439388854011758,0.98,0,0,1000,0.08424971032774442,0.04841698373890535,1.740085891803412,0.09622658850433816,-0.016332592490599485,0.18483201314608833,21.371001895340324,c_win
V- vs. D+,Policy Rating,Squared,-0.5,Mean,0.1352855800291172,0.02163143301226593,0.09405762626397424,0.1801768145842437,0.1342132426119844,0.13553284828983872,1,0,0,1000,0.13528558002911723,0.021665265956806266,6.2443535333853815,1.1708188717693549e-8,0.09227786578693523,0.17829329427129922,95.56450623523097,c_win
V- vs. D+,Policy Rating,Squared,-0.3,Mean,0.17805419452182855,0.022798118830528707,0.13544423811940398,0.22323372139931172,0.17729439450749057,0.1774688691226507,1,0,0,1000,0.17805419452182875,0.022665368394446272,7.8557820646523275,8.403647635992711e-13,0.13325428888493837,0.22285410015871912,143.96070860508212,c_win
V- vs. D+,Policy Rating,Squared,-0.1,Mean,0.2915678195634536,0.017200335114782105,0.2570726821495773,0.32551733597088156,0.292217358291854,0.2924668524079309,1,0,0,1000,0.2915678195634535,0.0167393096679637,17.4181507688735,7.352294050439701e-49,0.2586406616260854,0.3244949775008216,335.69211278008163,c_win
V- vs. D+,Policy Rating,Squared,0.1,Mean,0.31414789898856166,0.01573089244112899,0.28443726727897656,0.3448614997149396,0.3141462215891053,0.314204814023861,1,0,0,1000,0.31414789898856194,0.016759302323679955,18.744688348075716,3.191187169589017e-54,0.2811819722424435,0.34711382573468036,337.2695515004744,c_win
V- vs. D+,Policy Rating,Squared,0.3,Mean,0.41971514719224035,0.030007268407861082,0.362477845937792,0.4759302244484288,0.41817953428941135,0.41895137398646376,1,0,0,1000,0.4197151471922402,0.02994853164555287,14.014548431277255,1.297815660088898e-29,0.36056908266290955,0.4788612117215708,159.76509939987676,c_win
V- vs. D+,Policy Rating,Squared,0.5,Mean,0.5310902568980005,0.03417281423400934,0.46278685648108503,0.598262991221863,0.5319113000402224,0.5316912676956365,1,0,0,1000,0.5310902568979998,0.03314890965177004,16.021349192993483,1.8406263060779023e-29,0.46532981022035846,0.5968507035756412,100.75646817591257,c_win
V- vs. D+,Policy Rating,Squared,0.7,Mean,0.7157898005350029,0.07926717118554255,0.5569980697860369,0.8633844195338439,0.7207433480486914,0.7176572580873543,1,0,0,1000,0.7157898005350029,0.08107823388079677,8.828384219461105,2.087397958642616e-8,0.5468762030027141,0.8847033980672916,20.400564933081068,c_win
V- vs. D+,Policy Rating,Squared,0.9,Mean,0.7921039350460072,0.07356444978618465,0.6469496514483025,0.922302269176614,0.797469681763847,0.792603359589103,1,0,0,1000,0.792103935046007,0.0740323265952419,10.699433227010264,2.8196151858878495e-9,0.6366749859750702,0.9475328841169437,18.17486814207891,c_win
V- vs. D+,Spatial Distance,Absolute,-0.9,Mean,0.09647464497176166,0.10552538827308805,0,0.3621669647646338,0.08361145190474073,0.1005299240147023,0.641,0,0,1000,0.09647464497176161,0.09803990438353256,0.984034466153214,0.3896435478933352,-0.19530405234383896,0.3882533422873622,3.411039146549684,c_win
V- vs. D+,Spatial Distance,Absolute,-0.7,Mean,0.17773114739526438,0.048885566719159806,0.09070832247090412,0.2767683514360848,0.17830282237512568,0.17975236007449955,1,0,0,1000,0.17773114739526438,0.051046325006881915,3.481761857906582,0.0013860904457495783,0.07400133641859054,0.28146095837193824,34.07851339489794,c_win
V- vs. D+,Spatial Distance,Absolute,-0.5,Mean,0.24823924497168146,0.03899879716732462,0.17654672457806464,0.3341648214890395,0.24979527810176938,0.25032405515476636,1,0,0,1000,0.2482392449716816,0.03969358226028677,6.253888685175279,4.2411929128012735e-8,0.16887984327126662,0.3275986466720966,61.49122431065628,c_win
V- vs. D+,Spatial Distance,Absolute,-0.3,Mean,0.21863016840151414,0.02476230633333929,0.1750387812957891,0.2677150173912623,0.21810334451881863,0.2185675617951185,1,0,0,1000,0.2186301684015142,0.025328646869257905,8.631735028327622,8.818373345477787e-15,0.16857742760771874,0.2686829091953096,147.91683014088602,c_win
V- vs. D+,Spatial Distance,Absolute,-0.1,Mean,0.2871843177606949,0.016237542513957696,0.2541483068203411,0.3188886857962961,0.28813389153650815,0.28730718814739964,1,0,0,1000,0.2871843177606948,0.015607982275738425,18.39983623040781,4.266248332666657e-54,0.2564924416792163,0.3178761938421733,368.53963463051366,c_win
V- vs. D+,Spatial Distance,Absolute,0.1,Mean,0.3375374961560331,0.01584862904350688,0.30464533271523003,0.36817598131247176,0.33721658277051675,0.3375098383523859,1,0,0,1000,0.3375374961560325,0.015831198673826673,21.3210321663182,1.9522881893163798e-67,0.30641237938919047,0.36866261292287456,390.2178864880973,c_win
V- vs. D+,Spatial Distance,Absolute,0.3,Mean,0.36661595240085093,0.02795827791555352,0.30963180891677566,0.41998701978549485,0.3665357366795704,0.36540926477793523,1,0,0,1000,0.36661595240085054,0.02863020825544291,12.805214308252644,3.941516094212027e-26,0.31006408415241693,0.42316782064928415,156.36235946275005,c_win
V- vs. D+,Spatial Distance,Absolute,0.5,Mean,0.4206786542870086,0.04168267421210567,0.3410875791740862,0.501168257031128,0.42205451279068346,0.42201089535732744,1,0,0,1000,0.42067865428700857,0.04200826156922502,10.014188604157688,6.949871160018623e-16,0.3371116760787444,0.5042456324952727,82.05483337360614,c_win
V- vs. D+,Spatial Distance,Absolute,0.7,Mean,0.6184533621319812,0.07674865769972833,0.46632003877182127,0.7553567138510179,0.6187669966374181,0.6176165746908151,1,0,0,1000,0.6184533621319813,0.07520495458491128,8.223572044494851,2.6739792186263402e-8,0.4628759460041333,0.7740307782598294,22.989012501028938,c_win
V- vs. D+,Spatial Distance,Absolute,0.9,Mean,0.4158520363952409,0.16722560924907667,0.14907856604008424,0.8015437909754013,0.4201131325776018,0.4369273880460835,0.998,0,0,1000,0.4158520363952408,0.17599796759442599,2.3628229466464092,0.08233926014539235,-0.08771474458385264,0.9194188173743343,3.718881935392567,c_win
V- vs. D+,Spatial Distance,Squared,-0.9,Mean,0.19338380679857503,0.13472491227808397,0,0.4929939731018791,0.18948507642545276,0.19603658539290886,0.861,0,0,1000,0.19338380679857506,0.13551681174260027,1.4270097142329985,0.21132677031125402,-0.1520162237797731,0.5387838373769233,5.14626654904433,c_win
V- vs. D+,Spatial Distance,Squared,-0.7,Mean,0.11428276131561177,0.05319395988548335,0.026554568614672425,0.22806367673153805,0.10879966321224918,0.11319885876978378,0.998,0,0,1000,0.11428276131561174,0.05487583395768472,2.0825699232878403,0.04967346272678221,1.7875359728024287e-4,0.22838676903394323,21.050100717968242,c_win
V- vs. D+,Spatial Distance,Squared,-0.5,Mean,0.20546809516368558,0.03207252930147234,0.14641932953238365,0.27067912920416987,0.20386522205907653,0.20564310789609846,1,0,0,1000,0.20546809516368578,0.032937090837776406,6.238198029560919,1.5525150855207057e-8,0.14000226385333064,0.2709339264740409,87.01915712121976,c_win
V- vs. D+,Spatial Distance,Squared,-0.3,Mean,0.22546144419057715,0.020884625149017014,0.18718699282175277,0.2689545868023953,0.22662259505378984,0.22688435080613262,1,0,0,1000,0.22546144419057718,0.02037010781925768,11.068249917530055,1.9869517705303418e-22,0.18528852420934225,0.2656343641718121,195.85037439415558,c_win
V- vs. D+,Spatial Distance,Squared,-0.1,Mean,0.23765216969175904,0.01563683520472969,0.20883639014819447,0.26839067958482665,0.23735617142498155,0.2378378577717144,1,0,0,1000,0.2376521696917593,0.015616722206434069,15.217800928407815,1.4345693303662914e-39,0.2069256806882341,0.2683786586952845,314.4147667487909,c_win
V- vs. D+,Spatial Distance,Squared,0.1,Mean,0.3523915228756311,0.018393962242759656,0.31639414519244763,0.3881673171151078,0.3521917050521682,0.3525011624522686,1,0,0,1000,0.3523915228756315,0.01813958768371106,19.426655612027563,2.7567511747626456e-56,0.3167052942711416,0.38807775148012147,324.03371020565794,c_win
V- vs. D+,Spatial Distance,Squared,0.3,Mean,0.44123110311848,0.025216166362066104,0.39232716531850925,0.4894816830600589,0.4403408821300998,0.4412958693003091,1,0,0,1000,0.4412311031184806,0.025435133249710747,17.347308495956018,1.756296725993544e-41,0.39106992823128245,0.4913922780056788,196.31491823917025,c_win
V- vs. D+,Spatial Distance,Squared,0.5,Mean,0.5084702125158218,0.04072179344897777,0.42964497438267757,0.5848822430725501,0.5065581845648268,0.50662703960285,1,0,0,1000,0.5084702125158217,0.03977997412915759,12.78206493711939,9.302285618833313e-22,0.4294149482703927,0.5875254767612507,87.9261983904863,c_win
V- vs. D+,Spatial Distance,Squared,0.7,Mean,0.43326528227863137,0.08753501971901492,0.2661596048515821,0.6169298710018676,0.4331275914090405,0.43299592711196416,1,0,0,1000,0.43326528227863137,0.08625169852509036,5.023266668222143,1.0299479848138027e-4,0.2513526380531026,0.6151779265041601,17.077060174071484,c_win
V- vs. D+,Spatial Distance,Squared,0.9,Mean,0.5706592854477716,0.2836346046894906,0.15682440980064677,1,0.5908241466495379,0.6553447504779594,0.9959919839679359,0,2,1000,0.5706592854477716,0.40657296818321603,1.403583932295795,0.32705091726031854,-1.7584747119228905,2.899793282818434,1.5547528336842327,c_win
D+ vs. D+,Party/Policy Bundle,Absolute,-0.9,DIM,0,0,0,0,0,0,0,0,0,1000,NA,NA,NA,NA,NA,NA,NA,NA
D+ vs. D+,Party/Policy Bundle,Absolute,-0.7,DIM,0,0,0,0,0,0,0,0,0,1000,NA,NA,NA,NA,NA,NA,NA,NA
D+ vs. D+,Party/Policy Bundle,Absolute,-0.5,DIM,0,0,0,0,0,0,0,0,0,1000,NA,NA,NA,NA,NA,NA,NA,NA
D+ vs. D+,Party/Policy Bundle,Absolute,-0.3,DIM,0,0,0,0,0,0,0,0,0,1000,NA,NA,NA,NA,NA,NA,NA,NA
D+ vs. D+,Party/Policy Bundle,Absolute,-0.1,DIM,0,0,0,0,0,0,0,0,0,1000,NA,NA,NA,NA,NA,NA,NA,NA
D+ vs. D+,Party/Policy Bundle,Absolute,0.1,DIM,0,0,0,0,0,0,0,0,0,1000,NA,NA,NA,NA,NA,NA,NA,NA
D+ vs. D+,Party/Policy Bundle,Absolute,0.3,DIM,0,0,0,0,0,0,0,0,0,1000,NA,NA,NA,NA,NA,NA,NA,NA
D+ vs. D+,Party/Policy Bundle,Absolute,0.5,DIM,0,0,0,0,0,0,0,0,0,1000,NA,NA,NA,NA,NA,NA,NA,NA
D+ vs. D+,Party/Policy Bundle,Absolute,0.7,DIM,0,0,0,0,0,0,0,0,0,1000,NA,NA,NA,NA,NA,NA,NA,NA
D+ vs. D+,Party/Policy Bundle,Absolute,0.9,DIM,0,0,0,0,0,0,0,0,0,1000,NA,NA,NA,NA,NA,NA,NA,NA
D+ vs. D+,Party/Policy Bundle,Squared,-0.9,DIM,0,0,0,0,0,0,0,0,0,1000,NA,NA,NA,NA,NA,NA,NA,NA
D+ vs. D+,Party/Policy Bundle,Squared,-0.7,DIM,0,0,0,0,0,0,0,0,0,1000,NA,NA,NA,NA,NA,NA,NA,NA
D+ vs. D+,Party/Policy Bundle,Squared,-0.5,DIM,0,0,0,0,0,0,0,0,0,1000,NA,NA,NA,NA,NA,NA,NA,NA
D+ vs. D+,Party/Policy Bundle,Squared,-0.3,DIM,0,0,0,0,0,0,0,0,0,1000,NA,NA,NA,NA,NA,NA,NA,NA
D+ vs. D+,Party/Policy Bundle,Squared,-0.1,DIM,0,0,0,0,0,0,0,0,0,1000,NA,NA,NA,NA,NA,NA,NA,NA
D+ vs. D+,Party/Policy Bundle,Squared,0.1,DIM,0,0,0,0,0,0,0,0,0,1000,NA,NA,NA,NA,NA,NA,NA,NA
D+ vs. D+,Party/Policy Bundle,Squared,0.3,DIM,0,0,0,0,0,0,0,0,0,1000,NA,NA,NA,NA,NA,NA,NA,NA
D+ vs. D+,Party/Policy Bundle,Squared,0.5,DIM,0,0,0,0,0,0,0,0,0,1000,NA,NA,NA,NA,NA,NA,NA,NA
D+ vs. D+,Party/Policy Bundle,Squared,0.7,DIM,0,0,0,0,0,0,0,0,0,1000,NA,NA,NA,NA,NA,NA,NA,NA
D+ vs. D+,Party/Policy Bundle,Squared,0.9,DIM,0,0,0,0,0,0,0,0,0,1000,NA,NA,NA,NA,NA,NA,NA,NA
D+ vs. D+,Policy Rank,Absolute,-0.9,DIM,0,0,0,0,0,0,0,0,0,1000,NA,NA,NA,NA,NA,NA,NA,NA
D+ vs. D+,Policy Rank,Absolute,-0.7,DIM,0,0,0,0,0,0,0,0,0,1000,NA,NA,NA,NA,NA,NA,NA,NA
D+ vs. D+,Policy Rank,Absolute,-0.5,DIM,0,0,0,0,0,0,0,0,0,1000,NA,NA,NA,NA,NA,NA,NA,NA
D+ vs. D+,Policy Rank,Absolute,-0.3,DIM,0,0,0,0,0,0,0,0,0,1000,NA,NA,NA,NA,NA,NA,NA,NA
D+ vs. D+,Policy Rank,Absolute,-0.1,DIM,0,0,0,0,0,0,0,0,0,1000,NA,NA,NA,NA,NA,NA,NA,NA
D+ vs. D+,Policy Rank,Absolute,0.1,DIM,0,0,0,0,0,0,0,0,0,1000,NA,NA,NA,NA,NA,NA,NA,NA
D+ vs. D+,Policy Rank,Absolute,0.3,DIM,0,0,0,0,0,0,0,0,0,1000,NA,NA,NA,NA,NA,NA,NA,NA
D+ vs. D+,Policy Rank,Absolute,0.5,DIM,0,0,0,0,0,0,0,0,0,1000,NA,NA,NA,NA,NA,NA,NA,NA
D+ vs. D+,Policy Rank,Absolute,0.7,DIM,0,0,0,0,0,0,0,0,0,1000,NA,NA,NA,NA,NA,NA,NA,NA
D+ vs. D+,Policy Rank,Absolute,0.9,DIM,0,0,0,0,0,0,0,0,0,1000,NA,NA,NA,NA,NA,NA,NA,NA
D+ vs. D+,Policy Rank,Squared,-0.9,DIM,0,0,0,0,0,0,0,0,0,1000,NA,NA,NA,NA,NA,NA,NA,NA
D+ vs. D+,Policy Rank,Squared,-0.7,DIM,0,0,0,0,0,0,0,0,0,1000,NA,NA,NA,NA,NA,NA,NA,NA
D+ vs. D+,Policy Rank,Squared,-0.5,DIM,0,0,0,0,0,0,0,0,0,1000,NA,NA,NA,NA,NA,NA,NA,NA
D+ vs. D+,Policy Rank,Squared,-0.3,DIM,0,0,0,0,0,0,0,0,0,1000,NA,NA,NA,NA,NA,NA,NA,NA
D+ vs. D+,Policy Rank,Squared,-0.1,DIM,0,0,0,0,0,0,0,0,0,1000,NA,NA,NA,NA,NA,NA,NA,NA
D+ vs. D+,Policy Rank,Squared,0.1,DIM,0,0,0,0,0,0,0,0,0,1000,NA,NA,NA,NA,NA,NA,NA,NA
D+ vs. D+,Policy Rank,Squared,0.3,DIM,0,0,0,0,0,0,0,0,0,1000,NA,NA,NA,NA,NA,NA,NA,NA
D+ vs. D+,Policy Rank,Squared,0.5,DIM,0,0,0,0,0,0,0,0,0,1000,NA,NA,NA,NA,NA,NA,NA,NA
D+ vs. D+,Policy Rank,Squared,0.7,DIM,0,0,0,0,0,0,0,0,0,1000,NA,NA,NA,NA,NA,NA,NA,NA
D+ vs. D+,Policy Rank,Squared,0.9,DIM,0,0,0,0,0,0,0,0,0,1000,NA,NA,NA,NA,NA,NA,NA,NA
D+ vs. D+,Policy Rating,Absolute,-0.9,DIM,0,0,0,0,0,0,0,0,0,1000,NA,NA,NA,NA,NA,NA,NA,NA
D+ vs. D+,Policy Rating,Absolute,-0.7,DIM,0,0,0,0,0,0,0,0,0,1000,NA,NA,NA,NA,NA,NA,NA,NA
D+ vs. D+,Policy Rating,Absolute,-0.5,DIM,0,0,0,0,0,0,0,0,0,1000,NA,NA,NA,NA,NA,NA,NA,NA
D+ vs. D+,Policy Rating,Absolute,-0.3,DIM,0,0,0,0,0,0,0,0,0,1000,NA,NA,NA,NA,NA,NA,NA,NA
D+ vs. D+,Policy Rating,Absolute,-0.1,DIM,0,0,0,0,0,0,0,0,0,1000,NA,NA,NA,NA,NA,NA,NA,NA
D+ vs. D+,Policy Rating,Absolute,0.1,DIM,0,0,0,0,0,0,0,0,0,1000,NA,NA,NA,NA,NA,NA,NA,NA
D+ vs. D+,Policy Rating,Absolute,0.3,DIM,0,0,0,0,0,0,0,0,0,1000,NA,NA,NA,NA,NA,NA,NA,NA
D+ vs. D+,Policy Rating,Absolute,0.5,DIM,0,0,0,0,0,0,0,0,0,1000,NA,NA,NA,NA,NA,NA,NA,NA
D+ vs. D+,Policy Rating,Absolute,0.7,DIM,0,0,0,0,0,0,0,0,0,1000,NA,NA,NA,NA,NA,NA,NA,NA
D+ vs. D+,Policy Rating,Absolute,0.9,DIM,0,0,0,0,0,0,0,0,0,1000,NA,NA,NA,NA,NA,NA,NA,NA
D+ vs. D+,Policy Rating,Squared,-0.9,DIM,0,0,0,0,0,0,0,0,0,1000,NA,NA,NA,NA,NA,NA,NA,NA
D+ vs. D+,Policy Rating,Squared,-0.7,DIM,0,0,0,0,0,0,0,0,0,1000,NA,NA,NA,NA,NA,NA,NA,NA
D+ vs. D+,Policy Rating,Squared,-0.5,DIM,0,0,0,0,0,0,0,0,0,1000,NA,NA,NA,NA,NA,NA,NA,NA
D+ vs. D+,Policy Rating,Squared,-0.3,DIM,0,0,0,0,0,0,0,0,0,1000,NA,NA,NA,NA,NA,NA,NA,NA
D+ vs. D+,Policy Rating,Squared,-0.1,DIM,0,0,0,0,0,0,0,0,0,1000,NA,NA,NA,NA,NA,NA,NA,NA
D+ vs. D+,Policy Rating,Squared,0.1,DIM,0,0,0,0,0,0,0,0,0,1000,NA,NA,NA,NA,NA,NA,NA,NA
D+ vs. D+,Policy Rating,Squared,0.3,DIM,0,0,0,0,0,0,0,0,0,1000,NA,NA,NA,NA,NA,NA,NA,NA
D+ vs. D+,Policy Rating,Squared,0.5,DIM,0,0,0,0,0,0,0,0,0,1000,NA,NA,NA,NA,NA,NA,NA,NA
D+ vs. D+,Policy Rating,Squared,0.7,DIM,0,0,0,0,0,0,0,0,0,1000,NA,NA,NA,NA,NA,NA,NA,NA
D+ vs. D+,Policy Rating,Squared,0.9,DIM,0,0,0,0,0,0,0,0,0,1000,NA,NA,NA,NA,NA,NA,NA,NA
D+ vs. D+,Spatial Distance,Absolute,-0.9,DIM,0,0,0,0,0,0,0,0,0,1000,NA,NA,NA,NA,NA,NA,NA,NA
D+ vs. D+,Spatial Distance,Absolute,-0.7,DIM,0,0,0,0,0,0,0,0,0,1000,NA,NA,NA,NA,NA,NA,NA,NA
D+ vs. D+,Spatial Distance,Absolute,-0.5,DIM,0,0,0,0,0,0,0,0,0,1000,NA,NA,NA,NA,NA,NA,NA,NA
D+ vs. D+,Spatial Distance,Absolute,-0.3,DIM,0,0,0,0,0,0,0,0,0,1000,NA,NA,NA,NA,NA,NA,NA,NA
D+ vs. D+,Spatial Distance,Absolute,-0.1,DIM,0,0,0,0,0,0,0,0,0,1000,NA,NA,NA,NA,NA,NA,NA,NA
D+ vs. D+,Spatial Distance,Absolute,0.1,DIM,0,0,0,0,0,0,0,0,0,1000,NA,NA,NA,NA,NA,NA,NA,NA
D+ vs. D+,Spatial Distance,Absolute,0.3,DIM,0,0,0,0,0,0,0,0,0,1000,NA,NA,NA,NA,NA,NA,NA,NA
D+ vs. D+,Spatial Distance,Absolute,0.5,DIM,0,0,0,0,0,0,0,0,0,1000,NA,NA,NA,NA,NA,NA,NA,NA
D+ vs. D+,Spatial Distance,Absolute,0.7,DIM,0,0,0,0,0,0,0,0,0,1000,NA,NA,NA,NA,NA,NA,NA,NA
D+ vs. D+,Spatial Distance,Absolute,0.9,DIM,0,0,0,0,0,0,0,0,0,1000,NA,NA,NA,NA,NA,NA,NA,NA
D+ vs. D+,Spatial Distance,Squared,-0.9,DIM,0,0,0,0,0,0,0,0,0,1000,NA,NA,NA,NA,NA,NA,NA,NA
D+ vs. D+,Spatial Distance,Squared,-0.7,DIM,0,0,0,0,0,0,0,0,0,1000,NA,NA,NA,NA,NA,NA,NA,NA
D+ vs. D+,Spatial Distance,Squared,-0.5,DIM,0,0,0,0,0,0,0,0,0,1000,NA,NA,NA,NA,NA,NA,NA,NA
D+ vs. D+,Spatial Distance,Squared,-0.3,DIM,0,0,0,0,0,0,0,0,0,1000,NA,NA,NA,NA,NA,NA,NA,NA
D+ vs. D+,Spatial Distance,Squared,-0.1,DIM,0,0,0,0,0,0,0,0,0,1000,NA,NA,NA,NA,NA,NA,NA,NA
D+ vs. D+,Spatial Distance,Squared,0.1,DIM,0,0,0,0,0,0,0,0,0,1000,NA,NA,NA,NA,NA,NA,NA,NA
D+ vs. D+,Spatial Distance,Squared,0.3,DIM,0,0,0,0,0,0,0,0,0,1000,NA,NA,NA,NA,NA,NA,NA,NA
D+ vs. D+,Spatial Distance,Squared,0.5,DIM,0,0,0,0,0,0,0,0,0,1000,NA,NA,NA,NA,NA,NA,NA,NA
D+ vs. D+,Spatial Distance,Squared,0.7,DIM,0,0,0,0,0,0,0,0,0,1000,NA,NA,NA,NA,NA,NA,NA,NA
D+ vs. D+,Spatial Distance,Squared,0.9,DIM,0,0,0,0,0,0,0,0,0,1000,NA,NA,NA,NA,NA,NA,NA,NA
D- vs. D+,Party/Policy Bundle,Absolute,-0.9,DIM,-0.020718509592895132,0.034785862871809,-0.08933079337709908,0.05057086541055819,-0.01934892484515157,-0.01964972625064375,0.284,0.716,0,1000,-0.020718509592895153,0.03431368146438337,-0.6037973399735723,0.5471777670944202,-0.08869350708422699,0.04725648789843668,114.02208177846491,c_win
D- vs. D+,Party/Policy Bundle,Absolute,-0.7,DIM,-0.014441267320913415,0.03473784085364547,-0.07866978893554295,0.055158969450235365,-0.01494447402674999,-0.014366075569458875,0.328,0.672,0,1000,-0.014441267320913484,0.035237292745636216,-0.4098290815119981,0.6824111764393136,-0.08396535209342196,0.05508281745159499,182.8078885317214,c_win
D- vs. D+,Party/Policy Bundle,Absolute,-0.5,DIM,-0.052021974825313705,0.02457390124336234,-0.10045353961043849,-0.003787630723783478,-0.05381248049826046,-0.05328011906514751,0.019,0.981,0,1000,-0.05202197482531366,0.02397440742086938,-2.169896169363889,0.030921823702729518,-0.09923102508267034,-0.004812924567956976,259.617449894352,c_win
D- vs. D+,Party/Policy Bundle,Absolute,-0.3,DIM,-0.07323878003309744,0.023320825849883993,-0.12233869306758781,-0.026962615336412237,-0.07265578813350841,-0.07290990680274952,0,1,0,1000,-0.0732387800330975,0.022936701204448524,-3.1930825352903405,0.0015280673936206792,-0.11834123715955387,-0.02813632290664113,370.46273905027914,c_win
D- vs. D+,Party/Policy Bundle,Absolute,-0.1,DIM,-0.12747962452533496,0.014652406575222062,-0.15772105558412322,-0.09948286790068836,-0.12841341272943055,-0.12814837348312724,0,1,0,1000,-0.12747962452533754,0.014555990624656064,-8.757880367784978,1.8698812110336254e-17,-0.15606436338287483,-0.09889488566780023,623.1244227049223,c_win
