m_respSameParty,term,estimate,mu,se,q2.5,q97.5,gt0,lt0,NAs,Nsim
Resp diff,(Intercept),0.36948878536114527,0.3694448754308572,0.014343513250008157,0.3410731274341978,0.3972264769139855,1,0,0,5000
Resp diff,TypeD- vs. D+,-0.1258417307320016,-0.1256724285918296,0.016655954829344205,-0.15869464095179933,-0.09365623080919115,0,1,0,5000
Resp same,(Intercept),0.6305112146388363,0.6303984752617081,0.01429002555493797,0.6017170068348917,0.658615050578442,1,0,0,5000
Resp same,TypeD- vs. D+,-0.08289552887445577,-0.08294151809626384,0.017064024733799497,-0.11601610296598595,-0.04969162930324188,0,1,0,5000
