variable,value,term,estimate,se,q2.5,q97.5,median,mean,gt0,lt0,NAs,Nsim
knowl_anes_total,6,diff_dem_type_u,-0.12845899508999167,0.021302751028195895,-0.1684065870038491,-0.0876665492508378,-0.1288814701229236,-0.12811570358749652,0,1,0,1000
knowl_anes_total,6,diff_dem_type_v,-0.20771026200587075,0.028196798243560313,-0.2604536117883049,-0.15307852963076068,-0.20784888883873737,-0.20750186298453493,0,1,0,1000
knowl_anes_total,7,(Intercept),0.4999999999999978,0.017811360587218057,0.4637073198707964,0.5347988630596099,0.49919167285482013,0.4996819149064917,1,0,0,1000
knowl_anes_total,7,diff_dem_type_u,-0.151224588121244,0.022700419847107037,-0.19600720787219025,-0.10782207196441355,-0.15111016571621333,-0.15069103900222025,0,1,0,1000
knowl_anes_total,7,diff_dem_type_v,-0.19077344834924403,0.03150054831407533,-0.251449458246967,-0.13016191470841226,-0.19063424426334014,-0.19075303538019017,0,1,0,1000
knowl_anes_total,8,(Intercept),0.5000000000000033,0.02144688181860489,0.4579561419587756,0.5412957264230449,0.4996068545948571,0.49969730303057486,1,0,0,1000
knowl_anes_total,8,diff_dem_type_u,-0.17277414169662572,0.025632930649466482,-0.2212458283701307,-0.12331604264500584,-0.1734786354509087,-0.1728723248741812,0,1,0,1000
knowl_anes_total,8,diff_dem_type_v,-0.1922698321083413,0.03583708678925719,-0.2645969365604397,-0.12140952732283901,-0.19328268922847774,-0.19327385886957776,0,1,0,1000
trump,Somewhat approve,(Intercept),0.5000000000000064,0.013930508076953962,0.4720545701489038,0.5287278394795476,0.5005110590096793,0.5000305842709171,1,0,0,1000
trump,Somewhat approve,diff_dem_type_u,-0.12449295123455822,0.01876333292044757,-0.15997825434235488,-0.08813481088439033,-0.12415258144867848,-0.12376214363280817,0,1,0,1000
trump,Somewhat approve,diff_dem_type_v,-0.20482281288255588,0.02231705271737478,-0.2497625116596299,-0.1622476633631162,-0.20529620797263728,-0.2051418458096179,0,1,0,1000
trump,Somewhat disapprove,(Intercept),0.4999999999999928,0.019079905158141886,0.4602610181698012,0.5387984244797213,0.49885229213447246,0.4989033423789726,1,0,0,1000
trump,Somewhat disapprove,diff_dem_type_u,-0.10898870009421088,0.023078104035788066,-0.15229431103850274,-0.06125475585102823,-0.10843485802188715,-0.10841227871255926,0,1,0,1000
trump,Somewhat disapprove,diff_dem_type_v,-0.15495158955237598,0.03135127556594029,-0.21292866398722454,-0.0951779593331106,-0.15360208749901572,-0.1533438229223507,0,1,0,1000
trump,Strongly approve,(Intercept),0.4999999999999833,0.014635186427548423,0.4731257617508417,0.5289395924749262,0.5003674062944069,0.5003435584209001,1,0,0,1000
trump,Strongly approve,diff_dem_type_u,-0.09955561569978083,0.018541850030009684,-0.13619216266539116,-0.06261206365373048,-0.09983461658658399,-0.09939248835981798,0,1,0,1000
trump,Strongly approve,diff_dem_type_v,-0.1547005715918012,0.024566227941474374,-0.201946330222911,-0.10643753457574834,-0.1544515972705764,-0.15395019256052156,0,1,0,1000
trump,Strongly disapprove,(Intercept),0.49999999999998845,0.010580086551832363,0.47943410460379277,0.5212335116871757,0.499149639753388,0.4996603719034266,1,0,0,1000
trump,Strongly disapprove,diff_dem_type_u,-0.1264521567098401,0.013559993043841922,-0.15418195856837266,-0.100274909036772,-0.12612228801830702,-0.12631063664623865,0,1,0,1000
trump,Strongly disapprove,diff_dem_type_v,-0.20943408680059653,0.018126798474247644,-0.24417727090020414,-0.17468160725893492,-0.20941565437630938,-0.20932831322990558,0,1,0,1000
gender,Female,(Intercept),0.5000000000000268,0.008927238632431111,0.48290068062643166,0.5182623031532966,0.49957170752225566,0.49968260229582506,1,0,0,1000
gender,Female,diff_dem_type_u,-0.12725010109826665,0.011841043240067841,-0.14930804613168763,-0.10351969682159874,-0.1269719051143096,-0.12674446123845323,0,1,0,1000
gender,Female,diff_dem_type_v,-0.18829522472145724,0.015187512975827077,-0.21829227625496955,-0.15854665101091947,-0.18738223763130782,-0.18779021410016358,0,1,0,1000
gender,Male,(Intercept),0.4999999999999926,0.010081307105031828,0.4796069331767967,0.5203313495508165,0.49977165297612264,0.49992383612121793,1,0,0,1000
gender,Male,diff_dem_type_u,-0.10608517222823523,0.013043486214818418,-0.13076948313106032,-0.08022193709285537,-0.10623000619324507,-0.10600817597497111,0,1,0,1000
gender,Male,diff_dem_type_v,-0.18716620601246958,0.01722363502385585,-0.22001628794034628,-0.15201247371295903,-0.18715794074692652,-0.1870744969173079,0,1,0,1000
