"","V1","V2"
"2784",16199558,16
"2785",16200024,8
"2786",16200563,1
"2787",16200674,3
"2788",16202452,2
"2789",16204688,0
"2790",16205776,17
"2791",16206330,10
"2792",16206456,1
"2793",16207811,8
"2794",16208389,5
"2795",16208922,1
"2796",16211607,3
"2797",16212056,8
"2798",16213341,8
"2799",16213363,3
"2800",16213956,12
"2801",16214281,9
"2802",16214642,4
"2803",16215420,7
"2804",16216670,7
"2805",16216741,12
"2806",16218506,0
"2807",16219048,4
"2808",16220566,19
"2809",16222873,14
"2810",16222909,26
"2811",16223266,12
"2812",16225675,5
"2813",16229613,18
"2814",16230025,11
"2815",16231370,2
"2816",16232035,5
"2817",16233683,0
"2818",16239478,5
"2819",16240744,8
"2820",16241166,9
"2821",16241418,10
"2822",16243536,13
"2823",16244387,3
"2824",16244432,0
"2825",16245773,8
"2826",16250941,14
"2827",16252572,13
"2828",16252616,10
"2829",16253999,7
"2830",16258059,13
"2831",16260197,5
"2832",16260236,10
"2833",16261156,8
"2834",16265827,15
"2835",16267608,1
"2836",16271120,5
"2837",16273104,12
"2838",16273246,26
"2839",16275827,20
"2840",16278914,4
"2841",16281907,0
"2842",16285404,6
"2843",16286281,6
"2844",16291082,18
"2845",16291755,2
"2846",16291978,10
"2847",16292098,19
"2848",16292108,6
"2849",16292880,7
"2850",16295942,4
"2851",16297335,20
"2852",16302450,8
"2853",16302461,12
"2854",16303708,2
"2855",16304776,9
"2856",16307855,20
"2857",16308687,6
"2858",16312170,6
"2859",16312385,9
"2860",16313451,1
"2861",16314547,10
"2862",16316436,2
"2863",16316583,4
"2864",16319548,10
"2865",16320131,7
"2866",16324318,5
"2867",16324637,0
"2868",16324799,16
"2869",16325574,12
"2870",16326075,8
"2871",16326076,0
"2872",16327239,15
"2873",16328540,7
"2874",16331707,12
"2875",16331831,6
"2876",16332898,15
"2877",16335763,8
"2878",16336247,3
"2879",16336521,6
"2880",16338135,9
"2881",16339924,2
"2882",16340447,5
"2883",16342409,17
"2884",16345054,16
"2885",16345625,2
"2886",16345767,5
"2887",16346267,0
"2888",16346499,5
"2889",16346653,16
"2890",16346703,17
"2891",16347757,8
"2892",16348542,9
"2893",16348956,4
"2894",16349625,1
"2895",16350369,14
"2896",16352412,4
"2897",16354313,14
"2898",16354499,1
"2899",16355263,2
"2900",16360153,1
"2901",16360319,9
"2902",16362403,1
"2903",16365837,13
"2904",16366203,2
"2905",16366653,11
"2906",16368089,6
"2907",16368489,21
"2908",16368585,0
"2909",16370594,0
"2910",16372478,2
"2911",16373398,14
"2912",16375267,7
"2913",16375723,6
"2914",16376282,2
"2915",16382197,11
"2916",16383506,4
"2917",16385182,7
"2918",16386296,12
"2919",16387033,2
"2920",16396516,2
"2921",16398134,2
"2922",16398538,15
"2923",16398886,0
"2924",16399283,1
"2925",16399881,1
"2926",16401083,0
"2927",16402978,9
"2928",16402997,14
"2929",16403837,6
"2930",16403905,12
"2931",16405035,4
"2932",16406280,16
"2933",16407150,13
"2934",16408135,10
"2935",16415226,12
"2936",16415513,7
"2937",16417530,6
"2938",16418401,10
"2939",16418609,2
"2940",16419087,5
"2941",1554321,10
"2942",1555051,1
"2943",1555143,5
"2944",1555910,4
"2945",1556364,13
"2946",1557144,1
"2947",1558173,0
"2948",1559628,3
"2949",1562737,1
"2950",1566405,0
"2951",1567181,9
"2952",1567530,5
"2953",1567840,6
"2954",1569507,7
"2955",1571725,4
"2956",1572381,18
"2957",1572419,3
"2958",1572558,2
"2959",1573385,0
"2960",1574094,7
"2961",16420806,0
"2962",16421501,1
"2963",16425128,13
"2964",16425849,13
"2965",16425964,8
"2966",16426618,2
"2967",16427032,0
"2968",16431426,15
"2969",16432837,6
"2970",16434748,18
"2971",16435538,0
"2972",16436762,14
"2973",16438512,3
"2974",16441017,8
"2975",16441339,13
"2976",16441402,19
"2977",16445046,6
"2978",16448684,19
"2979",16448833,13
"2980",16449494,20
"2981",16450479,27
"2982",16450577,12
"2983",16450939,0
"2984",16451257,1
"2985",16453349,0
"2986",16453360,2
"2987",16454594,8
"2988",16455239,3
"2989",16455728,2
"2990",16457498,5
"2991",16458489,7
"2992",16460107,2
"2993",16460551,4
"2994",16461411,1
"2995",16461825,32
"2996",16464088,9
"2997",16464841,14
"2998",16466174,9
"2999",16467918,1
"3000",16468844,20
"3001",16470144,5
"3002",16471680,15
"3003",16474063,9
"3004",16474893,17
"3005",16477141,11
"3006",16477327,14
"3007",16478391,3
"3008",16481400,2
"3009",16481470,7
"3010",16486038,11
"3011",16486494,25
"3012",16487092,0
"3013",16487385,10
"3014",16488648,16
"3015",16488735,7
"3016",16490473,9
"3017",16492131,0
"3018",16492325,10
"3019",16493792,6
"3020",16497784,16
"3021",16499102,9
"3022",16499194,15
"3023",16499580,1
"3024",16502271,10
"3025",16503646,15
"3026",16503908,0
"3027",16505103,14
"3028",16507331,30
"3029",16508767,8
"3030",16511060,5
"3031",16512639,25
"3032",16515090,6
"3033",16516280,5
"3034",16517828,3
"3035",16518078,19
"3036",16518501,2
"3037",16519678,5
"3038",16520517,3
"3039",16521862,3
"3040",16526218,1
"3041",16533828,22
"3042",16534403,3
"3043",16536728,14
"3044",16537659,4
"3045",16540126,9
"3046",16541640,9
"3047",16541928,0
"3048",16547483,4
"3049",16550187,0
"3050",16551615,8
"3051",16551714,1
"3052",16551962,26
"3053",16553841,2
"3054",16554802,6
"3055",16562164,9
"3056",16566539,26
"3057",16569895,15
"3058",16573476,20
"3059",16574549,1
"3060",16574883,10
"3061",16576439,12
"3062",16577510,1
"3063",16579343,2
"3064",16582063,11
"3065",16582181,6
"3066",16584446,19
"3067",16586274,13
"3068",16586280,6
"3069",16591058,18
"3070",16594866,16
"3071",16595007,0
"3072",16598390,11
"3073",16600486,16
"3074",16600601,2
"3075",16601056,5
"3076",16603145,9
"3077",16603513,16
"3078",16604159,5
"3079",16606883,10
"3080",16614092,14
"3081",16615675,5
"3082",16619054,6
"3083",16620428,0
"3084",16621977,20
"3085",16626499,0
"3086",16634159,7
"3087",16637401,7
"3088",16637774,0
"3089",16637890,5
"3090",16640172,3
"3091",16640503,2
"3092",16640862,14
"3093",16643804,8
"3094",16649959,17
"3095",16651900,19
"3096",16654556,13
"3097",16659155,12
"3098",16663182,18
"3099",16665917,6
"3100",16666531,12
"3101",16668234,7
"3102",16675837,0
"3103",16676430,23
"3104",16677747,10
"3105",16679745,0
"3106",16680184,28
"3107",16680542,18
"3108",16682758,50
"3109",16683606,0
"3110",16684846,17
"3111",16687142,12
"3112",16689109,0
"3113",16696992,7
"3114",16697199,4
"3115",16697869,5
"3116",16704420,12
"3117",16706401,12
"3118",16716853,0
"3119",16718472,5
"3120",16718859,22
"3121",16720075,1
"3122",16726596,2
"3123",16730453,11
"3124",16730533,4
"3125",16735796,28
"3126",16739307,3
"3127",16750509,8
"3128",16754597,22
"3129",16760470,0
"3130",16772295,12
"3131",16773110,0
"3132",16773295,1
"3133",16776372,0
"3134",16778353,25
"3135",16781352,25
"3136",16781590,15
"3137",16782867,16
"3138",16783369,27
"3139",16784879,0
"3140",16785240,0
"3141",16788343,14
"3142",16790810,10
"3143",16794578,0
"3144",16797600,1
"3145",16800813,8
"3146",16805859,11
"3147",16809306,8
"3148",16812287,22
"3149",16817198,3
"3150",16820721,8
"3151",16824717,31
"3152",16827683,14
"3153",16829108,7
"3154",16829238,2
"3155",16835922,7
"3156",16841085,2
"3157",16848317,0
"3158",16849064,10
"3159",16852133,5
"3160",16853815,1
"3161",1574620,7
"3162",1574943,3
"3163",1575210,7
"3164",1576358,5
"3165",1576642,8
"3166",1578795,1
"3167",1579043,14
"3168",1579155,5
"3169",1583516,7
"3170",1584555,8
"3171",1584900,4
"3172",1585751,2
"3173",1586615,4
"3174",1586623,0
"3175",1589322,6
"3176",1590228,1
"3177",1590433,1
"3178",1590588,1
"3179",1592157,1
"3180",1593213,0
"3181",16864217,3
"3182",16871120,15
"3183",1593506,0
"3184",1593839,1
"3185",1594714,12
"3186",1595038,6
"3187",1599363,4
"3188",1599733,5
"3189",1599979,6
"3190",1601751,2
"3191",1601849,23
"3192",1603007,0
"3193",1604815,2
"3194",1605540,4
"3195",1605990,2
"3196",1606019,8
"3197",1606166,2
"3198",1607273,0
"3199",1608995,10
"3200",1609771,3
"3201",1610540,0
"3202",1610661,26
"3203",1611656,9
"3204",1613358,1
"3205",1614830,11
"3206",1615601,3
"3207",1615876,2
"3208",1618556,3
"3209",1621086,11
"3210",1622947,15
"3211",1623230,6
"3212",1624947,1
"3213",1625336,0
"3214",1626822,4
"3215",1627381,6
"3216",1629153,3
"3217",1631738,6
"3218",1633307,3
"3219",1633991,10
"3220",1634449,6
"3221",1635868,5
"3222",1636391,2
"3223",1636893,3
"3224",1636895,5
"3225",1638767,4
"3226",1639123,9
"3227",1639204,7
"3228",1639250,3
"3229",1644083,1
"3230",1645056,4
"3231",1645448,4
"3232",1646591,2
"3233",1646713,0
"3234",1646842,9
"3235",1647414,7
"3236",1647684,1
"3237",1647788,12
"3238",1647849,4
"3239",1648012,3
"3240",1648342,5
"3241",1649128,3
"3242",1650459,3
"3243",1650625,7
"3244",1650781,9
"3245",1651062,4
"3246",1651272,1
"3247",1652062,9
"3248",1652330,4
"3249",1652764,8
"3250",1657012,0
"3251",1658253,5
"3252",1658530,13
"3253",1658956,0
"3254",1659266,21
"3255",1660544,3
"3256",1662903,9
"3257",1662985,7
"3258",1663121,3
"3259",1663384,23
"3260",1664424,6
"3261",1665257,6
"3262",1665771,2
"3263",1668199,0
"3264",1673365,16
"3265",1674388,6
"3266",1674431,10
"3267",1674775,26
"3268",1675521,5
"3269",1677464,3
"3270",1679722,2
"3271",1680682,8
"3272",1681827,7
"3273",1681985,8
"3274",1682516,1
"3275",1683360,4
"3276",1683470,12
"3277",1683856,0
"3278",1684329,49
"3279",1687263,33
"3280",1687832,4
"3281",1688656,7
"3282",1688933,8
"3283",1690035,5
"3284",1691363,0
"3285",1693140,2
"3286",1696161,3
"3287",1697014,7
"3288",1697249,4
"3289",1697714,5
"3290",1698409,5
"3291",1699167,7
"3292",1699524,4
"3293",1700234,5
"3294",1701707,7
"3295",1702190,5
"3296",1703989,9
"3297",1705825,4
"3298",1707116,1
"3299",1708049,7
"3300",1708302,1
"3301",1709419,11
"3302",1709442,0
"3303",115993,4
"3304",117168,2
"3305",117372,15
"3306",117648,3
"3307",118710,7
"3308",118818,0
"3309",119156,12
"3310",119689,10
"3311",119719,1
"3312",120210,0
"3313",122606,1
"3314",122609,2
"3315",122795,4
"3316",123064,13
"3317",124813,2
"3318",124955,1
"3319",125304,0
"3320",127463,0
"3321",128227,3
"3322",128264,1
"3323",1710241,4
"3324",1710861,1
"3325",1711678,1
"3326",1711778,3
"3327",1715212,2
"3328",1716222,42
"3329",1716447,6
"3330",1717245,4
"3331",1717862,2
"3332",1718075,3
"3333",1718328,3
"3334",1719159,0
"3335",1720184,11
"3336",1722950,6
"3337",1724107,17
"3338",1725588,0
"3339",1727313,2
"3340",1728755,8
"3341",1728877,2
"3342",1728915,1
"3343",1730255,9
"3344",1731646,8
"3345",1732089,15
"3346",1733406,18
"3347",1736592,4
"3348",1737097,3
"3349",1737468,6
"3350",1737850,5
"3351",1738431,2
"3352",1739600,2
"3353",1739692,8
"3354",1740125,7
"3355",1740245,5
"3356",1743247,8
"3357",1746084,2
"3358",1746471,14
"3359",1746904,0
"3360",1748299,1
"3361",1748854,9
"3362",1749142,0
"3363",1750107,3
"3364",1750538,4
"3365",1751331,9
"3366",1753306,3
"3367",1754149,2
"3368",1754289,18
"3369",1754754,13
"3370",1756233,7
"3371",1758823,9
"3372",1760122,1
"3373",1760355,4
"3374",1760527,2
"3375",1761090,1
"3376",1761468,2
"3377",1762599,1
"3378",1764332,4
"3379",1765732,3
"3380",1766482,17
"3381",1769566,3
"3382",1770153,11
"3383",1770545,10
"3384",1772684,18
"3385",1773019,9
"3386",1773457,1
"3387",1773775,4
"3388",1776378,7
"3389",1779709,2
"3390",1779794,4
"3391",1781165,12
"3392",1781641,1
"3393",1782659,0
"3394",1782992,2
"3395",1786166,2
"3396",1786851,15
"3397",1789726,1
"3398",1790314,11
"3399",1790540,3
"3400",1793235,9
"3401",1794191,11
"3402",1795125,3
"3403",1797735,20
"3404",1798745,3
"3405",1800770,1
"3406",1802477,14
"3407",1805743,0
"3408",1807104,0
"3409",1807179,4
"3410",1807271,7
"3411",1808682,1
"3412",1809381,4
"3413",1810229,10
"3414",1814159,5
"3415",1815674,14
"3416",1816776,4
"3417",1821100,0
"3418",1821419,17
"3419",1822267,1
"3420",1822290,8
"3421",1824687,0
"3422",1829005,11
"3423",1830431,2
"3424",1830658,23
"3425",1832911,2
"3426",1833627,23
"3427",1835988,11
"3428",1837251,4
"3429",1837452,10
"3430",1841479,12
"3431",1842321,2
"3432",1843295,10
"3433",1844260,8
"3434",1846631,7
"3435",1848044,6
"3436",1850263,13
"3437",1850336,1
"3438",1850411,8
"3439",1850588,24
"3440",1850717,5
"3441",1851004,15
"3442",1852619,10
"3443",1853224,9
"3444",1854988,0
"3445",1856187,22
"3446",1856468,6
"3447",1856544,12
"3448",1856753,8
"3449",1857947,1
"3450",1858350,3
"3451",1858594,2
"3452",1858678,12
"3453",1859615,11
"3454",1859706,2
"3455",1862167,0
"3456",1862620,9
"3457",1862647,4
"3458",1864012,1
"3459",1864755,23
"3460",1865954,1
"3461",1866087,25
"3462",1868266,24
"3463",1868676,2
"3464",1870016,0
"3465",1870559,9
"3466",1873933,5
"3467",1874115,3
"3468",1874661,2
"3469",1874664,9
"3470",1876341,20
"3471",1882837,10
"3472",1883380,13
"3473",1886944,5
"3474",1887529,14
"3475",1889244,10
"3476",1897621,4
"3477",1897714,0
"3478",1900089,3
"3479",1901793,12
"3480",1902054,8
"3481",1902452,7
"3482",1903346,6
"3483",1903429,2
"3484",1904468,4
"3485",1905190,3
"3486",1905968,1
"3487",1906618,1
"3488",1907623,8
"3489",1909497,16
"3490",1911146,7
"3491",1915334,3
"3492",1917128,9
"3493",1917888,5
"3494",1918143,0
"3495",1918808,4
"3496",1920970,1
"3497",1921810,5
"3498",1923477,6
"3499",1923843,8
"3500",1925002,7
"3501",1928516,5
"3502",1930521,8
"3503",1932489,7
"3504",1933178,6
"3505",1935125,4
"3506",1938378,10
"3507",1938592,9
"3508",1940943,2
"3509",1942033,9
"3510",1942217,12
"3511",1943284,4
"3512",1944615,5
"3513",1946083,3
"3514",1946122,3
"3515",1946135,8
"3516",1946851,0
"3517",1947329,7
"3518",1947441,0
"3519",1949383,7
"3520",1950422,1
"3521",1952919,1
"3522",1953214,2
"3523",128432,16
"3524",131198,0
"3525",131403,0
"3526",131433,6
"3527",131738,2
"3528",132127,1
"3529",132609,0
"3530",132954,0
"3531",133043,6
"3532",134544,4
"3533",135373,4
"3534",135957,2
"3535",136180,1
"3536",136782,4
"3537",136902,5
"3538",137191,1
"3539",137952,2
"3540",139232,3
"3541",140187,4
"3542",140723,7
"3543",1953787,8
"3544",1954348,3
"3545",1958206,8
"3546",1961159,5
"3547",1963632,1
"3548",1963863,5
"3549",1964835,2
"3550",1965786,4
"3551",1968757,2
"3552",1969688,0
"3553",1971149,23
"3554",1971494,9
"3555",1972522,5
"3556",1974763,12
"3557",1976072,11
"3558",1976157,4
"3559",1977453,10
"3560",1978789,3
"3561",1979708,2
"3562",1980646,14
"3563",1980841,2
"3564",1982248,3
"3565",1982286,1
"3566",1982871,10
"3567",1982965,3
"3568",1983747,7
"3569",1983827,1
"3570",1984336,5
"3571",1985931,13
"3572",1987976,4
"3573",1989489,12
"3574",1991110,7
"3575",1991428,3
"3576",1991812,7
"3577",1993955,7
"3578",1994305,12
"3579",1994868,5
"3580",1995712,4
"3581",1996735,4
"3582",1999911,3
"3583",2003723,4
"3584",2004573,6
"3585",2004587,1
"3586",2004599,5
"3587",2007438,3
"3588",2008724,5
"3589",2009421,11
"3590",2010216,7
"3591",2010400,12
"3592",2011093,2
"3593",2013336,6
"3594",2014658,23
"3595",2015090,3
"3596",2015142,6
"3597",2015825,17
"3598",2018481,8
"3599",2021253,10
"3600",2023662,4
"3601",2023928,1
"3602",2024053,4
"3603",2025246,4
"3604",2026303,26
"3605",2026619,5
"3606",2026911,6
"3607",2028268,2
"3608",2028269,6
"3609",2029458,15
"3610",2029796,12
"3611",2030122,9
"3612",2030269,15
"3613",2032822,5
"3614",2034954,18
"3615",2036066,5
"3616",2036425,21
"3617",2037607,4
"3618",2038002,2
"3619",2038502,8
"3620",2039747,0
"3621",2040340,11
"3622",2040856,8
"3623",2045073,8
"3624",2046213,12
"3625",2046439,9
"3626",2049940,11
"3627",2051089,13
"3628",2051302,10
"3629",2051819,3
"3630",2056294,1
"3631",2057545,14
"3632",2059425,5
"3633",2060285,6
"3634",2060641,4
"3635",2061441,5
"3636",2063803,1
"3637",2064303,14
"3638",2065173,1
"3639",2065286,10
"3640",2071580,3
"3641",2073297,2
"3642",2073331,4
"3643",2073417,8
"3644",2075840,4
"3645",2078034,1
"3646",2079433,16
"3647",2080290,5
"3648",2083366,1
"3649",2083930,2
"3650",2084076,7
"3651",2084572,7
"3652",2085155,19
"3653",2085371,0
"3654",2087434,1
"3655",2088257,4
"3656",2088438,2
"3657",2089762,2
"3658",2090489,12
"3659",2090521,8
"3660",2092250,1
"3661",2096058,18
"3662",2097326,2
"3663",2098463,4
"3664",2098867,9
"3665",2099751,1
"3666",2099946,4
"3667",2100111,21
"3668",2103447,3
"3669",2104347,15
"3670",2104474,4
"3671",2106426,3
"3672",2106603,4
"3673",2106909,13
"3674",2108273,10
"3675",2110456,5
"3676",2111063,6
"3677",2113100,11
"3678",2116067,8
"3679",2117337,2
"3680",2117516,8
"3681",2119123,1
"3682",2126282,1
"3683",2126304,8
"3684",2128932,18
"3685",2129188,11
"3686",2130674,0
"3687",2130983,1
"3688",2131049,0
"3689",2133993,15
"3690",2135382,1
"3691",2137511,12
"3692",2138100,5
"3693",2141103,13
"3694",2143562,6
"3695",2144657,0
"3696",2144945,6
"3697",2149795,7
"3698",2150559,5
"3699",2151463,1
"3700",2152044,42
"3701",2152612,4
"3702",2153016,7
"3703",2156090,10
"3704",2157506,2
"3705",2158354,0
"3706",2158852,5
"3707",2160188,5
"3708",2160665,1
"3709",2161739,4
"3710",2162656,13
"3711",2163019,0
"3712",2163098,10
"3713",2163244,2
"3714",2164998,3
"3715",2166258,5
"3716",2166489,7
"3717",2167512,8
"3718",2168080,1
"3719",2168474,9
"3720",2168918,7
"3721",2169876,9
"3722",2171724,10
"3723",2173855,8
"3724",2176036,5
"3725",2176090,2
"3726",2176471,1
"3727",2178942,13
"3728",2181525,5
"3729",2182627,15
"3730",2183398,1
"3731",2183682,2
"3732",2184219,7
"3733",2184602,5
"3734",2189393,2
"3735",2190196,3
"3736",2190284,7
"3737",2190914,9
"3738",2191357,9
"3739",2191984,3
"3740",2192729,3
"3741",2194480,1
"3742",2194816,1
"3743",141456,2
"3744",142288,0
"3745",142864,15
"3746",145019,1
"3747",145168,1
"3748",145538,4
"3749",145596,20
"3750",145792,1
"3751",147547,1
"3752",147769,0
"3753",150076,1
"3754",150548,0
"3755",152955,10
"3756",153476,2
"3757",153968,6
"3758",154527,22
"3759",154860,1
"3760",155112,9
"3761",155123,2
"3762",155188,6
"3763",2196217,5
"3764",2196587,9
"3765",2197374,9
"3766",2197461,4
"3767",2197501,13
"3768",2199612,1
"3769",2200935,6
"3770",2201621,13
"3771",2203063,0
"3772",2206574,1
"3773",2208013,2
"3774",2209623,7
"3775",2211101,2
"3776",2211536,5
"3777",2213664,4
"3778",2214070,8
"3779",2215425,5
"3780",2215864,8
"3781",2218713,14
"3782",2219270,4
"3783",2220523,12
"3784",2221410,17
"3785",2222533,4
"3786",2223275,2
"3787",2223853,13
"3788",2229941,11
"3789",2230186,12
"3790",2233190,10
"3791",2234538,5
"3792",2235834,17
"3793",2236435,8
"3794",2236624,1
"3795",2240905,10
"3796",2241429,11
"3797",2243330,17
"3798",2244244,6
"3799",2246648,16
"3800",2246849,0
"3801",2247217,15
"3802",2250260,9
"3803",2252509,1
"3804",2252706,5
"3805",2253898,15
"3806",2254303,6
"3807",2254573,5
"3808",2255093,2
"3809",2255496,16
"3810",2258168,1
"3811",2259312,5
"3812",2260204,20
"3813",2260235,14
"3814",2262392,10
"3815",2262738,2
"3816",2266192,0
"3817",2267663,10
"3818",2267755,5
"3819",2268779,6
"3820",2269047,64
"3821",2270240,7
"3822",2270549,1
"3823",2270599,27
"3824",2270998,11
"3825",2271010,23
"3826",2272499,0
"3827",2272860,20
"3828",2273848,4
"3829",2275524,4
"3830",2276666,5
"3831",2276746,6
"3832",2278394,8
"3833",2279340,0
"3834",2279710,9
"3835",2281938,9
"3836",2282855,2
"3837",2283749,4
"3838",2283841,2
"3839",2284744,3
"3840",2286890,4
"3841",2288600,1
"3842",2289948,9
"3843",2293301,1
"3844",2293436,1
"3845",2294879,10
"3846",2296766,9
"3847",2297567,36
"3848",2301323,4
"3849",2304749,16
"3850",2305670,3
"3851",2306699,2
"3852",2307522,11
"3853",2307667,6
"3854",2308474,5
"3855",2309178,15
"3856",2310118,10
"3857",2312996,0
"3858",2313022,15
"3859",2313090,1
"3860",2314162,4
"3861",2315001,6
"3862",2315909,8
"3863",2316360,0
"3864",2317533,8
"3865",2319828,8
"3866",2320909,10
"3867",2320984,20
"3868",2321979,2
"3869",2322249,40
"3870",2323203,11
"3871",2324204,1
"3872",2325085,2
"3873",2327033,19
"3874",2328112,0
"3875",2329276,6
"3876",2330756,1
"3877",2330760,1
"3878",2331239,2
"3879",2331534,3
"3880",2332510,4
"3881",2333223,25
"3882",2333322,4
"3883",2334478,10
"3884",2335341,10
"3885",2339800,4
"3886",2340198,6
"3887",2340436,6
"3888",2343926,8
"3889",2345130,4
"3890",2345395,5
"3891",2346768,7
"3892",2346961,3
"3893",2348056,5
"3894",2350645,6
"3895",2351106,1
"3896",2351667,1
"3897",2351942,14
"3898",2352603,2
"3899",2353649,5
"3900",2355095,15
"3901",2355975,2
"3902",2356107,11
"3903",2357345,16
"3904",2357919,10
"3905",2358644,17
"3906",2359334,7
"3907",2360405,4
"3908",2361257,8
"3909",2362566,16
"3910",2363822,6
"3911",2364203,0
"3912",2366675,5
"3913",2367137,1
"3914",2367694,1
"3915",2369583,4
"3916",2372600,19
"3917",2373473,1
"3918",2374082,4
"3919",2374274,1
"3920",2374387,13
"3921",2375995,0
"3922",2377282,3
"3923",2379182,3
"3924",2379875,4
"3925",2381400,7
"3926",2381618,20
"3927",2384186,2
"3928",2384415,30
"3929",2384610,0
"3930",2385344,14
"3931",2385866,3
"3932",2386208,6
"3933",2387533,5
"3934",2390396,16
"3935",2390409,4
"3936",2391329,14
"3937",2392106,25
"3938",2392192,0
"3939",2393164,9
"3940",2393199,6
"3941",2393536,19
"3942",2395376,4
"3943",2396374,7
"3944",2398438,11
"3945",2399811,13
"3946",2400373,9
"3947",2401306,12
"3948",2402244,3
"3949",2402618,1
"3950",2403747,4
"3951",2404178,9
"3952",2404747,16
"3953",2405588,6
"3954",2406357,4
"3955",2406718,11
"3956",2406801,11
"3957",2408602,4
"3958",2410671,3
"3959",2411495,11
"3960",2412117,5
"3961",2413418,2
"3962",2415545,12
"3963",155602,6
"3964",156325,10
"3965",157476,2
"3966",157923,4
"3967",159546,9
"3968",160171,1
"3969",160988,9
"3970",161192,10
"3971",161317,6
"3972",162425,3
"3973",163225,11
"3974",163924,7
"3975",164182,7
"3976",164419,2
"3977",165516,0
"3978",166325,8
"3979",167106,1
"3980",167857,0
"3981",168896,10
"3982",169271,13
"3983",2416776,4
"3984",2417672,2
"3985",2418192,0
"3986",2419204,25
"3987",2419257,0
"3988",2419804,9
"3989",2420535,6
"3990",2420784,0
"3991",2421181,7
"3992",2421317,12
"3993",2421571,2
"3994",2422269,2
"3995",2422297,16
"3996",2423039,7
"3997",2423121,10
"3998",2424476,0
"3999",2426899,2
"4000",2427296,10
"4001",2428043,1
"4002",2428060,15
"4003",2432684,2
"4004",2433708,4
"4005",2434471,6
"4006",2435355,3
"4007",2436548,5
"4008",2436655,2
"4009",2437947,6
"4010",2438144,3
"4011",2439152,8
"4012",2440597,0
"4013",2440858,18
"4014",2441736,2
"4015",2441933,5
"4016",2442392,13
"4017",2443241,13
"4018",2444350,3
"4019",2446261,5
"4020",2447784,2
"4021",2447984,6
"4022",2448413,4
"4023",2451357,9
"4024",2451719,5
"4025",2452172,6
"4026",2453137,11
"4027",2453219,4
"4028",2453228,4
"4029",2454896,4
"4030",2455606,2
"4031",2456686,6
"4032",2457156,2
"4033",2457218,2
"4034",2458667,7
"4035",2458671,11
"4036",2459189,4
"4037",2459402,18
"4038",2460037,24
"4039",2460758,1
"4040",2460836,10
"4041",2461591,1
"4042",2461997,22
"4043",2462587,19
"4044",2468070,4
"4045",2468996,3
"4046",2470651,4
"4047",2471183,7
"4048",2475631,0
"4049",2476682,4
"4050",2480808,19
"4051",2482834,4
"4052",2482997,8
"4053",2483572,12
"4054",2484088,1
"4055",2485970,11
"4056",2486443,6
"4057",2488061,0
"4058",2491686,39
"4059",2492270,9
"4060",2494937,7
"4061",2494998,10
"4062",2496536,4
"4063",25729,8
"4064",26584,3
"4065",26827,10
"4066",28337,4
"4067",28819,9
"4068",28850,0
"4069",29363,1
"4070",33223,13
"4071",33679,10
"4072",33851,1
"4073",36206,2
"4074",36928,6
"4075",37040,14
"4076",39581,8
"4077",40283,5
"4078",40434,4
"4079",40750,7
"4080",42043,20
"4081",43843,2
"4082",44075,6
"4083",2496895,21
"4084",2499250,12
"4085",2499251,9
"4086",2499494,9
"4087",2499764,1
"4088",2501108,13
"4089",2501180,7
"4090",2501702,5
"4091",2501743,8
"4092",2501901,2
"4093",2503209,3
"4094",2503366,9
"4095",2506509,0
"4096",2506803,5
"4097",2508710,0
"4098",2509509,5
"4099",2509588,2
"4100",2510975,2
"4101",2511461,8
"4102",2511466,20
"4103",2511980,1
"4104",2512330,17
"4105",2513409,3
"4106",2513794,18
"4107",2514277,4
"4108",2515986,7
"4109",2516991,3
"4110",2519004,8
"4111",2519688,3
"4112",2519830,8
"4113",2519867,8
"4114",2520068,3
"4115",2521013,4
"4116",2522457,0
"4117",2522770,1
"4118",2523959,4
"4119",2524409,14
"4120",2525746,6
"4121",2526541,7
"4122",2527384,7
"4123",2527425,30
"4124",2528369,8
"4125",2528609,33
"4126",2529456,6
"4127",2531388,2
"4128",2532583,0
"4129",2533377,0
"4130",2534619,0
"4131",2535486,0
"4132",2535989,8
"4133",2536197,5
"4134",2536403,2
"4135",2536549,0
"4136",2536902,10
"4137",2537267,1
"4138",2537434,5
"4139",2537527,4
"4140",2540071,20
"4141",2540791,2
"4142",2541410,1
"4143",2543094,17
"4144",2543298,3
"4145",2544430,6
"4146",2545437,0
"4147",2545688,3
"4148",2547126,2
"4149",2547136,1
"4150",2547837,1
"4151",2548453,4
"4152",2549181,3
"4153",2552208,6
"4154",2552369,2
"4155",2552505,9
"4156",2553196,24
"4157",2553841,8
"4158",2554140,0
"4159",2554774,20
"4160",2555136,1
"4161",2558058,3
"4162",2559105,1
"4163",2559964,3
"4164",2559973,19
"4165",2562012,3
"4166",2564022,12
"4167",2565124,20
"4168",2565400,1
"4169",2565619,0
"4170",2566471,9
"4171",2568855,2
"4172",2569154,9
"4173",2570564,2
"4174",2570807,2
"4175",2572051,10
"4176",2573002,1
"4177",2573072,43
"4178",2575545,3
"4179",2577012,4
"4180",2577256,2
"4181",2577668,6
"4182",2577764,6
"4183",2579104,15
"4184",2579950,1
"4185",2581210,8
"4186",2581734,18
"4187",2581970,2
"4188",2582204,13
"4189",2583382,13
"4190",2584031,4
"4191",2584738,1
"4192",2585524,2
