"","V1","V2"
"3285",1693140,3
"3286",1696161,18
"3287",1697014,7
"3288",1697249,6
"3289",1697714,5
"3290",1698409,5
"3291",1699167,11
"3292",1699524,25
"3293",1700234,12
"3294",1701707,19
"3295",1702190,12
"3296",1703989,22
"3297",1705825,8
"3298",1707116,27
"3299",1708049,10
"3300",1708302,1
"3301",1709419,57
"3302",1709442,0
"3303",115993,16
"3304",117168,9
"3305",117372,27
"3306",117648,3
"3307",118710,34
"3308",118818,0
"3309",119156,138
"3310",119689,25
"3311",119719,1
"3312",120210,0
"3313",122606,1
"3314",122609,18
"3315",122795,7
"3316",123064,26
"3317",124813,9
"3318",124955,15
"3319",125304,0
"3320",127463,0
"3321",128227,6
"3322",128264,1
"3323",1710241,23
"3324",1710861,1
"3325",1711678,2
"3326",1711778,3
"3327",1715212,2
"3328",1716222,64
"3329",1716447,8
"3330",1717245,5
"3331",1717862,7
"3332",1718075,4
"3333",1718328,11
"3334",1719159,0
"3335",1720184,26
"3336",1722950,21
"3337",1724107,64
"3338",1725588,0
"3339",1727313,4
"3340",1728755,27
"3341",1728877,3
"3342",1728915,1
"3343",1730255,16
"3344",1731646,8
"3345",1732089,33
"3346",1733406,23
"3347",1736592,18
"3348",1737097,3
"3349",1737468,11
"3350",1737850,17
"3351",1738431,5
"3352",1739600,6
"3353",1739692,15
"3354",1740125,8
"3355",1740245,5
"3356",1743247,20
"3357",1746084,3
"3358",1746471,61
"3359",1746904,0
"3360",1748299,1
"3361",1748854,17
"3362",1749142,0
"3363",1750107,5
"3364",1750538,11
"3365",1751331,21
"3366",1753306,4
"3367",1754149,2
"3368",1754289,32
"3369",1754754,40
"3370",1756233,13
"3371",1758823,27
"3372",1760122,1
"3373",1760355,11
"3374",1760527,5
"3375",1761090,1
"3376",1761468,33
"3377",1762599,1
"3378",1764332,8
"3379",1765732,3
"3380",1766482,43
"3381",1769566,4
"3382",1770153,19
"3383",1770545,31
"3384",1772684,41
"3385",1773019,12
"3386",1773457,1
"3387",1773775,15
"3388",1776378,12
"3389",1779709,2
"3390",1779794,5
"3391",1781165,30
"3392",1781641,1
"3393",1782659,0
"3394",1782992,8
"3395",1786166,9
"3396",1786851,44
"3397",1789726,1
"3398",1790314,21
"3399",1790540,6
"3400",1793235,28
"3401",1794191,20
"3402",1795125,3
"3403",1797735,61
"3404",1798745,11
"3405",1800770,1
"3406",1802477,30
"3407",1805743,0
"3408",1807104,0
"3409",1807179,18
"3410",1807271,11
"3411",1808682,1
"3412",1809381,8
"3413",1810229,13
"3414",1814159,12
"3415",1815674,20
"3416",1816776,6
"3417",1821100,0
"3418",1821419,58
"3419",1822267,1
"3420",1822290,60
"3421",1824687,0
"3422",1829005,27
"3423",1830431,3
"3424",1830658,49
"3425",1832911,3
"3426",1833627,65
"3427",1835988,21
"3428",1837251,7
"3429",1837452,24
"3430",1841479,28
"3431",1842321,14
"3432",1843295,30
"3433",1844260,31
"3434",1846631,16
"3435",1848044,16
"3436",1850263,22
"3437",1850336,2
"3438",1850411,27
"3439",1850588,75
"3440",1850717,7
"3441",1851004,29
"3442",1852619,28
"3443",1853224,17
"3444",1854988,0
"3445",1856187,120
"3446",1856468,28
"3447",1856544,16
"3448",1856753,26
"3449",1857947,1
"3450",1858350,6
"3451",1858594,3
"3452",1858678,56
"3453",1859615,24
"3454",1859706,3
"3455",1862167,0
"3456",1862620,24
"3457",1862647,5
"3458",1864012,1
"3459",1864755,50
"3460",1865954,1
"3461",1866087,47
"3462",1868266,77
"3463",1868676,2
"3464",1870016,0
"3465",1870559,10
"3466",1873933,12
"3467",1874115,5
"3468",1874661,4
"3469",1874664,21
"3470",1876341,240
"3471",1882837,61
"3472",1883380,42
"3473",1886944,6
"3474",1887529,32
"3475",1889244,19
"3476",1897621,22
"3477",1897714,0
"3478",1900089,5
"3479",1901793,25
"3480",1902054,15
"3481",1902452,16
"3482",1903346,14
"3483",1903429,5
"3484",1904468,6
"3485",1905190,10
"3486",1905968,2
"3487",1906618,1
"3488",1907623,11
"3489",1909497,40
"3490",1911146,10
"3491",1915334,13
"3492",1917128,31
"3493",1917888,6
"3494",1918143,0
"3495",1918808,4
"3496",1920970,5
"3497",1921810,20
"3498",1923477,13
"3499",1923843,24
"3500",1925002,10
"3501",1928516,6
"3502",1930521,10
"3503",1932489,11
"3504",1933178,93
"3505",1935125,6
"3506",1938378,18
"3507",1938592,26
"3508",1940943,2
"3509",1942033,36
"3510",1942217,55
"3511",1943284,8
"3512",1944615,18
"3513",1946083,3
"3514",1946122,6
"3515",1946135,17
"3516",1946851,0
"3517",1947329,74
"3518",1947441,0
"3519",1949383,12
"3520",1950422,6
"3521",1952919,1
"3522",1953214,2
"3523",128432,80
"3524",131198,0
"3525",131403,0
"3526",131433,17
"3527",131738,12
"3528",132127,6
"3529",132609,0
"3530",132954,0
"3531",133043,6
"3532",134544,21
"3533",135373,16
"3534",135957,3
"3535",136180,1
"3536",136782,5
"3537",136902,12
"3538",137191,1
"3539",137952,3
"3540",139232,4
"3541",140187,16
"3542",140723,12
"3543",1953787,22
"3544",1954348,3
"3545",1958206,51
"3546",1961159,10
"3547",1963632,1
"3548",1963863,27
"3549",1964835,3
"3550",1965786,13
"3551",1968757,8
"3552",1969688,0
"3553",1971149,41
"3554",1971494,85
"3555",1972522,12
"3556",1974763,57
"3557",1976072,30
"3558",1976157,9
"3559",1977453,45
"3560",1978789,7
"3561",1979708,3
"3562",1980646,41
"3563",1980841,2
"3564",1982248,3
"3565",1982286,1
"3566",1982871,43
"3567",1982965,7
"3568",1983747,18
"3569",1983827,1
"3570",1984336,18
"3571",1985931,29
"3572",1987976,9
"3573",1989489,37
"3574",1991110,17
"3575",1991428,19
"3576",1991812,17
"3577",1993955,22
"3578",1994305,29
"3579",1994868,31
"3580",1995712,18
"3581",1996735,8
"3582",1999911,11
"3583",2003723,8
"3584",2004573,10
"3585",2004587,1
"3586",2004599,45
"3587",2007438,8
"3588",2008724,9
"3589",2009421,66
"3590",2010216,16
"3591",2010400,36
"3592",2011093,16
"3593",2013336,8
"3594",2014658,88
"3595",2015090,5
"3596",2015142,20
"3597",2015825,141
"3598",2018481,13
"3599",2021253,21
"3600",2023662,10
"3601",2023928,2
"3602",2024053,8
"3603",2025246,16
"3604",2026303,81
"3605",2026619,11
"3606",2026911,11
"3607",2028268,2
"3608",2028269,12
"3609",2029458,46
"3610",2029796,84
"3611",2030122,16
"3612",2030269,68
"3613",2032822,17
"3614",2034954,95
"3615",2036066,13
"3616",2036425,116
"3617",2037607,13
"3618",2038002,8
"3619",2038502,21
"3620",2039747,0
"3621",2040340,58
"3622",2040856,51
"3623",2045073,26
"3624",2046213,44
"3625",2046439,72
"3626",2049940,43
"3627",2051089,32
"3628",2051302,16
"3629",2051819,4
"3630",2056294,2
"3631",2057545,49
"3632",2059425,16
"3633",2060285,10
"3634",2060641,11
"3635",2061441,18
"3636",2063803,1
"3637",2064303,91
"3638",2065173,1
"3639",2065286,23
"3640",2071580,39
"3641",2073297,10
"3642",2073331,11
"3643",2073417,23
"3644",2075840,13
"3645",2078034,1
"3646",2079433,47
"3647",2080290,19
"3648",2083366,3
"3649",2083930,10
"3650",2084076,14
"3651",2084572,60
"3652",2085155,99
"3653",2085371,0
"3654",2087434,1
"3655",2088257,19
"3656",2088438,5
"3657",2089762,2
"3658",2090489,26
"3659",2090521,19
"3660",2092250,1
"3661",2096058,72
"3662",2097326,5
"3663",2098463,9
"3664",2098867,32
"3665",2099751,2
"3666",2099946,18
"3667",2100111,73
"3668",2103447,3
"3669",2104347,41
"3670",2104474,7
"3671",2106426,6
"3672",2106603,14
"3673",2106909,29
"3674",2108273,19
"3675",2110456,18
"3676",2111063,10
"3677",2113100,24
"3678",2116067,64
"3679",2117337,2
"3680",2117516,53
"3681",2119123,1
"3682",2126282,2
"3683",2126304,25
"3684",2128932,45
"3685",2129188,20
"3686",2130674,0
"3687",2130983,1
"3688",2131049,0
"3689",2133993,76
"3690",2135382,3
"3691",2137511,31
"3692",2138100,6
"3693",2141103,29
"3694",2143562,14
"3695",2144657,0
"3696",2144945,10
"3697",2149795,13
"3698",2150559,11
"3699",2151463,1
"3700",2152044,307
"3701",2152612,4
"3702",2153016,33
"3703",2156090,25
"3704",2157506,2
"3705",2158354,0
"3706",2158852,5
"3707",2160188,9
"3708",2160665,14
"3709",2161739,9
"3710",2162656,56
"3711",2163019,0
"3712",2163098,25
"3713",2163244,7
"3714",2164998,4
"3715",2166258,10
"3716",2166489,24
"3717",2167512,59
"3718",2168080,2
"3719",2168474,16
"3720",2168918,33
"3721",2169876,67
"3722",2171724,19
"3723",2173855,37
"3724",2176036,6
"3725",2176090,12
"3726",2176471,1
"3727",2178942,51
"3728",2181525,20
"3729",2182627,41
"3730",2183398,1
"3731",2183682,2
"3732",2184219,23
"3733",2184602,20
"3734",2189393,6
"3735",2190196,4
"3736",2190284,14
"3737",2190914,26
"3738",2191357,16
"3739",2191984,7
"3740",2192729,13
"3741",2194480,3
"3742",2194816,1
"3743",141456,2
"3744",142288,0
"3745",142864,272
"3746",145019,1
"3747",145168,2
"3748",145538,10
"3749",145596,72
"3750",145792,1
"3751",147547,1
"3752",147769,0
"3753",150076,1
"3754",150548,0
"3755",152955,29
"3756",153476,6
"3757",153968,9
"3758",154527,33
"3759",154860,3
"3760",155112,28
"3761",155123,2
"3762",155188,14
"3763",2196217,63
"3764",2196587,39
"3765",2197374,37
"3766",2197461,10
"3767",2197501,63
"3768",2199612,53
"3769",2200935,33
"3770",2201621,38
"3771",2203063,0
"3772",2206574,1
"3773",2208013,2
"3774",2209623,61
"3775",2211101,2
"3776",2211536,18
"3777",2213664,7
"3778",2214070,14
"3779",2215425,33
"3780",2215864,36
"3781",2218713,41
"3782",2219270,14
"3783",2220523,36
"3784",2221410,66
"3785",2222533,7
"3786",2223275,8
"3787",2223853,39
"3788",2229941,40
"3789",2230186,21
"3790",2233190,20
"3791",2234538,7
"3792",2235834,43
"3793",2236435,109
"3794",2236624,1
"3795",2240905,40
"3796",2241429,36
"3797",2243330,92
"3798",2244244,25
"3799",2246648,43
"3800",2246849,0
"3801",2247217,50
"3802",2250260,15
"3803",2252509,1
"3804",2252706,11
"3805",2253898,53
"3806",2254303,23
"3807",2254573,35
"3808",2255093,6
"3809",2255496,46
"3810",2258168,9
"3811",2259312,17
"3812",2260204,48
"3813",2260235,90
"3814",2262392,20
"3815",2262738,2
"3816",2266192,0
"3817",2267663,39
"3818",2267755,11
"3819",2268779,25
"3820",2269047,174
"3821",2270240,43
"3822",2270549,9
"3823",2270599,89
"3824",2270998,29
"3825",2271010,129
"3826",2272499,0
"3827",2272860,161
"3828",2273848,5
"3829",2275524,6
"3830",2276666,15
"3831",2276746,10
"3832",2278394,23
"3833",2279340,0
"3834",2279710,66
"3835",2281938,14
"3836",2282855,2
"3837",2283749,13
"3838",2283841,3
"3839",2284744,10
"3840",2286890,9
"3841",2288600,4
"3842",2289948,26
"3843",2293301,1
"3844",2293436,1
"3845",2294879,12
"3846",2296766,20
"3847",2297567,132
"3848",2301323,58
"3849",2304749,39
"3850",2305670,4
"3851",2306699,3
"3852",2307522,58
"3853",2307667,11
"3854",2308474,12
"3855",2309178,115
"3856",2310118,17
"3857",2312996,0
"3858",2313022,47
"3859",2313090,2
"3860",2314162,5
"3861",2315001,18
"3862",2315909,12
"3863",2316360,0
"3864",2317533,33
"3865",2319828,84
"3866",2320909,20
"3867",2320984,55
"3868",2321979,7
"3869",2322249,328
"3870",2323203,30
"3871",2324204,1
"3872",2325085,57
"3873",2327033,156
"3874",2328112,0
"3875",2329276,24
"3876",2330756,1
"3877",2330760,1
"3878",2331239,2
"3879",2331534,4
"3880",2332510,7
"3881",2333223,63
"3882",2333322,17
"3883",2334478,27
"3884",2335341,30
"3885",2339800,8
"3886",2340198,14
"3887",2340436,17
"3888",2343926,10
"3889",2345130,22
"3890",2345395,9
"3891",2346768,14
"3892",2346961,7
"3893",2348056,28
"3894",2350645,11
"3895",2351106,10
"3896",2351667,1
"3897",2351942,99
"3898",2352603,3
"3899",2353649,20
"3900",2355095,44
"3901",2355975,6
"3902",2356107,45
"3903",2357345,74
"3904",2357919,16
"3905",2358644,148
"3906",2359334,27
"3907",2360405,12
"3908",2361257,36
"3909",2362566,139
"3910",2363822,8
"3911",2364203,0
"3912",2366675,64
"3913",2367137,1
"3914",2367694,1
"3915",2369583,8
"3916",2372600,56
"3917",2373473,1
"3918",2374082,5
"3919",2374274,1
"3920",2374387,37
"3921",2375995,0
"3922",2377282,3
"3923",2379182,6
"3924",2379875,21
"3925",2381400,66
"3926",2381618,46
"3927",2384186,2
"3928",2384415,55
"3929",2384610,0
"3930",2385344,80
"3931",2385866,12
"3932",2386208,19
"3933",2387533,23
"3934",2390396,61
"3935",2390409,6
"3936",2391329,53
"3937",2392106,138
"3938",2392192,0
"3939",2393164,38
"3940",2393199,31
"3941",2393536,126
"3942",2395376,13
"3943",2396374,25
"3944",2398438,45
"3945",2399811,31
"3946",2400373,50
"3947",2401306,18
"3948",2402244,7
"3949",2402618,6
"3950",2403747,18
"3951",2404178,16
"3952",2404747,75
"3953",2405588,8
"3954",2406357,6
"3955",2406718,63
"3956",2406801,30
"3957",2408602,4
"3958",2410671,13
"3959",2411495,49
"3960",2412117,8
"3961",2413418,2
"3962",2415545,60
"3963",155602,10
"3964",156325,58
"3965",157476,4
"3966",157923,7
"3967",159546,17
"3968",160171,1
"3969",160988,74
"3970",161192,16
"3971",161317,18
"3972",162425,3
"3973",163225,37
"3974",163924,26
"3975",164182,11
"3976",164419,3
"3977",165516,0
"3978",166325,26
"3979",167106,1
"3980",167857,0
"3981",168896,58
"3982",169271,31
"3983",2416776,12
"3984",2417672,10
"3985",2418192,0
"3986",2419204,106
"3987",2419257,0
"3988",2419804,82
"3989",2420535,18
"3990",2420784,0
"3991",2421181,17
"3992",2421317,39
"3993",2421571,9
"3994",2422269,49
"3995",2422297,88
"3996",2423039,25
"3997",2423121,23
"3998",2424476,0
"3999",2426899,2
"4000",2427296,28
"4001",2428043,2
"4002",2428060,77
"4003",2432684,9
"4004",2433708,6
"4005",2434471,26
"4006",2435355,11
"4007",2436548,10
"4008",2436655,2
"4009",2437947,12
"4010",2438144,5
"4011",2439152,15
"4012",2440597,0
"4013",2440858,99
"4014",2441736,7
"4015",2441933,60
"4016",2442392,24
"4017",2443241,29
"4018",2444350,11
"4019",2446261,15
"4020",2447784,2
"4021",2447984,63
"4022",2448413,4
"4023",2451357,32
"4024",2451719,34
"4025",2452172,6
"4026",2453137,31
"4027",2453219,5
"4028",2453228,17
"4029",2454896,48
"4030",2455606,2
"4031",2456686,41
"4032",2457156,2
"4033",2457218,2
"4034",2458667,21
"4035",2458671,65
"4036",2459189,9
"4037",2459402,45
"4038",2460037,82
"4039",2460758,1
"4040",2460836,60
"4041",2461591,1
"4042",2461997,101
"4043",2462587,90
"4044",2468070,6
"4045",2468996,12
"4046",2470651,12
"4047",2471183,40
"4048",2475631,0
"4049",2476682,9
"4050",2480808,61
"4051",2482834,10
"4052",2482997,68
"4053",2483572,31
"4054",2484088,2
"4055",2485970,70
"4056",2486443,7
"4057",2488061,0
"4058",2491686,115
"4059",2492270,16
"4060",2494937,23
"4061",2494998,26
"4062",2496536,14
"4063",25729,25
"4064",26584,5
"4065",26827,31
"4066",28337,12
"4067",28819,47
"4068",28850,0
"4069",29363,3
"4070",33223,134
"4071",33679,23
"4072",33851,14
"4073",36206,12
"4074",36928,14
"4075",37040,34
"4076",39581,141
"4077",40283,7
"4078",40434,50
"4079",40750,9
"4080",42043,35
"4081",43843,20
"4082",44075,10
"4083",2496895,66
"4084",2499250,33
"4085",2499251,38
"4086",2499494,40
"4087",2499764,4
"4088",2501108,73
"4089",2501180,48
"4090",2501702,15
"4091",2501743,21
"4092",2501901,54
"4093",2503209,17
"4094",2503366,16
"4095",2506509,0
"4096",2506803,16
"4097",2508710,0
"4098",2509509,9
"4099",2509588,2
"4100",2510975,3
"4101",2511461,44
"4102",2511466,65
"4103",2511980,2
"4104",2512330,109
"4105",2513409,5
"4106",2513794,55
"4107",2514277,6
"4108",2515986,62
"4109",2516991,5
"4110",2519004,34
"4111",2519688,3
"4112",2519830,17
"4113",2519867,15
"4114",2520068,6
"4115",2521013,5
"4116",2522457,0
"4117",2522770,1
"4118",2523959,17
"4119",2524409,34
"4120",2525746,48
"4121",2526541,8
"4122",2527384,13
"4123",2527425,140
"4124",2528369,30
"4125",2528609,177
"4126",2529456,30
"4127",2531388,4
"4128",2532583,0
"4129",2533377,0
"4130",2534619,0
"4131",2535486,0
"4132",2535989,46
"4133",2536197,10
"4134",2536403,4
"4135",2536549,0
"4136",2536902,54
"4137",2537267,1
"4138",2537434,7
"4139",2537527,13
"4140",2540071,54
"4141",2540791,3
"4142",2541410,4
"4143",2543094,26
"4144",2543298,3
"4145",2544430,17
"4146",2545437,0
"4147",2545688,5
"4148",2547126,3
"4149",2547136,2
"4150",2547837,8
"4151",2548453,63
"4152",2549181,5
"4153",2552208,7
"4154",2552369,4
"4155",2552505,14
"4156",2553196,157
"4157",2553841,31
"4158",2554140,0
"4159",2554774,98
"4160",2555136,2
"4161",2558058,10
"4162",2559105,2
"4163",2559964,45
"4164",2559973,50
"4165",2562012,3
"4166",2564022,23
"4167",2565124,87
"4168",2565400,3
"4169",2565619,0
"4170",2566471,29
"4171",2568855,8
"4172",2569154,25
"4173",2570564,3
"4174",2570807,4
"4175",2572051,38
"4176",2573002,2
"4177",2573072,324
"4178",2575545,28
"4179",2577012,21
"4180",2577256,11
"4181",2577668,31
"4182",2577764,24
"4183",2579104,113
"4184",2579950,1
"4185",2581210,23
"4186",2581734,96
"4187",2581970,2
"4188",2582204,30
"4189",2583382,30
"4190",2584031,8
"4191",2584738,12
"4192",2585524,2
"4193",2587284,24
"4194",2588125,132
"4195",2588203,36
"4196",2588812,45
"4197",2592656,72
"4198",2593083,59
"4199",2596831,0
"4200",2599760,6
"4201",2599771,18
"4202",2599889,5
"4203",171578,180
"4204",172495,0
"4205",172737,25
"4206",172976,7
"4207",176176,21
"4208",178016,0
"4209",178650,0
"4210",180707,7
"4211",181569,24
"4212",181741,10
"4213",183457,4
"4214",183688,39
"4215",183978,0
"4216",184133,18
"4217",185298,2
"4218",185943,0
"4219",186530,5
"4220",186967,15
"4221",187336,16
"4222",188774,13
"4223",2600420,111
"4224",2600716,0
"4225",2601110,21
"4226",2601311,5
"4227",2601723,17
"4228",2603294,3
"4229",2603898,16
"4230",2604240,5
"4231",2605618,155
"4232",2607747,62
"4233",2608335,112
"4234",2608696,14
"4235",2610053,28
"4236",2610528,102
"4237",2610657,8
"4238",2612033,79
"4239",2612234,7
"4240",2612646,12
"4241",2614023,33
"4242",2614621,16
"4243",2614766,8
"4244",2615656,2
"4245",2615722,5
"4246",2616385,28
"4247",2616837,65
"4248",2617017,110
"4249",2617116,11
"4250",2617170,6
"4251",2618381,4
"4252",2618724,15
"4253",2619420,22
"4254",2620237,28
"4255",2621648,1
"4256",2622585,7
"4257",2624553,21
"4258",2624769,4
"4259",2624914,6
"4260",2625525,23
"4261",2626098,1
"4262",2626249,16
"4263",2626733,5
"4264",2627998,12
"4265",2628104,41
"4266",2628384,2
"4267",2628386,3
"4268",2628677,7
"4269",2629466,17
"4270",2629484,9
"4271",2629983,26
"4272",2630202,1
"4273",2630935,0
"4274",2632157,9
"4275",2634726,268
"4276",2636103,14
"4277",2636994,38
"4278",2638864,19
"4279",2639559,13
"4280",2641115,23
"4281",2641509,40
"4282",2642162,43
"4283",2642229,11
"4284",2644050,13
"4285",2644620,83
"4286",2645296,2
"4287",2645645,22
"4288",2646339,8
"4289",2646475,35
"4290",2646982,5
"4291",2648635,6
"4292",2649380,128
"4293",2649453,8
"4294",2649903,2
"4295",2650654,51
"4296",2652894,364
"4297",2653347,2
"4298",2654335,28
"4299",2655424,19
"4300",2656267,32
"4301",2657378,83
"4302",2657495,108
"4303",2658843,0
"4304",2659387,0
"4305",2659525,21
"4306",2661033,18
"4307",2661809,185
"4308",2661975,1
"4309",2661990,225
"4310",2662121,17
"4311",2662833,2
"4312",2663046,25
"4313",2663154,77
"4314",2664810,56
"4315",2665380,47
"4316",2665699,44
"4317",2668008,18
"4318",2668835,18
"4319",2669260,28
"4320",2669746,9
"4321",2670503,6
"4322",2670748,8
"4323",2670835,7
"4324",2670947,7
"4325",2671743,6
"4326",2671891,18
"4327",2673480,0
"4328",2674581,0
"4329",2676229,30
"4330",2676704,9
"4331",2677625,45
"4332",2679164,9
"4333",2679178,2
"4334",2679279,7
"4335",2679611,0
"4336",2680172,17
"4337",2681458,1
"4338",2682015,6
"4339",2683562,43
"4340",2684166,8
"4341",2684300,35
"4342",2686137,0
"4343",2688334,24
"4344",2688408,35
"4345",2689177,92
"4346",2690904,44
"4347",2690907,6
"4348",2691121,20
"4349",2695625,160
"4350",2695701,55
"4351",2695892,14
"4352",2696013,6
"4353",2697368,83
"4354",2699852,63
"4355",2701297,19
"4356",2701451,46
"4357",2701506,12
"4358",2702560,37
"4359",2703779,14
"4360",2703799,0
"4361",2703923,28
"4362",2705873,0
"4363",2708268,21
"4364",2708473,1
"4365",2708719,0
"4366",2710312,0
"4367",2710575,14
"4368",2711154,19
"4369",2711446,10
"4370",2712237,0
"4371",2712743,47
"4372",2713393,3
"4373",2717201,8
"4374",2717216,3
"4375",2717320,21
"4376",2717509,15
"4377",2718251,22
"4378",2718303,4
"4379",2718559,4
"4380",2719576,1
"4381",2720223,20
"4382",2722597,16
"4383",2723361,2
"4384",2723412,2
"4385",2725439,17
"4386",2726022,39
"4387",2726887,31
"4388",2726937,57
"4389",2727671,70
"4390",2728937,16
"4391",2729195,5
"4392",2729962,38
"4393",2730138,7
"4394",2730737,3
"4395",2731600,7
"4396",2732013,13
"4397",2733729,10
"4398",2737364,55
"4399",2738603,30
"4400",2740244,3
"4401",2740357,31
"4402",2741229,13
"4403",2742016,11
"4404",2742778,2
"4405",2742950,1
"4406",2743482,0
"4407",2745241,136
"4408",2746412,32
"4409",2746905,4
"4410",2747816,5
"4411",2748063,123
"4412",2748381,3
"4413",2748557,101
"4414",2750712,113
"4415",2751520,2
"4416",2753405,117
"4417",2753687,0
"4418",2753779,12
"4419",2756109,3
"4420",2757202,0
"4421",2757514,0
"4422",2758396,16
"4423",191292,12
"4424",192682,0
"4425",195228,10
"4426",195453,29
"4427",195919,3
"4428",196089,0
"4429",196327,13
"4430",197277,0
"4431",201071,0
"4432",201074,28
"4433",201793,0
"4434",204447,0
"4435",204584,2
"4436",205337,56
"4437",207256,8
"4438",208727,1
"4439",210195,50
"4440",210843,24
"4441",210862,95
"4442",211265,0
"4443",2758624,57
"4444",2759093,30
"4445",2759715,10
"4446",2760156,66
"4447",2761061,0
"4448",2761674,2
"4449",2762410,58
"4450",2763124,1
"4451",2763920,19
"4452",2764131,0
"4453",2764344,18
"4454",2764543,6
"4455",2764973,18
"4456",2765592,3
"4457",2766343,2
"4458",2767367,0
"4459",2767787,2
"4460",2768691,30
"4461",2769191,9
"4462",2769814,2
"4463",2770473,405
"4464",2772364,0
"4465",2773116,1
"4466",2773800,16
"4467",2774874,10
"4468",2774930,77
"4469",2776063,2
"4470",2776115,7
"4471",2776456,19
"4472",2777734,4
"4473",2777752,2
"4474",2777990,2
"4475",2779736,215
"4476",2781219,9
"4477",2781300,47
"4478",2782587,348
"4479",2782630,197
"4480",2782732,12
"4481",2783385,20
"4482",2784052,1
"4483",2784122,23
"4484",2785137,7
"4485",2786182,1
"4486",2787272,1
"4487",2787642,9
"4488",2789788,1
"4489",2790156,12
"4490",2790864,5
"4491",2790921,0
"4492",2793538,14
"4493",2794751,7
"4494",2798221,3
"4495",2798464,4
"4496",2799797,4
"4497",2801219,7
"4498",2801282,33
"4499",2801531,31
"4500",2802354,14
"4501",2803883,1
"4502",2804106,0
"4503",2804910,13
"4504",2807239,0
"4505",2807518,29
"4506",2807728,3
"4507",2808527,0
"4508",2808900,18
"4509",2808979,0
"4510",2809316,2
"4511",2809783,6
"4512",2811612,26
"4513",2812569,7
"4514",2814368,6
"4515",2814840,20
"4516",2815070,22
"4517",2815128,2
"4518",2815603,0
"4519",2817169,9
"4520",2817586,0
"4521",2817897,32
"4522",2818056,3
"4523",2818551,4
"4524",2820380,6
"4525",2820625,0
"4526",2820647,45
"4527",2821236,19
"4528",2821879,0
"4529",2822533,0
"4530",2823826,4
"4531",2824736,10
"4532",2825241,1
"4533",2825365,0
"4534",2825713,2
"4535",2826372,8
"4536",2827383,14
"4537",2828929,7
"4538",2830653,1
"4539",2830949,28
"4540",2831644,60
"4541",2831710,4
"4542",2833654,76
"4543",2833931,1
"4544",2835268,36
"4545",2835570,0
"4546",2835601,1
"4547",2836202,0
"4548",2836657,4
"4549",2837105,2
"4550",2837199,12
"4551",2837583,8
"4552",2838809,1
"4553",2839730,1
"4554",2840015,3
"4555",2840094,2
"4556",2840250,0
"4557",2841105,5
"4558",2841807,2
"4559",2842155,0
"4560",2843063,13
"4561",2843535,14
"4562",2843547,1
"4563",2843935,8
"4564",2844567,5
"4565",2845003,8
"4566",2845713,12
"4567",2847555,3
"4568",2847845,66
"4569",2848500,1
"4570",2849188,0
"4571",2849299,2
"4572",2849964,3
"4573",2850074,33
"4574",2850752,13
"4575",2852099,13
"4576",2853214,4
"4577",2853658,23
"4578",2853888,4
"4579",2854318,16
"4580",2854582,0
"4581",2855681,4
"4582",2856735,17
"4583",2857582,5
"4584",2858175,7
"4585",2858528,53
"4586",2859901,0
"4587",2860708,5
"4588",2861133,18
"4589",2861500,4
"4590",2861571,3
"4591",2861745,19
"4592",2861993,15
"4593",2862242,2
"4594",2862609,5
"4595",2863146,2
"4596",2863203,7
"4597",2863331,1
"4598",2863655,3
"4599",2863793,1
"4600",2864247,5
"4601",2865158,2
"4602",2866358,12
"4603",2866546,5
"4604",2866637,23
"4605",2866670,12
"4606",2867281,3
"4607",2868479,6
"4608",2868547,0
"4609",2868622,1
"4610",2868869,7
"4611",2869113,6
"4612",2869437,2
"4613",2869604,77
"4614",2870249,18
"4615",2870566,0
"4616",2871211,0
"4617",2871256,11
"4618",2871436,29
"4619",2872392,0
"4620",2874358,10
"4621",2874955,7
"4622",2875282,2
"4623",2875320,6
"4624",2876701,0
"4625",2876740,3
"4626",2877340,6
"4627",2877361,11
"4628",2877397,14
"4629",2878227,10
"4630",2879862,5
"4631",2880626,19
"4632",2881025,3
"4633",2882073,1
"4634",2882439,273
"4635",2882585,14
"4636",2884526,2
"4637",2884648,30
"4638",2884926,0
"4639",2884969,8
"4640",2885049,27
"4641",2885624,8
"4642",2886560,5
"4643",211994,32
"4644",212217,25
"4645",213402,5
"4646",214236,1
"4647",214598,24
"4648",215226,0
"4649",216753,0
"4650",218195,4
"4651",218217,1
"4652",218354,4
"4653",218667,76
"4654",219585,0
"4655",220077,3
"4656",220589,0
"4657",221915,6
"4658",223281,1
"4659",224910,12
"4660",227920,5
"4661",231038,4
"4662",232994,11
"4663",2886939,0
"4664",2887452,13
"4665",2888186,18
"4666",2888356,2
"4667",2888391,23
"4668",2888422,17
"4669",2888729,16
"4670",2889368,3
"4671",2890068,3
"4672",2890224,2
"4673",2890561,16
"4674",2890694,47
"4675",2891187,0
"4676",2891216,4
"4677",2891860,57
"4678",2892570,8
"4679",2892749,10
"4680",2892934,2
"4681",2893892,2
"4682",2894357,0
"4683",2894602,16
"4684",2895043,0
"4685",2895107,16
"4686",2895146,0
"4687",2895646,10
"4688",2896160,9
"4689",2896422,0
"4690",2896977,29
"4691",2898214,13
"4692",2898422,6
"4693",2898910,50
"4694",2899840,4
"4695",2901771,0
"4696",2905393,1
"4697",2908059,24
"4698",2908137,21
"4699",2908978,24
