"STORE","WEEK","UPC","MOVE","PRICE","SALE","DESCRIP","SIZE","NITEM","set_size","total_move","share","occasion"
2,148,3000001210,12,2.99,"","QUAKER INSTANT OATME","12 OZ","2500901",36,181.0,0.066298342541436,"2_148"
2,148,3000001240,1,2.99,"","QUAKER INST OATML RS","13 OZ","2522111",36,181.0,0.005524861878453,"2_148"
2,148,3000001340,1,2.99,"","QUAKER OATMEAL CINNA","12.5 O","2522201",36,181.0,0.005524861878453,"2_148"
2,148,3000001350,2,2.99,"","QUAKER INST OAT & CI","16.25O","2522561",36,181.0,0.011049723756906,"2_148"
2,148,3000001370,3,2.99,"","QUAKER INST OAT-HONE","12.5 O","2522581",36,181.0,0.016574585635359,"2_148"
2,148,3000001380,3,2.99,"","QUAKER INST OATML AP","12.5 O","2522151",36,181.0,0.016574585635359,"2_148"
2,148,3000001460,1,2.99,"","QUAKER OAT VARIETY","13.3 O","2522051",36,181.0,0.005524861878453,"2_148"
2,148,3000001570,3,3.49,"","~QUAKER MAPLE OATMEA","22.5 O","2522521",36,181.0,0.016574585635359,"2_148"
2,148,3000001580,2,2.99,"","QUAKER APPLE CINAMON","22 OZ","2522421",36,181.0,0.011049723756906,"2_148"
2,148,3000001700,4,2.99,"","QUAKER MAPLE BR SGR","22 OZ","2522441",36,181.0,0.022099447513812,"2_148"
2,148,3000001760,4,3.49,"","QUAKER VRTY INST OAT","20.75O","2522541",36,181.0,0.022099447513812,"2_148"
2,148,3000001800,2,2.99,"","QUAKER INST OATML PE","12.5 O","2522281",36,181.0,0.011049723756906,"2_148"
2,148,3000001820,5,2.99,"","QUAKER INSTANT STRAW","12.5 O","2522251",36,181.0,0.027624309392265,"2_148"
2,148,3000001880,6,2.99,"","QUAKER FRUIT & CREAM","12.5 O","2522321",36,181.0,0.033149171270718,"2_148"
2,148,3000002190,5,2.35,"","KRETSCHMER WHEAT GER","12 OZ","2519701",36,181.0,0.027624309392265,"2_148"
2,148,3000002350,4,2.19,"","KRETCHMER HONEY WHT","10 OZ","2519760",36,181.0,0.022099447513812,"2_148"
2,148,3000003790,2,1.85,"","QUAKER INSTANT GRITS","12 OZ","2522601",36,181.0,0.011049723756906,"2_148"
2,148,3000004170,10,1.15,"","QUAKER Q/W HOMINY GR","24 OZ","2501201",36,181.0,0.05524861878453,"2_148"
2,148,3000004760,5,1.84,"","QUAKER INSTANT GRITS","12 OZ","2501251",36,181.0,0.027624309392265,"2_148"
2,148,3000007060,9,2.19,"","QUAKER HOT OAT BRAN","16 OZ","2522001",36,181.0,0.049723756906077,"2_148"
2,148,4240000105,2,2.35,"","QUICK MALT O MEAL","28 OZ","2518501",36,181.0,0.011049723756906,"2_148"
2,149,1313000602,4,2.99,"","NABISCO CREAM OF WHT","28 OZ","2516650",34,193.0,0.020725388601036,"2_149"
2,149,1313000612,2,3.03,"","CREAM OF WHEAT QUICK","28 OZ","2516701",34,193.0,0.010362694300518,"2_149"
2,149,1313000622,5,3.03,"","CREAM OF WHEAT INSTA","28 OZ","2516601",34,193.0,0.025906735751295,"2_149"
2,149,1313000698,4,1.66,"","NABISCO CREAM OF RIC","14 OZ","2516900",34,193.0,0.020725388601036,"2_149"
2,149,1313006025,4,2.97,"","MIX N EAT CREAM OF W","12 OZ","2516401",34,193.0,0.020725388601036,"2_149"
2,149,1313006053,3,2.97,"","~MIX N EAT BROWN SUG","12.5 O","2516441",34,193.0,0.015544041450777,"2_149"
2,149,1313006057,6,2.97,"","INST CRM OF WHT-VARI","12.5 O","2516621",34,193.0,0.031088082901554,"2_149"
2,149,1313006058,1,2.97,"","~INS CREAM OF WHEAT-","11.2 O","2516221",34,193.0,0.005181347150259,"2_149"
2,149,1800063070,6,2.25,"","PILS FARINA","27.5 O","2517601",34,193.0,0.031088082901554,"2_149"
2,149,3000001000,3,2.99,"","QUAKER VARIETY OATCU","22 OZ","2522461",34,193.0,0.015544041450777,"2_149"
2,149,3000001020,16,1.99,"","QUAKER OATS REGULAR","18 OZ","2500501",34,193.0,0.082901554404145,"2_149"
2,149,3000001040,6,3.43,"","QUAKER OLD FASHIONED","42 OZ","2500751",34,193.0,0.031088082901554,"2_149"
2,149,3000001180,22,1.99,"","QUICK QUAKER OATS","18 OZ","2500701",34,193.0,0.113989637305699,"2_149"
2,149,3000001190,2,2.99,"","QUAKER INST OATML MP","15 OZ","2522401",34,193.0,0.010362694300518,"2_149"
2,149,3000001200,14,3.43,"","QUICK QUAKER OATS","42 OZ","2500801",34,193.0,0.072538860103627,"2_149"
2,149,3000001210,17,2.99,"","QUAKER INSTANT OATME","12 OZ","2500901",34,193.0,0.088082901554404,"2_149"
2,149,3000001240,2,2.99,"","QUAKER INST OATML RS","13 OZ","2522111",34,193.0,0.010362694300518,"2_149"
2,149,3000001340,1,2.99,"","QUAKER OATMEAL CINNA","12.5 O","2522201",34,193.0,0.005181347150259,"2_149"
2,149,3000001350,3,2.99,"","QUAKER INST OAT & CI","16.25O","2522561",34,193.0,0.015544041450777,"2_149"
2,149,3000001370,2,2.99,"","QUAKER INST OAT-HONE","12.5 O","2522581",34,193.0,0.010362694300518,"2_149"
2,149,3000001380,3,2.99,"","QUAKER INST OATML AP","12.5 O","2522151",34,193.0,0.015544041450777,"2_149"
2,149,3000001460,8,2.99,"","QUAKER OAT VARIETY","13.3 O","2522051",34,193.0,0.041450777202073,"2_149"
2,149,3000001570,3,3.49,"","~QUAKER MAPLE OATMEA","22.5 O","2522521",34,193.0,0.015544041450777,"2_149"
2,149,3000001580,3,2.99,"","QUAKER APPLE CINAMON","22 OZ","2522421",34,193.0,0.015544041450777,"2_149"
2,149,3000001700,5,2.99,"","QUAKER MAPLE BR SGR","22 OZ","2522441",34,193.0,0.025906735751295,"2_149"
2,149,3000001760,2,3.49,"","QUAKER VRTY INST OAT","20.75O","2522541",34,193.0,0.010362694300518,"2_149"
2,149,3000001800,5,2.99,"","QUAKER INST OATML PE","12.5 O","2522281",34,193.0,0.025906735751295,"2_149"
2,149,3000001880,5,2.99,"","QUAKER FRUIT & CREAM","12.5 O","2522321",34,193.0,0.025906735751295,"2_149"
2,149,3000002190,11,2.35,"","KRETSCHMER WHEAT GER","12 OZ","2519701",34,193.0,0.05699481865285,"2_149"
2,149,3000002350,3,2.19,"","KRETCHMER HONEY WHT","10 OZ","2519760",34,193.0,0.015544041450777,"2_149"
2,149,3000004170,8,1.15,"","QUAKER Q/W HOMINY GR","24 OZ","2501201",34,193.0,0.041450777202073,"2_149"
2,149,3000004760,3,1.84,"","QUAKER INSTANT GRITS","12 OZ","2501251",34,193.0,0.015544041450777,"2_149"
2,149,3000007060,6,2.19,"","QUAKER HOT OAT BRAN","16 OZ","2522001",34,193.0,0.031088082901554,"2_149"
2,149,4240000105,5,2.35,"","QUICK MALT O MEAL","28 OZ","2518501",34,193.0,0.025906735751295,"2_149"
2,150,1112600328,2,2.29,"","COCO WHEATS","28 OZ","2519021",35,195.0,0.01025641025641,"2_150"
2,150,1313000602,3,2.99,"","NABISCO CREAM OF WHT","28 OZ","2516650",35,195.0,0.015384615384615,"2_150"
2,150,1313000612,5,3.03,"","CREAM OF WHEAT QUICK","28 OZ","2516701",35,195.0,0.025641025641026,"2_150"
2,150,1313000622,1,3.03,"","CREAM OF WHEAT INSTA","28 OZ","2516601",35,195.0,0.005128205128205,"2_150"
2,150,1313000698,2,1.66,"","NABISCO CREAM OF RIC","14 OZ","2516900",35,195.0,0.01025641025641,"2_150"
2,150,1313006025,4,2.97,"","MIX N EAT CREAM OF W","12 OZ","2516401",35,195.0,0.020512820512821,"2_150"
2,150,1313006053,1,2.97,"","~MIX N EAT BROWN SUG","12.5 O","2516441",35,195.0,0.005128205128205,"2_150"
2,150,1313006057,3,2.97,"","INST CRM OF WHT-VARI","12.5 O","2516621",35,195.0,0.015384615384615,"2_150"
2,150,1313006058,1,2.97,"","~INS CREAM OF WHEAT-","11.2 O","2516221",35,195.0,0.005128205128205,"2_150"
2,150,1800063070,2,2.25,"","PILS FARINA","27.5 O","2517601",35,195.0,0.01025641025641,"2_150"
2,150,3000001020,19,1.99,"","QUAKER OATS REGULAR","18 OZ","2500501",35,195.0,0.097435897435897,"2_150"
2,150,3000001040,6,3.43,"","QUAKER OLD FASHIONED","42 OZ","2500751",35,195.0,0.030769230769231,"2_150"
2,150,3000001180,38,1.99,"","QUICK QUAKER OATS","18 OZ","2500701",35,195.0,0.194871794871795,"2_150"
2,150,3000001190,6,2.99,"","QUAKER INST OATML MP","15 OZ","2522401",35,195.0,0.030769230769231,"2_150"
2,150,3000001200,10,3.43,"","QUICK QUAKER OATS","42 OZ","2500801",35,195.0,0.051282051282051,"2_150"
2,150,3000001210,13,2.99,"","QUAKER INSTANT OATME","12 OZ","2500901",35,195.0,0.066666666666667,"2_150"
2,150,3000001240,4,2.99,"","QUAKER INST OATML RS","13 OZ","2522111",35,195.0,0.020512820512821,"2_150"
2,150,3000001340,1,2.99,"","QUAKER OATMEAL CINNA","12.5 O","2522201",35,195.0,0.005128205128205,"2_150"
2,150,3000001380,5,2.99,"","QUAKER INST OATML AP","12.5 O","2522151",35,195.0,0.025641025641026,"2_150"
2,150,3000001460,3,2.99,"","QUAKER OAT VARIETY","13.3 O","2522051",35,195.0,0.015384615384615,"2_150"
2,150,3000001570,2,3.49,"","~QUAKER MAPLE OATMEA","22.5 O","2522521",35,195.0,0.01025641025641,"2_150"
2,150,3000001580,7,2.99,"","QUAKER APPLE CINAMON","22 OZ","2522421",35,195.0,0.035897435897436,"2_150"
2,150,3000001700,1,2.99,"","QUAKER MAPLE BR SGR","22 OZ","2522441",35,195.0,0.005128205128205,"2_150"
2,150,3000001760,6,3.49,"","QUAKER VRTY INST OAT","20.75O","2522541",35,195.0,0.030769230769231,"2_150"
2,150,3000001800,1,2.99,"","QUAKER INST OATML PE","12.5 O","2522281",35,195.0,0.005128205128205,"2_150"
2,150,3000001820,1,2.99,"","QUAKER INSTANT STRAW","12.5 O","2522251",35,195.0,0.005128205128205,"2_150"
2,150,3000001880,4,2.99,"","QUAKER FRUIT & CREAM","12.5 O","2522321",35,195.0,0.020512820512821,"2_150"
2,150,3000002190,13,2.35,"","KRETSCHMER WHEAT GER","12 OZ","2519701",35,195.0,0.066666666666667,"2_150"
2,150,3000002350,4,2.19,"","KRETCHMER HONEY WHT","10 OZ","2519760",35,195.0,0.020512820512821,"2_150"
2,150,3000003790,1,1.85,"","QUAKER INSTANT GRITS","12 OZ","2522601",35,195.0,0.005128205128205,"2_150"
2,150,3000004170,14,1.15,"","QUAKER Q/W HOMINY GR","24 OZ","2501201",35,195.0,0.071794871794872,"2_150"
2,150,3000004760,4,1.84,"","QUAKER INSTANT GRITS","12 OZ","2501251",35,195.0,0.020512820512821,"2_150"
2,150,3000007060,4,2.19,"","QUAKER HOT OAT BRAN","16 OZ","2522001",35,195.0,0.020512820512821,"2_150"
2,150,4240000105,3,2.35,"","QUICK MALT O MEAL","28 OZ","2518501",35,195.0,0.015384615384615,"2_150"
2,150,6414408037,1,1.89,"","MAYPO MAPLE FLAVORED","14 OZ","2506000",35,195.0,0.005128205128205,"2_150"
2,152,1112600328,1,2.29,"","COCO WHEATS","28 OZ","2519021",34,173.0,0.005780346820809,"2_152"
2,152,1112600399,1,1.99,"","COCO WHEATS PREPRICE","28 OZ","2519021",34,173.0,0.005780346820809,"2_152"
2,152,1313000602,1,2.99,"","NABISCO CREAM OF WHT","28 OZ","2516650",34,173.0,0.005780346820809,"2_152"
2,152,1313000612,2,3.03,"","CREAM OF WHEAT QUICK","28 OZ","2516701",34,173.0,0.011560693641618,"2_152"
2,152,1313000622,4,3.03,"","CREAM OF WHEAT INSTA","28 OZ","2516601",34,173.0,0.023121387283237,"2_152"
2,152,1313000698,4,1.66,"","NABISCO CREAM OF RIC","14 OZ","2516900",34,173.0,0.023121387283237,"2_152"
2,152,1313006025,4,2.97,"","MIX N EAT CREAM OF W","12 OZ","2516401",34,173.0,0.023121387283237,"2_152"
2,152,1313006053,3,2.97,"","~MIX N EAT BROWN SUG","12.5 O","2516441",34,173.0,0.017341040462428,"2_152"
2,152,1313006057,5,2.97,"","INST CRM OF WHT-VARI","12.5 O","2516621",34,173.0,0.028901734104046,"2_152"
2,152,1313006058,1,2.97,"","~INS CREAM OF WHEAT-","11.2 O","2516221",34,173.0,0.005780346820809,"2_152"
2,152,1800063070,2,2.25,"","PILS FARINA","27.5 O","2517601",34,173.0,0.011560693641618,"2_152"
2,152,3000001020,10,1.99,"","QUAKER OATS REGULAR","18 OZ","2500501",34,173.0,0.057803468208092,"2_152"
2,152,3000001040,7,3.43,"","QUAKER OLD FASHIONED","42 OZ","2500751",34,173.0,0.040462427745665,"2_152"
2,152,3000001180,30,1.99,"","QUICK QUAKER OATS","18 OZ","2500701",34,173.0,0.173410404624277,"2_152"
2,152,3000001190,5,2.99,"","QUAKER INST OATML MP","15 OZ","2522401",34,173.0,0.028901734104046,"2_152"
2,152,3000001200,5,3.43,"","QUICK QUAKER OATS","42 OZ","2500801",34,173.0,0.028901734104046,"2_152"
2,152,3000001210,15,2.99,"","QUAKER INSTANT OATME","12 OZ","2500901",34,173.0,0.086705202312139,"2_152"
2,152,3000001240,5,2.99,"","QUAKER INST OATML RS","13 OZ","2522111",34,173.0,0.028901734104046,"2_152"
2,152,3000001380,2,2.99,"","QUAKER INST OATML AP","12.5 O","2522151",34,173.0,0.011560693641618,"2_152"
2,152,3000001460,5,2.99,"","QUAKER OAT VARIETY","13.3 O","2522051",34,173.0,0.028901734104046,"2_152"
2,152,3000001570,3,3.49,"","~QUAKER MAPLE OATMEA","22.5 O","2522521",34,173.0,0.017341040462428,"2_152"
2,152,3000001580,4,3.0,"","QUAKER APPLE CINAMON","22 OZ","2522421",34,173.0,0.023121387283237,"2_152"
2,152,3000001760,1,3.49,"","QUAKER VRTY INST OAT","20.75O","2522541",34,173.0,0.005780346820809,"2_152"
2,152,3000001800,2,2.99,"","QUAKER INST OATML PE","12.5 O","2522281",34,173.0,0.011560693641618,"2_152"
2,152,3000001820,1,2.99,"","QUAKER INSTANT STRAW","12.5 O","2522251",34,173.0,0.005780346820809,"2_152"
2,152,3000001880,7,2.99,"","QUAKER FRUIT & CREAM","12.5 O","2522321",34,173.0,0.040462427745665,"2_152"
2,152,3000002190,8,2.35,"","KRETSCHMER WHEAT GER","12 OZ","2519701",34,173.0,0.046242774566474,"2_152"
2,152,3000002350,4,2.19,"","KRETCHMER HONEY WHT","10 OZ","2519760",34,173.0,0.023121387283237,"2_152"
2,152,3000003790,6,1.85,"","QUAKER INSTANT GRITS","12 OZ","2522601",34,173.0,0.034682080924855,"2_152"
2,152,3000004170,8,1.15,"","QUAKER Q/W HOMINY GR","24 OZ","2501201",34,173.0,0.046242774566474,"2_152"
2,152,3000004760,3,1.84,"","QUAKER INSTANT GRITS","12 OZ","2501251",34,173.0,0.017341040462428,"2_152"
2,152,3000007060,8,2.19,"","QUAKER HOT OAT BRAN","16 OZ","2522001",34,173.0,0.046242774566474,"2_152"
2,152,4240000105,5,2.35,"","QUICK MALT O MEAL","28 OZ","2518501",34,173.0,0.028901734104046,"2_152"
2,152,6414408037,1,1.89,"","MAYPO MAPLE FLAVORED","14 OZ","2506000",34,173.0,0.005780346820809,"2_152"
2,153,1313000612,9,3.03,"","CREAM OF WHEAT QUICK","28 OZ","2516701",31,193.0,0.046632124352332,"2_153"
2,153,1313000622,5,3.03,"","CREAM OF WHEAT INSTA","28 OZ","2516601",31,193.0,0.025906735751295,"2_153"
2,153,1313000698,3,1.66,"","NABISCO CREAM OF RIC","14 OZ","2516900",31,193.0,0.015544041450777,"2_153"
2,153,1313006025,1,2.97,"","MIX N EAT CREAM OF W","12 OZ","2516401",31,193.0,0.005181347150259,"2_153"
2,153,1313006035,3,2.97,"","~MIX N EAT BROWN SUG","12.5 O","2516441",31,193.0,0.015544041450777,"2_153"
2,153,1313006057,1,2.97,"","INST CRM OF WHT-VARI","12.5 O","2516621",31,193.0,0.005181347150259,"2_153"
2,153,1800063070,4,2.25,"","PILS FARINA","27.5 O","2517601",31,193.0,0.020725388601036,"2_153"
2,153,3000001020,21,1.99,"","QUAKER OATS REGULAR","18 OZ","2500501",31,193.0,0.10880829015544,"2_153"
2,153,3000001040,7,3.43,"","QUAKER OLD FASHIONED","42 OZ","2500751",31,193.0,0.036269430051813,"2_153"
2,153,3000001180,40,1.99,"","QUICK QUAKER OATS","18 OZ","2500701",31,193.0,0.207253886010363,"2_153"
2,153,3000001190,8,2.99,"","QUAKER INST OATML MP","15 OZ","2522401",31,193.0,0.041450777202073,"2_153"
2,153,3000001200,15,3.43,"","QUICK QUAKER OATS","42 OZ","2500801",31,193.0,0.077720207253886,"2_153"
2,153,3000001210,13,2.99,"","QUAKER INSTANT OATME","12 OZ","2500901",31,193.0,0.067357512953368,"2_153"
2,153,3000001240,3,2.99,"","QUAKER INST OATML RS","13 OZ","2522111",31,193.0,0.015544041450777,"2_153"
2,153,3000001340,2,2.99,"","QUAKER OATMEAL CINNA","12.5 O","2522201",31,193.0,0.010362694300518,"2_153"
2,153,3000001380,4,2.99,"","QUAKER INST OATML AP","12.5 O","2522151",31,193.0,0.020725388601036,"2_153"
2,153,3000001460,5,2.99,"","QUAKER OAT VARIETY","13.3 O","2522051",31,193.0,0.025906735751295,"2_153"
2,153,3000001570,2,3.49,"","~QUAKER MAPLE OATMEA","22.5 O","2522521",31,193.0,0.010362694300518,"2_153"
2,153,3000001580,2,3.05,"","QUAKER APPLE CINAMON","22 OZ","2522421",31,193.0,0.010362694300518,"2_153"
2,153,3000001760,2,3.49,"","QUAKER VRTY INST OAT","20.75O","2522541",31,193.0,0.010362694300518,"2_153"
2,153,3000001800,2,2.99,"","QUAKER INST OATML PE","12.5 O","2522281",31,193.0,0.010362694300518,"2_153"
2,153,3000001820,2,2.99,"","QUAKER INSTANT STRAW","12.5 O","2522251",31,193.0,0.010362694300518,"2_153"
2,153,3000001880,3,2.99,"","QUAKER FRUIT & CREAM","12.5 O","2522321",31,193.0,0.015544041450777,"2_153"
2,153,3000002190,6,2.35,"","KRETSCHMER WHEAT GER","12 OZ","2519701",31,193.0,0.031088082901554,"2_153"
2,153,3000002350,1,2.19,"","KRETCHMER HONEY WHT","10 OZ","2519760",31,193.0,0.005181347150259,"2_153"
2,153,3000003790,5,1.85,"","QUAKER INSTANT GRITS","12 OZ","2522601",31,193.0,0.025906735751295,"2_153"
2,153,3000004170,9,1.15,"","QUAKER Q/W HOMINY GR","24 OZ","2501201",31,193.0,0.046632124352332,"2_153"
2,153,3000004760,4,1.84,"","QUAKER INSTANT GRITS","12 OZ","2501251",31,193.0,0.020725388601036,"2_153"
2,153,3000007060,9,2.19,"","QUAKER HOT OAT BRAN","16 OZ","2522001",31,193.0,0.046632124352332,"2_153"
2,153,4240000105,1,2.35,"","QUICK MALT O MEAL","28 OZ","2518501",31,193.0,0.005181347150259,"2_153"
2,153,6414408037,1,1.89,"","MAYPO MAPLE FLAVORED","14 OZ","2506000",31,193.0,0.005181347150259,"2_153"
2,154,1112600328,1,2.29,"","COCO WHEATS","28 OZ","2519021",34,176.0,0.005681818181818,"2_154"
2,154,1313000602,4,2.99,"","NABISCO CREAM OF WHT","28 OZ","2516650",34,176.0,0.022727272727273,"2_154"
2,154,1313000612,1,3.03,"","CREAM OF WHEAT QUICK","28 OZ","2516701",34,176.0,0.005681818181818,"2_154"
2,154,1313000622,3,3.11,"","CREAM OF WHEAT INSTA","28 OZ","2516601",34,176.0,0.017045454545455,"2_154"
2,154,1313000698,1,1.66,"","NABISCO CREAM OF RIC","14 OZ","2516900",34,176.0,0.005681818181818,"2_154"
2,154,1313006025,5,2.97,"","MIX N EAT CREAM OF W","12 OZ","2516401",34,176.0,0.028409090909091,"2_154"
2,154,1313006053,1,2.97,"","~MIX N EAT BROWN SUG","12.5 O","2516441",34,176.0,0.005681818181818,"2_154"
2,154,1313006057,1,2.97,"","INST CRM OF WHT-VARI","12.5 O","2516621",34,176.0,0.005681818181818,"2_154"
2,154,1313006058,1,2.97,"","~INS CREAM OF WHEAT-","11.2 O","2516221",34,176.0,0.005681818181818,"2_154"
2,154,1800063070,4,2.25,"","PILS FARINA","27.5 O","2517601",34,176.0,0.022727272727273,"2_154"
2,154,3000001020,13,1.99,"","QUAKER OATS REGULAR","18 OZ","2500501",34,176.0,0.073863636363636,"2_154"
2,154,3000001040,9,3.43,"","QUAKER OLD FASHIONED","42 OZ","2500751",34,176.0,0.051136363636364,"2_154"
2,154,3000001180,20,1.99,"","QUICK QUAKER OATS","18 OZ","2500701",34,176.0,0.113636363636364,"2_154"
2,154,3000001190,7,2.99,"","QUAKER INST OATML MP","15 OZ","2522401",34,176.0,0.039772727272727,"2_154"
2,154,3000001200,4,3.43,"","QUICK QUAKER OATS","42 OZ","2500801",34,176.0,0.022727272727273,"2_154"
2,154,3000001210,12,2.99,"","QUAKER INSTANT OATME","12 OZ","2500901",34,176.0,0.068181818181818,"2_154"
2,154,3000001240,4,2.99,"","QUAKER INST OATML RS","13 OZ","2522111",34,176.0,0.022727272727273,"2_154"
2,154,3000001340,2,2.99,"","QUAKER OATMEAL CINNA","12.5 O","2522201",34,176.0,0.011363636363636,"2_154"
2,154,3000001380,1,2.99,"","QUAKER INST OATML AP","12.5 O","2522151",34,176.0,0.005681818181818,"2_154"
2,154,3000001460,4,2.99,"","QUAKER OAT VARIETY","13.3 O","2522051",34,176.0,0.022727272727273,"2_154"
2,154,3000001570,5,3.65,"","~QUAKER MAPLE OATMEA","22.5 O","2522521",34,176.0,0.028409090909091,"2_154"
2,154,3000001580,2,3.07,"","QUAKER APPLE CINAMON","22 OZ","2522421",34,176.0,0.011363636363636,"2_154"
2,154,3000001760,5,3.49,"","QUAKER VRTY INST OAT","20.75O","2522541",34,176.0,0.028409090909091,"2_154"
2,154,3000001800,6,2.99,"","QUAKER INST OATML PE","12.5 O","2522281",34,176.0,0.034090909090909,"2_154"
2,154,3000001820,5,2.99,"","QUAKER INSTANT STRAW","12.5 O","2522251",34,176.0,0.028409090909091,"2_154"
2,154,3000001880,4,2.99,"","QUAKER FRUIT & CREAM","12.5 O","2522321",34,176.0,0.022727272727273,"2_154"
2,154,3000002190,14,2.36,"","KRETSCHMER WHEAT GER","12 OZ","2519701",34,176.0,0.079545454545455,"2_154"
2,154,3000002350,6,2.19,"","KRETCHMER HONEY WHT","10 OZ","2519760",34,176.0,0.034090909090909,"2_154"
2,154,3000003790,1,1.85,"","QUAKER INSTANT GRITS","12 OZ","2522601",34,176.0,0.005681818181818,"2_154"
2,154,3000004170,8,1.15,"","QUAKER Q/W HOMINY GR","24 OZ","2501201",34,176.0,0.045454545454545,"2_154"
2,154,3000004760,7,1.84,"","QUAKER INSTANT GRITS","12 OZ","2501251",34,176.0,0.039772727272727,"2_154"
2,154,3000007060,8,2.19,"","QUAKER HOT OAT BRAN","16 OZ","2522001",34,176.0,0.045454545454545,"2_154"
2,154,4240000105,6,2.35,"","QUICK MALT O MEAL","28 OZ","2518501",34,176.0,0.034090909090909,"2_154"
2,154,6414408037,1,1.89,"","MAYPO MAPLE FLAVORED","14 OZ","2506000",34,176.0,0.005681818181818,"2_154"
2,155,1313000602,3,2.99,"","NABISCO CREAM OF WHT","28 OZ","2516650",32,251.0,0.01195219123506,"2_155"
2,155,1313000612,10,3.15,"","CREAM OF WHEAT QUICK","28 OZ","2516701",32,251.0,0.039840637450199,"2_155"
2,155,1313000622,5,3.15,"","CREAM OF WHEAT INSTA","28 OZ","2516601",32,251.0,0.0199203187251,"2_155"
2,155,1313000698,3,1.66,"","NABISCO CREAM OF RIC","14 OZ","2516900",32,251.0,0.01195219123506,"2_155"
2,155,1313006025,3,2.97,"","MIX N EAT CREAM OF W","12 OZ","2516401",32,251.0,0.01195219123506,"2_155"
2,155,1313006053,4,2.97,"","~MIX N EAT BROWN SUG","12.5 O","2516441",32,251.0,0.01593625498008,"2_155"
2,155,1313006057,3,2.97,"","INST CRM OF WHT-VARI","12.5 O","2516621",32,251.0,0.01195219123506,"2_155"
2,155,1800063070,5,2.29,"","PILS FARINA","27.5 O","2517601",32,251.0,0.0199203187251,"2_155"
2,155,3000001020,22,1.99,"","QUAKER OATS REGULAR","18 OZ","2500501",32,251.0,0.087649402390438,"2_155"
2,155,3000001040,13,3.43,"","QUAKER OLD FASHIONED","42 OZ","2500751",32,251.0,0.051792828685259,"2_155"
2,155,3000001180,34,1.99,"","QUICK QUAKER OATS","18 OZ","2500701",32,251.0,0.135458167330677,"2_155"
2,155,3000001190,16,2.99,"","QUAKER INST OATML MP","15 OZ","2522401",32,251.0,0.063745019920319,"2_155"
2,155,3000001200,16,3.43,"","QUICK QUAKER OATS","42 OZ","2500801",32,251.0,0.063745019920319,"2_155"
2,155,3000001210,9,2.99,"","QUAKER INSTANT OATME","12 OZ","2500901",32,251.0,0.035856573705179,"2_155"
2,155,3000001240,7,2.99,"","QUAKER INST OATML RS","13 OZ","2522111",32,251.0,0.027888446215139,"2_155"
2,155,3000001340,3,2.99,"","QUAKER OATMEAL CINNA","12.5 O","2522201",32,251.0,0.01195219123506,"2_155"
2,155,3000001380,5,2.99,"","QUAKER INST OATML AP","12.5 O","2522151",32,251.0,0.0199203187251,"2_155"
2,155,3000001460,7,2.99,"","QUAKER OAT VARIETY","13.3 O","2522051",32,251.0,0.027888446215139,"2_155"
2,155,3000001570,9,3.69,"","~QUAKER MAPLE OATMEA","22.5 O","2522521",32,251.0,0.035856573705179,"2_155"
2,155,3000001580,4,3.09,"","QUAKER APPLE CINAMON","22 OZ","2522421",32,251.0,0.01593625498008,"2_155"
2,155,3000001760,5,3.69,"","QUAKER VRTY INST OAT","20.75O","2522541",32,251.0,0.0199203187251,"2_155"
2,155,3000001800,2,2.99,"","QUAKER INST OATML PE","12.5 O","2522281",32,251.0,0.00796812749004,"2_155"
2,155,3000001820,3,2.99,"","QUAKER INSTANT STRAW","12.5 O","2522251",32,251.0,0.01195219123506,"2_155"
2,155,3000001880,14,2.99,"","QUAKER FRUIT & CREAM","12.5 O","2522321",32,251.0,0.055776892430279,"2_155"
2,155,3000002190,10,2.39,"","KRETSCHMER WHEAT GER","12 OZ","2519701",32,251.0,0.039840637450199,"2_155"
2,155,3000002350,2,2.19,"","KRETCHMER HONEY WHT","10 OZ","2519760",32,251.0,0.00796812749004,"2_155"
2,155,3000003790,3,1.85,"","QUAKER INSTANT GRITS","12 OZ","2522601",32,251.0,0.01195219123506,"2_155"
2,155,3000004170,15,1.15,"","QUAKER Q/W HOMINY GR","24 OZ","2501201",32,251.0,0.059760956175299,"2_155"
2,155,3000004760,9,1.81,"","QUAKER INSTANT GRITS","12 OZ","2501251",32,251.0,0.035856573705179,"2_155"
2,155,3000007060,4,2.19,"","QUAKER HOT OAT BRAN","16 OZ","2522001",32,251.0,0.01593625498008,"2_155"
2,155,4240000105,2,2.35,"","QUICK MALT O MEAL","28 OZ","2518501",32,251.0,0.00796812749004,"2_155"
2,155,6414408037,1,1.89,"","MAYPO MAPLE FLAVORED","14 OZ","2506000",32,251.0,0.00398406374502,"2_155"
2,156,1313000602,4,2.99,"","NABISCO CREAM OF WHT","28 OZ","2516650",31,208.0,0.019230769230769,"2_156"
2,156,1313000612,5,3.15,"","CREAM OF WHEAT QUICK","28 OZ","2516701",31,208.0,0.024038461538462,"2_156"
2,156,1313000622,4,3.15,"","CREAM OF WHEAT INSTA","28 OZ","2516601",31,208.0,0.019230769230769,"2_156"
2,156,1313000698,1,1.66,"","NABISCO CREAM OF RIC","14 OZ","2516900",31,208.0,0.004807692307692,"2_156"
2,156,1313006025,4,2.97,"","MIX N EAT CREAM OF W","12 OZ","2516401",31,208.0,0.019230769230769,"2_156"
