"STORE","WEEK","UPC","MOVE","PRICE","SALE","DESCRIP","SIZE","NITEM","set_size","total_move","share","occasion"
2,91,1112600301,1,1.89,"","COCO WHEATS","21 OZ","2519001",38,190.0,0.005263157894737,"2_91"
2,91,1313000602,2,2.99,"","NABISCO CREAM OF WHT","28 OZ","2516650",38,190.0,0.010526315789474,"2_91"
2,91,1313000612,4,3.03,"","CREAM OF WHEAT QUICK","28 OZ","2516701",38,190.0,0.021052631578947,"2_91"
2,91,1313000622,2,3.03,"","CREAM OF WHEAT INSTA","28 OZ","2516601",38,190.0,0.010526315789474,"2_91"
2,91,1313000698,3,1.66,"","NABISCO CREAM OF RIC","14 OZ","2516900",38,190.0,0.015789473684211,"2_91"
2,91,1313006025,2,2.72,"","MIX N EAT CREAM OF W","12 OZ","2516401",38,190.0,0.010526315789474,"2_91"
2,91,1313006035,1,2.72,"","~MIX N EAT BROWN SUG","12.5 O","2516441",38,190.0,0.005263157894737,"2_91"
2,91,1313006057,2,2.72,"","INST CRM OF WHT-VARI","12.5 O","2516621",38,190.0,0.010526315789474,"2_91"
2,91,1600062880,1,2.73,"","UNDERCOVER BEARS MPL","12.6 O","2508321",38,190.0,0.005263157894737,"2_91"
2,91,1600064030,2,1.81,"","TOTAL QUICK OATMEAL-","15 OZ","2504801",38,190.0,0.010526315789474,"2_91"
2,91,1600064040,3,2.18,"","TOTAL INST OATMEAL-R","10 OZ","2504701",38,190.0,0.015789473684211,"2_91"
2,91,1600064060,3,2.18,"","TOTAL OATMEAL VARIET","10.5 O","2504841",38,190.0,0.015789473684211,"2_91"
2,91,1600064070,3,2.18,"","TOTAL OATMEAL MAPLE/","12 OZ","2504821",38,190.0,0.015789473684211,"2_91"
2,91,1600065240,1,2.72,"","OATMEAL SWIRLER MAPL","12.8 O","2504921",38,190.0,0.005263157894737,"2_91"
2,91,1600065450,6,2.72,"","TOTAL OATMEAL SWLR V","13.3 O","2504861",38,190.0,0.031578947368421,"2_91"
2,91,1800063070,1,1.97,"","PILS FARINA","27.5 O","2517601",38,190.0,0.005263157894737,"2_91"
2,91,3000001020,11,1.98,"","QUAKER OATS REGULAR","18 OZ","2500501",38,190.0,0.057894736842105,"2_91"
2,91,3000001040,10,3.43,"","QUAKER OLD FASHIONED","42 OZ","2500751",38,190.0,0.052631578947368,"2_91"
2,91,3000001180,22,1.98,"","QUICK QUAKER OATS","18 OZ","2500701",38,190.0,0.115789473684211,"2_91"
2,91,3000001190,5,2.88,"","QUAKER INST OATML MP","15 OZ","2522401",38,190.0,0.026315789473684,"2_91"
2,91,3000001200,11,3.43,"","QUICK QUAKER OATS","42 OZ","2500801",38,190.0,0.057894736842105,"2_91"
2,91,3000001210,21,2.88,"","QUAKER INSTANT OATME","12 OZ","2500901",38,190.0,0.110526315789474,"2_91"
2,91,3000001240,2,2.88,"","QUAKER INST OATML RS","13 OZ","2522111",38,190.0,0.010526315789474,"2_91"
2,91,3000001350,5,2.88,"","QUAKER INST OAT & CI","16.25O","2522561",38,190.0,0.026315789473684,"2_91"
2,91,3000001370,3,2.88,"","QUAKER INST OAT-HONE","12.5 O","2522581",38,190.0,0.015789473684211,"2_91"
2,91,3000001380,6,2.88,"","QUAKER INST OATML AP","12.5 O","2522151",38,190.0,0.031578947368421,"2_91"
2,91,3000001460,3,2.88,"","QUAKER OAT VARIETY","13.3 O","2522051",38,190.0,0.015789473684211,"2_91"
2,91,3000001570,2,3.49,"","~QUAKER MAPLE OATMEA","22.5 O","2522521",38,190.0,0.010526315789474,"2_91"
2,91,3000001760,3,3.49,"","QUAKER VRTY INST OAT","20.75O","2522541",38,190.0,0.015789473684211,"2_91"
2,91,3000001800,4,2.88,"","QUAKER INST OATML PE","12.5 O","2522281",38,190.0,0.021052631578947,"2_91"
2,91,3000001880,5,2.88,"","QUAKER FRUIT & CREAM","12.5 O","2522321",38,190.0,0.026315789473684,"2_91"
2,91,3000002190,8,2.15,"","KRETSCHMER WHEAT GER","12 OZ","2519701",38,190.0,0.042105263157895,"2_91"
2,91,3000002350,4,2.09,"","KRETCHMER HONEY WHT","10 OZ","2519760",38,190.0,0.021052631578947,"2_91"
2,91,3000003790,1,1.85,"","QUAKER INSTANT GRITS","12 OZ","2522601",38,190.0,0.005263157894737,"2_91"
2,91,3000004170,8,1.08,"","QUAKER Q/W HOMINY GR","24 OZ","2501201",38,190.0,0.042105263157895,"2_91"
2,91,3000004760,4,1.84,"","QUAKER INSTANT GRITS","12 OZ","2501251",38,190.0,0.021052631578947,"2_91"
2,91,3000007060,11,2.08,"","QUAKER HOT OAT BRAN","16 OZ","2522001",38,190.0,0.057894736842105,"2_91"
2,91,4240000105,4,2.16,"","QUICK MALT O MEAL","28 OZ","2518501",38,190.0,0.021052631578947,"2_91"
2,92,1112600301,2,1.89,"","COCO WHEATS","21 OZ","2519001",39,185.0,0.010810810810811,"2_92"
2,92,1313000602,2,2.99,"","NABISCO CREAM OF WHT","28 OZ","2516650",39,185.0,0.010810810810811,"2_92"
2,92,1313000612,1,3.03,"","CREAM OF WHEAT QUICK","28 OZ","2516701",39,185.0,0.005405405405405,"2_92"
2,92,1313000622,2,3.03,"","CREAM OF WHEAT INSTA","28 OZ","2516601",39,185.0,0.010810810810811,"2_92"
2,92,1313000698,1,1.66,"","NABISCO CREAM OF RIC","14 OZ","2516900",39,185.0,0.005405405405405,"2_92"
2,92,1313006025,4,2.72,"","MIX N EAT CREAM OF W","12 OZ","2516401",39,185.0,0.021621621621622,"2_92"
2,92,1313006035,1,2.72,"","~MIX N EAT BROWN SUG","12.5 O","2516441",39,185.0,0.005405405405405,"2_92"
2,92,1313006057,3,2.72,"","INST CRM OF WHT-VARI","12.5 O","2516621",39,185.0,0.016216216216216,"2_92"
2,92,1600062870,3,2.73,"","UNDERCOVER BEARS STR","12.6 O","2508301",39,185.0,0.016216216216216,"2_92"
2,92,1600062890,1,2.73,"","UNDERCOVER BEAR VARI","12.7 O","2508281",39,185.0,0.005405405405405,"2_92"
2,92,1600064030,4,1.81,"","TOTAL QUICK OATMEAL-","15 OZ","2504801",39,185.0,0.021621621621622,"2_92"
2,92,1600064040,8,2.18,"","TOTAL INST OATMEAL-R","10 OZ","2504701",39,185.0,0.043243243243243,"2_92"
2,92,1600064060,2,2.18,"","TOTAL OATMEAL VARIET","10.5 O","2504841",39,185.0,0.010810810810811,"2_92"
2,92,1600064070,3,2.18,"","TOTAL OATMEAL MAPLE/","12 OZ","2504821",39,185.0,0.016216216216216,"2_92"
2,92,1600065450,3,2.72,"","TOTAL OATMEAL SWLR V","13.3 O","2504861",39,185.0,0.016216216216216,"2_92"
2,92,1800063070,9,1.97,"","PILS FARINA","27.5 O","2517601",39,185.0,0.048648648648649,"2_92"
2,92,3000001020,15,1.98,"","QUAKER OATS REGULAR","18 OZ","2500501",39,185.0,0.081081081081081,"2_92"
2,92,3000001040,5,3.43,"","QUAKER OLD FASHIONED","42 OZ","2500751",39,185.0,0.027027027027027,"2_92"
2,92,3000001180,21,1.98,"","QUICK QUAKER OATS","18 OZ","2500701",39,185.0,0.113513513513514,"2_92"
2,92,3000001190,8,2.88,"","QUAKER INST OATML MP","15 OZ","2522401",39,185.0,0.043243243243243,"2_92"
2,92,3000001200,16,3.43,"","QUICK QUAKER OATS","42 OZ","2500801",39,185.0,0.086486486486486,"2_92"
2,92,3000001210,11,2.88,"","QUAKER INSTANT OATME","12 OZ","2500901",39,185.0,0.059459459459459,"2_92"
2,92,3000001240,3,2.88,"","QUAKER INST OATML RS","13 OZ","2522111",39,185.0,0.016216216216216,"2_92"
2,92,3000001350,3,2.88,"","QUAKER INST OAT & CI","16.25O","2522561",39,185.0,0.016216216216216,"2_92"
2,92,3000001370,2,2.88,"","QUAKER INST OAT-HONE","12.5 O","2522581",39,185.0,0.010810810810811,"2_92"
2,92,3000001380,7,2.88,"","QUAKER INST OATML AP","12.5 O","2522151",39,185.0,0.037837837837838,"2_92"
2,92,3000001460,2,2.88,"","QUAKER OAT VARIETY","13.3 O","2522051",39,185.0,0.010810810810811,"2_92"
2,92,3000001570,4,3.49,"","~QUAKER MAPLE OATMEA","22.5 O","2522521",39,185.0,0.021621621621622,"2_92"
2,92,3000001760,2,3.49,"","QUAKER VRTY INST OAT","20.75O","2522541",39,185.0,0.010810810810811,"2_92"
2,92,3000001800,5,2.88,"","QUAKER INST OATML PE","12.5 O","2522281",39,185.0,0.027027027027027,"2_92"
2,92,3000001880,3,2.88,"","QUAKER FRUIT & CREAM","12.5 O","2522321",39,185.0,0.016216216216216,"2_92"
2,92,3000002190,5,2.15,"","KRETSCHMER WHEAT GER","12 OZ","2519701",39,185.0,0.027027027027027,"2_92"
2,92,3000002350,3,2.09,"","KRETCHMER HONEY WHT","10 OZ","2519760",39,185.0,0.016216216216216,"2_92"
2,92,3000003790,1,1.85,"","QUAKER INSTANT GRITS","12 OZ","2522601",39,185.0,0.005405405405405,"2_92"
2,92,3000004170,9,1.08,"","QUAKER Q/W HOMINY GR","24 OZ","2501201",39,185.0,0.048648648648649,"2_92"
2,92,3000004760,4,1.84,"","QUAKER INSTANT GRITS","12 OZ","2501251",39,185.0,0.021621621621622,"2_92"
2,92,3000007060,4,2.08,"","QUAKER HOT OAT BRAN","16 OZ","2522001",39,185.0,0.021621621621622,"2_92"
2,92,4240000105,2,2.16,"","QUICK MALT O MEAL","28 OZ","2518501",39,185.0,0.010810810810811,"2_92"
2,92,6414408037,1,1.75,"","MAYPO MAPLE FLAVORED","14 OZ","2506000",39,185.0,0.005405405405405,"2_92"
2,93,1112600301,3,1.89,"","COCO WHEATS","21 OZ","2519001",39,202.0,0.014851485148515,"2_93"
2,93,1313000602,3,2.99,"","NABISCO CREAM OF WHT","28 OZ","2516650",39,202.0,0.014851485148515,"2_93"
2,93,1313000612,6,3.03,"","CREAM OF WHEAT QUICK","28 OZ","2516701",39,202.0,0.02970297029703,"2_93"
2,93,1313000622,4,3.03,"","CREAM OF WHEAT INSTA","28 OZ","2516601",39,202.0,0.01980198019802,"2_93"
2,93,1313000698,2,1.66,"","NABISCO CREAM OF RIC","14 OZ","2516900",39,202.0,0.00990099009901,"2_93"
2,93,1313006025,1,2.72,"","MIX N EAT CREAM OF W","12 OZ","2516401",39,202.0,0.004950495049505,"2_93"
2,93,1313006035,5,2.72,"","~MIX N EAT BROWN SUG","12.5 O","2516441",39,202.0,0.024752475247525,"2_93"
2,93,1313006057,2,2.72,"","INST CRM OF WHT-VARI","12.5 O","2516621",39,202.0,0.00990099009901,"2_93"
2,93,1600062870,1,2.73,"","UNDERCOVER BEARS STR","12.6 O","2508301",39,202.0,0.004950495049505,"2_93"
2,93,1600062880,1,2.73,"","UNDERCOVER BEARS MPL","12.6 O","2508321",39,202.0,0.004950495049505,"2_93"
2,93,1600062890,1,2.73,"","UNDERCOVER BEAR VARI","12.7 O","2508281",39,202.0,0.004950495049505,"2_93"
2,93,1600064030,3,1.81,"","TOTAL QUICK OATMEAL-","15 OZ","2504801",39,202.0,0.014851485148515,"2_93"
2,93,1600064040,2,2.18,"","TOTAL INST OATMEAL-R","10 OZ","2504701",39,202.0,0.00990099009901,"2_93"
2,93,1600064060,5,2.18,"","TOTAL OATMEAL VARIET","10.5 O","2504841",39,202.0,0.024752475247525,"2_93"
2,93,1600064070,3,2.18,"","TOTAL OATMEAL MAPLE/","12 OZ","2504821",39,202.0,0.014851485148515,"2_93"
2,93,1600065450,1,2.75,"","TOTAL OATMEAL SWLR V","13.3 O","2504861",39,202.0,0.004950495049505,"2_93"
2,93,1800063070,4,1.97,"","PILS FARINA","27.5 O","2517601",39,202.0,0.01980198019802,"2_93"
2,93,3000001020,16,1.98,"","QUAKER OATS REGULAR","18 OZ","2500501",39,202.0,0.079207920792079,"2_93"
2,93,3000001040,10,3.43,"","QUAKER OLD FASHIONED","42 OZ","2500751",39,202.0,0.04950495049505,"2_93"
2,93,3000001180,29,1.98,"","QUICK QUAKER OATS","18 OZ","2500701",39,202.0,0.143564356435644,"2_93"
2,93,3000001190,5,2.88,"","QUAKER INST OATML MP","15 OZ","2522401",39,202.0,0.024752475247525,"2_93"
2,93,3000001200,4,3.43,"","QUICK QUAKER OATS","42 OZ","2500801",39,202.0,0.01980198019802,"2_93"
2,93,3000001210,18,2.88,"","QUAKER INSTANT OATME","12 OZ","2500901",39,202.0,0.089108910891089,"2_93"
2,93,3000001240,5,2.88,"","QUAKER INST OATML RS","13 OZ","2522111",39,202.0,0.024752475247525,"2_93"
2,93,3000001350,1,2.88,"","QUAKER INST OAT & CI","16.25O","2522561",39,202.0,0.004950495049505,"2_93"
2,93,3000001370,2,2.88,"","QUAKER INST OAT-HONE","12.5 O","2522581",39,202.0,0.00990099009901,"2_93"
2,93,3000001380,7,2.88,"","QUAKER INST OATML AP","12.5 O","2522151",39,202.0,0.034653465346535,"2_93"
2,93,3000001460,7,2.88,"","QUAKER OAT VARIETY","13.3 O","2522051",39,202.0,0.034653465346535,"2_93"
2,93,3000001570,2,3.49,"","~QUAKER MAPLE OATMEA","22.5 O","2522521",39,202.0,0.00990099009901,"2_93"
2,93,3000001760,2,3.49,"","QUAKER VRTY INST OAT","20.75O","2522541",39,202.0,0.00990099009901,"2_93"
2,93,3000001800,5,2.88,"","QUAKER INST OATML PE","12.5 O","2522281",39,202.0,0.024752475247525,"2_93"
2,93,3000001880,2,2.88,"","QUAKER FRUIT & CREAM","12.5 O","2522321",39,202.0,0.00990099009901,"2_93"
2,93,3000002190,10,2.15,"","KRETSCHMER WHEAT GER","12 OZ","2519701",39,202.0,0.04950495049505,"2_93"
2,93,3000002350,2,2.09,"","KRETCHMER HONEY WHT","10 OZ","2519760",39,202.0,0.00990099009901,"2_93"
2,93,3000003790,2,1.85,"","QUAKER INSTANT GRITS","12 OZ","2522601",39,202.0,0.00990099009901,"2_93"
2,93,3000004170,12,1.08,"","QUAKER Q/W HOMINY GR","24 OZ","2501201",39,202.0,0.059405940594059,"2_93"
2,93,3000004760,3,1.84,"","QUAKER INSTANT GRITS","12 OZ","2501251",39,202.0,0.014851485148515,"2_93"
2,93,3000007060,10,2.08,"","QUAKER HOT OAT BRAN","16 OZ","2522001",39,202.0,0.04950495049505,"2_93"
2,93,4240000105,1,2.16,"","QUICK MALT O MEAL","28 OZ","2518501",39,202.0,0.004950495049505,"2_93"
2,94,1313000602,2,2.99,"","NABISCO CREAM OF WHT","28 OZ","2516650",36,169.0,0.011834319526627,"2_94"
2,94,1313000612,2,3.08,"","CREAM OF WHEAT QUICK","28 OZ","2516701",36,169.0,0.011834319526627,"2_94"
2,94,1313000622,2,3.03,"","CREAM OF WHEAT INSTA","28 OZ","2516601",36,169.0,0.011834319526627,"2_94"
2,94,1313000698,6,1.66,"","NABISCO CREAM OF RIC","14 OZ","2516900",36,169.0,0.035502958579882,"2_94"
2,94,1313006025,1,2.72,"","MIX N EAT CREAM OF W","12 OZ","2516401",36,169.0,0.005917159763314,"2_94"
2,94,1313006035,3,2.72,"","~MIX N EAT BROWN SUG","12.5 O","2516441",36,169.0,0.017751479289941,"2_94"
2,94,1313006057,1,2.72,"","INST CRM OF WHT-VARI","12.5 O","2516621",36,169.0,0.005917159763314,"2_94"
2,94,1313006058,1,2.72,"","~INS CREAM OF WHEAT-","11.2 O","2516221",36,169.0,0.005917159763314,"2_94"
2,94,1600062870,3,2.73,"","UNDERCOVER BEARS STR","12.6 O","2508301",36,169.0,0.017751479289941,"2_94"
2,94,1600062880,1,2.73,"","UNDERCOVER BEARS MPL","12.6 O","2508321",36,169.0,0.005917159763314,"2_94"
2,94,1600064040,3,2.18,"","TOTAL INST OATMEAL-R","10 OZ","2504701",36,169.0,0.017751479289941,"2_94"
2,94,1600064060,4,2.18,"","TOTAL OATMEAL VARIET","10.5 O","2504841",36,169.0,0.023668639053254,"2_94"
2,94,1600064070,6,2.18,"","TOTAL OATMEAL MAPLE/","12 OZ","2504821",36,169.0,0.035502958579882,"2_94"
2,94,1600065450,1,2.75,"","TOTAL OATMEAL SWLR V","13.3 O","2504861",36,169.0,0.005917159763314,"2_94"
2,94,1800063070,3,1.99,"","PILS FARINA","27.5 O","2517601",36,169.0,0.017751479289941,"2_94"
2,94,3000001020,16,1.98,"","QUAKER OATS REGULAR","18 OZ","2500501",36,169.0,0.094674556213018,"2_94"
2,94,3000001040,12,3.43,"","QUAKER OLD FASHIONED","42 OZ","2500751",36,169.0,0.071005917159763,"2_94"
2,94,3000001180,20,1.98,"","QUICK QUAKER OATS","18 OZ","2500701",36,169.0,0.118343195266272,"2_94"
2,94,3000001190,7,2.88,"","QUAKER INST OATML MP","15 OZ","2522401",36,169.0,0.041420118343195,"2_94"
2,94,3000001200,11,3.43,"","QUICK QUAKER OATS","42 OZ","2500801",36,169.0,0.06508875739645,"2_94"
2,94,3000001210,14,2.88,"","QUAKER INSTANT OATME","12 OZ","2500901",36,169.0,0.082840236686391,"2_94"
2,94,3000001240,2,2.88,"","QUAKER INST OATML RS","13 OZ","2522111",36,169.0,0.011834319526627,"2_94"
2,94,3000001350,1,2.88,"","QUAKER INST OAT & CI","16.25O","2522561",36,169.0,0.005917159763314,"2_94"
2,94,3000001370,1,2.88,"","QUAKER INST OAT-HONE","12.5 O","2522581",36,169.0,0.005917159763314,"2_94"
2,94,3000001380,7,2.88,"","QUAKER INST OATML AP","12.5 O","2522151",36,169.0,0.041420118343195,"2_94"
2,94,3000001460,4,2.88,"","QUAKER OAT VARIETY","13.3 O","2522051",36,169.0,0.023668639053254,"2_94"
2,94,3000001570,4,3.49,"","~QUAKER MAPLE OATMEA","22.5 O","2522521",36,169.0,0.023668639053254,"2_94"
2,94,3000001760,1,3.49,"","QUAKER VRTY INST OAT","20.75O","2522541",36,169.0,0.005917159763314,"2_94"
2,94,3000001800,3,2.88,"","QUAKER INST OATML PE","12.5 O","2522281",36,169.0,0.017751479289941,"2_94"
2,94,3000001880,1,2.88,"","QUAKER FRUIT & CREAM","12.5 O","2522321",36,169.0,0.005917159763314,"2_94"
2,94,3000002190,7,2.15,"","KRETSCHMER WHEAT GER","12 OZ","2519701",36,169.0,0.041420118343195,"2_94"
2,94,3000002350,1,2.09,"","KRETCHMER HONEY WHT","10 OZ","2519760",36,169.0,0.005917159763314,"2_94"
2,94,3000003790,1,1.85,"","QUAKER INSTANT GRITS","12 OZ","2522601",36,169.0,0.005917159763314,"2_94"
2,94,3000004170,6,1.08,"","QUAKER Q/W HOMINY GR","24 OZ","2501201",36,169.0,0.035502958579882,"2_94"
2,94,3000007060,9,2.08,"","QUAKER HOT OAT BRAN","16 OZ","2522001",36,169.0,0.053254437869822,"2_94"
2,94,4240000105,2,2.19,"","QUICK MALT O MEAL","28 OZ","2518501",36,169.0,0.011834319526627,"2_94"
2,95,1313000612,2,3.08,"","CREAM OF WHEAT QUICK","28 OZ","2516701",36,198.0,0.01010101010101,"2_95"
2,95,1313000622,2,3.03,"","CREAM OF WHEAT INSTA","28 OZ","2516601",36,198.0,0.01010101010101,"2_95"
2,95,1313000698,1,1.66,"","NABISCO CREAM OF RIC","14 OZ","2516900",36,198.0,0.005050505050505,"2_95"
2,95,1313006025,5,2.72,"","MIX N EAT CREAM OF W","12 OZ","2516401",36,198.0,0.025252525252525,"2_95"
2,95,1313006035,2,2.72,"","~MIX N EAT BROWN SUG","12.5 O","2516441",36,198.0,0.01010101010101,"2_95"
2,95,1313006057,1,2.72,"","INST CRM OF WHT-VARI","12.5 O","2516621",36,198.0,0.005050505050505,"2_95"
2,95,1600062870,2,2.73,"","UNDERCOVER BEARS STR","12.6 O","2508301",36,198.0,0.01010101010101,"2_95"
2,95,1600062890,2,2.73,"","UNDERCOVER BEAR VARI","12.7 O","2508281",36,198.0,0.01010101010101,"2_95"
2,95,1600064030,7,1.81,"","TOTAL QUICK OATMEAL-","15 OZ","2504801",36,198.0,0.035353535353535,"2_95"
2,95,1600064040,8,2.18,"","TOTAL INST OATMEAL-R","10 OZ","2504701",36,198.0,0.04040404040404,"2_95"
2,95,1600064060,4,2.18,"","TOTAL OATMEAL VARIET","10.5 O","2504841",36,198.0,0.02020202020202,"2_95"
2,95,1600064070,4,2.18,"","TOTAL OATMEAL MAPLE/","12 OZ","2504821",36,198.0,0.02020202020202,"2_95"
2,95,1600065240,1,2.75,"","OATMEAL SWIRLER MAPL","12.8 O","2504921",36,198.0,0.005050505050505,"2_95"
2,95,1600065450,2,2.75,"","TOTAL OATMEAL SWLR V","13.3 O","2504861",36,198.0,0.01010101010101,"2_95"
2,95,1800063070,4,2.15,"","PILS FARINA","27.5 O","2517601",36,198.0,0.02020202020202,"2_95"
2,95,3000001020,14,1.98,"","QUAKER OATS REGULAR","18 OZ","2500501",36,198.0,0.070707070707071,"2_95"
2,95,3000001040,8,3.43,"","QUAKER OLD FASHIONED","42 OZ","2500751",36,198.0,0.04040404040404,"2_95"
2,95,3000001180,32,1.98,"","QUICK QUAKER OATS","18 OZ","2500701",36,198.0,0.161616161616162,"2_95"
2,95,3000001190,9,2.88,"","QUAKER INST OATML MP","15 OZ","2522401",36,198.0,0.045454545454545,"2_95"
2,95,3000001200,8,3.43,"","QUICK QUAKER OATS","42 OZ","2500801",36,198.0,0.04040404040404,"2_95"
2,95,3000001210,15,2.88,"","QUAKER INSTANT OATME","12 OZ","2500901",36,198.0,0.075757575757576,"2_95"
2,95,3000001240,6,2.88,"","QUAKER INST OATML RS","13 OZ","2522111",36,198.0,0.03030303030303,"2_95"
2,95,3000001350,3,2.88,"","QUAKER INST OAT & CI","16.25O","2522561",36,198.0,0.015151515151515,"2_95"
2,95,3000001370,1,2.88,"","QUAKER INST OAT-HONE","12.5 O","2522581",36,198.0,0.005050505050505,"2_95"
2,95,3000001380,6,2.88,"","QUAKER INST OATML AP","12.5 O","2522151",36,198.0,0.03030303030303,"2_95"
2,95,3000001460,2,2.88,"","QUAKER OAT VARIETY","13.3 O","2522051",36,198.0,0.01010101010101,"2_95"
2,95,3000001570,4,3.49,"","~QUAKER MAPLE OATMEA","22.5 O","2522521",36,198.0,0.02020202020202,"2_95"
2,95,3000001800,4,2.88,"","QUAKER INST OATML PE","12.5 O","2522281",36,198.0,0.02020202020202,"2_95"
2,95,3000001880,3,2.88,"","QUAKER FRUIT & CREAM","12.5 O","2522321",36,198.0,0.015151515151515,"2_95"
2,95,3000002190,8,2.15,"","KRETSCHMER WHEAT GER","12 OZ","2519701",36,198.0,0.04040404040404,"2_95"
2,95,3000002350,2,2.09,"","KRETCHMER HONEY WHT","10 OZ","2519760",36,198.0,0.01010101010101,"2_95"
2,95,3000003790,2,1.85,"","QUAKER INSTANT GRITS","12 OZ","2522601",36,198.0,0.01010101010101,"2_95"
2,95,3000004170,12,1.08,"","QUAKER Q/W HOMINY GR","24 OZ","2501201",36,198.0,0.060606060606061,"2_95"
2,95,3000004760,4,1.84,"","QUAKER INSTANT GRITS","12 OZ","2501251",36,198.0,0.02020202020202,"2_95"
2,95,3000007060,5,2.08,"","QUAKER HOT OAT BRAN","16 OZ","2522001",36,198.0,0.025252525252525,"2_95"
2,95,4240000105,3,2.19,"","QUICK MALT O MEAL","28 OZ","2518501",36,198.0,0.015151515151515,"2_95"
2,96,1313000612,5,3.08,"","CREAM OF WHEAT QUICK","28 OZ","2516701",33,157.0,0.031847133757962,"2_96"
2,96,1313000622,3,3.03,"","CREAM OF WHEAT INSTA","28 OZ","2516601",33,157.0,0.019108280254777,"2_96"
2,96,1313006025,5,2.72,"","MIX N EAT CREAM OF W","12 OZ","2516401",33,157.0,0.031847133757962,"2_96"
2,96,1313006035,4,2.72,"","~MIX N EAT BROWN SUG","12.5 O","2516441",33,157.0,0.025477707006369,"2_96"
2,96,1313006057,2,2.72,"","INST CRM OF WHT-VARI","12.5 O","2516621",33,157.0,0.012738853503185,"2_96"
2,96,1313006058,1,2.72,"","~INS CREAM OF WHEAT-","11.2 O","2516221",33,157.0,0.006369426751592,"2_96"
2,96,1600064030,3,1.81,"","TOTAL QUICK OATMEAL-","15 OZ","2504801",33,157.0,0.019108280254777,"2_96"
2,96,1600064040,3,2.18,"","TOTAL INST OATMEAL-R","10 OZ","2504701",33,157.0,0.019108280254777,"2_96"
2,96,1600064060,3,2.18,"","TOTAL OATMEAL VARIET","10.5 O","2504841",33,157.0,0.019108280254777,"2_96"
2,96,1600065240,1,2.75,"","OATMEAL SWIRLER MAPL","12.8 O","2504921",33,157.0,0.006369426751592,"2_96"
2,96,1600065450,1,2.75,"","TOTAL OATMEAL SWLR V","13.3 O","2504861",33,157.0,0.006369426751592,"2_96"
2,96,1800063070,6,2.15,"","PILS FARINA","27.5 O","2517601",33,157.0,0.038216560509554,"2_96"
2,96,3000001020,11,1.98,"","QUAKER OATS REGULAR","18 OZ","2500501",33,157.0,0.070063694267516,"2_96"
2,96,3000001040,9,3.43,"","QUAKER OLD FASHIONED","42 OZ","2500751",33,157.0,0.057324840764331,"2_96"
2,96,3000001180,19,1.98,"","QUICK QUAKER OATS","18 OZ","2500701",33,157.0,0.121019108280255,"2_96"
2,96,3000001190,8,2.88,"","QUAKER INST OATML MP","15 OZ","2522401",33,157.0,0.050955414012739,"2_96"
2,96,3000001200,12,3.43,"","QUICK QUAKER OATS","42 OZ","2500801",33,157.0,0.076433121019108,"2_96"
2,96,3000001210,7,2.88,"","QUAKER INSTANT OATME","12 OZ","2500901",33,157.0,0.044585987261146,"2_96"
2,96,3000001340,3,2.68,"B","QUAKER OATMEAL CINNA","12.5 O","2522201",33,157.0,0.019108280254777,"2_96"
2,96,3000001350,4,2.88,"","QUAKER INST OAT & CI","16.25O","2522561",33,157.0,0.025477707006369,"2_96"
2,96,3000001370,7,2.88,"","QUAKER INST OAT-HONE","12.5 O","2522581",33,157.0,0.044585987261146,"2_96"
2,96,3000001380,2,2.88,"","QUAKER INST OATML AP","12.5 O","2522151",33,157.0,0.012738853503185,"2_96"
2,96,3000001460,1,2.88,"","QUAKER OAT VARIETY","13.3 O","2522051",33,157.0,0.006369426751592,"2_96"
2,96,3000001570,1,3.49,"","~QUAKER MAPLE OATMEA","22.5 O","2522521",33,157.0,0.006369426751592,"2_96"
2,96,3000001760,3,3.49,"","QUAKER VRTY INST OAT","20.75O","2522541",33,157.0,0.019108280254777,"2_96"
2,96,3000001800,5,2.88,"","QUAKER INST OATML PE","12.5 O","2522281",33,157.0,0.031847133757962,"2_96"
2,96,3000001820,2,2.68,"B","QUAKER INSTANT STRAW","12.5 O","2522251",33,157.0,0.012738853503185,"2_96"
2,96,3000001880,4,2.88,"","QUAKER FRUIT & CREAM","12.5 O","2522321",33,157.0,0.025477707006369,"2_96"
2,96,3000002190,2,2.15,"","KRETSCHMER WHEAT GER","12 OZ","2519701",33,157.0,0.012738853503185,"2_96"
2,96,3000002350,2,2.09,"","KRETCHMER HONEY WHT","10 OZ","2519760",33,157.0,0.012738853503185,"2_96"
2,96,3000004170,12,1.08,"","QUAKER Q/W HOMINY GR","24 OZ","2501201",33,157.0,0.076433121019108,"2_96"
2,96,3000004760,1,1.84,"","QUAKER INSTANT GRITS","12 OZ","2501251",33,157.0,0.006369426751592,"2_96"
2,96,3000007060,5,2.0,"B","QUAKER HOT OAT BRAN","16 OZ","2522001",33,157.0,0.031847133757962,"2_96"
2,97,1112600301,1,1.89,"","COCO WHEATS","21 OZ","2519001",38,164.0,0.00609756097561,"2_97"
2,97,1313000612,4,3.08,"","CREAM OF WHEAT QUICK","28 OZ","2516701",38,164.0,0.024390243902439,"2_97"
2,97,1313000622,3,3.03,"","CREAM OF WHEAT INSTA","28 OZ","2516601",38,164.0,0.018292682926829,"2_97"
2,97,1313000698,1,1.66,"","NABISCO CREAM OF RIC","14 OZ","2516900",38,164.0,0.00609756097561,"2_97"
