r_id,r_gender,r_age,r_educ,r_income,r_party,r_strength,r_lean,condition,profile,cage,cparty,chealthcare,cmarriage,pref,rate,partisan,cpartyp,cmarriagep,chealthcarep,cagep,cvacationm,crelativem,chighwaym,cschoolm,cmaritalm,cdogm,cweddingm,cicecreamm,celectionm,cvotem,ctripm,cstonem,cclassm,cdinosaurm,creportm,cdaybornm,cfavcolorm,cyearbornm,cnamem,cfoodm,cbirthdaym,cclassroomm,cbaseballm,cbeveragem,cseasonm,ctreem,ccomposerm,caddressm,cdoorm,ccarcolorm,cteamm,cemailm,cshopm,cwarm,cgrandm,wave
R_wNs2rTR7toUW3sd,2,43,6,5,1,1,NA,5,E2,2,1,2,1,1,1,1,1,1,2,2,4,2,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
R_wNs2rTR7toUW3sd,2,43,6,5,1,1,NA,5,F1,3,2,2,2,1,7,1,2,2,2,3,1,4,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
R_wNs2rTR7toUW3sd,2,43,6,5,1,1,NA,5,F2,3,2,1,1,0,1,1,2,1,1,3,2,3,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
R_wNs2rTR7toUW3sd,2,43,6,5,1,1,NA,5,G1,1,2,1,2,0,4,1,2,2,1,1,1,1,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
R_wNs2rTR7toUW3sd,2,43,6,5,1,1,NA,5,G2,3,2,2,2,1,7,1,2,2,2,3,3,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
R_wNs2rTR7toUW3sd,2,43,6,5,1,1,NA,5,H1,1,1,1,2,0,1,1,1,2,1,1,3,2,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
R_wNs2rTR7toUW3sd,2,43,6,5,1,1,NA,5,H2,3,1,2,1,1,1,1,1,1,2,3,2,3,4,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
R_wNs2rTR7toUW3sd,2,43,6,5,1,1,NA,5,I1,1,1,2,2,1,6,1,1,2,2,1,4,2,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
R_wNs2rTR7toUW3sd,2,43,6,5,1,1,NA,5,I2,2,2,2,1,0,3,1,2,1,2,2,4,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
R_wNs2rTR7toUW3sd,2,43,6,5,1,1,NA,5,J1,2,1,2,1,1,5,1,1,1,2,2,2,1,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
R_wNs2rTR7toUW3sd,2,43,6,5,1,1,NA,5,J2,1,2,1,1,0,2,1,2,1,1,1,2,1,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
R_wNs2rTR7toUW3sd,2,43,6,5,1,1,NA,5,K1,2,1,1,1,0,1,1,1,1,1,2,3,3,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
R_wNs2rTR7toUW3sd,2,43,6,5,1,1,NA,5,K2,3,2,1,1,1,1,1,2,1,1,3,2,4,4,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
R_wNs2rTR7toUW3sd,2,43,6,5,1,1,NA,5,L1,2,1,2,2,0,4,1,1,2,2,2,2,3,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
R_wNs2rTR7toUW3sd,2,43,6,5,1,1,NA,5,L2,3,2,2,2,1,7,1,2,2,2,3,2,2,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
R_wNs2rTR7toUW3sd,2,43,6,5,1,1,NA,5,M1,2,2,1,1,0,1,1,2,1,1,2,4,1,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
R_wNs2rTR7toUW3sd,2,43,6,5,1,1,NA,5,M2,2,2,2,2,1,7,1,2,2,2,2,2,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
R_wNs2rTR7toUW3sd,2,43,6,5,1,1,NA,5,N1,2,1,2,1,0,1,1,1,1,2,2,3,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
R_wNs2rTR7toUW3sd,2,43,6,5,1,1,NA,5,N2,2,2,2,2,1,7,1,2,2,2,2,1,4,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
R_wNs2rTR7toUW3sd,2,43,6,5,1,1,NA,5,O1,3,1,1,1,0,1,1,1,1,1,3,4,4,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
R_wNs2rTR7toUW3sd,2,43,6,5,1,1,NA,5,O2,1,1,2,2,1,5,1,1,2,2,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
R_1DNLLzdQHp8Cz25,2,24,3,2,2,0,NA,5,A1,3,2,2,2,0,1,1,1,1,1,3,2,4,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
R_1DNLLzdQHp8Cz25,2,24,3,2,2,0,NA,5,A2,3,2,1,2,1,2,1,1,1,2,3,4,1,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
R_1DNLLzdQHp8Cz25,2,24,3,2,2,0,NA,5,B1,3,2,2,1,1,5,1,1,2,1,3,3,1,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
R_1DNLLzdQHp8Cz25,2,24,3,2,2,0,NA,5,B2,2,2,2,2,0,1,1,1,1,1,2,3,2,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
R_1DNLLzdQHp8Cz25,2,24,3,2,2,0,NA,5,C1,2,1,2,2,0,4,1,2,1,1,2,4,3,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
R_1DNLLzdQHp8Cz25,2,24,3,2,2,0,NA,5,C2,3,2,1,1,1,4,1,1,2,2,3,3,4,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
R_1DNLLzdQHp8Cz25,2,24,3,2,2,0,NA,5,D1,1,1,1,2,0,4,1,2,1,2,1,2,1,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
R_1DNLLzdQHp8Cz25,2,24,3,2,2,0,NA,5,D2,1,2,2,1,1,4,1,1,2,1,1,1,3,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
R_1DNLLzdQHp8Cz25,2,24,3,2,2,0,NA,5,E1,3,1,1,2,0,4,1,2,1,2,3,2,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
R_1DNLLzdQHp8Cz25,2,24,3,2,2,0,NA,5,E2,1,1,1,2,1,4,1,2,1,2,1,1,4,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
R_1DNLLzdQHp8Cz25,2,24,3,2,2,0,NA,5,F1,1,1,2,1,1,7,1,2,2,1,1,1,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
R_1DNLLzdQHp8Cz25,2,24,3,2,2,0,NA,5,F2,3,2,1,2,0,1,1,1,1,2,3,1,2,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
R_1DNLLzdQHp8Cz25,2,24,3,2,2,0,NA,5,G1,3,1,2,1,1,6,1,2,2,1,3,1,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
R_1DNLLzdQHp8Cz25,2,24,3,2,2,0,NA,5,G2,3,2,2,1,0,2,1,1,2,1,3,1,1,4,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
R_1DNLLzdQHp8Cz25,2,24,3,2,2,0,NA,5,H1,3,1,1,2,1,3,1,2,1,2,3,3,4,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
R_1DNLLzdQHp8Cz25,2,24,3,2,2,0,NA,5,H2,1,2,1,2,0,1,1,1,1,2,1,1,1,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
R_1DNLLzdQHp8Cz25,2,24,3,2,2,0,NA,5,I1,3,2,1,1,0,4,1,1,2,2,3,3,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
R_1DNLLzdQHp8Cz25,2,24,3,2,2,0,NA,5,I2,1,2,2,1,1,4,1,1,2,1,1,2,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
R_1DNLLzdQHp8Cz25,2,24,3,2,2,0,NA,5,J1,3,2,2,1,1,5,1,1,2,1,3,1,2,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
R_1DNLLzdQHp8Cz25,2,24,3,2,2,0,NA,5,J2,3,1,2,2,0,1,1,2,1,1,3,3,3,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
R_1DNLLzdQHp8Cz25,2,24,3,2,2,0,NA,5,K1,1,1,2,2,1,2,1,2,1,1,1,4,4,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
R_1DNLLzdQHp8Cz25,2,24,3,2,2,0,NA,5,K2,2,2,2,2,0,1,1,1,1,1,2,1,1,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
R_1DNLLzdQHp8Cz25,2,24,3,2,2,0,NA,5,L1,2,1,1,1,1,7,1,2,2,2,2,4,2,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
R_1DNLLzdQHp8Cz25,2,24,3,2,2,0,NA,5,L2,1,1,1,2,0,1,1,2,1,2,1,3,3,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
R_1DNLLzdQHp8Cz25,2,24,3,2,2,0,NA,5,M1,1,1,1,2,0,1,1,2,1,2,1,1,4,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
R_1DNLLzdQHp8Cz25,2,24,3,2,2,0,NA,5,M2,1,1,2,1,1,7,1,2,2,1,1,3,2,4,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
R_1DNLLzdQHp8Cz25,2,24,3,2,2,0,NA,5,N1,2,2,2,2,0,1,1,1,1,1,2,4,4,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
R_1DNLLzdQHp8Cz25,2,24,3,2,2,0,NA,5,N2,3,1,1,2,1,2,1,2,1,2,3,4,2,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
R_1DNLLzdQHp8Cz25,2,24,3,2,2,0,NA,5,O1,2,2,2,1,0,1,1,1,2,1,2,1,4,4,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
R_1DNLLzdQHp8Cz25,2,24,3,2,2,0,NA,5,O2,2,1,2,1,1,4,1,2,2,1,2,4,4,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
R_qUsXnKsnwV9AddD,2,26,5,2,2,0,NA,2,A1,2,1,1,1,1,4,1,2,2,2,2,0,0,2,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
R_qUsXnKsnwV9AddD,2,26,5,2,2,0,NA,2,A2,2,1,2,1,0,5,1,2,2,1,2,0,0,4,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
R_qUsXnKsnwV9AddD,2,26,5,2,2,0,NA,2,B1,2,1,1,1,1,5,1,2,2,2,2,0,0,4,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
R_qUsXnKsnwV9AddD,2,26,5,2,2,0,NA,2,B2,1,2,2,1,0,5,1,1,2,1,1,0,0,2,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
R_qUsXnKsnwV9AddD,2,26,5,2,2,0,NA,2,C1,1,1,2,2,1,4,1,2,1,1,1,0,0,3,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
R_qUsXnKsnwV9AddD,2,26,5,2,2,0,NA,2,C2,3,2,2,1,0,5,1,1,2,1,3,0,0,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
R_qUsXnKsnwV9AddD,2,26,5,2,2,0,NA,2,D1,2,2,1,2,1,4,1,1,1,2,2,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
R_qUsXnKsnwV9AddD,2,26,5,2,2,0,NA,2,D2,1,1,1,2,0,5,1,2,1,2,1,0,0,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
R_qUsXnKsnwV9AddD,2,26,5,2,2,0,NA,2,E1,3,1,2,2,1,4,1,2,1,1,3,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
R_qUsXnKsnwV9AddD,2,26,5,2,2,0,NA,2,E2,2,1,1,1,0,6,1,2,2,2,2,0,0,2,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
R_qUsXnKsnwV9AddD,2,26,5,2,2,0,NA,2,F1,3,2,2,1,1,4,1,1,2,1,3,0,0,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
R_qUsXnKsnwV9AddD,2,26,5,2,2,0,NA,2,F2,2,1,2,2,0,5,1,2,1,1,2,0,0,4,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
R_qUsXnKsnwV9AddD,2,26,5,2,2,0,NA,2,G1,2,1,2,2,1,4,1,2,1,1,2,0,0,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
R_qUsXnKsnwV9AddD,2,26,5,2,2,0,NA,2,G2,2,2,1,1,0,5,1,1,2,2,2,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
R_qUsXnKsnwV9AddD,2,26,5,2,2,0,NA,2,H1,2,2,1,1,1,4,1,1,2,2,2,0,0,3,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
R_qUsXnKsnwV9AddD,2,26,5,2,2,0,NA,2,H2,3,2,1,2,0,5,1,1,1,2,3,0,0,2,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
R_qUsXnKsnwV9AddD,2,26,5,2,2,0,NA,2,I1,1,1,1,1,1,4,1,2,2,2,1,0,0,4,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
R_qUsXnKsnwV9AddD,2,26,5,2,2,0,NA,2,I2,3,1,1,1,0,5,1,2,2,2,3,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
R_qUsXnKsnwV9AddD,2,26,5,2,2,0,NA,2,J1,2,2,2,1,1,4,1,1,2,1,2,0,0,4,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
R_qUsXnKsnwV9AddD,2,26,5,2,2,0,NA,2,J2,1,2,2,2,0,5,1,1,1,1,1,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
R_qUsXnKsnwV9AddD,2,26,5,2,2,0,NA,2,K1,2,2,2,1,1,5,1,1,2,1,2,0,0,2,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
R_qUsXnKsnwV9AddD,2,26,5,2,2,0,NA,2,K2,2,1,2,1,0,5,1,2,2,1,2,0,0,3,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
R_qUsXnKsnwV9AddD,2,26,5,2,2,0,NA,2,L1,1,2,1,1,1,4,1,1,2,2,1,0,0,4,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
R_qUsXnKsnwV9AddD,2,26,5,2,2,0,NA,2,L2,3,2,2,2,0,5,1,1,1,1,3,0,0,3,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
R_qUsXnKsnwV9AddD,2,26,5,2,2,0,NA,2,M1,1,2,2,2,1,5,1,1,1,1,1,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
R_qUsXnKsnwV9AddD,2,26,5,2,2,0,NA,2,M2,3,1,2,1,0,5,1,2,2,1,3,0,0,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
R_qUsXnKsnwV9AddD,2,26,5,2,2,0,NA,2,N1,3,1,1,2,1,4,1,2,1,2,3,0,0,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
R_qUsXnKsnwV9AddD,2,26,5,2,2,0,NA,2,N2,1,2,1,1,0,5,1,1,2,2,1,0,0,4,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
R_qUsXnKsnwV9AddD,2,26,5,2,2,0,NA,2,O1,3,1,2,1,1,4,1,2,2,1,3,0,0,3,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
R_qUsXnKsnwV9AddD,2,26,5,2,2,0,NA,2,O2,1,1,1,1,0,5,1,2,2,2,1,0,0,3,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
R_1jNdCpqqjw6dh2W,2,58,5,1,3,NA,-1,3,A1,2,1,2,1,1,6,1,2,2,1,2,0,1,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
R_1jNdCpqqjw6dh2W,2,58,5,1,3,NA,-1,3,A2,1,2,1,2,0,3,1,1,1,2,1,0,3,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
R_1jNdCpqqjw6dh2W,2,58,5,1,3,NA,-1,3,B1,2,1,1,2,1,6,1,2,1,2,2,0,4,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
