"r_id","r_gender","r_age","r_educ","r_income","r_party","r_strength","r_lean","profile","access","balcony","bar","boats","call","cars","cfloor","cfurniture","channels","chocolate","cinternet","closet","coffee","color","cview","decor","door","elevators","fan","flooring","food","hallway","hours","kitchen","lamps","lights","linens","menu","office","parking","pillows","scent","service","shower","sinks","size","theme","thermo","towels","tv","valet","windows"
"R_10DIRUJ6tfxWY3X",2,66,6,3,3,NA,1,3,1,1,3,1,1,3,3,2,1,2,1,2,1,1,2,2,2,2,1,1,1,2,1,2,3,2,1,2,1,3,4,1,3,2,2,1,2,2,1,1,2,1
"R_10GE6ZxxU5SjOpM",2,28,5,2,1,1,NA,1,3,2,2,2,1,3,1,1,3,1,1,1,1,1,1,2,2,1,1,2,1,3,2,2,2,2,2,1,1,3,3,1,4,2,2,2,1,2,1,1,1,1
"R_10GE6ZxxU5SjOpM",2,28,5,2,1,1,NA,2,1,1,2,2,1,3,2,2,1,2,2,2,1,3,1,2,3,2,2,2,2,2,1,2,2,2,2,1,2,3,2,1,3,1,1,1,2,2,2,2,2,1
"R_10GE6ZxxU5SjOpM",2,28,5,2,1,1,NA,3,2,2,2,2,1,1,3,1,1,1,2,1,1,3,1,2,1,2,1,3,1,2,2,2,2,2,1,1,1,3,1,3,4,4,2,2,3,2,2,1,2,2
"R_10H7iosWyn6j1IL",1,70,6,5,1,1,NA,1,1,2,3,1,1,1,2,1,3,4,2,1,1,3,2,2,2,1,2,1,1,1,1,2,2,2,1,2,1,2,2,3,3,2,2,2,1,3,1,1,1,2
"R_10H7iosWyn6j1IL",1,70,6,5,1,1,NA,2,1,1,3,1,1,1,3,2,3,3,2,2,2,1,2,3,2,2,1,1,1,1,3,2,3,2,1,2,2,1,2,3,4,2,1,1,2,2,1,2,1,1
"R_10H7iosWyn6j1IL",1,70,6,5,1,1,NA,3,1,1,3,1,1,1,2,2,3,4,1,2,1,3,2,2,2,1,2,1,1,1,1,2,1,2,1,2,1,2,2,3,3,2,2,1,3,3,1,1,1,2
"R_10IfdyzM4LYej8Q",2,45,3,6,2,1,NA,1,1,2,2,2,1,3,2,2,2,1,2,1,3,2,1,1,1,1,1,1,2,3,3,3,1,2,3,1,2,1,2,1,4,1,2,3,3,1,1,1,2,2
"R_10IfdyzM4LYej8Q",2,45,3,6,2,1,NA,2,3,2,3,1,1,3,2,1,2,1,1,1,1,1,2,1,1,1,1,1,4,3,1,3,1,2,3,1,2,1,3,2,4,1,2,3,3,1,1,1,2,2
"R_10IfdyzM4LYej8Q",2,45,3,6,2,1,NA,3,1,1,3,1,2,3,1,1,2,1,1,1,1,3,2,1,1,1,1,1,1,3,3,3,1,2,3,1,2,1,3,1,4,1,2,3,3,1,1,1,2,2
"R_10IWd5WaQYEQYyi",1,43,5,2,2,0,NA,1,1,2,3,2,1,2,1,2,2,4,2,1,1,1,1,2,2,1,2,1,1,1,3,3,2,2,2,1,2,1,2,1,3,1,2,1,3,3,2,2,1,2
"R_10IWd5WaQYEQYyi",1,43,5,2,2,0,NA,2,1,2,3,2,1,2,3,2,2,4,1,1,1,4,1,2,2,1,2,1,1,1,3,3,2,2,2,1,2,1,2,1,3,1,2,1,3,3,2,2,1,2
"R_10IWd5WaQYEQYyi",1,43,5,2,2,0,NA,3,3,1,3,1,1,1,2,2,2,3,1,2,2,1,2,1,2,1,2,1,1,3,3,3,1,1,2,2,2,1,2,3,4,2,2,1,2,3,2,2,1,1
"R_10JnT29G7bdpAwM",1,26,3,1,3,NA,-1,1,2,2,3,1,1,3,3,1,1,2,2,2,3,1,1,1,1,2,1,1,1,1,1,3,2,2,3,1,2,3,1,1,4,1,2,2,3,2,1,1,2,2
"R_10JnT29G7bdpAwM",1,26,3,1,3,NA,-1,2,2,1,3,2,1,3,1,1,2,1,1,2,1,4,1,2,1,1,1,1,1,2,3,1,3,2,3,1,1,2,2,2,2,3,2,1,3,3,1,2,2,1
"R_10JnT29G7bdpAwM",1,26,3,1,3,NA,-1,3,1,2,3,1,1,3,1,1,1,3,1,1,3,3,1,2,1,1,1,1,1,3,1,3,2,2,3,1,1,3,3,3,3,3,1,1,2,2,2,2,2,1
"R_10Jo5wEgk8pLfUB",1,32,4,5,1,0,NA,1,3,2,1,2,1,2,1,1,2,1,2,1,3,1,1,2,1,1,1,1,2,3,3,1,3,2,1,1,1,2,4,1,1,3,2,1,3,2,2,2,1,2
"R_10Jo5wEgk8pLfUB",1,32,4,5,1,0,NA,2,3,2,1,2,2,3,1,1,2,4,1,1,2,2,1,2,1,2,2,2,1,3,3,1,2,1,2,2,1,1,3,2,4,1,2,2,1,3,2,2,1,1
"R_10Jo5wEgk8pLfUB",1,32,4,5,1,0,NA,3,1,1,2,2,2,1,3,1,3,2,2,2,3,4,1,1,2,1,2,1,4,3,1,1,3,1,3,2,1,1,4,3,3,4,2,1,3,1,3,1,2,1
"R_10MeQ2mKHopLp1I",1,30,5,3,3,NA,0,1,1,2,3,2,1,1,1,2,1,1,1,1,1,3,1,1,1,1,1,3,1,2,3,1,1,1,3,2,2,3,4,2,4,3,2,1,3,3,1,1,2,2
"R_10MeQ2mKHopLp1I",1,30,5,3,3,NA,0,2,1,1,3,1,1,1,3,2,1,3,1,1,2,1,2,1,1,1,1,2,1,3,3,1,1,1,3,2,2,1,2,2,4,3,2,1,3,3,1,1,1,2
"R_10MeQ2mKHopLp1I",1,30,5,3,3,NA,0,3,1,2,3,1,1,1,1,2,1,1,1,1,1,4,2,1,1,1,1,1,1,3,3,1,1,1,3,2,2,2,3,2,4,3,2,1,3,3,1,1,2,2
"R_10Mi1rIwkOI7iSz",1,34,4,4,4,NA,0,1,3,2,3,2,1,3,2,1,1,4,1,1,1,2,1,1,1,2,1,1,1,1,1,2,3,2,1,1,2,3,3,3,4,3,2,2,1,4,1,1,2,2
"R_10Mi1rIwkOI7iSz",1,34,4,4,4,NA,0,2,2,1,3,1,2,2,3,1,1,4,1,1,1,1,2,1,2,1,1,2,1,1,1,2,3,2,1,1,2,1,2,1,4,3,1,2,2,4,1,1,1,2
"R_10Mi1rIwkOI7iSz",1,34,4,4,4,NA,0,3,2,2,3,2,1,2,1,2,1,4,2,2,1,2,1,1,2,2,1,1,1,1,1,2,3,2,1,1,1,3,2,3,4,3,2,1,3,4,1,1,2,2
"R_10NIYuKOuiTJL8d",1,34,2,1,2,0,NA,1,1,2,3,1,1,3,1,1,2,4,2,1,1,3,2,1,2,1,2,1,1,3,1,2,3,2,2,1,2,2,2,3,4,2,2,2,3,2,2,1,1,2
"R_10NIYuKOuiTJL8d",1,34,2,1,2,0,NA,2,2,1,3,1,2,1,3,2,2,2,1,1,2,3,2,2,2,1,2,2,1,3,3,2,3,1,2,1,2,1,2,3,2,4,2,1,2,2,2,1,1,1
"R_10NIYuKOuiTJL8d",1,34,2,1,2,0,NA,3,1,2,3,2,1,3,2,1,2,4,2,1,1,1,1,1,2,1,2,1,1,3,1,2,3,2,2,1,2,2,2,3,4,2,2,2,3,1,2,1,2,2
"R_10OFI5Gwd8FYZnU",2,36,6,2,2,1,NA,1,1,1,3,1,1,3,1,2,1,4,1,1,1,3,2,2,1,1,1,1,1,1,1,2,3,2,1,1,1,3,3,1,4,4,1,1,3,2,2,1,2,2
"R_10OFI5Gwd8FYZnU",2,36,6,2,2,1,NA,2,1,1,3,1,1,3,2,1,1,1,2,1,1,1,2,2,2,1,1,1,1,1,1,1,3,2,2,1,2,3,3,3,3,4,2,2,3,2,1,1,2,2
"R_10OFI5Gwd8FYZnU",2,36,6,2,2,1,NA,3,1,2,3,2,1,1,3,2,1,1,2,2,1,3,1,2,2,1,1,1,1,3,1,2,3,2,1,1,2,2,3,2,4,4,1,1,3,2,1,1,2,2
"R_10pcAOjDpU0C8s5",1,19,3,1,2,1,NA,1,2,1,3,2,1,1,2,1,1,2,1,2,1,3,1,2,1,1,1,1,1,2,1,3,1,2,2,1,2,2,2,2,3,1,2,2,3,3,2,1,1,1
"R_10pcAOjDpU0C8s5",1,19,3,1,2,1,NA,2,3,2,1,1,2,1,2,1,2,3,1,1,1,4,2,3,3,1,1,1,2,3,3,2,2,1,1,1,2,1,1,3,2,4,1,1,2,1,1,2,1,1
"R_10pcAOjDpU0C8s5",1,19,3,1,2,1,NA,3,2,1,1,1,2,2,2,2,3,1,2,1,2,2,1,2,2,1,1,2,1,1,3,1,2,1,1,1,1,1,3,2,2,1,1,1,3,3,1,1,1,1
"R_10pFfVsvM2CHE2N",1,37,5,3,1,0,NA,1,3,2,1,2,1,1,1,2,2,3,1,2,3,1,1,2,3,2,1,1,1,3,1,2,3,1,1,1,2,3,4,1,1,3,1,1,2,3,1,2,1,2
"R_10pFfVsvM2CHE2N",1,37,5,3,1,0,NA,2,1,1,2,2,1,2,3,1,2,4,2,2,2,2,2,2,2,1,1,1,4,1,1,2,2,2,1,1,2,2,1,2,3,3,1,3,1,3,1,1,1,1
"R_10pFfVsvM2CHE2N",1,37,5,3,1,0,NA,3,1,2,2,2,2,1,3,2,1,3,1,2,2,3,1,2,1,1,2,1,1,2,1,1,3,1,1,1,1,2,2,2,3,1,1,2,1,3,2,2,1,1
"R_10pfqglIu248jbC",2,30,3,2,2,0,NA,1,1,2,3,1,1,1,1,1,1,1,2,2,1,4,2,2,2,1,1,2,1,3,1,2,3,2,1,1,2,3,2,1,4,3,2,2,3,1,1,1,2,2
"R_10pfqglIu248jbC",2,30,3,2,2,0,NA,2,1,2,3,1,1,2,1,1,1,1,1,2,1,4,2,1,2,1,1,2,1,1,1,2,3,2,1,1,2,2,2,3,4,1,1,2,1,1,1,1,2,2
"R_10pfqglIu248jbC",2,30,3,2,2,0,NA,3,1,1,3,2,1,1,1,2,2,1,2,1,1,4,1,1,2,1,1,2,1,3,3,2,3,2,1,1,2,3,3,1,3,4,1,1,2,1,1,1,2,1
"R_10q4FPwrFEuP2cO",2,53,2,2,3,NA,0,1,3,2,3,1,1,1,2,2,3,1,2,2,1,3,1,2,2,2,1,1,1,1,3,1,3,1,1,1,2,2,2,1,4,1,2,1,3,2,1,1,1,2
"R_10q4FPwrFEuP2cO",2,53,2,2,3,NA,0,2,3,1,3,1,2,1,3,2,3,1,2,2,1,3,2,2,2,1,1,1,1,3,3,2,3,1,1,1,2,1,2,1,1,2,2,1,2,3,1,1,1,2
"R_10q4FPwrFEuP2cO",2,53,2,2,3,NA,0,3,3,2,2,1,1,3,2,2,1,1,1,2,1,3,2,2,2,2,1,1,1,1,1,1,1,2,1,1,2,2,3,3,3,1,2,2,1,2,2,1,2,2
"R_10ra0c7UmiK431P",2,28,3,5,1,1,NA,1,1,1,3,2,1,3,1,2,3,4,1,2,1,3,1,1,2,1,1,1,1,3,1,3,2,1,1,1,2,3,3,2,4,2,1,1,3,2,1,1,1,1
"R_10ra0c7UmiK431P",2,28,3,5,1,1,NA,2,3,1,3,1,1,3,3,2,3,4,2,1,2,4,2,2,2,1,1,1,1,3,3,2,2,1,1,1,2,1,1,2,4,4,1,1,3,2,2,2,1,2
"R_10ra0c7UmiK431P",2,28,3,5,1,1,NA,3,3,2,3,1,1,3,2,2,3,1,1,2,2,4,2,2,2,1,2,1,1,3,3,2,2,2,2,2,1,1,2,2,4,3,1,1,3,2,1,2,1,2
"R_10rczh4zF4FAWlW",1,36,3,4,2,0,NA,1,1,2,3,1,1,1,2,2,2,4,1,2,1,4,2,1,2,1,1,1,2,1,1,2,1,1,1,1,2,2,3,3,2,2,1,1,2,3,1,1,1,2
"R_10rczh4zF4FAWlW",1,36,3,4,2,0,NA,2,1,1,3,2,1,2,1,1,1,1,2,1,1,3,1,2,2,2,1,1,1,2,1,2,1,1,1,1,2,3,3,1,4,1,2,2,3,3,1,1,2,1
"R_10rczh4zF4FAWlW",1,36,3,4,2,0,NA,3,1,1,3,1,2,1,3,2,2,2,1,1,2,2,2,1,2,1,1,3,4,1,3,3,1,1,1,2,2,1,4,3,2,4,1,1,2,3,1,2,1,2
"R_10SLhETJMVu8NKh",1,42,5,2,3,NA,-1,1,1,1,3,2,1,3,3,1,1,4,2,1,1,4,2,2,2,1,2,1,2,2,2,3,2,2,1,1,2,3,3,3,4,1,2,3,3,1,1,1,2,1
"R_10SLhETJMVu8NKh",1,42,5,2,3,NA,-1,2,3,1,3,2,1,3,2,1,1,4,1,1,1,1,1,2,2,1,2,1,2,2,2,3,2,2,1,1,2,3,3,3,4,1,2,3,3,1,1,1,2,2
"R_10SLhETJMVu8NKh",1,42,5,2,3,NA,-1,3,1,1,3,1,1,3,3,2,2,2,2,1,1,3,2,2,1,1,1,1,2,1,2,2,2,2,1,1,2,3,2,1,4,3,1,1,2,1,1,1,2,2
"R_10T0RjLokIXRf5f",1,44,5,3,1,0,NA,1,1,1,3,2,1,2,2,1,3,1,2,1,1,3,1,2,2,2,1,1,1,2,1,2,3,2,2,1,2,3,1,1,4,2,1,2,3,2,1,1,1,1
"R_10T0RjLokIXRf5f",1,44,5,3,1,0,NA,2,1,1,3,1,1,1,1,2,2,1,2,1,1,4,2,1,2,1,1,1,4,1,1,2,1,2,2,1,2,1,2,3,4,4,2,1,1,1,1,1,2,1
"R_10T0RjLokIXRf5f",1,44,5,3,1,0,NA,3,1,1,3,2,1,3,1,2,3,1,1,1,1,3,1,1,2,2,1,2,1,2,1,2,3,1,2,1,2,2,1,1,4,1,2,1,2,2,2,1,1,1
"R_10uQeAgpp6czxUA",1,56,3,1,2,1,NA,1,1,2,3,2,1,2,3,2,3,4,2,2,1,1,1,2,1,1,2,1,3,1,1,3,3,2,2,1,2,3,4,3,2,3,2,2,1,1,1,2,1,1
"R_10uQeAgpp6czxUA",1,56,3,1,2,1,NA,2,1,2,3,2,1,3,1,2,3,4,1,2,1,3,1,1,1,1,1,1,1,3,1,3,1,2,3,1,2,3,3,1,3,3,2,2,3,2,3,1,2,2
"R_10uQeAgpp6czxUA",1,56,3,1,2,1,NA,3,1,1,3,1,1,2,1,2,3,4,2,2,1,4,2,2,1,1,2,1,4,3,1,3,3,2,2,1,2,3,4,3,1,3,2,2,3,2,1,2,1,1
"R_10VHweqRzv42geE",2,38,6,3,2,1,NA,1,1,1,2,1,1,1,2,2,1,4,1,1,1,3,2,1,2,2,1,1,1,1,1,3,1,1,2,1,2,2,3,1,3,1,2,2,3,2,1,1,2,2
"R_10VHweqRzv42geE",2,38,6,3,2,1,NA,2,1,2,2,1,1,1,3,1,1,4,1,1,1,3,2,1,2,2,1,1,1,1,1,3,1,1,2,1,2,2,3,1,3,1,2,2,3,2,1,1,2,2
"R_10VHweqRzv42geE",2,38,6,3,2,1,NA,3,1,2,2,2,1,1,1,2,1,4,1,2,1,3,1,1,2,2,1,1,1,1,1,3,1,1,2,1,2,2,3,1,3,1,2,2,3,2,1,1,2,2
"R_10Vlzc8iUNYhU3K",2,23,5,2,3,NA,0,1,1,1,2,2,1,2,1,1,1,1,1,2,1,4,1,2,2,1,2,1,1,1,2,2,3,2,2,2,1,2,3,3,3,4,2,2,3,2,1,2,2,1
"R_10Vlzc8iUNYhU3K",2,23,5,2,3,NA,0,2,1,1,2,2,1,2,3,2,1,1,1,1,1,3,1,2,2,1,2,1,1,2,2,2,3,2,2,2,1,2,2,3,3,4,1,1,3,2,1,2,2,1
"R_10Vlzc8iUNYhU3K",2,23,5,2,3,NA,0,3,1,1,2,1,1,2,2,2,1,1,1,1,1,4,2,2,2,1,2,1,1,3,2,2,3,2,2,2,2,3,2,3,3,4,1,1,2,2,1,2,2,1
"R_10vZZNyg3KiBFVr",1,31,5,3,2,1,NA,1,2,2,2,2,1,1,3,2,1,1,1,1,1,3,1,1,2,1,2,1,1,3,1,2,1,2,1,2,2,3,3,3,4,1,2,1,1,1,1,1,2,1
"R_10vZZNyg3KiBFVr",1,31,5,3,2,1,NA,2,2,1,3,1,2,1,3,2,1,1,2,1,1,1,2,2,1,1,2,1,2,2,3,2,1,2,1,2,1,3,4,3,4,1,1,1,1,2,1,2,2,1
"R_10vZZNyg3KiBFVr",1,31,5,3,2,1,NA,3,3,1,3,1,1,1,1,2,1,1,2,2,2,4,2,3,3,1,2,1,2,3,3,2,3,2,1,2,1,3,4,3,4,3,1,1,3,2,1,1,1,1
"R_10x9wAkY5hz2nsg",2,29,6,2,3,NA,-1,1,3,1,2,1,1,1,2,2,2,1,1,2,1,1,2,1,2,1,2,3,2,1,1,1,2,1,2,1,1,2,3,3,4,1,1,1,3,3,2,1,1,1
"R_10x9wAkY5hz2nsg",2,29,6,2,3,NA,-1,2,1,2,2,2,1,3,1,2,2,1,1,2,1,3,1,1,1,1,2,3,1,1,1,3,3,2,2,1,1,3,3,1,4,1,2,1,2,3,2,1,2,2
"R_10x9wAkY5hz2nsg",2,29,6,2,3,NA,-1,3,3,1,3,2,2,1,3,1,3,2,2,1,2,4,1,2,3,2,1,1,2,1,3,2,2,1,1,2,2,2,4,3,2,3,1,2,2,2,1,1,1,1
"R_10xcsoGjHaX3tEb",2,23,5,1,2,1,NA,1,1,1,3,1,1,1,2,2,2,4,1,1,1,1,2,2,2,1,2,3,1,1,3,1,3,2,1,2,2,2,3,1,4,3,1,1,2,2,2,1,2,2
"R_10xcsoGjHaX3tEb",2,23,5,1,2,1,NA,2,3,1,3,2,2,3,3,1,1,1,1,2,1,2,1,3,1,1,1,2,1,3,1,1,2,2,2,1,1,3,3,2,4,1,2,2,3,3,2,2,2,2
"R_10xcsoGjHaX3tEb",2,23,5,1,2,1,NA,3,3,1,3,2,2,3,3,1,1,1,1,2,1,1,1,3,1,1,1,2,1,3,1,1,2,2,2,1,1,3,3,2,4,1,2,2,3,3,2,2,2,2
"R_10YEp69jVSkTqv2",2,40,5,4,2,1,NA,1,1,1,3,2,1,1,1,1,3,2,2,2,1,3,1,1,1,2,2,3,1,2,3,3,3,2,1,1,2,1,2,3,3,2,2,3,2,2,1,1,1,1
"R_10YEp69jVSkTqv2",2,40,5,4,2,1,NA,2,3,1,3,1,2,3,3,2,3,2,2,2,2,3,2,1,1,2,2,3,4,3,3,3,3,2,2,2,2,1,2,1,4,4,2,1,1,1,1,1,1,2
"R_10YEp69jVSkTqv2",2,40,5,4,2,1,NA,3,1,1,3,2,1,3,1,1,3,2,2,2,1,4,1,2,1,1,2,1,1,3,3,2,2,2,1,1,1,1,4,3,3,2,2,3,2,2,1,1,1,2
"R_10YL5wArxrCsEqs",1,28,5,3,2,1,NA,1,3,2,3,2,1,2,2,1,3,3,2,2,1,3,1,2,1,2,2,2,1,2,1,2,1,2,2,1,1,2,3,1,4,1,2,2,3,3,2,2,2,1
"R_10YL5wArxrCsEqs",1,28,5,3,2,1,NA,2,1,2,3,2,1,1,1,1,2,4,2,1,1,4,1,2,2,1,1,1,2,3,1,2,1,2,1,2,2,2,3,2,4,3,2,2,2,4,1,1,1,1
"R_10YL5wArxrCsEqs",1,28,5,3,2,1,NA,3,1,2,3,2,1,1,1,2,3,1,2,1,1,4,1,2,2,1,1,1,4,3,1,2,3,2,2,1,2,2,3,2,4,4,2,1,2,3,2,1,2,1
"R_10ZBjOlq5CKS5uP",2,42,5,3,2,0,NA,1,1,2,2,2,1,2,3,2,1,4,2,1,1,3,1,2,2,1,2,1,1,1,2,2,3,2,3,1,2,3,1,1,3,3,2,2,3,2,3,1,2,2
"R_10ZBjOlq5CKS5uP",2,42,5,3,2,0,NA,2,2,2,2,1,1,2,3,1,3,4,2,2,1,1,2,2,2,2,2,1,1,1,2,3,3,2,3,1,2,2,1,3,3,1,2,2,2,1,2,1,1,2
"R_10ZBjOlq5CKS5uP",2,42,5,3,2,0,NA,3,3,1,3,2,1,3,1,2,1,1,1,2,1,4,1,1,2,1,2,1,3,1,2,3,1,2,2,2,1,3,3,2,3,1,2,1,2,2,3,1,2,2
"R_10ZMOLRbqftdCHs",2,31,5,2,2,1,NA,1,1,2,3,2,2,2,3,1,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,2,3,3,1,4,3,2,3,1,2,1,2,2,2
"R_10ZMOLRbqftdCHs",2,31,5,2,2,1,NA,2,3,1,1,1,1,3,2,1,1,1,1,2,1,4,2,1,3,2,1,3,4,2,3,2,1,2,3,1,1,3,3,3,3,1,1,3,2,1,1,2,2,1
"R_10ZMOLRbqftdCHs",2,31,5,2,2,1,NA,3,1,1,2,1,1,3,1,1,1,2,1,2,3,3,2,1,2,1,1,1,1,1,2,2,2,2,3,1,2,3,3,1,3,1,2,3,2,2,1,2,2,1
"R_114IVWILJEBiG6z",2,27,2,5,3,NA,-1,1,1,1,3,2,2,2,3,1,1,2,2,1,1,3,1,2,2,1,1,3,2,3,3,2,1,1,1,1,2,1,2,1,3,3,2,1,3,2,1,1,1,1
"R_114IVWILJEBiG6z",2,27,2,5,3,NA,-1,2,1,2,1,1,2,1,3,2,1,3,1,1,3,4,2,1,3,2,1,2,1,1,2,2,2,1,2,2,2,1,4,2,4,1,2,1,2,2,2,2,1,2
"R_114IVWILJEBiG6z",2,27,2,5,3,NA,-1,3,1,2,3,2,2,3,3,2,1,3,1,1,3,1,1,1,1,1,1,1,4,1,3,3,1,1,2,1,1,2,3,1,3,2,2,1,3,2,2,2,1,1
"R_117P9uWGDwifo5Z",2,47,2,4,2,0,NA,1,1,1,3,1,1,3,2,2,1,2,2,1,1,3,2,2,2,1,2,3,2,1,3,1,2,2,1,2,2,1,3,3,4,2,2,3,2,4,1,1,1,1
"R_117P9uWGDwifo5Z",2,47,2,4,2,0,NA,2,1,1,3,1,1,2,1,1,1,2,2,1,1,4,2,2,2,1,1,1,1,3,3,3,1,2,1,1,2,2,3,3,4,2,2,2,2,4,1,1,1,1
"R_117P9uWGDwifo5Z",2,47,2,4,2,0,NA,3,1,1,3,1,1,2,1,1,1,2,2,1,1,1,2,2,2,1,2,1,2,1,1,3,1,2,1,1,2,3,3,3,4,2,2,2,2,4,1,1,1,1
"R_117PXRDco6OIUpz",2,71,5,2,1,1,NA,1,1,1,3,1,2,1,2,1,3,4,1,1,1,4,2,1,1,1,2,1,1,1,1,2,3,2,1,1,1,3,3,3,4,1,2,2,3,1,1,1,2,2
"R_117PXRDco6OIUpz",2,71,5,2,1,1,NA,2,1,1,2,2,2,1,3,2,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,4,3,4,4,2,1,2,1,1,1,2,2
"R_117PXRDco6OIUpz",2,71,5,2,1,1,NA,3,1,1,2,1,2,1,2,2,1,4,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,3,3,1,4,1,2,1,3,1,1,1,2,2
"R_117r3ZDRfYF0cUi",1,74,2,2,3,NA,0,1,2,2,1,2,1,3,3,1,1,1,2,2,1,1,1,1,2,2,2,1,1,1,1,3,2,2,2,1,2,3,2,3,4,3,2,2,3,2,1,2,2,2
"R_117r3ZDRfYF0cUi",1,74,2,2,3,NA,0,2,3,1,3,1,2,3,2,2,2,2,1,1,1,3,2,2,2,1,1,1,2,3,3,2,3,1,1,1,1,3,4,1,4,3,1,1,1,2,1,2,1,1
"R_117r3ZDRfYF0cUi",1,74,2,2,3,NA,0,3,1,2,1,1,1,3,1,1,1,4,1,1,1,3,2,1,2,1,2,1,1,2,1,3,2,2,1,1,2,3,3,3,4,3,1,2,2,2,1,2,2,2
"R_11cQwaWSuvH3ERp",2,54,4,3,2,0,NA,1,3,1,2,2,2,1,2,1,3,4,1,1,2,3,1,3,2,1,1,2,1,1,3,2,2,1,1,1,2,1,2,1,4,4,1,1,2,2,1,2,1,2
"R_11cQwaWSuvH3ERp",2,54,4,3,2,0,NA,2,3,1,3,1,2,1,3,2,3,1,1,2,2,3,2,3,2,1,1,2,2,1,3,2,2,1,1,1,2,1,2,1,4,4,1,1,1,2,1,2,1,1
"R_11cQwaWSuvH3ERp",2,54,4,3,2,0,NA,3,2,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,1,3,3,2,3,2,1,1,2,1,1,2,4,4,1,1,1,2,1,2,1,1
"R_11doe2jhXCL2ZrH",2,25,5,3,2,1,NA,1,3,2,3,1,2,2,1,2,1,1,2,2,3,4,2,2,3,2,2,1,1,1,1,2,3,2,3,1,2,1,3,1,3,2,2,1,3,3,1,1,1,2
"R_11doe2jhXCL2ZrH",2,25,5,3,2,1,NA,2,1,1,3,2,1,3,2,2,1,1,1,1,1,3,1,2,3,2,1,2,1,1,1,1,3,1,3,1,2,1,2,3,4,3,1,1,1,3,2,1,1,2
"R_11doe2jhXCL2ZrH",2,25,5,3,2,1,NA,3,1,1,3,2,1,2,2,2,1,1,2,2,3,3,1,2,3,1,1,2,1,3,1,1,3,2,1,2,2,1,3,3,4,3,2,1,3,4,3,2,1,2
"R_11WLGUTPGOJqfdW",1,27,6,2,3,NA,-1,1,1,1,3,2,1,1,1,1,2,4,1,1,1,3,1,2,1,1,1,1,1,2,1,3,3,2,2,1,1,2,3,2,4,2,1,2,3,2,2,2,2,2
"R_11WLGUTPGOJqfdW",1,27,6,2,3,NA,-1,2,2,2,3,2,1,1,3,1,1,2,1,1,1,3,1,2,1,2,1,1,1,3,2,2,3,2,2,1,1,2,2,1,4,3,1,2,2,2,1,1,2,2
"R_11WLGUTPGOJqfdW",1,27,6,2,3,NA,-1,3,3,1,3,2,2,1,1,2,3,2,2,1,2,2,1,3,3,1,1,2,2,1,2,1,2,1,1,1,2,1,4,2,3,2,2,1,2,3,1,1,1,1
"R_11XSDrWfr5c9TXu",1,34,6,5,1,0,NA,1,1,1,1,2,2,2,2,2,1,2,1,2,1,3,2,2,3,1,1,3,1,3,1,1,2,1,1,2,2,2,1,3,4,2,1,1,2,2,1,1,1,2
"R_11XSDrWfr5c9TXu",1,34,6,5,1,0,NA,2,2,2,1,1,1,2,3,1,2,3,1,1,1,3,2,1,3,2,2,1,2,2,1,3,3,1,2,1,2,1,1,3,1,2,2,2,2,3,3,2,2,1
"R_11XSDrWfr5c9TXu",1,34,6,5,1,0,NA,3,1,1,1,1,1,2,1,1,3,1,2,1,2,1,2,2,3,1,1,1,1,1,1,3,1,2,1,2,2,1,3,2,4,4,2,2,2,2,3,2,1,2
"R_11YfYfVJFHS7c13",1,30,4,3,3,NA,-1,1,3,1,1,2,2,2,2,1,3,2,2,2,1,3,1,3,2,1,2,1,2,1,3,2,2,1,1,1,2,1,4,1,4,2,2,2,2,2,1,2,1,1
"R_11YfYfVJFHS7c13",1,30,4,3,3,NA,-1,2,1,2,2,2,1,3,1,2,3,4,1,1,2,4,1,2,1,1,2,3,3,2,1,1,1,2,2,2,1,3,3,3,1,1,1,1,1,3,2,2,2,1
"R_11YfYfVJFHS7c13",1,30,4,3,3,NA,-1,3,1,1,3,1,2,2,1,1,2,2,2,1,1,1,1,3,3,1,2,1,2,3,3,1,3,1,1,2,1,1,4,2,4,3,2,2,2,2,2,2,1,1
"R_11YpXv7D0PaJzr6",1,60,5,1,2,1,NA,1,1,2,1,2,2,1,1,1,2,3,1,1,1,4,1,2,1,1,2,1,2,3,2,2,2,2,2,1,1,2,3,3,4,3,1,2,1,1,1,1,2,1
"R_11YpXv7D0PaJzr6",1,60,5,1,2,1,NA,2,2,1,1,1,1,2,2,1,2,4,2,2,1,1,2,1,1,2,1,1,1,2,2,3,3,2,2,1,2,3,3,3,3,1,2,2,3,1,1,1,1,2
"R_11YpXv7D0PaJzr6",1,60,5,1,2,1,NA,3,3,1,1,1,2,1,2,2,3,2,1,1,2,3,2,2,2,2,2,2,2,2,3,2,2,1,1,2,2,1,2,3,4,1,1,1,2,2,2,1,1,1
"R_11ZmLouHbPBLqOn",1,32,5,2,2,0,NA,1,1,2,3,2,1,2,2,1,1,4,2,2,1,4,1,1,2,1,1,1,1,1,1,2,1,2,1,2,2,1,3,3,4,1,2,3,2,1,1,1,1,2
