n,seed,iter,ip_total_s,ip_solve_s,gurobi_runtime_s
27,1,1,0.061501,0.040331,0.028290
27,1,2,0.471360,0.467361,0.449343
27,1,3,0.557121,0.554140,0.512511
27,1,4,0.095261,0.090580,0.084032
27,1,5,0.240696,0.232591,0.200554
27,1,6,0.186980,0.185090,0.172920
27,1,7,1.108372,1.106735,1.080949
27,1,8,1.524046,1.521802,1.475565
27,1,9,0.652162,0.650041,0.623718
27,1,10,2.178061,2.176277,2.151206
27,1,11,1.622962,1.620696,1.583988
27,1,12,1.903411,1.901166,1.889239
27,1,13,3.317433,3.314967,3.283899
27,1,14,7.850726,7.848530,7.835041
27,1,15,2.727306,2.725511,2.700372
27,1,16,3.971719,3.969563,3.934969
27,1,17,5.729319,5.726920,5.701972
27,1,18,1.933764,1.931767,1.908641
27,1,19,6.029002,6.026861,6.006273
27,1,20,14.708709,14.706496,14.685464
27,1,21,9.791881,9.789659,9.774264
27,1,22,10.642757,10.640737,10.602058
27,1,23,18.801936,18.799627,18.749959
27,1,24,12.397984,12.395774,12.372691
27,1,25,18.258913,18.256513,18.242401
27,1,26,22.318534,22.316291,22.291118
27,1,27,14.281444,14.279227,14.261351
27,1,28,8.903814,8.901990,8.873839
27,1,29,23.246131,23.243940,23.224146
27,1,30,37.482509,37.480301,37.441444
27,1,31,16.180917,16.179198,16.167026
27,1,32,12.787867,12.785724,12.773450
27,1,33,22.417234,22.415207,22.401115
27,1,34,33.417211,33.414934,33.348681
27,1,35,33.723247,33.721117,33.697383
27,1,36,57.749987,57.747714,57.708369
27,1,37,64.815488,64.813220,64.773180
27,1,38,90.702359,90.700076,90.661865
27,1,39,67.800711,67.798241,67.770030
27,1,40,39.991421,39.989054,39.957820
27,1,41,62.097693,62.095464,62.059325
27,1,42,89.466793,89.464438,89.343076
27,1,43,98.557910,98.555656,98.520242
27,1,44,86.398283,86.396001,86.370440
27,1,45,89.591830,89.589525,89.552214
27,1,46,88.931702,88.929211,88.884270
27,1,47,79.483747,79.481412,79.446934
27,1,48,72.910970,72.908735,72.876548
27,1,49,97.213944,97.211722,97.179346
27,1,50,69.519233,69.516976,69.489844
27,1,51,106.556734,106.554505,106.519466
27,1,52,79.339939,79.337704,79.311557
27,1,53,96.189994,96.187718,96.163673
27,1,54,110.622002,110.619778,110.583395
27,1,55,278.741720,278.739484,278.705396
27,1,56,86.103275,86.101057,86.078153
27,1,57,84.982567,84.980310,84.941574
27,1,58,88.418437,88.416197,88.394657
27,1,59,109.776629,109.774402,109.758446
27,1,60,265.831231,265.828996,265.793616
27,1,61,89.061516,89.059246,89.024577
27,1,62,263.112612,263.110390,263.081081
27,1,63,124.162430,124.160198,124.149871
27,1,64,136.591779,136.589491,136.560232
27,1,65,256.212441,256.210168,256.170156
27,1,66,268.136220,268.133943,268.101099
27,1,67,311.027968,311.025716,310.976624
27,1,68,294.500930,294.498677,294.476411
27,1,69,273.570060,273.567781,273.534624
27,1,70,295.295822,295.293550,295.263424
27,1,71,152.536297,152.534033,152.509491
27,1,72,121.662086,121.659844,121.627379
27,1,73,128.586231,128.583969,128.545144
27,1,74,296.558076,296.555849,296.519061
27,1,75,261.817174,261.814827,261.798682
27,1,76,131.014103,131.011722,130.986364
27,1,77,254.770481,254.768232,254.742913
27,1,78,293.688869,293.686610,293.647175
27,1,79,287.531857,287.529557,287.490606
27,1,80,285.889592,285.887306,285.856931
27,1,81,305.867211,305.864893,305.826323
27,1,82,336.000476,335.998241,335.956565
27,1,83,328.576169,328.573892,328.539064
27,1,84,374.620598,374.618314,374.585281
27,1,85,303.508025,303.505693,303.467208
27,1,86,297.127283,297.125027,297.088487
27,1,87,266.962342,266.960051,266.931092
27,1,88,376.648843,376.646551,376.620835
27,1,89,362.480983,362.478578,362.438647
27,1,90,391.880619,391.877972,391.834921
27,1,91,325.910704,325.908293,325.862968
27,1,92,368.417136,368.414722,368.369237
27,1,93,378.572070,378.568929,378.531960
27,1,94,449.105804,449.103340,449.072717
27,1,95,413.701771,413.697446,413.658938
27,1,96,385.128704,385.126125,385.082784
27,1,97,323.096968,323.094610,323.066303
27,1,98,428.796344,428.793912,428.778734
27,1,99,456.430585,456.426747,456.396619
27,1,100,420.329690,420.326730,420.244539
27,1,101,428.185808,428.183392,428.152208
27,1,102,402.450154,402.447829,402.427404
27,1,103,437.305494,437.303067,437.270670
27,1,104,427.653724,427.651431,427.627231
27,1,105,517.899449,517.897127,517.864250
27,1,106,603.706167,603.702318,603.671155
27,1,107,578.528487,578.525768,578.487990
27,1,108,656.054129,656.051713,656.023875
27,1,109,448.227983,448.224155,448.191949
27,1,110,452.343986,452.341230,452.303496
27,1,111,467.648957,467.646457,467.604331
27,1,112,686.228605,686.225878,686.191839
27,1,113,605.226919,605.224574,605.188143
27,1,114,639.573345,639.571020,639.489011
27,1,115,537.631548,537.629101,537.598462
27,1,116,559.807404,559.805081,559.776765
27,1,117,619.516202,619.513837,619.473461
27,1,118,440.830014,440.827639,440.795087
27,1,119,600.831125,600.828846,600.800636
27,1,120,662.084848,662.082561,662.037537
27,1,121,494.448478,494.446206,494.418279
27,2,1,0.049270,0.043674,0.025874
27,2,2,0.332803,0.330159,0.296943
27,2,3,0.682909,0.681232,0.654099
27,2,4,0.211115,0.209395,0.197253
27,2,5,0.371737,0.370079,0.344532
27,2,6,0.115569,0.113925,0.084684
27,2,7,0.219123,0.217453,0.189889
27,2,8,1.410663,1.409009,1.395522
27,2,9,1.579451,1.577793,1.553900
27,2,10,2.265734,2.264056,2.237348
27,2,11,2.437822,2.436100,2.413422
27,2,12,2.010846,2.008963,1.981022
27,2,13,3.051369,3.049482,3.028990
27,2,14,3.159413,3.157725,3.137565
27,2,15,1.066532,1.064872,1.038155
27,2,16,3.686013,3.684376,3.661286
27,2,17,2.467010,2.465349,2.441787
27,2,18,1.600175,1.598515,1.576977
27,2,19,4.494064,4.492358,4.471615
27,2,20,2.657141,2.655436,2.620175
27,2,21,6.978277,6.976082,6.941583
27,2,22,5.982856,5.980978,5.959734
27,2,23,7.076238,7.074512,7.033613
27,2,24,6.913306,6.911629,6.890998
27,2,25,6.558086,6.556360,6.529451
27,2,26,10.872631,10.870512,10.851033
27,2,27,15.973450,15.971609,15.902236
27,2,28,8.497437,8.495571,8.459762
27,2,29,4.339648,4.337966,4.312888
27,2,30,11.570620,11.568919,11.548052
27,2,31,9.706691,9.704546,9.642989
27,2,32,23.708133,23.706373,23.684319
27,2,33,14.973788,14.972121,14.926039
27,2,34,15.745997,15.743557,15.677656
27,2,35,22.408529,22.406769,22.339479
27,2,36,46.060292,46.058622,46.048243
27,2,37,22.525669,22.523530,22.462195
27,2,38,46.148631,46.146410,46.121153
27,2,39,36.502648,36.500755,36.476601
27,2,40,68.782090,68.779974,68.714348
27,2,41,41.421254,41.419516,41.398555
27,2,42,20.083441,20.081341,20.028233
27,2,43,33.857244,33.855412,33.819906
27,2,44,68.382018,68.379900,68.347125
27,2,45,70.484467,70.482700,70.453807
27,2,46,56.141617,56.139303,56.119945
27,2,47,92.891318,92.889093,92.826486
27,2,48,56.615910,56.613664,56.588225
27,2,49,58.345103,58.342840,58.295372
27,2,50,83.464789,83.462327,83.434770
27,2,51,87.428202,87.426019,87.399777
27,2,52,92.956420,92.954223,92.929849
27,2,53,73.702512,73.700298,73.672956
27,2,54,61.959417,61.957241,61.924729
27,2,55,75.904507,75.902346,75.877680
27,2,56,134.653000,134.650774,134.623497
27,2,57,113.982002,113.979809,113.950390
27,2,58,87.858993,87.857258,87.823472
27,2,59,122.869145,122.867016,122.832935
27,2,60,95.013998,95.011814,94.987197
27,2,61,141.536880,141.534669,141.504815
27,2,62,119.138862,119.136710,119.127657
27,2,63,273.559465,273.557371,273.531815
27,2,64,119.952638,119.950406,119.923073
27,2,65,102.959853,102.957559,102.935313
27,2,66,113.752000,113.749692,113.717838
27,2,67,116.410402,116.408212,116.379403
27,2,68,267.058120,267.055901,267.031147
27,2,69,133.482715,133.480535,133.455157
27,2,70,106.937337,106.934868,106.896103
27,2,71,89.603974,89.601748,89.573525
27,2,72,100.593292,100.591056,100.558801
27,2,73,115.249507,115.247248,115.224274
27,2,74,115.307729,115.305414,115.282424
27,2,75,118.057763,118.055090,118.031128
27,2,76,126.241779,126.239537,126.216263
27,2,77,270.861427,270.859141,270.823344
27,2,78,268.998598,268.996284,268.953041
27,2,79,165.745164,165.742880,165.699404
27,2,80,277.646555,277.644256,277.615874
27,2,81,288.029471,288.026783,287.980568
27,2,82,107.980448,107.978211,107.944859
27,2,83,169.773019,169.770775,169.742170
27,2,84,335.645904,335.643614,335.619397
27,2,85,300.580006,300.577649,300.553750
27,2,86,274.585112,274.582813,274.562059
27,2,87,281.362971,281.360691,281.333715
27,2,88,283.001303,282.998989,282.968470
27,2,89,141.208879,141.206598,141.194688
27,2,90,273.173707,273.171466,273.141712
27,2,91,338.675844,338.673580,338.641217
27,2,92,305.028486,305.026244,305.003493
27,2,93,321.132316,321.129085,321.091352
27,2,94,315.390794,315.388525,315.358415
27,2,95,358.224809,358.222526,358.180135
27,2,96,311.782265,311.780016,311.742056
27,2,97,351.727014,351.724739,351.693390
27,2,98,326.863551,326.861343,326.826163
27,2,99,355.208515,355.206266,355.170150
27,2,100,285.114402,285.112109,285.081912
27,2,101,382.072104,382.069838,382.037129
27,2,102,348.665858,348.663607,348.632657
27,2,103,374.294776,374.292469,374.265420
27,2,104,389.040763,389.038425,389.000205
27,2,105,401.328008,401.325669,401.294604
27,2,106,339.901210,339.898894,339.876068
27,2,107,354.219728,354.217451,354.180170
27,2,108,443.980280,443.977959,443.942037
27,3,1,0.054185,0.052449,0.027669
27,3,2,0.151854,0.150083,0.115361
27,3,3,0.695876,0.694119,0.677637
27,3,4,0.265110,0.263429,0.237480
27,3,5,0.059218,0.057395,0.046442
27,3,6,0.088070,0.086325,0.080155
27,3,7,0.771960,0.770283,0.745866
27,3,8,0.653689,0.652012,0.633801
27,3,9,1.770256,1.768587,1.757721
27,3,10,0.772564,0.770924,0.752296
27,3,11,1.455972,1.454231,1.445767
27,3,12,1.118493,1.116545,1.091099
27,3,13,1.242540,1.240810,1.221891
27,3,14,0.659687,0.657779,0.637723
27,3,15,0.796972,0.795216,0.781650
27,3,16,2.590282,2.588149,2.571995
27,3,17,1.026507,1.024729,0.999767
27,3,18,2.568208,2.566561,2.547321
27,3,19,2.260800,2.258846,2.237347
27,3,20,2.859000,2.857251,2.835448
27,3,21,2.330382,2.328676,2.308078
27,3,22,5.800767,5.798723,5.759046
27,3,23,2.783366,2.781251,2.741338
27,3,24,4.764338,4.762692,4.739043
27,3,25,3.415764,3.414133,3.390844
27,3,26,6.010565,6.008939,5.985072
27,3,27,9.470000,9.468341,9.443387
27,3,28,9.695672,9.693202,9.668972
27,3,29,17.371252,17.369031,17.339071
27,3,30,15.891007,15.889106,15.860641
27,3,31,17.386815,17.385130,17.326618
27,3,32,22.061414,22.059740,21.982610
27,3,33,34.702393,34.700272,34.664300
27,3,34,30.729865,30.728096,30.664272
27,3,35,38.262016,38.260342,38.222406
27,3,36,43.676932,43.675197,43.643890
27,3,37,35.210464,35.208303,35.176779
27,3,38,21.340696,21.338888,21.308098
27,3,39,52.914083,52.911957,52.856850
27,3,40,31.229707,31.227502,31.199022
27,3,41,37.337461,37.335255,37.275265
27,3,42,22.633157,22.631301,22.598107
27,3,43,20.918386,20.916393,20.888233
27,3,44,46.982381,46.980280,46.916149
27,3,45,55.600275,55.598513,55.566539
27,3,46,55.769313,55.767467,55.699887
27,3,47,51.255572,51.253419,51.224747
27,3,48,53.949711,53.947546,53.885240
27,3,49,60.556702,60.554461,60.489304
27,3,50,69.721288,69.719106,69.657649
27,3,51,52.517221,52.515194,52.441271
27,3,52,62.681722,62.680044,62.646861
27,3,53,67.528510,67.526367,67.512021
27,3,54,77.576821,77.575044,77.538516
27,3,55,67.612168,67.609970,67.570966
27,3,56,68.029163,68.026991,68.001079
27,3,57,51.756983,51.755219,51.714379
27,3,58,78.756121,78.754029,78.688720
27,3,59,65.440794,65.439005,65.403839
27,3,60,99.056417,99.054229,99.018710
27,3,61,72.585804,72.583617,72.523957
27,3,62,87.446645,87.444442,87.421153
27,3,63,107.181831,107.179558,107.148474
27,3,64,72.399065,72.397181,72.374010
27,3,65,79.543588,79.541175,79.490766
27,3,66,131.507646,131.505442,131.458353
27,3,67,82.431008,82.429173,82.398882
27,3,68,113.043544,113.041425,113.012726
