n,seed,n_obs,n_menus,min_menu_size,max_menu_size,method,total_time_s,error,n_iters,n_ip_calls,ip_build_s,ip_total_s,ip_mean_s,ip_max_s,ip_solve_total_s,ip_solve_mean_s,ip_solve_max_s,ip_gurobi_total_s,status,hostname,cpu_model,n_logical_cores
19,1,342,171,2,2,CG_IP,48.096932,6.15829174908816,93,93,0.032264,46.255211,0.497367860215054,1.39122,46.122784,0.495943913978495,1.389742,45.0263295173645,ok,r816u29n04.grace.ycrc.yale.edu,Intel(R) Xeon(R) Gold 6342 CPU @ 2.80GHz,8
19,2,342,171,2,2,CG_IP,41.622399,7.28527816449174,81,81,0.006895,41.152374,0.508054,1.793465,41.061048,0.506926518518518,1.792411,40.095358133316,ok,r816u29n04.grace.ycrc.yale.edu,Intel(R) Xeon(R) Gold 6342 CPU @ 2.80GHz,8
19,3,342,171,2,2,CG_IP,32.51887,6.89712238204405,85,85,0.002046,32.105895,0.377716411764706,1.060866,32.015907,0.376657729411765,1.059819,31.0439124107361,ok,r816u29n04.grace.ycrc.yale.edu,Intel(R) Xeon(R) Gold 6342 CPU @ 2.80GHz,8
19,4,342,171,2,2,CG_IP,46.608346,9.07816631250883,77,77,0.001926,46.241298,0.600536337662338,1.906298,46.159441,0.59947325974026,1.905161,44.9280416965485,ok,r816u29n04.grace.ycrc.yale.edu,Intel(R) Xeon(R) Gold 6342 CPU @ 2.80GHz,8
19,5,342,171,2,2,CG_IP,29.366109,8.01392502615939,75,75,0.007724,28.984284,0.38645712,0.9332,28.906235,0.385416466666667,0.932119,28.0368432998657,ok,r816u29n04.grace.ycrc.yale.edu,Intel(R) Xeon(R) Gold 6342 CPU @ 2.80GHz,8
