n,seed,iter,ip_total_s,ip_solve_s,gurobi_runtime_s
20,1,1,0.037959,0.022290,0.011682
20,1,2,0.026217,0.022547,0.017484
20,1,3,0.044837,0.043063,0.027260
20,1,4,0.036549,0.033511,0.028820
20,1,5,0.034586,0.027584,0.022739
20,1,6,0.019951,0.018728,0.013876
20,1,7,0.020710,0.019785,0.015136
20,1,8,0.022829,0.021846,0.017317
20,1,9,0.060758,0.059759,0.055522
20,1,10,0.119895,0.118938,0.095477
20,1,11,0.073886,0.072922,0.068659
20,1,12,0.449109,0.448036,0.436896
20,1,13,0.192050,0.191078,0.178611
20,1,14,0.155102,0.154126,0.146200
20,1,15,0.216061,0.215100,0.203464
20,1,16,0.449482,0.448515,0.436289
20,1,17,0.414088,0.413110,0.378660
20,1,18,0.311340,0.310365,0.297727
20,1,19,0.147525,0.146530,0.137217
20,1,20,0.287112,0.285798,0.277797
20,1,21,0.407661,0.406669,0.389238
20,1,22,0.431718,0.430747,0.416456
20,1,23,0.290664,0.289676,0.275329
20,1,24,0.284560,0.283574,0.270732
20,1,25,0.404211,0.403023,0.390611
20,1,26,0.708232,0.707245,0.688733
20,1,27,0.574793,0.573803,0.555828
20,1,28,0.621284,0.620272,0.602159
20,1,29,0.513051,0.512059,0.506428
20,1,30,0.559914,0.558896,0.543632
20,1,31,0.655207,0.654152,0.628368
20,1,32,0.601179,0.600186,0.587433
20,1,33,0.604129,0.603129,0.588585
20,1,34,0.555846,0.554863,0.540885
20,1,35,0.427121,0.426129,0.410261
20,1,36,0.586101,0.585096,0.566496
20,1,37,0.625018,0.624038,0.618941
20,1,38,0.526441,0.525386,0.506881
20,1,39,0.486972,0.485985,0.476089
20,1,40,0.656819,0.655798,0.645958
20,1,41,0.694172,0.693171,0.682399
20,1,42,0.552961,0.551632,0.533537
20,1,43,0.869918,0.868618,0.862166
20,1,44,0.804091,0.803099,0.776458
20,1,45,0.698719,0.697727,0.674578
20,1,46,0.952949,0.951946,0.930181
20,1,47,0.864091,0.863084,0.847780
20,1,48,1.173667,1.172645,1.161562
20,1,49,0.862539,0.861523,0.838674
20,1,50,0.778742,0.777715,0.771020
20,1,51,0.981090,0.980099,0.973313
20,1,52,0.933099,0.932066,0.919244
20,1,53,1.077697,1.076598,1.061220
20,1,54,1.159074,1.158009,1.146047
20,1,55,0.823849,0.822828,0.800856
20,1,56,1.368160,1.366837,1.339889
20,1,57,1.902473,1.901461,1.883789
20,1,58,1.840393,1.839345,1.816801
20,1,59,1.502829,1.501768,1.466778
20,1,60,1.234451,1.233098,1.209987
20,1,61,1.746845,1.745752,1.729599
20,1,62,2.117880,2.116850,2.082229
20,1,63,1.846585,1.845237,1.823455
20,1,64,2.053179,2.052103,2.031576
20,1,65,2.081288,2.080236,2.062296
20,1,66,2.493401,2.492315,2.473391
20,1,67,1.843771,1.842771,1.825092
20,1,68,1.581402,1.580378,1.553558
20,1,69,1.546025,1.544622,1.523757
20,1,70,2.154394,2.153379,2.127814
20,1,71,1.887016,1.885962,1.859999
20,1,72,1.549691,1.548605,1.529724
20,1,73,1.409994,1.408998,1.391217
20,1,74,1.936335,1.935320,1.909579
20,1,75,1.816083,1.814724,1.783562
20,1,76,2.115976,2.114965,2.093986
20,1,77,2.241875,2.240825,2.216348
20,1,78,1.976263,1.975262,1.949316
20,1,79,1.779745,1.778674,1.753818
20,1,80,2.611315,2.610286,2.591055
20,1,81,1.980249,1.978919,1.960516
20,1,82,2.584297,2.583225,2.548543
20,1,83,2.253330,2.252248,2.226255
20,1,84,2.509793,2.508753,2.482826
20,2,1,0.032644,0.028077,0.011958
20,2,2,0.033970,0.031835,0.014325
20,2,3,0.034911,0.033825,0.017229
20,2,4,0.031956,0.031007,0.015608
20,2,5,0.020461,0.019519,0.015469
20,2,6,0.021854,0.020821,0.016057
20,2,7,0.025354,0.024311,0.018982
20,2,8,0.060869,0.059879,0.055675
20,2,9,0.023819,0.022877,0.018644
20,2,10,0.040203,0.039173,0.022962
20,2,11,0.086133,0.085092,0.080606
20,2,12,0.135138,0.134134,0.125693
20,2,13,0.235565,0.234570,0.223206
20,2,14,0.280657,0.279660,0.269097
20,2,15,0.256235,0.255000,0.247471
20,2,16,0.030922,0.029862,0.020438
20,2,17,0.330488,0.329497,0.318827
20,2,18,0.170535,0.169523,0.154599
20,2,19,0.215761,0.214543,0.203923
20,2,20,0.423558,0.422345,0.401929
20,2,21,0.270728,0.269651,0.258309
20,2,22,0.265855,0.264859,0.253956
20,2,23,0.295303,0.294298,0.281336
20,2,24,0.215653,0.214664,0.205257
20,2,25,0.427308,0.426297,0.414910
20,2,26,0.320762,0.319707,0.301697
20,2,27,0.230666,0.229650,0.224746
20,2,28,0.373223,0.372229,0.352781
20,2,29,0.244339,0.243328,0.229809
20,2,30,0.240187,0.239185,0.227385
20,2,31,0.284380,0.283376,0.275581
20,2,32,0.392009,0.391012,0.382401
20,2,33,0.475112,0.474101,0.457241
20,2,34,0.528911,0.527903,0.514240
20,2,35,0.547222,0.546201,0.527334
20,2,36,0.578761,0.577752,0.554076
20,2,37,0.510591,0.509593,0.498986
20,2,38,0.560752,0.559741,0.540728
20,2,39,0.540002,0.538783,0.530495
20,2,40,0.553150,0.552148,0.538354
20,2,41,0.580143,0.579088,0.568996
20,2,42,0.455227,0.454194,0.429024
20,2,43,0.546075,0.544844,0.519390
20,2,44,0.562810,0.561736,0.552216
20,2,45,0.514319,0.513304,0.501806
