n,seed,iter,ip_total_s,ip_solve_s,gurobi_runtime_s
37,1,1,0.134400,0.115532,0.079396
37,1,2,146.621261,146.613878,146.547928
37,1,3,155.434598,155.429768,155.394573
37,1,4,3.685291,3.679839,3.598790
37,1,5,10.294118,10.282974,10.251654
37,1,6,45.778384,45.774352,45.740391
37,1,7,13.427095,13.423680,13.393066
37,1,8,92.256238,92.252429,92.111441
37,1,9,67.681339,67.677908,67.591367
37,1,10,61.523012,61.519622,61.473351
37,1,11,518.294179,518.290713,518.240303
37,1,12,781.915954,781.912331,781.835903
37,1,13,354.370925,354.367450,354.315848
37,1,14,921.098938,921.095335,920.985738
37,1,15,3115.226861,3115.223214,3115.126475
37,1,16,4429.599662,4429.596182,4429.486537
37,1,17,6061.147432,6061.143865,6061.036380
37,1,18,6183.237804,6183.234325,6183.118129
37,1,19,5315.613132,5315.609628,5315.516246
37,1,20,9485.924974,9485.921512,9485.841697
37,1,21,7319.166595,7319.163107,7319.105999
37,1,22,5399.810236,5399.806767,5399.690807
37,1,23,9973.157265,9973.153718,9973.061711
