n,seed,n_obs,n_menus,min_menu_size,max_menu_size,method,total_time_s,error,n_iters,n_ip_calls,ip_build_s,ip_total_s,ip_mean_s,ip_max_s,ip_solve_total_s,ip_solve_mean_s,ip_solve_max_s,ip_gurobi_total_s,status,hostname,cpu_model,n_logical_cores
31,1,930,465,2,2,CG_IP,233887.196323,23.149818357312,138,138,0.037724,233875.248794,1694.74817966667,5266.934466,233874.768874,1694.74470198551,5266.931387,233868.344903231,ok,r816u29n04.grace.ycrc.yale.edu,Intel(R) Xeon(R) Gold 6342 CPU @ 2.80GHz,8
31,2,930,465,2,2,CG_IP,274043.805256,20.4420475560095,157,157,0.008763,274034.947721,1745.44552688535,5283.103518,274034.510228,1745.44274030573,5283.100812,274028.160209417,ok,r816u29n04.grace.ycrc.yale.edu,Intel(R) Xeon(R) Gold 6342 CPU @ 2.80GHz,8
