n,seed,iter,ip_total_s,ip_solve_s,gurobi_runtime_s
34,1,1,0.103372,0.081376,0.066301
34,1,2,10.123938,10.117995,10.079301
34,1,3,10.370002,10.365386,10.332625
34,1,4,0.837893,0.832390,0.793197
34,1,5,21.373818,21.362068,21.335324
34,1,6,1.750226,1.747260,1.712068
34,1,7,13.229969,13.226849,13.202572
34,1,8,19.680048,19.676999,19.654054
34,1,9,21.344862,21.341752,21.311573
34,1,10,9.171370,9.168490,9.129169
34,1,11,88.070021,88.066946,88.041789
34,1,12,354.232400,354.229324,354.179571
34,1,13,32.697837,32.694706,32.660292
34,1,14,89.929217,89.925866,89.900518
34,1,15,164.133292,164.130221,164.096374
34,1,16,60.751059,60.747951,60.718842
34,1,17,69.212047,69.208894,69.176283
34,1,18,524.594505,524.591401,524.550234
34,1,19,511.520930,511.517840,511.483990
34,1,20,478.516680,478.513545,478.470919
34,1,21,1429.910807,1429.907673,1429.858793
34,1,22,1373.675019,1373.671916,1373.634977
34,1,23,1690.965071,1690.961961,1690.923286
34,1,24,738.627552,738.624453,738.583031
34,1,25,590.794805,590.791649,590.741956
34,1,26,663.572230,663.569050,663.520643
34,1,27,2639.257879,2639.254726,2639.215537
34,1,28,1370.311384,1370.308205,1370.267693
34,1,29,1942.592697,1942.589369,1942.541354
34,1,30,2477.726113,2477.722952,2477.675439
34,1,31,5072.087770,5072.084498,5072.042214
34,1,32,3375.308139,3375.304884,3375.260654
34,1,33,3459.590178,3459.586978,3459.550696
34,1,34,3140.931370,3140.928127,3140.880179
34,1,35,1949.709501,1949.706332,1949.654861
34,1,36,5345.639893,5345.636722,5345.584855
34,1,37,4295.836301,4295.833111,4295.793408
34,1,38,4352.061808,4352.058621,4352.016394
34,1,39,4275.325788,4275.322654,4275.261403
34,1,40,5860.382479,5860.379281,5860.333026
34,1,41,8590.094616,8590.091476,8590.033375
34,1,42,7636.408357,7636.405198,7636.352601
34,1,43,9717.839748,9717.836618,9717.781334
