n,seed,iter,ip_total_s,ip_solve_s,gurobi_runtime_s
23,1,1,0.060802,0.042172,0.018350
23,1,2,0.034610,0.030890,0.025783
23,1,3,0.147967,0.145806,0.126801
23,1,4,0.050635,0.046727,0.028415
23,1,5,0.121909,0.113482,0.104152
23,1,6,0.086278,0.084715,0.079337
23,1,7,0.114572,0.113302,0.105392
23,1,8,0.056834,0.055551,0.038846
23,1,9,0.236460,0.235051,0.224490
23,1,10,0.208435,0.207116,0.196808
23,1,11,0.726781,0.725497,0.711571
23,1,12,0.245567,0.244291,0.211027
23,1,13,0.529307,0.527757,0.513357
23,1,14,0.748564,0.747223,0.721021
23,1,15,0.437854,0.436521,0.419129
23,1,16,0.688752,0.687451,0.676683
23,1,17,0.911165,0.909893,0.890124
23,1,18,0.286893,0.285626,0.274301
23,1,19,1.426685,1.425381,1.408123
23,1,20,1.279974,1.278632,1.269630
23,1,21,0.936075,0.934745,0.917171
23,1,22,0.834673,0.833376,0.821617
23,1,23,0.861051,0.859757,0.844508
23,1,24,1.020391,1.019087,1.005619
23,1,25,0.822930,0.821338,0.806280
23,1,26,0.814708,0.813375,0.799760
23,1,27,1.499143,1.497683,1.485406
23,1,28,0.965886,0.964508,0.952173
23,1,29,1.119773,1.118495,1.098580
23,1,30,1.007112,1.005812,0.985469
23,1,31,0.979788,0.978517,0.963919
23,1,32,1.755968,1.754510,1.732063
23,1,33,1.361187,1.359896,1.337518
23,1,34,1.443360,1.442097,1.421645
23,1,35,1.398334,1.396746,1.371504
23,1,36,1.662902,1.661464,1.637396
23,1,37,1.739181,1.737805,1.717206
23,1,38,1.469279,1.467989,1.445759
23,1,39,1.457503,1.456131,1.436396
23,1,40,3.238290,3.236928,3.223475
23,1,41,2.748933,2.747349,2.692460
23,1,42,5.828196,5.826653,5.802891
23,1,43,3.233829,3.231975,3.216663
23,1,44,3.162891,3.161446,3.150628
23,1,45,3.342931,3.341324,3.321689
23,1,46,3.697730,3.696160,3.673386
23,1,47,3.366758,3.365374,3.339136
23,1,48,3.705678,3.704009,3.681488
23,1,49,3.875273,3.873798,3.856375
23,1,50,3.169051,3.167343,3.148174
23,1,51,3.306327,3.304862,3.284087
23,1,52,3.224419,3.222719,3.186405
23,1,53,3.507044,3.505692,3.498555
23,1,54,3.286656,3.285283,3.250214
23,1,55,4.416256,4.414858,4.399640
23,1,56,6.222662,6.221361,6.205462
23,1,57,4.258348,4.257025,4.193493
23,1,58,5.985369,5.983565,5.963132
23,1,59,7.390906,7.389037,7.374990
23,1,60,4.873949,4.872581,4.843638
23,1,61,7.637420,7.636015,7.615174
23,1,62,4.919037,4.917718,4.905639
23,1,63,6.514398,6.512844,6.502764
23,1,64,5.689585,5.688179,5.662321
23,1,65,3.900529,3.899238,3.879095
23,1,66,7.075696,7.074326,7.050262
23,1,67,5.520309,5.518973,5.499268
23,1,68,6.225776,6.223804,6.209415
23,1,69,6.500679,6.498790,6.475595
23,1,70,7.251863,7.249945,7.224497
23,1,71,8.419057,8.417149,8.388651
23,1,72,8.181177,8.179272,8.112863
23,1,73,6.301106,6.299270,6.286350
23,1,74,9.117310,9.115429,9.098335
23,1,75,7.108887,7.107015,7.080501
23,1,76,6.915096,6.913231,6.835867
23,1,77,6.387718,6.386307,6.360593
23,1,78,5.795814,5.794208,5.768125
23,1,79,10.804705,10.803296,10.759890
23,1,80,11.172475,11.170747,11.038477
23,1,81,10.979986,10.978500,10.951875
23,1,82,8.649982,8.648610,8.625472
23,1,83,9.588760,9.586741,9.570227
23,1,84,8.367126,8.365276,8.348064
23,1,85,8.778712,8.777189,8.754109
23,1,86,8.176981,8.175675,8.155196
23,1,87,10.515876,10.514082,10.490754
23,1,88,10.146209,10.144351,10.124481
23,1,89,11.979514,11.976910,11.948323
23,1,90,8.775563,8.773652,8.748500
23,1,91,8.404870,8.402867,8.371401
23,1,92,11.960658,11.958670,11.939097
23,1,93,11.294313,11.292320,11.268448
23,1,94,9.474830,9.472876,9.447239
23,1,95,13.592381,13.590900,13.575744
23,1,96,13.186672,13.184891,13.163522
23,1,97,14.417680,14.416178,14.390598
23,1,98,14.423255,14.421702,14.394602
23,1,99,13.855611,13.853690,13.833635
23,1,100,17.272261,17.270315,17.242864
23,1,101,14.826458,14.824498,14.796413
23,1,102,9.791943,9.789855,9.780882
23,1,103,14.954525,14.952554,14.942159
23,1,104,11.997913,11.995847,11.971197
23,1,105,14.985186,14.983361,14.869438
23,1,106,14.506712,14.505174,14.469964
23,1,107,29.722528,29.720581,29.696469
23,1,108,14.996068,14.994096,14.967423
23,1,109,18.612367,18.610280,18.581761
23,1,110,22.866293,22.864313,22.841116
23,1,111,21.226856,21.224791,21.195089
23,1,112,25.369339,25.367375,25.355581
23,1,113,25.065902,25.063940,25.040477
23,1,114,18.115190,18.113262,18.012257
23,1,115,15.807986,15.806022,15.785419
23,1,116,15.822006,15.820057,15.801911
23,1,117,24.572989,24.571007,24.545155
23,1,118,26.072472,26.070532,26.058990
23,1,119,25.449056,25.447104,25.435906
23,2,1,0.037894,0.032634,0.015899
23,2,2,0.034171,0.031840,0.026026
23,2,3,0.124990,0.123681,0.118079
23,2,4,0.036158,0.034906,0.029203
23,2,5,0.135061,0.133724,0.119839
23,2,6,0.040548,0.039295,0.033464
23,2,7,0.061743,0.060415,0.055389
23,2,8,0.073220,0.071973,0.040596
23,2,9,0.049784,0.048484,0.043718
23,2,10,0.629262,0.627989,0.620480
23,2,11,0.226350,0.225027,0.199535
23,2,12,0.522502,0.521246,0.508275
23,2,13,0.458491,0.457228,0.450859
23,2,14,0.169743,0.168509,0.155746
23,2,15,0.436449,0.435167,0.423614
23,2,16,0.457988,0.456664,0.442622
23,2,17,0.684104,0.682812,0.669823
23,2,18,0.814069,0.812799,0.799945
23,2,19,0.712304,0.711012,0.683332
23,2,20,0.745115,0.743877,0.732721
23,2,21,0.776488,0.775214,0.761968
23,2,22,0.817454,0.816118,0.802612
23,2,23,1.040400,1.039140,1.032336
23,2,24,0.764582,0.763267,0.741797
23,2,25,1.022976,1.021661,1.005643
23,2,26,1.526011,1.524675,1.502832
23,2,27,1.807322,1.805924,1.782629
23,2,28,0.948407,0.946898,0.932415
23,2,29,1.176157,1.174832,1.155495
23,2,30,1.324904,1.323666,1.301843
23,2,31,1.852851,1.851602,1.826656
23,2,32,1.907860,1.906516,1.881156
23,2,33,1.919577,1.918305,1.894082
23,2,34,1.095801,1.094488,1.085513
23,2,35,3.199247,3.197964,3.178311
23,2,36,2.100873,2.099619,2.019010
23,2,37,2.012857,2.011592,1.989652
23,2,38,2.546932,2.545608,2.524460
23,2,39,2.555164,2.553889,2.537770
23,2,40,1.976509,1.975260,1.953473
23,2,41,2.094064,2.092824,2.075237
23,2,42,3.857817,3.856414,3.838299
23,2,43,2.821266,2.819936,2.794000
23,2,44,2.313719,2.312412,2.288891
23,2,45,3.266469,3.265090,3.247073
23,2,46,2.971572,2.969940,2.945993
23,2,47,3.174807,3.173381,3.068035
23,2,48,3.263680,3.262353,3.242315
23,2,49,3.582071,3.580412,3.570242
23,2,50,3.238299,3.236807,3.224550
23,2,51,3.451365,3.450019,3.423107
23,2,52,3.263813,3.262362,3.253692
23,2,53,3.520353,3.519019,3.498489
23,2,54,3.790271,3.788968,3.761941
23,2,55,3.361502,3.360212,3.341318
23,2,56,4.585647,4.584029,4.551365
23,2,57,3.771737,3.770225,3.748831
23,2,58,4.296458,4.294744,4.268364
23,2,59,5.004972,5.003555,4.981243
23,2,60,5.240542,5.239217,5.220383
23,2,61,5.283252,5.281871,5.267185
23,2,62,5.992581,5.991091,5.981238
23,2,63,7.389298,7.387919,7.373444
23,2,64,8.296260,8.294804,8.275937
23,2,65,8.626452,8.625101,8.605673
23,2,66,7.006005,7.004265,6.990745
23,2,67,11.762492,11.760679,11.749012
23,2,68,13.893136,13.891280,13.864368
23,2,69,9.812953,9.811032,9.787780
23,2,70,8.640338,8.638895,8.572524
23,2,71,10.213092,10.211490,10.185344
23,2,72,7.234303,7.232872,7.210831
23,2,73,9.862294,9.860899,9.847380
23,2,74,9.592520,9.591141,9.564596
23,2,75,9.632231,9.630885,9.612112
23,2,76,10.375780,10.374359,10.356693
23,2,77,10.283798,10.282237,10.262107
23,2,78,8.609033,8.607725,8.588369
23,2,79,9.982751,9.981423,9.962410
23,2,80,12.856468,12.855116,12.827882
23,2,81,9.985080,9.983744,9.961848
23,2,82,12.310453,12.309067,12.286608
23,2,83,13.897686,13.896139,13.866533
23,2,84,9.247018,9.245656,9.221873
23,2,85,14.500744,14.499340,14.471794
23,2,86,12.503961,12.502173,12.481403
23,2,87,10.372582,10.370715,10.349866
23,2,88,15.218633,15.216841,15.182145
23,2,89,15.147365,15.145524,15.121518
23,2,90,13.887690,13.885833,13.858246
23,2,91,25.957198,25.955477,25.942781
23,2,92,16.746911,16.745008,16.717497
23,2,93,15.572007,15.570046,15.544120
23,2,94,19.399408,19.397534,19.367851
23,2,95,14.350633,14.348749,14.238958
23,2,96,15.210411,15.208475,15.180029
23,2,97,27.156841,27.154907,27.129582
23,3,1,0.117001,0.115629,0.017357
23,3,2,0.115791,0.114475,0.100559
23,3,3,0.102850,0.101612,0.096078
23,3,4,0.028981,0.027655,0.021861
23,3,5,0.061617,0.060351,0.055196
23,3,6,0.111921,0.110605,0.093414
23,3,7,0.417701,0.416388,0.407171
23,3,8,0.419054,0.417759,0.390922
23,3,9,0.736041,0.734635,0.724184
23,3,10,0.551886,0.550550,0.531517
23,3,11,1.075027,1.073756,1.065411
23,3,12,0.575085,0.573794,0.549330
23,3,13,0.784383,0.782983,0.767360
23,3,14,0.618662,0.617294,0.604076
23,3,15,1.097241,1.095933,1.081788
23,3,16,0.865320,0.863972,0.841085
23,3,17,0.937270,0.935865,0.920105
23,3,18,0.807758,0.806432,0.795119
23,3,19,0.929141,0.927804,0.914684
23,3,20,0.997291,0.995994,0.982110
23,3,21,1.084060,1.082717,1.055424
23,3,22,1.312011,1.310577,1.290101
23,3,23,1.294757,1.293424,1.272224
23,3,24,2.083967,2.082658,2.071506
23,3,25,1.658170,1.656859,1.633661
23,3,26,1.957727,1.956379,1.929373
23,3,27,1.560533,1.559127,1.532357
23,3,28,1.488009,1.486659,1.469368
23,3,29,2.009761,2.008456,1.988839
23,3,30,1.337128,1.335810,1.311054
23,3,31,1.630655,1.629086,1.606968
23,3,32,2.242095,2.240695,2.221057
23,3,33,1.979482,1.978110,1.952956
23,3,34,1.690982,1.689615,1.664099
23,3,35,1.949805,1.948477,1.928136
23,3,36,2.258735,2.257409,2.235023
23,3,37,1.479267,1.477933,1.458940
23,3,38,1.368903,1.367595,1.348538
23,3,39,1.309818,1.308503,1.287975
23,3,40,2.548218,2.546838,2.525310
23,3,41,1.753984,1.752656,1.743729
23,3,42,1.395709,1.394405,1.371381
23,3,43,3.582575,3.581229,3.560305
23,3,44,1.990708,1.989339,1.964616
23,3,45,2.701862,2.700522,2.672271
23,3,46,2.640387,2.639061,2.612008
23,3,47,3.700140,3.698761,3.563067
23,3,48,4.604758,4.603249,4.580332
23,3,49,5.205142,5.203564,5.131937
23,3,50,4.777429,4.775691,4.755557
23,3,51,6.578675,6.577020,6.554785
23,3,52,4.481604,4.480028,4.457647
23,3,53,7.132570,7.131158,7.108082
23,3,54,5.916784,5.915046,5.893919
23,3,55,8.238365,8.236588,8.214209
23,3,56,5.133445,5.131872,5.110517
23,3,57,8.165993,8.164230,8.141230
23,3,58,6.987965,6.986127,6.873137
23,3,59,7.519508,7.517592,7.409402
23,3,60,7.575452,7.573588,7.548973
23,3,61,8.053895,8.052020,8.022911
23,3,62,8.694172,8.692435,8.662495
23,3,63,7.636207,7.634356,7.609755
23,3,64,9.826459,9.824225,9.795513
23,3,65,8.837560,8.835745,8.809617
23,3,66,9.819721,9.817892,9.752825
23,3,67,10.659447,10.657449,10.618167
23,3,68,8.619680,8.618229,8.593167
23,3,69,12.884046,12.882474,12.860131
23,3,70,14.604383,14.602834,14.583488
23,3,71,14.478396,14.476966,14.455683
23,3,72,9.753643,9.752011,9.637489
23,3,73,11.221504,11.219737,11.189722
23,3,74,11.175883,11.174056,11.156933
23,3,75,12.341438,12.339615,12.319652
23,3,76,12.615943,12.614098,12.590657
23,3,77,13.937978,13.936094,13.908113
23,3,78,15.060190,15.058271,14.994765
23,3,79,12.585595,12.583742,12.556475
23,3,80,17.409266,17.407412,17.386343
23,3,81,22.474480,22.472612,22.446615
23,3,82,20.385030,20.383171,20.275307
23,3,83,18.062291,18.060443,18.037365
23,3,84,19.590580,19.588710,19.558666
23,3,85,22.714763,22.712926,22.690449
23,4,1,0.081292,0.079905,0.017646
23,4,2,0.235940,0.234623,0.222616
23,4,3,0.037575,0.036224,0.031088
23,4,4,0.084056,0.082706,0.076842
23,4,5,0.059524,0.058240,0.052798
23,4,6,0.041574,0.040248,0.035281
23,4,7,0.246038,0.244748,0.236009
23,4,8,0.342164,0.340793,0.316936
23,4,9,0.057908,0.056604,0.046287
23,4,10,0.426998,0.425594,0.416542
23,4,11,0.376937,0.375613,0.363502
23,4,12,0.351469,0.350178,0.334515
23,4,13,0.663234,0.661955,0.654197
23,4,14,0.295348,0.294010,0.280303
23,4,15,0.527415,0.526090,0.519836
23,4,16,0.701045,0.699654,0.690037
23,4,17,0.441425,0.440095,0.421326
23,4,18,0.209703,0.208300,0.198832
23,4,19,0.360675,0.359290,0.340993
23,4,20,0.809606,0.808302,0.798489
23,4,21,0.831197,0.829867,0.817977
23,4,22,1.064955,1.063556,1.057213
23,4,23,1.175671,1.174317,1.154263
23,4,24,1.121075,1.119650,1.100626
23,4,25,1.225492,1.224172,1.201807
23,4,26,1.313002,1.311679,1.286614
23,4,27,1.516179,1.514834,1.493384
23,4,28,1.389975,1.388671,1.370961
23,4,29,1.175016,1.173704,1.147744
23,4,30,1.017903,1.016586,0.990701
23,4,31,1.220192,1.218711,1.193027
