n,seed,iter,ip_total_s,ip_solve_s,gurobi_runtime_s
22,1,1,0.059264,0.040326,0.016458
22,1,2,0.027698,0.024022,0.019269
22,1,3,0.088509,0.086400,0.070045
22,1,4,0.044246,0.040825,0.023726
22,1,5,0.047911,0.039594,0.021825
22,1,6,0.275746,0.274179,0.263199
22,1,7,0.030090,0.028913,0.022932
22,1,8,0.100477,0.099323,0.081794
22,1,9,0.073505,0.072334,0.067248
22,1,10,0.246434,0.245247,0.231851
22,1,11,0.247505,0.246327,0.239043
22,1,12,0.236370,0.235185,0.203553
22,1,13,0.406617,0.405444,0.393193
22,1,14,0.234086,0.232632,0.200622
22,1,15,0.331196,0.330022,0.318535
22,1,16,0.180649,0.179484,0.160657
22,1,17,0.135602,0.134309,0.124444
22,1,18,0.838895,0.837603,0.828244
22,1,19,0.306056,0.304849,0.291584
22,1,20,0.667014,0.665864,0.650628
22,1,21,0.729109,0.727917,0.716097
22,1,22,0.724910,0.723766,0.704991
22,1,23,0.748724,0.747479,0.732630
22,1,24,0.881677,0.880499,0.861152
22,1,25,0.776539,0.775367,0.757794
22,1,26,0.977543,0.976353,0.963468
22,1,27,0.660860,0.659673,0.645787
22,1,28,0.960362,0.959191,0.947787
22,1,29,0.915657,0.914470,0.903997
22,1,30,0.960943,0.959722,0.945343
22,1,31,0.943162,0.941932,0.926457
22,1,32,0.836251,0.834780,0.820993
22,1,33,1.030906,1.029713,1.008458
22,1,34,0.824870,0.823622,0.806663
22,1,35,0.543578,0.542242,0.530729
22,1,36,0.760852,0.759683,0.752384
22,1,37,0.796103,0.794908,0.783763
22,1,38,0.936034,0.934756,0.923972
22,1,39,0.685307,0.684105,0.656905
22,1,40,0.956750,0.955519,0.936553
22,1,41,1.188326,1.187115,1.175918
22,1,42,1.753613,1.752434,1.726150
22,1,43,1.538946,1.537448,1.511626
22,1,44,1.143511,1.142299,1.119132
22,1,45,1.717841,1.716588,1.701763
22,1,46,2.373884,2.372640,2.347394
22,1,47,1.439295,1.438039,1.424515
22,1,48,1.548032,1.546712,1.528626
22,1,49,2.185549,2.184272,2.160902
22,1,50,2.504045,2.502854,2.419870
22,1,51,1.769832,1.768355,1.740717
22,1,52,2.156853,2.155525,2.115647
22,1,53,1.360262,1.358957,1.352764
22,1,54,2.011127,2.009897,1.982459
22,1,55,1.903668,1.902398,1.884151
22,1,56,2.216087,2.214577,2.188043
22,1,57,2.292817,2.291475,2.271309
22,1,58,3.134474,3.132645,3.115164
22,1,59,3.106504,3.104982,3.083682
22,1,60,2.936796,2.935409,2.916106
22,1,61,2.173031,2.171757,2.140137
22,1,62,2.668421,2.666877,2.644988
22,1,63,2.633151,2.631725,2.605275
22,1,64,2.939428,2.938160,2.908745
22,1,65,2.343470,2.341961,2.328664
22,1,66,2.146984,2.145684,2.131219
22,1,67,3.390242,3.389010,3.361402
22,1,68,4.138093,4.136710,4.118534
22,1,69,4.435330,4.434051,4.412495
22,1,70,4.206839,4.204957,4.185896
22,1,71,3.910649,3.909363,3.881339
22,1,72,3.708207,3.706525,3.678197
22,1,73,4.725507,4.724148,4.697404
22,1,74,4.142856,4.141241,4.117059
22,1,75,3.657765,3.656396,3.628314
22,1,76,5.080079,5.078420,5.068232
22,1,77,3.380903,3.379580,3.369188
22,1,78,3.702231,3.700543,3.632009
22,1,79,4.248447,4.247104,4.225689
22,1,80,3.946983,3.944372,3.924747
22,1,81,4.939515,4.937932,4.916107
22,1,82,4.651248,4.649734,4.628620
22,1,83,4.942769,4.941034,4.930240
22,1,84,5.606145,5.604579,5.562666
22,1,85,4.796735,4.795280,4.781919
22,1,86,5.103865,5.102191,4.862266
22,1,87,4.730720,4.729403,4.705600
22,1,88,5.458019,5.456283,5.434094
22,1,89,6.574637,6.572865,6.545363
22,1,90,8.000822,7.999045,7.975920
22,1,91,7.033739,7.031987,7.015917
22,1,92,5.579766,5.578074,5.554514
22,1,93,6.475309,6.473784,6.449159
22,1,94,7.464203,7.462396,7.436527
22,1,95,7.905473,7.903679,7.877159
22,1,96,6.780424,6.778688,6.766766
22,1,97,6.488043,6.486336,6.417276
