n,seed,n_obs,n_menus,min_menu_size,max_menu_size,method,total_time_s,error,n_iters,n_ip_calls,ip_build_s,ip_total_s,ip_mean_s,ip_max_s,ip_solve_total_s,ip_solve_mean_s,ip_solve_max_s,ip_gurobi_total_s,status,hostname,cpu_model,n_logical_cores
27,1,702,351,2,2,CG_IP,25903.635467,17.9237798799059,121,121,0.030511,25898.388584,214.036269289256,686.228605,25898.075665,214.033683181818,686.225878,25894.1821534634,ok,r816u23n06.grace.ycrc.yale.edu,Intel(R) Xeon(R) Gold 6342 CPU @ 2.80GHz,8
27,2,702,351,2,2,CG_IP,13857.885821,17.2033735492087,108,108,0.006962,13854.294736,128.280506814815,443.98028,13854.064551,128.278375472222,443.977959,13850.7466757298,ok,r816u23n06.grace.ycrc.yale.edu,Intel(R) Xeon(R) Gold 6342 CPU @ 2.80GHz,8
27,3,702,351,2,2,CG_IP,10456.670877,16.5640126098475,113,113,0.003016,10452.026473,92.4958094955752,310.032289,10451.793006,92.4937434159292,310.029812,10447.8964402676,ok,r816u23n06.grace.ycrc.yale.edu,Intel(R) Xeon(R) Gold 6342 CPU @ 2.80GHz,8
27,4,702,351,2,2,CG_IP,9518.268946,16.6108299662869,119,119,0.002964,9513.837225,79.9482119747899,304.613352,9513.591928,79.9461506554622,304.611059,9509.59939885139,ok,r816u23n06.grace.ycrc.yale.edu,Intel(R) Xeon(R) Gold 6342 CPU @ 2.80GHz,8
27,5,702,351,2,2,CG_IP,13674.047526,17.9817269672933,122,122,0.008394,13669.169383,112.042371991803,347.206498,13668.912671,112.040267795082,347.20427,13664.8309774399,ok,r816u23n06.grace.ycrc.yale.edu,Intel(R) Xeon(R) Gold 6342 CPU @ 2.80GHz,8
