n,seed,iter,ip_total_s,ip_solve_s,gurobi_runtime_s
44,1,1,0.200509,0.182280,0.145890
44,1,2,810.306022,810.298102,810.181536
44,1,3,1171.572560,1171.566648,1171.498069
44,1,4,51.278451,51.270234,51.211641
44,1,5,306.267591,306.244830,306.180036
44,1,6,802.567414,802.562107,802.444999
44,1,7,7379.907103,7379.902299,7379.821455
44,1,8,1128.100305,1128.095364,1128.034047
44,1,9,1792.441136,1792.436343,1792.337967
44,1,10,16910.108333,16910.103590,16909.970422
44,1,11,481964.670317,481964.665535,481964.454027
