n,seed,n_obs,n_menus,min_menu_size,max_menu_size,method,total_time_s,error,n_iters,n_ip_calls,ip_build_s,ip_total_s,ip_mean_s,ip_max_s,ip_solve_total_s,ip_solve_mean_s,ip_solve_max_s,ip_gurobi_total_s,status,hostname,cpu_model,n_logical_cores
23,1,506,253,2,2,CG_IP,849.96388,10.6584040330108,119,119,0.032759,847.43245,7.12128109243698,29.722528,847.211557,7.1194248487395,29.720581,844.374749660492,ok,r816u35n05.grace.ycrc.yale.edu,Intel(R) Xeon(R) Gold 6342 CPU @ 2.80GHz,8
23,2,506,253,2,2,CG_IP,557.675725,12.8500881686654,97,97,0.006762,556.5024,5.7371381443299,27.156841,556.357751,5.73564691752577,27.154907,554.230468511581,ok,r816u35n05.grace.ycrc.yale.edu,Intel(R) Xeon(R) Gold 6342 CPU @ 2.80GHz,8
23,3,506,253,2,2,CG_IP,480.91992,13.7229672880921,85,85,0.002426,479.119709,5.63670245882353,22.714763,478.989662,5.63517249411765,22.712926,476.521643161774,ok,r816u35n05.grace.ycrc.yale.edu,Intel(R) Xeon(R) Gold 6342 CPU @ 2.80GHz,8
23,4,506,253,2,2,CG_IP,324.246818,13.0222422873206,90,90,0.002549,322.660118,3.58511242222222,11.202028,322.529003,3.58365558888889,11.200568,320.508377552032,ok,r816u35n05.grace.ycrc.yale.edu,Intel(R) Xeon(R) Gold 6342 CPU @ 2.80GHz,8
23,5,506,253,2,2,CG_IP,733.762638,9.27545296942069,106,106,0.008243,731.6978,6.90280943396226,30.354817,731.528633,6.90121351886792,30.352915,728.849455595016,ok,r816u35n05.grace.ycrc.yale.edu,Intel(R) Xeon(R) Gold 6342 CPU @ 2.80GHz,8
