n,seed,n_obs,n_menus,min_menu_size,max_menu_size,method,total_time_s,error,n_iters,n_ip_calls,ip_build_s,ip_total_s,ip_mean_s,ip_max_s,ip_solve_total_s,ip_solve_mean_s,ip_solve_max_s,ip_gurobi_total_s,status,hostname,cpu_model,n_logical_cores
16,1,240,120,2,2,CG_IP,17.001399,4.67747279965945,72,72,0.037341,14.944492,0.207562388888889,0.531492,14.838831,0.206094875,0.530356,13.9583110809326,ok,r816u29n01.grace.ycrc.yale.edu,Intel(R) Xeon(R) Gold 6342 CPU @ 2.80GHz,8
16,2,240,120,2,2,CG_IP,13.987269,4.31122602862218,68,68,0.008667,13.457242,0.197900617647059,0.357505,13.386725,0.196863602941176,0.356544,12.6511781215668,ok,r816u29n01.grace.ycrc.yale.edu,Intel(R) Xeon(R) Gold 6342 CPU @ 2.80GHz,8
16,3,240,120,2,2,CG_IP,14.17122,5.33470052235342,73,73,0.002264,13.719385,0.187936780821918,0.369442,13.649418,0.186978328767123,0.368485,12.8753004074097,ok,r816u29n01.grace.ycrc.yale.edu,Intel(R) Xeon(R) Gold 6342 CPU @ 2.80GHz,8
16,4,240,120,2,2,CG_IP,12.347454,5.08445493903844,66,66,0.002147,11.921028,0.180621636363636,0.39784,11.8588,0.179678787878788,0.396954,11.2243051528931,ok,r816u29n01.grace.ycrc.yale.edu,Intel(R) Xeon(R) Gold 6342 CPU @ 2.80GHz,8
16,5,240,120,2,2,CG_IP,12.485947,5.12800046674011,68,68,0.009003,12.018897,0.176748485294118,0.426636,11.954576,0.175802588235294,0.425681,11.333815574646,ok,r816u29n01.grace.ycrc.yale.edu,Intel(R) Xeon(R) Gold 6342 CPU @ 2.80GHz,8
