n,seed,iter,ip_total_s,ip_solve_s,gurobi_runtime_s
18,1,1,0.053881,0.031577,0.009272
18,1,2,0.019462,0.016124,0.011479
18,1,3,0.016748,0.014857,0.010698
18,1,4,0.043961,0.040526,0.023536
18,1,5,0.024548,0.016442,0.011300
18,1,6,0.018750,0.017450,0.012223
18,1,7,0.019758,0.018704,0.014323
18,1,8,0.017413,0.016439,0.012028
18,1,9,0.016676,0.015774,0.010968
18,1,10,0.030312,0.029370,0.024858
18,1,11,0.041337,0.040439,0.034744
18,1,12,0.046445,0.045443,0.040851
18,1,13,0.051685,0.050740,0.045729
18,1,14,0.046112,0.045188,0.040745
18,1,15,0.082960,0.081997,0.077206
18,1,16,0.019825,0.018868,0.013923
18,1,17,0.196529,0.195571,0.189707
18,1,18,0.073104,0.072159,0.066837
18,1,19,0.019227,0.018251,0.013546
18,1,20,0.060900,0.059903,0.055459
18,1,21,0.175011,0.174055,0.166806
18,1,22,0.080526,0.079504,0.071058
18,1,23,0.240579,0.239606,0.225257
18,1,24,0.092785,0.091864,0.081558
18,1,25,0.094024,0.093111,0.087754
18,1,26,0.134803,0.133773,0.125377
18,1,27,0.154807,0.153817,0.143465
18,1,28,0.239083,0.238036,0.228450
18,1,29,0.234787,0.233852,0.229525
18,1,30,0.260550,0.259622,0.251107
18,1,31,0.344241,0.343282,0.329226
18,1,32,0.360765,0.359834,0.328600
18,1,33,0.217884,0.216934,0.205159
18,1,34,0.234261,0.233338,0.222242
18,1,35,0.255626,0.254689,0.249805
18,1,36,0.348385,0.347401,0.339954
18,1,37,0.280870,0.279913,0.270134
18,1,38,0.134985,0.134097,0.128790
18,1,39,0.323106,0.322145,0.316492
18,1,40,0.337013,0.336102,0.331315
18,1,41,0.319023,0.318101,0.299394
18,1,42,0.370266,0.369336,0.355779
18,1,43,0.357210,0.356286,0.328822
18,1,44,0.398799,0.397848,0.386494
18,1,45,0.399896,0.398925,0.386747
18,1,46,0.319096,0.318093,0.285387
18,1,47,0.360798,0.359822,0.345113
18,1,48,0.371152,0.370185,0.357866
18,1,49,0.356720,0.355788,0.344484
18,1,50,0.343464,0.342476,0.327698
18,1,51,0.343360,0.342427,0.331938
18,1,52,0.340830,0.339882,0.328246
18,1,53,0.321912,0.320936,0.303972
18,1,54,0.348296,0.347357,0.336260
18,1,55,0.367476,0.366480,0.361153
18,1,56,0.349308,0.348329,0.333890
18,1,57,0.319570,0.318511,0.313124
18,1,58,0.351185,0.350150,0.336249
18,1,59,0.328592,0.327241,0.322607
18,1,60,0.392871,0.391827,0.382751
18,1,61,0.382231,0.381234,0.367854
18,1,62,0.367602,0.366612,0.359349
18,1,63,0.373659,0.372582,0.365501
18,1,64,0.386119,0.385098,0.379125
18,1,65,0.411203,0.410228,0.397229
18,1,66,0.382383,0.381265,0.371468
18,1,67,0.400817,0.399833,0.393633
18,1,68,0.434568,0.433566,0.424668
18,1,69,0.399770,0.398839,0.390849
18,1,70,0.428793,0.427853,0.417201
18,1,71,0.490919,0.489926,0.476272
18,1,72,0.531573,0.530578,0.516310
18,1,73,0.450999,0.450059,0.436026
18,1,74,0.450713,0.449702,0.436851
18,1,75,0.486706,0.485685,0.479701
18,1,76,0.472240,0.471233,0.462370
18,1,77,0.506347,0.505385,0.492267
18,1,78,0.498843,0.497882,0.483621
18,1,79,0.462926,0.461968,0.447795
18,2,1,0.019671,0.014643,0.009256
18,2,2,0.028402,0.026398,0.010238
18,2,3,0.027775,0.026795,0.010279
18,2,4,0.027461,0.026430,0.010068
18,2,5,0.044467,0.043510,0.026838
18,2,6,0.016972,0.016014,0.011099
18,2,7,0.026151,0.025226,0.020495
18,2,8,0.019011,0.018053,0.013587
