n,seed,iter,ip_total_s,ip_solve_s,gurobi_runtime_s
15,1,1,0.033020,0.016637,0.005796
15,1,2,0.023044,0.019957,0.015339
15,1,3,0.024478,0.022822,0.006087
15,1,4,0.018789,0.015658,0.011142
15,1,5,0.017670,0.010616,0.006281
15,1,6,0.011468,0.010488,0.006686
15,1,7,0.011795,0.011093,0.006301
15,1,8,0.011330,0.010589,0.006612
15,1,9,0.017868,0.017170,0.012556
15,1,10,0.020575,0.019803,0.016108
15,1,11,0.011078,0.010351,0.006386
15,1,12,0.018606,0.017881,0.014025
15,1,13,0.012177,0.011458,0.007227
15,1,14,0.018143,0.017446,0.014069
15,1,15,0.012133,0.011459,0.006930
15,1,16,0.046458,0.045744,0.041588
15,1,17,0.045924,0.045220,0.041160
15,1,18,0.053693,0.053008,0.049041
15,1,19,0.012414,0.011715,0.007364
15,1,20,0.031568,0.030858,0.027094
15,1,21,0.057285,0.056573,0.051887
15,1,22,0.034151,0.033431,0.029500
15,1,23,0.082807,0.082104,0.077510
15,1,24,0.025888,0.025158,0.020520
15,1,25,0.114596,0.113871,0.103714
15,1,26,0.073055,0.072318,0.068447
15,1,27,0.083749,0.083035,0.078862
15,1,28,0.195634,0.194927,0.183293
15,1,29,0.198587,0.197865,0.163974
15,1,30,0.215312,0.214594,0.207226
15,1,31,0.164158,0.163367,0.125621
15,1,32,0.206970,0.206243,0.198568
15,1,33,0.168060,0.167345,0.159491
15,1,34,0.158181,0.157487,0.152056
15,1,35,0.204198,0.203487,0.190834
15,1,36,0.209160,0.208207,0.182519
15,1,37,0.198565,0.197785,0.184289
15,1,38,0.237261,0.236533,0.223012
15,1,39,0.233482,0.232741,0.228007
15,1,40,0.286766,0.286061,0.279426
15,1,41,0.269440,0.268721,0.256465
15,1,42,0.288878,0.288132,0.252205
15,1,43,0.349708,0.348951,0.337566
15,1,44,0.392316,0.391600,0.373671
15,1,45,0.328048,0.327350,0.280687
15,1,46,0.380971,0.380250,0.365708
15,1,47,0.371963,0.371215,0.353211
15,1,48,0.331647,0.330926,0.320604
15,1,49,0.317491,0.316766,0.303169
15,1,50,0.260070,0.259329,0.246592
15,1,51,0.363988,0.363274,0.345403
15,2,1,0.013692,0.009419,0.005304
15,2,2,0.011785,0.010170,0.005869
15,2,3,0.009962,0.009228,0.005699
15,2,4,0.009791,0.009096,0.005653
15,2,5,0.009794,0.009016,0.005729
15,2,6,0.010895,0.010172,0.006440
15,2,7,0.009865,0.009098,0.005694
15,2,8,0.012528,0.011765,0.006761
15,2,9,0.018194,0.017464,0.013510
15,2,10,0.021544,0.020838,0.017201
15,2,11,0.010848,0.010124,0.006363
15,2,12,0.010739,0.010079,0.006035
15,2,13,0.016222,0.015533,0.011853
15,2,14,0.010831,0.010164,0.005912
15,2,15,0.017318,0.016635,0.012929
15,2,16,0.024046,0.023368,0.007084
15,2,17,0.017954,0.017142,0.008451
15,2,18,0.013154,0.012401,0.007842
