n,seed,iter,ip_total_s,ip_solve_s,gurobi_runtime_s
19,1,1,0.056017,0.034056,0.010488
19,1,2,0.032089,0.028371,0.012630
19,1,3,0.046296,0.044309,0.039461
19,1,4,0.021147,0.017711,0.012237
19,1,5,0.025550,0.017297,0.012619
19,1,6,0.019917,0.018502,0.013526
19,1,7,0.022089,0.021010,0.016232
19,1,8,0.020598,0.019583,0.015870
19,1,9,0.054916,0.053922,0.048559
19,1,10,0.031125,0.030117,0.014594
19,1,11,0.033667,0.032633,0.016287
19,1,12,0.047642,0.046639,0.020358
19,1,13,0.078551,0.077584,0.072483
19,1,14,0.021191,0.020213,0.015681
19,1,15,0.145929,0.144890,0.139427
19,1,16,0.027981,0.026981,0.019991
19,1,17,0.086302,0.085320,0.077002
19,1,18,0.147834,0.146820,0.138109
19,1,19,0.036217,0.035214,0.029026
19,1,20,0.058240,0.057210,0.052711
19,1,21,0.022043,0.021039,0.016097
19,1,22,0.091021,0.090009,0.085888
19,1,23,0.023606,0.022539,0.017106
19,1,24,0.024573,0.023587,0.019730
19,1,25,0.248676,0.247642,0.234813
19,1,26,0.345844,0.344833,0.330154
19,1,27,0.329234,0.328212,0.314951
19,1,28,0.276666,0.275691,0.260841
19,1,29,0.503070,0.502050,0.491588
19,1,30,0.312419,0.311399,0.284973
19,1,31,0.175121,0.174137,0.165079
19,1,32,0.195377,0.194373,0.184117
19,1,33,0.248702,0.247719,0.235584
19,1,34,0.267781,0.266738,0.258648
19,1,35,0.333151,0.332160,0.317666
19,1,36,0.249251,0.248257,0.215204
19,1,37,0.478742,0.477727,0.472997
19,1,38,0.331759,0.330792,0.321024
19,1,39,0.442487,0.441464,0.408474
19,1,40,0.374509,0.373512,0.364783
19,1,41,0.504558,0.503569,0.484139
19,1,42,0.496160,0.495113,0.487248
19,1,43,0.439653,0.438675,0.414158
19,1,44,0.355776,0.354758,0.336464
19,1,45,0.430861,0.429872,0.413073
19,1,46,0.561821,0.560802,0.543466
19,1,47,0.441071,0.440002,0.432590
19,1,48,0.369100,0.368090,0.354165
19,1,49,0.301926,0.300941,0.293402
19,1,50,0.564366,0.563309,0.551079
19,1,51,0.552641,0.551598,0.543162
19,1,52,0.740366,0.739357,0.728008
19,1,53,0.505147,0.504001,0.491280
19,1,54,0.835592,0.834519,0.820239
19,1,55,0.584833,0.583806,0.568770
19,1,56,0.712014,0.710647,0.697782
19,1,57,0.471979,0.470919,0.460480
19,1,58,0.471817,0.470831,0.459784
19,1,59,0.519844,0.518841,0.512869
19,1,60,0.599797,0.598809,0.589706
19,1,61,0.710746,0.709740,0.700772
19,1,62,0.580111,0.579016,0.570042
19,1,63,0.613528,0.612475,0.604287
19,1,64,0.604626,0.603563,0.598214
19,1,65,0.577399,0.576313,0.568653
19,1,66,0.771224,0.770202,0.760290
19,1,67,0.950316,0.949308,0.938873
19,1,68,0.863525,0.862499,0.852044
19,1,69,0.696928,0.695921,0.690362
19,1,70,0.521713,0.520627,0.512004
19,1,71,0.945369,0.944332,0.932678
19,1,72,0.880249,0.878903,0.864707
19,1,73,0.911868,0.910825,0.904293
19,1,74,0.742226,0.740775,0.734646
19,1,75,0.730973,0.729938,0.714631
19,1,76,0.629030,0.628027,0.615184
19,1,77,0.860640,0.859610,0.847841
19,1,78,0.908826,0.907771,0.896156
19,1,79,1.069436,1.068419,1.057612
19,1,80,0.721644,0.720639,0.709396
19,1,81,1.013085,1.011982,1.006242
19,1,82,0.726212,0.725181,0.704841
19,1,83,0.907716,0.906689,0.895607
19,1,84,1.136944,1.135620,1.124834
19,1,85,0.669907,0.668834,0.645905
19,1,86,1.258255,1.257200,1.245473
19,1,87,1.258788,1.257451,1.235255
19,1,88,1.131390,1.130362,1.121353
19,1,89,1.391220,1.389742,1.364844
19,1,90,1.005574,1.004554,0.980240
19,1,91,1.085098,1.084089,1.072146
19,1,92,1.288912,1.287433,1.269495
19,1,93,1.345081,1.344023,1.328536
19,2,1,0.022315,0.017004,0.010664
19,2,2,0.023071,0.020866,0.013542
19,2,3,0.040452,0.039244,0.034596
19,2,4,0.019126,0.018065,0.012826
19,2,5,0.019099,0.017969,0.013497
19,2,6,0.020228,0.019159,0.014659
19,2,7,0.027090,0.025984,0.020155
19,2,8,0.022915,0.021803,0.016449
19,2,9,0.021762,0.020645,0.015266
19,2,10,0.076158,0.075129,0.057602
19,2,11,0.218901,0.217783,0.191933
19,2,12,0.071051,0.069990,0.065052
19,2,13,0.022294,0.021207,0.016393
19,2,14,0.026058,0.025018,0.019274
19,2,15,0.025963,0.024958,0.018239
19,2,16,0.090675,0.089631,0.084769
19,2,17,0.033852,0.032828,0.015011
19,2,18,0.022632,0.021561,0.016705
19,2,19,0.155587,0.154579,0.143593
19,2,20,0.215224,0.214187,0.208013
