n,seed,iter,ip_total_s,ip_solve_s,gurobi_runtime_s
16,1,1,0.067450,0.043039,0.006576
16,1,2,0.015657,0.011649,0.007145
16,1,3,0.028667,0.026596,0.008769
16,1,4,0.016973,0.013077,0.008266
16,1,5,0.022622,0.013376,0.008216
16,1,6,0.018922,0.017669,0.008820
16,1,7,0.013650,0.012744,0.008382
16,1,8,0.013752,0.012839,0.008708
16,1,9,0.014817,0.013837,0.008780
16,1,10,0.014813,0.013879,0.008693
16,1,11,0.016026,0.015142,0.010493
16,1,12,0.021125,0.020238,0.015872
16,1,13,0.030389,0.029516,0.023669
16,1,14,0.025286,0.024389,0.019011
16,1,15,0.079256,0.078359,0.061562
16,1,16,0.062138,0.061267,0.056239
16,1,17,0.016782,0.015881,0.010679
16,1,18,0.057225,0.056347,0.038705
16,1,19,0.032017,0.031136,0.026927
16,1,20,0.125421,0.124551,0.117888
16,1,21,0.134365,0.133534,0.120033
16,1,22,0.090510,0.089629,0.071948
16,1,23,0.083173,0.082253,0.066644
16,1,24,0.016268,0.015359,0.010549
16,1,25,0.083096,0.082150,0.077451
16,1,26,0.093326,0.092418,0.076005
16,1,27,0.091101,0.090194,0.084432
16,1,28,0.134825,0.133936,0.128063
16,1,29,0.225282,0.224369,0.215739
16,1,30,0.080469,0.079559,0.069855
16,1,31,0.124697,0.123818,0.113607
16,1,32,0.179318,0.178384,0.158390
16,1,33,0.216834,0.215885,0.205408
16,1,34,0.207170,0.206233,0.199141
16,1,35,0.221799,0.220859,0.210276
16,1,36,0.298042,0.297182,0.279551
16,1,37,0.269237,0.268354,0.243442
16,1,38,0.316910,0.315986,0.292010
16,1,39,0.261068,0.260134,0.245312
16,1,40,0.281455,0.280497,0.252803
16,1,41,0.273911,0.272965,0.263064
16,1,42,0.297130,0.296240,0.280901
16,1,43,0.314862,0.313996,0.283842
16,1,44,0.283382,0.282498,0.266350
16,1,45,0.306991,0.306119,0.300815
16,1,46,0.312320,0.311422,0.285638
16,1,47,0.331724,0.330817,0.317322
16,1,48,0.313869,0.312973,0.300247
16,1,49,0.277481,0.276580,0.260664
16,1,50,0.280711,0.279787,0.269323
16,1,51,0.254476,0.253574,0.240028
16,1,52,0.307708,0.306788,0.293835
16,1,53,0.307195,0.306230,0.291621
16,1,54,0.321357,0.320422,0.311436
16,1,55,0.354513,0.353648,0.344089
16,1,56,0.360002,0.359074,0.349491
16,1,57,0.313515,0.312612,0.297471
16,1,58,0.338495,0.337578,0.324077
16,1,59,0.343728,0.342595,0.316609
16,1,60,0.301472,0.300548,0.290716
16,1,61,0.354768,0.353874,0.338541
16,1,62,0.348017,0.347103,0.334062
16,1,63,0.335490,0.334574,0.322309
16,1,64,0.358730,0.357762,0.345964
16,1,65,0.463375,0.462362,0.451639
16,1,66,0.420974,0.420011,0.402856
16,1,67,0.293149,0.292084,0.278155
16,1,68,0.531492,0.530356,0.506276
16,1,69,0.319832,0.318891,0.313679
16,1,70,0.350992,0.350053,0.342533
16,1,71,0.411450,0.410520,0.398237
16,1,72,0.459448,0.458511,0.452462
16,2,1,0.029892,0.024267,0.006942
16,2,2,0.023937,0.021697,0.016837
16,2,3,0.015393,0.014321,0.008748
16,2,4,0.025364,0.024420,0.007811
16,2,5,0.013948,0.012924,0.008583
16,2,6,0.024958,0.024015,0.008172
16,2,7,0.013775,0.012874,0.008360
16,2,8,0.015161,0.014211,0.009147
16,2,9,0.015785,0.014870,0.010425
16,2,10,0.031892,0.030907,0.025709
16,2,11,0.046805,0.045799,0.040847
16,2,12,0.026480,0.025570,0.021044
16,2,13,0.047667,0.046734,0.041859
16,2,14,0.023877,0.022932,0.017791
16,2,15,0.027951,0.026994,0.010099
16,2,16,0.037839,0.036914,0.032581
16,2,17,0.050555,0.049595,0.045077
16,2,18,0.114581,0.113639,0.102603
16,2,19,0.055037,0.054120,0.048766
16,2,20,0.085791,0.084873,0.079934
16,2,21,0.124669,0.123806,0.112559
16,2,22,0.225535,0.224587,0.214984
16,2,23,0.184964,0.184090,0.178354
16,2,24,0.149705,0.148811,0.131238
16,2,25,0.114333,0.113428,0.106825
16,2,26,0.198080,0.197129,0.192525
16,2,27,0.229690,0.228759,0.213476
16,2,28,0.259256,0.258324,0.248645
16,2,29,0.229609,0.228684,0.220530
16,2,30,0.259871,0.258947,0.245248
16,2,31,0.082739,0.081805,0.072004
16,2,32,0.114703,0.113766,0.101072
16,2,33,0.270854,0.269891,0.257949
16,2,34,0.255092,0.254036,0.239997
16,2,35,0.283676,0.282754,0.269813
16,2,36,0.269227,0.268204,0.263218
16,2,37,0.222273,0.221321,0.211930
16,2,38,0.198674,0.197746,0.187159
16,2,39,0.233592,0.232658,0.224394
16,2,40,0.263833,0.262647,0.252706
16,2,41,0.282299,0.281302,0.271602
