n,seed,iter,ip_total_s,ip_solve_s,gurobi_runtime_s
36,1,1,0.119180,0.100241,0.071029
36,1,2,35.897583,35.887075,35.841963
36,1,3,16.988405,16.983824,16.951008
36,1,4,8.714089,8.707917,8.682543
36,1,5,7.776491,7.767467,7.740308
36,1,6,8.065106,8.061966,8.036878
36,1,7,8.622226,8.618999,8.586260
36,1,8,10.248112,10.245325,10.213799
36,1,9,205.147181,205.143964,205.105582
36,1,10,76.150905,76.147608,76.106762
36,1,11,509.250162,509.246545,509.198066
36,1,12,747.603247,747.599931,747.552437
36,1,13,468.101671,468.098250,468.046727
36,1,14,3040.327870,3040.324574,3040.269510
36,1,15,1677.135047,1677.131734,1677.090508
36,1,16,5738.468848,5738.465554,5738.402926
36,1,17,5642.492557,5642.489257,5642.454918
36,1,18,1329.749392,1329.746116,1329.700256
36,1,19,2789.141419,2789.138116,2789.090632
36,1,20,1787.401537,1787.398237,1787.356544
36,1,21,2574.903738,2574.900455,2574.845774
36,1,22,6506.927273,6506.923662,6506.866721
36,1,23,6548.081432,6548.078133,6548.020248
36,1,24,15155.273920,15155.270609,15155.212487
36,1,25,8255.887638,8255.884249,8255.823338
36,1,26,4874.176877,4874.173413,4874.129299
36,1,27,20204.646152,20204.642833,20204.587699
36,1,28,8598.678959,8598.675641,8598.624792
36,1,29,17877.572050,17877.568544,17877.505032
36,1,30,17849.374753,17849.371377,17849.307982
36,1,31,8973.050091,8973.046783,8972.985324
36,1,32,7495.142895,7495.139569,7495.067684
36,1,33,8277.036815,8277.033500,8276.978793
36,1,34,8458.809915,8458.806590,8458.756232
36,1,35,30056.477165,30056.473791,30056.403774
36,1,36,22260.072865,22260.069427,22259.994367
36,1,37,24703.514642,24703.511290,24703.442594
36,1,38,14397.879420,14397.875980,14397.808640
36,1,39,36783.450456,36783.447070,36783.354067
36,1,40,61759.393863,61759.390561,61759.299362
36,1,41,26234.127950,26234.124578,26234.038900
36,1,42,63624.357107,63624.353640,63624.241376
36,1,43,44005.141037,44005.137604,44005.030089
36,1,44,32478.799989,32478.796521,32478.711196
