n,seed,iter,ip_total_s,ip_solve_s,gurobi_runtime_s
24,1,1,0.064307,0.044741,0.020872
24,1,2,0.229994,0.226021,0.169211
24,1,3,0.247760,0.245450,0.236480
24,1,4,0.158513,0.153373,0.121032
24,1,5,0.055302,0.047043,0.040596
24,1,6,0.061112,0.059421,0.052971
24,1,7,0.518994,0.517616,0.505367
24,1,8,0.282594,0.280850,0.274021
24,1,9,0.175626,0.174113,0.161532
24,1,10,0.457934,0.456506,0.447572
24,1,11,0.828530,0.827059,0.804773
24,1,12,1.204390,1.202907,1.193966
24,1,13,0.343530,0.342103,0.327868
24,1,14,1.007946,1.006517,0.989322
24,1,15,1.146314,1.144549,1.119962
24,1,16,1.021314,1.019674,1.009201
24,1,17,0.828607,0.826896,0.806821
24,1,18,1.754395,1.752948,1.738508
24,1,19,1.446870,1.445446,1.416908
24,1,20,1.220899,1.219465,1.195462
24,1,21,1.380283,1.378238,1.357000
24,1,22,1.302989,1.301515,1.275764
24,1,23,1.192962,1.191581,1.169359
24,1,24,1.244081,1.242438,1.222656
24,1,25,1.641094,1.639548,1.614370
24,1,26,1.192858,1.191342,1.168273
24,1,27,0.932544,0.931113,0.904873
24,1,28,2.516154,2.514483,2.502484
24,1,29,2.834118,2.832538,2.808076
24,1,30,2.083669,2.082131,2.056237
24,1,31,1.216938,1.215075,1.186156
24,1,32,3.817909,3.816139,3.787136
24,1,33,6.289526,6.287528,6.273482
24,1,34,4.152299,4.150542,4.123409
24,1,35,4.109274,4.107489,4.077876
24,1,36,4.775173,4.773509,4.760617
24,1,37,5.265830,5.263852,5.235272
24,1,38,5.558295,5.556265,5.534280
24,1,39,6.988768,6.986735,6.966484
24,1,40,6.400196,6.398154,6.375860
24,1,41,4.563340,4.561222,4.535877
24,1,42,7.877939,7.875887,7.846666
24,1,43,6.088653,6.086824,6.067878
24,1,44,6.227266,6.225671,6.199374
24,1,45,6.685736,6.683966,6.661206
24,1,46,7.077134,7.075150,7.046598
24,1,47,9.704089,9.702088,9.674535
24,1,48,12.734578,12.732593,12.706502
24,1,49,9.594063,9.592067,9.569973
24,1,50,12.312520,12.310326,12.285909
24,1,51,10.085541,10.083436,10.047807
24,1,52,13.326899,13.324897,13.302792
24,1,53,6.925061,6.923152,6.892378
24,1,54,6.215689,6.213884,6.186874
24,1,55,11.909553,11.907753,11.880356
24,1,56,13.163567,13.161470,13.138112
24,1,57,12.412035,12.409997,12.387944
24,1,58,17.347798,17.345783,17.282628
24,1,59,14.121963,14.119996,14.092595
24,1,60,16.321154,16.319159,16.294475
24,1,61,17.359412,17.357315,17.339775
24,1,62,13.240833,13.238806,13.204935
24,1,63,13.317702,13.315663,13.296437
24,1,64,9.204070,9.201931,9.180583
24,1,65,16.327773,16.325366,16.298708
24,1,66,11.575991,11.573950,11.541538
24,1,67,12.477642,12.475584,12.431215
24,1,68,24.694326,24.692317,24.668610
24,1,69,24.012020,24.009958,23.981813
24,1,70,24.724036,24.722026,24.690235
24,1,71,20.390691,20.388854,20.363690
24,1,72,17.028272,17.026265,16.998099
24,1,73,23.988252,23.986282,23.952504
24,1,74,25.944086,25.942101,25.918831
24,1,75,30.699098,30.697063,30.671362
24,1,76,21.973256,21.971201,21.929954
24,1,77,24.056902,24.054869,24.025738
24,1,78,33.671645,33.669535,33.638209
24,1,79,35.105181,35.103191,35.075439
24,1,80,23.634916,23.632879,23.558572
24,1,81,32.427327,32.423811,32.395905
24,1,82,25.925421,25.923602,25.900982
24,1,83,28.315382,28.313657,28.292775
24,1,84,28.550070,28.548254,28.538656
24,1,85,38.779297,38.777222,38.748976
24,1,86,26.537795,26.535797,26.507702
24,1,87,24.453750,24.451716,24.426626
24,1,88,24.820474,24.818393,24.797011
24,1,89,28.753345,28.751241,28.722992
24,1,90,29.877344,29.875258,29.853144
24,1,91,29.862468,29.860350,29.752202
