n,seed,iter,ip_total_s,ip_solve_s,gurobi_runtime_s
41,1,1,0.184895,0.163247,0.124530
41,1,2,1887.695268,1887.683819,1887.593859
41,1,3,89.428171,89.422551,89.374746
41,1,4,115.211728,115.203873,115.150996
41,1,5,28.066281,28.053307,28.018547
41,1,6,113.432958,113.428309,113.348647
41,1,7,214.880848,214.876680,214.824557
41,1,8,2082.448037,2082.443353,2082.372255
41,1,9,1452.847515,1452.843161,1452.788424
41,1,10,8365.956007,8365.951871,8365.888656
41,1,11,1733.213991,1733.209800,1733.125167
41,1,12,16084.707694,16084.703503,16084.657992
41,1,13,83417.627988,83417.623280,83417.535648
41,1,14,103402.504927,103402.500800,103402.380934
41,1,15,9894.480131,9894.476039,9894.414735
41,1,16,32796.850763,32796.846665,32796.741204
41,1,17,50465.516767,50465.512679,50465.421531
41,1,18,52484.572146,52484.568007,52484.483019
41,1,19,74107.743256,74107.738822,74107.635303
41,1,20,67457.210268,67457.206086,67457.117068
