n,seed,iter,ip_total_s,ip_solve_s,gurobi_runtime_s
17,1,1,0.049493,0.022615,0.009648
17,1,2,0.018359,0.014050,0.008824
17,1,3,0.017356,0.015098,0.010007
17,1,4,0.018789,0.014833,0.009867
17,1,5,0.024737,0.015208,0.010696
17,1,6,0.017538,0.015977,0.011061
17,1,7,0.018592,0.017471,0.012448
17,1,8,0.029089,0.027866,0.022356
17,1,9,0.035365,0.034260,0.028727
17,1,10,0.017943,0.016841,0.011891
17,1,11,0.038743,0.037678,0.032355
17,1,12,0.043875,0.042840,0.037825
17,1,13,0.050227,0.049165,0.033320
17,1,14,0.019661,0.018553,0.012570
17,1,15,0.071586,0.070440,0.044468
17,1,16,0.019949,0.018729,0.012188
17,1,17,0.026548,0.025462,0.018898
17,1,18,0.041215,0.040140,0.035197
17,1,19,0.022486,0.021423,0.016744
17,1,20,0.021218,0.020096,0.012724
17,1,21,0.053242,0.052130,0.046167
17,1,22,0.144989,0.143938,0.137171
17,1,23,0.020316,0.019172,0.013825
17,1,24,0.051202,0.050056,0.045232
17,1,25,0.222305,0.221145,0.206908
17,1,26,0.166746,0.165569,0.158759
17,1,27,0.166825,0.165678,0.153803
17,1,28,0.316243,0.315161,0.306058
17,1,29,0.378935,0.377866,0.366384
17,1,30,0.194688,0.193492,0.185497
17,1,31,0.318646,0.317512,0.303141
17,1,32,0.217602,0.216452,0.203549
17,1,33,0.051616,0.050456,0.044914
17,1,34,0.236870,0.235826,0.223035
17,1,35,0.145868,0.144778,0.135271
17,1,36,0.245743,0.244632,0.231558
17,1,37,0.234643,0.233426,0.226685
17,1,38,0.323593,0.322515,0.311012
17,1,39,0.329717,0.328607,0.316932
17,1,40,0.366161,0.365049,0.357857
17,1,41,0.308015,0.305524,0.285359
17,1,42,0.362354,0.361014,0.335081
17,1,43,0.346060,0.344543,0.338648
17,1,44,0.415355,0.413950,0.401310
17,1,45,0.465859,0.462186,0.436600
17,1,46,0.387882,0.386174,0.376417
17,1,47,0.432157,0.431111,0.419550
17,1,48,0.419835,0.418853,0.399845
17,1,49,0.337798,0.336792,0.325017
17,1,50,0.464744,0.463735,0.444263
17,1,51,0.421276,0.420257,0.403278
17,1,52,0.302322,0.301284,0.294998
17,1,53,0.410620,0.408499,0.402895
17,1,54,0.409325,0.408085,0.383002
17,1,55,0.384460,0.382971,0.367128
17,1,56,0.473907,0.472608,0.434397
17,1,57,0.422202,0.420933,0.411207
17,1,58,0.376233,0.375116,0.364606
17,1,59,0.407959,0.406927,0.395828
17,1,60,0.369794,0.368653,0.354023
17,1,61,0.442975,0.441938,0.436235
17,1,62,0.406820,0.405787,0.380784
17,1,63,0.477498,0.476177,0.462451
17,1,64,0.388509,0.387530,0.380493
17,1,65,0.384514,0.383224,0.371406
17,1,66,0.390310,0.388842,0.379433
17,1,67,0.450342,0.449063,0.412081
17,1,68,0.442253,0.440953,0.434013
17,1,69,0.417930,0.416308,0.399991
17,1,70,0.435917,0.434269,0.420926
17,1,71,0.415981,0.414859,0.393659
17,1,72,0.458862,0.457821,0.443678
17,1,73,0.468811,0.467736,0.458935
17,1,74,0.518131,0.517078,0.498114
17,1,75,0.744198,0.741475,0.730448
17,1,76,0.499962,0.498619,0.482973
17,1,77,0.446458,0.445113,0.436025
17,1,78,0.447701,0.446129,0.420388
17,1,79,0.466307,0.465273,0.439253
17,1,80,0.499661,0.498303,0.487993
17,1,81,0.506540,0.505307,0.496680
17,2,1,0.032857,0.026610,0.008617
17,2,2,0.017593,0.015144,0.009887
17,2,3,0.016218,0.015104,0.010292
17,2,4,0.016161,0.014960,0.009635
17,2,5,0.027571,0.026453,0.009511
17,2,6,0.016325,0.015257,0.010636
17,2,7,0.030775,0.029713,0.024554
17,2,8,0.017354,0.016337,0.010706
17,2,9,0.033107,0.032083,0.026766
17,2,10,0.018181,0.017207,0.012818
17,2,11,0.032231,0.031172,0.025834
17,2,12,0.041728,0.040733,0.036038
17,2,13,0.029826,0.028747,0.011971
17,2,14,0.037612,0.036372,0.031501
17,2,15,0.053788,0.052533,0.035205
17,2,16,0.072867,0.071702,0.066408
17,2,17,0.069509,0.068100,0.062327
17,2,18,0.035987,0.034647,0.029411
17,2,19,0.037801,0.036611,0.031165
17,2,20,0.069644,0.068372,0.062619
17,2,21,0.078849,0.077564,0.072376
17,2,22,0.125652,0.124402,0.111497
17,2,23,0.069305,0.068090,0.063466
17,2,24,0.115167,0.114017,0.109148
17,2,25,0.087719,0.086389,0.080105
17,2,26,0.116798,0.115535,0.099691
17,2,27,0.076746,0.075453,0.069328
17,2,28,0.115643,0.114427,0.103880
17,2,29,0.125450,0.124319,0.111088
17,2,30,0.259497,0.258173,0.242789
17,2,31,0.284840,0.283138,0.243049
17,2,32,0.299110,0.297172,0.287021
17,2,33,0.264643,0.263050,0.250151
17,2,34,0.115580,0.114395,0.107326
17,2,35,0.098322,0.096342,0.077073
17,2,36,0.226812,0.225459,0.216872
17,2,37,0.238696,0.236416,0.223694
17,2,38,0.236527,0.235165,0.227321
17,2,39,0.183031,0.181856,0.164952
17,2,40,0.157349,0.156308,0.133093
17,2,41,0.212802,0.211687,0.204681
17,2,42,0.259180,0.257952,0.229943
17,2,43,0.279957,0.278508,0.268680
17,2,44,0.325481,0.323935,0.303729
17,2,45,0.300863,0.299196,0.285717
17,2,46,0.357131,0.355613,0.334437
17,2,47,0.344717,0.341883,0.332430
17,2,48,0.306016,0.304248,0.290286
17,2,49,0.284594,0.283538,0.272227
17,2,50,0.337734,0.336204,0.325969
17,2,51,0.330015,0.328718,0.315069
17,2,52,0.286478,0.285320,0.278090
17,2,53,0.432845,0.431640,0.405279
17,2,54,0.396898,0.395809,0.386698
17,2,55,0.474146,0.473151,0.466220
17,2,56,0.525794,0.524700,0.506649
17,2,57,0.520408,0.518966,0.496524
17,2,58,0.441256,0.440193,0.425178
17,2,59,0.421308,0.420266,0.407206
17,2,60,0.482893,0.481821,0.474248
17,2,61,0.462311,0.461256,0.410296
17,2,62,0.645922,0.644362,0.636404
17,2,63,0.571795,0.570356,0.555142
17,2,64,0.555185,0.554072,0.529050
17,2,65,0.353940,0.352936,0.329124
17,2,66,0.565792,0.564811,0.557368
17,3,1,0.026366,0.025320,0.008174
17,3,2,0.017136,0.016118,0.011512
17,3,3,0.017264,0.016204,0.010791
17,3,4,0.016255,0.015231,0.010407
17,3,5,0.015849,0.014840,0.009758
17,3,6,0.016143,0.015126,0.010480
17,3,7,0.017164,0.016157,0.011473
17,3,8,0.030421,0.029370,0.011050
17,3,9,0.018509,0.017415,0.012332
17,3,10,0.025897,0.024781,0.020033
17,3,11,0.040392,0.039363,0.034898
17,3,12,0.057562,0.056497,0.051030
17,3,13,0.044543,0.043483,0.025109
17,3,14,0.076502,0.075149,0.069760
17,3,15,0.068410,0.066237,0.060092
17,3,16,0.079729,0.076435,0.069019
17,3,17,0.028162,0.026812,0.021358
17,3,18,0.071554,0.070353,0.064371
17,3,19,0.020832,0.019671,0.014408
17,3,20,0.072558,0.071396,0.065669
17,3,21,0.128497,0.127074,0.113111
17,3,22,0.020496,0.019427,0.014201
17,3,23,0.067760,0.066562,0.061865
17,3,24,0.074869,0.073753,0.068123
17,3,25,0.067953,0.066729,0.061391
17,3,26,0.048181,0.047096,0.041785
17,3,27,0.041215,0.040090,0.035243
17,3,28,0.102820,0.101643,0.096099
17,3,29,0.066537,0.065356,0.059602
17,3,30,0.143949,0.142778,0.133413
17,3,31,0.069667,0.068255,0.062428
17,3,32,0.071145,0.069880,0.064192
17,3,33,0.166041,0.164655,0.151509
17,3,34,0.166766,0.164926,0.158550
17,3,35,0.360642,0.359028,0.304784
17,3,36,0.285079,0.283557,0.260016
17,3,37,0.279765,0.278460,0.271873
17,3,38,0.282537,0.281179,0.262559
17,3,39,0.339936,0.338793,0.310952
17,3,40,0.310021,0.308972,0.292986
17,3,41,0.352061,0.351023,0.337916
17,3,42,0.377551,0.376490,0.365051
17,3,43,0.376196,0.375144,0.353492
17,3,44,0.377973,0.376615,0.370462
17,3,45,0.349834,0.348506,0.339859
17,3,46,0.340062,0.338876,0.318743
17,3,47,0.314534,0.313512,0.296619
17,3,48,0.410934,0.409872,0.384160
17,3,49,0.415441,0.414326,0.398331
17,3,50,0.374573,0.373237,0.361573
17,3,51,0.480291,0.478971,0.464368
17,3,52,0.480547,0.479248,0.472708
17,3,53,0.421126,0.419565,0.406919
17,3,54,0.421971,0.420694,0.405831
17,3,55,0.426938,0.425848,0.415965
17,3,56,0.455262,0.454161,0.440070
17,3,57,0.455879,0.454441,0.441795
17,3,58,0.474014,0.472802,0.460475
17,3,59,0.369003,0.367870,0.360844
17,3,60,0.472711,0.471569,0.456302
17,3,61,0.503421,0.502266,0.482119
17,4,1,0.026973,0.025699,0.008790
17,4,2,0.025852,0.024784,0.019376
17,4,3,0.016343,0.015247,0.010439
17,4,4,0.014693,0.013693,0.009206
17,4,5,0.015612,0.014679,0.009439
17,4,6,0.018076,0.017089,0.012023
17,4,7,0.029872,0.028778,0.023750
17,4,8,0.019154,0.018099,0.012230
17,4,9,0.023543,0.022529,0.017543
17,4,10,0.031925,0.030918,0.025679
17,4,11,0.054573,0.053224,0.047966
17,4,12,0.033258,0.032186,0.026586
17,4,13,0.048674,0.047676,0.030760
17,4,14,0.028630,0.027601,0.022855
17,4,15,0.019775,0.018371,0.013162
17,4,16,0.049990,0.048855,0.032323
17,4,17,0.032439,0.031264,0.014206
17,4,18,0.023891,0.022738,0.017329
17,4,19,0.030701,0.029568,0.024620
17,4,20,0.028534,0.027392,0.022266
17,4,21,0.019294,0.018201,0.012916
17,4,22,0.076081,0.074927,0.069057
17,4,23,0.057639,0.056609,0.051509
17,4,24,0.020809,0.019636,0.013681
17,4,25,0.019939,0.018768,0.012824
17,4,26,0.115538,0.114108,0.105735
17,4,27,0.135242,0.134023,0.123042
17,4,28,0.072077,0.070992,0.066265
17,4,29,0.117365,0.116198,0.098665
17,4,30,0.135752,0.134523,0.127286
17,4,31,0.125723,0.124486,0.116117
17,4,32,0.189972,0.188766,0.179287
17,4,33,0.195525,0.194276,0.182214
17,4,34,0.115311,0.114064,0.103976
17,4,35,0.237733,0.236524,0.224098
17,4,36,0.324910,0.323793,0.314093
17,4,37,0.316052,0.315038,0.306916
17,4,38,0.225595,0.224575,0.216599
17,4,39,0.373974,0.372951,0.350350
17,4,40,0.325684,0.324662,0.311633
17,4,41,0.295746,0.294696,0.281353
17,4,42,0.336022,0.334904,0.327863
17,4,43,0.249814,0.248717,0.223453
17,4,44,0.201821,0.200611,0.193278
17,4,45,0.295210,0.294047,0.286264
17,4,46,0.356129,0.355031,0.349515
17,4,47,0.345686,0.344556,0.334876
17,4,48,0.373285,0.372261,0.354031
17,4,49,0.373986,0.372917,0.361663
17,4,50,0.395617,0.394525,0.382635
17,4,51,0.368920,0.367804,0.352863
17,4,52,0.372054,0.371018,0.360599
17,4,53,0.346838,0.345776,0.334657
17,4,54,0.396138,0.395053,0.382684
17,4,55,0.419115,0.418035,0.412254
17,4,56,0.380828,0.379752,0.370683
17,4,57,0.437425,0.436367,0.425048
17,4,58,0.364621,0.363523,0.357211
17,4,59,0.389723,0.388694,0.379876
17,4,60,0.331692,0.330384,0.312819
17,4,61,0.291728,0.290342,0.282878
17,4,62,0.295684,0.294581,0.289088
17,4,63,0.322790,0.321648,0.307589
17,4,64,0.330871,0.329618,0.301419
17,4,65,0.344162,0.343123,0.331944
17,4,66,0.391169,0.389324,0.377028
17,4,67,0.403938,0.402628,0.393552
17,5,1,0.015679,0.014540,0.008763
17,5,2,0.018330,0.017278,0.011889
17,5,3,0.016780,0.015716,0.010524
17,5,4,0.026585,0.025605,0.020168
17,5,5,0.015865,0.014916,0.010377
17,5,6,0.030226,0.029198,0.011175
17,5,7,0.017361,0.016262,0.011460
17,5,8,0.017535,0.016433,0.011219
17,5,9,0.018481,0.017418,0.012166
17,5,10,0.032589,0.031635,0.025662
17,5,11,0.158362,0.157335,0.145650
17,5,12,0.042674,0.041629,0.036031
17,5,13,0.144062,0.142898,0.113852
17,5,14,0.073148,0.071925,0.065587
17,5,15,0.089190,0.088028,0.082430
17,5,16,0.309033,0.307870,0.289496
17,5,17,0.078643,0.077504,0.058882
17,5,18,0.115557,0.114384,0.102012
17,5,19,0.179312,0.178064,0.156256
17,5,20,0.115418,0.114258,0.108331
17,5,21,0.082334,0.081275,0.075407
17,5,22,0.206216,0.204819,0.194592
17,5,23,0.125753,0.124468,0.115963
17,5,24,0.146243,0.145012,0.132601
17,5,25,0.236153,0.234970,0.228904
17,5,26,0.139464,0.137569,0.131970
17,5,27,0.115776,0.114523,0.108131
17,5,28,0.059746,0.058655,0.053042
17,5,29,0.342461,0.341298,0.331034
17,5,30,0.345127,0.343893,0.327155
17,5,31,0.307863,0.306604,0.295195
17,5,32,0.273391,0.272055,0.247744
17,5,33,0.215705,0.214552,0.201790
17,5,34,0.228913,0.227807,0.218681
17,5,35,0.383453,0.381994,0.352799
17,5,36,0.341528,0.340316,0.321735
17,5,37,0.222394,0.221246,0.213174
17,5,38,0.155817,0.154283,0.141502
17,5,39,0.285043,0.283257,0.264595
17,5,40,0.300808,0.299572,0.286397
17,5,41,0.317032,0.315844,0.304341
17,5,42,0.266508,0.265324,0.254086
17,5,43,0.351259,0.349906,0.342553
17,5,44,0.311396,0.309656,0.297273
17,5,45,0.285498,0.284110,0.265299
17,5,46,0.315473,0.314050,0.304669
17,5,47,0.390146,0.388328,0.364483
17,5,48,0.319235,0.317974,0.310305
17,5,49,0.330646,0.329445,0.322305
17,5,50,0.297917,0.296614,0.282801
17,5,51,0.343070,0.341414,0.327399
17,5,52,0.327531,0.326286,0.299391
17,5,53,0.534623,0.533596,0.506439
17,5,54,0.502556,0.501359,0.487434
17,5,55,0.516160,0.514850,0.492894
17,5,56,0.307802,0.306290,0.298380
17,5,57,0.428117,0.426846,0.413439
17,5,58,0.336902,0.335782,0.321044
17,5,59,0.523231,0.522037,0.495505
17,5,60,0.511555,0.510230,0.501431
17,5,61,0.623228,0.622080,0.614800
17,5,62,0.407603,0.406265,0.381668
17,5,63,0.461758,0.460305,0.433877
17,5,64,0.416586,0.415389,0.376367
17,5,65,0.495901,0.494312,0.484832
17,5,66,0.540968,0.539711,0.528980
17,5,67,0.690507,0.688680,0.668263
17,5,68,0.543725,0.542128,0.517544
17,5,69,0.415573,0.414315,0.403520
17,5,70,0.573485,0.572307,0.561283
17,5,71,0.436349,0.435078,0.412285
17,5,72,0.510061,0.508852,0.485275
17,5,73,0.485433,0.484126,0.470308
17,5,74,0.746517,0.744980,0.735132
17,5,75,0.641174,0.639502,0.614184
17,5,76,0.680270,0.679133,0.666673
17,5,77,0.761284,0.760256,0.735037
