run_tag,iter,ip_total_s,ip_solve_s,gurobi_runtime_s
group015_Juice_store143__CG_IP,1,1568.048154,1567.339549,1565.344163
group015_Juice_store143__CG_IP,2,228.881466,228.178630,226.249592
