run_tag,iter,ip_total_s,ip_solve_s,gurobi_runtime_s
group024_Oat_store081__CG_IP,1,32.897779,32.721969,32.497489
group024_Oat_store081__CG_IP,2,279.758902,279.592693,279.349074
group024_Oat_store081__CG_IP,3,14266.171348,14266.006711,14265.688002
group024_Oat_store081__CG_IP,4,9266.788083,9266.622188,9266.310021
group024_Oat_store081__CG_IP,5,2089.186692,2088.997810,2088.731594
group024_Oat_store081__CG_IP,6,25884.673322,25884.510012,25884.154050
group024_Oat_store081__CG_IP,7,23145.964085,23145.800464,23145.370372
