local_idx,UPC,n_weeks_offered,tot_move
0,3700000039,35,13370
1,3700000040,35,13370
2,7940070030,35,13370
3,7940074070,35,13370
4,7940076440,35,13370
5,8087800505,35,13370
6,8087800506,35,13370
7,8087800532,35,13370
8,8087802546,35,13370
9,8087802548,35,13370
10,8087802551,35,13370
11,8087802565,35,13370
12,8087802570,35,13370
13,38151498300,35,13370
14,38151498500,35,13370
15,3700000089,34,12994
16,8087800507,34,12989
17,7940076630,34,12988
18,7940070010,34,12987
19,8087802566,34,12979
20,7940074870,34,12974
21,7940074910,34,12973
22,38151498600,34,12973
23,7426203005,33,12638
24,7940074090,33,12621
25,8087800509,33,12615
26,38151162200,33,12613
27,7940073630,33,12608
28,8087800530,33,12604
29,7940076450,33,12590
30,7426200239,33,12578
31,38151499100,33,12577
32,3700070801,32,12227
33,7940034820,32,12227
34,7940048150,32,12226
35,7940074860,32,12224
36,8087800217,32,12216
37,7940071540,32,12214
38,8087800508,32,12211
39,7940070040,32,12210
40,7940071490,32,12208
41,7426200249,32,12205
42,7940071530,32,12205
43,7940071520,32,12203
44,7050101640,32,12199
45,8087802547,32,12196
46,7940071870,32,12185
47,7940076750,32,12182
48,4167000007,31,11872
49,7124928801,31,11867
50,4740065011,31,11855
51,7940045280,31,11855
52,7940048180,31,11843
53,7940045270,31,11838
54,38151467600,31,11837
55,7426200240,31,11831
56,3700070361,31,11821
57,8087800531,31,11820
58,7940076650,31,11819
59,7940046680,31,11816
60,7940071590,31,11816
61,7426200238,31,11813
62,3700000075,31,11803
63,7940074920,31,11796
64,3700070542,30,11501
65,3700000037,30,11498
66,7940000076,30,11498
67,38151467700,30,11480
68,7940070090,30,11476
69,3700070890,30,11471
70,7426203006,30,11465
71,4167013210,30,11454
72,7830008013,30,11453
73,7426200248,30,11451
74,2240064100,30,11449
75,8087802564,30,11448
76,7426200243,30,11447
77,7940078320,30,11446
78,7940070050,30,11443
79,7940071550,30,11437
80,3700070375,30,11432
81,7940072370,29,11096
82,38151498400,29,11095
83,7940048160,29,11090
84,4167002340,29,11081
85,3700000098,29,11079
86,7073000511,29,11074
87,7940048330,29,11070
