local_idx,UPC,n_weeks_offered,tot_move
264,2100062104,48,9383
265,4610000713,48,6073
266,4610000721,48,1478
267,2100061507,47,3036
268,2100072972,45,6043
269,2100062435,44,4926
270,26510400000,44,4153
271,2100066597,44,1241
272,2100060448,44,1186
273,2100062180,43,8237
274,2100061514,43,2778
275,7516500008,43,2443
276,4610000711,43,1176
277,7717222223,37,1459
278,7052003120,37,1004
279,2100070385,36,7140
280,4610000127,36,2525
281,7052002103,36,759
282,2100062125,35,3816
283,7516500025,35,708
284,7580572614,34,6751
285,7027224081,33,5780
286,3377605155,32,6379
287,7027224027,32,5536
288,2100061975,30,6353
289,2100063867,30,3464
290,2100061671,30,565
291,2100062782,29,6209
292,1570077508,29,6191
293,7052002151,29,1681
294,2100063392,28,6014
295,7027202012,28,5850
296,2100072934,28,5196
297,2100061996,28,2730
298,2100061974,27,5692
299,5300018202,27,3514
300,3450044377,27,2835
301,2100061513,27,1637
302,1707720116,27,756
303,7027224119,26,4554
304,7717222221,26,971
305,2100000059,25,5379
306,2100062861,25,5352
307,2100072181,25,4875
308,2100062175,25,4387
309,2100062803,24,5173
310,7027224025,24,4205
311,2100062116,24,4188
312,4263455512,23,4917
313,2100062022,23,4127
314,2100063439,23,358
315,7027224013,22,3921
316,5300000614,21,4421
317,7027224069,21,3702
318,4610000580,21,1819
319,7052002104,21,1176
320,2100063194,21,562
321,2100063044,20,4246
322,2100063083,20,4240
323,2100062109,20,3512
324,2100063581,20,230
325,2100062093,19,4090
326,7027224029,19,3271
327,2100063061,19,883
328,2100063596,19,883
329,4263455513,18,3846
330,1570077507,18,3835
331,2100070357,18,3573
332,7027224019,18,3103
333,2100062019,18,3091
334,7027224024,18,3050
335,7027224023,18,2979
336,2100063193,18,212
337,2100063024,18,189
338,2100062573,17,3750
339,2100062035,17,3616
340,2100062094,17,3599
341,2100062500,17,3586
342,2100072182,17,3411
343,1570077503,16,3428
344,2100062358,16,3180
345,2100062396,16,3041
346,2100072167,16,2968
347,2100062014,16,2724
348,2100072958,16,219
349,4610000770,15,1905
350,7027207311,14,2976
351,7027212315,13,2750
352,2100061931,12,2657
353,7027224063,12,2000
354,2100066785,12,1394
355,4610000177,12,679
356,2100072953,12,129
357,2100062013,11,1833
358,2100066692,11,1287
359,4138908004,11,803
360,4610000052,10,2245
361,4610000055,10,2245
362,2100000053,10,1668
363,2100063545,10,421
364,2100062451,9,2018
365,2100076668,9,1976
366,3828153157,9,54
367,7516500026,8,1790
368,5300000676,8,1781
369,7516504699,8,1778
370,2100076666,8,1762
371,7027224021,8,1308
372,3828153233,7,1568
373,2100076667,7,1537
374,2100062029,7,1436
375,7015329040,7,826
376,7052023408,7,418
377,2100000192,6,1349
378,4530027468,6,1280
379,1700310068,6,708
380,1700310087,6,699
381,1700310067,6,642
382,4610000680,6,439
383,2100061983,6,33
384,2100000201,5,1125
385,7015329001,5,142
386,2100063045,5,50
387,7396005106,4,686
388,2100062012,4,647
389,4610030007,4,618
390,4610030008,4,614
391,4175700141,4,482
392,2100000065,4,422
393,2100000156,4,418
394,2100000198,3,676
395,7396005105,3,516
396,1700310062,3,513
397,2100061419,3,114
398,7027214155,2,453
399,4175700140,2,241
400,4138309009,2,146
401,1700310077,2,137
402,2100061571,1,2
