local_idx,canonical_UPC,n_raw_upcs,constituent_UPCs,n_weeks_offered,tot_move
0,1111301330,139,1111301330;1111328170;1111364730;1111364740;1111364750;1111364760;1111383259;1111383359;3500052600;3500053900;3500054000;3500055199;3500055200;3500055300;3500055322;3500055323;3500055324;3500055332;3500055342;3500055410;3500055411;3500055599;3500055800;3500055853;3500056000;3500056210;3500056215;3500057800;3500057900;3500061500;3500065800;3500065900;3500068400;3500068500;3500068506;3500068600;3500068700;3500068800;3500068805;3680060062;3700000007;3700000008;3700000275;3700000280;3700000285;3700000286;3700000289;3700000290;3700000867;3700000869;3700000874;3700000879;3700000885;3700000889;3700000895;3700000896;3700000898;3700000912;3700000916;3828160041;3828160045;3828160049;3828160053;3828160057;3828160061;3828160065;3828160069;3828160073;3828160077;4770100010;5310000120;5310000121;5310000122;5310000126;5310000129;5310000140;5310000150;5310000160;5310000170;7094200153;7094200432;7094200452;7094240409;7094240411;8517800008;8517800012;8517800013;8517811001;30041080100;30041080140;30041080160;30041080200;30041080400;30041080941;30041081465;30041083502;30041084000;30041084100;30041084200;30041084300;30041085107;30041085112;30041085113;30041085114;30041085115;30041085117;30041085118;30041085120;30041085121;30041085561;30041085562;30041086353;30041086354;38137007120;38137007126;38137007133;38137007134;38137007136;38137007137;38137007140;38137007142;38137007201;38137007202;38137007203;38137007206;38137007218;38137007220;38137007222;38137007245;38137007246;38137007247;38137007309;38137007310;38137007313;38137007358;38137007359;38137007400;38137007401;38137007402,32,1704696
1,1111383159,1,1111383159,31,11872
2,6905580681,1,6905580681,29,11161
3,5310000131,6,5310000131;7094200450;7094200460;7094200463;30041083501;38137007122,28,64764
4,7094200461,5,7094200461;7094200462;30041086736;30041086737;38137007130,24,46500
5,1111346870,5,1111346870;3500055100;38137117200;38137127200;38137137200,16,31320
6,3500055901,4,3500055901;3500055905;3500060000;7094202100,12,18888
7,3500055902,2,3500055902;3500055903,8,6328
