local_idx,UPC,n_weeks_offered,tot_move
864,7940071400,7,2378
865,38151164326,7,2199
866,38151012517,7,2117
867,38151012532,7,2083
868,38151377900,7,2057
869,4167025520,7,2028
870,7124934601,7,1806
871,4167010179,7,1774
872,4167013620,7,1672
873,7940015450,7,1496
874,7940015480,7,1487
875,7682808735,7,1410
876,30573082120,7,1348
877,3700070498,7,1144
878,7073000457,7,1114
879,30997598802,7,1079
880,7940046170,7,1068
881,3700070116,7,1061
882,7830008185,7,1023
883,3680052010,7,999
884,7830008198,7,950
885,7610025125,7,947
886,2910004146,7,938
887,7940072380,6,2340
888,38151562540,6,2329
889,7124926030,6,2316
890,38151562504,6,2304
891,60308424013,6,2302
892,2240016151,6,2287
893,7124920109,6,2266
894,4740060336,6,2262
895,60308424018,6,2261
896,4143141002,6,2247
897,38151495812,6,2246
898,38151381906,6,2243
899,7940035490,6,2231
900,38151381910,6,2225
901,30997869541,6,2202
902,38151325762,6,2197
903,7610056131,6,2085
904,7940037900,6,2064
905,38151381902,6,2018
906,38151378600,6,2002
907,38151164322,6,1926
908,7426200262,6,1903
909,38151164314,6,1808
910,7050101648,6,1674
911,38151166400,6,1668
912,3700070712,6,1641
913,2220000173,6,1506
914,4740060226,6,1494
915,4740060195,6,1480
916,2220000170,6,1446
917,2220000175,6,1427
918,4167013520,6,1386
919,2220000707,6,1300
920,7610056300,6,1210
921,30997204813,6,947
922,30997830402,6,946
923,7610025250,6,939
924,3700070118,6,927
925,7940000018,6,913
926,7610054600,6,860
927,4740063678,6,855
928,7830008192,6,816
929,2910004144,6,810
930,7124935477,6,799
931,3680062040,5,1960
932,4167013524,5,1958
933,7610000502,5,1958
934,38151562528,5,1942
935,38151563700,5,1942
936,38151562508,5,1938
937,38151563900,5,1933
938,7940048860,5,1932
939,7124920110,5,1928
940,7124926130,5,1912
941,38151381909,5,1910
942,7940046500,5,1892
943,4740060333,5,1887
944,38151492322,5,1852
945,7940047030,5,1851
946,7940038050,5,1828
947,4740065135,5,1815
948,7124920101,5,1815
949,30009377907,5,1811
950,38151495802,5,1793
951,3680042450,5,1774
952,7073055270,5,1690
953,38151012598,5,1690
954,38151465700,5,1643
955,7940015820,5,1395
956,7610059250,5,1391
957,2240017179,5,1379
958,7940015830,5,1378
959,3700070711,5,1375
960,8087802525,5,1375
961,3700070466,5,1355
962,38151467600,5,1333
963,4740060227,5,1236
964,2220000178,5,1205
965,7426200145,5,1179
966,7940015500,5,1112
967,7940015520,5,1112
968,7610012550,5,1089
969,7940015510,5,1085
970,7940015530,5,1085
971,7940015440,5,1080
972,7940015470,5,1078
973,7940015540,5,1068
974,4167010175,5,1026
975,7940045800,5,964
976,4740060181,5,842
977,7830008107,5,764
978,7610025150,5,757
979,30997598702,5,757
980,30997697013,5,753
981,7124935441,5,752
982,4650051965,5,715
983,38151567100,4,1586
984,38151566900,4,1584
985,7940072340,4,1561
986,60308424011,4,1555
987,4740026174,4,1543
988,60308424009,4,1530
989,38151562516,4,1528
990,7940048760,4,1509
991,38151495810,4,1497
992,38151325747,4,1475
993,4740065132,4,1458
994,30997648900,4,1458
995,4740065500,4,1438
996,3878535600,4,1433
997,7940038120,4,1433
998,3878531404,4,1421
999,38151012512,4,1410
1000,30009735501,4,1406
1001,7940071410,4,1374
1002,38151495830,4,1365
1003,7940071480,4,1360
1004,38151018719,4,1355
1005,38151461418,4,1319
1006,38151012508,4,1304
1007,30997473800,4,1280
1008,38151164324,4,1252
1009,38151012515,4,1242
1010,38151164316,4,1239
1011,38151018770,4,1215
1012,4167036250,4,1194
1013,30997479200,4,1188
1014,2240064068,4,1122
1015,7073023560,4,1122
1016,2240019828,4,1107
1017,38151467700,4,1085
1018,38151467400,4,1060
1019,7610054250,4,1017
1020,3878566100,4,1013
1021,2220000176,4,1001
1022,2220000177,4,1000
1023,3878520500,4,969
1024,2220000172,4,946
1025,7940015460,4,902
1026,2240015202,4,891
1027,3878511900,4,877
1028,7940015430,4,848
1029,7940036100,4,842
1030,7940015490,4,837
1031,7940036090,4,832
1032,7610056215,4,816
1033,3700070470,4,690
1034,7124935468,4,661
1035,7940015120,4,633
1036,7940015150,4,628
1037,7124936301,4,597
1038,30997190713,4,596
1039,7426200125,4,595
1040,2240017155,4,585
1041,3680022900,4,569
1042,3700070469,4,549
1043,7830008194,4,538
1044,2240013004,4,535
1045,2240021022,4,525
1046,2240031002,3,1181
1047,38151562544,3,1176
1048,7124926080,3,1165
1049,7940015200,3,1165
1050,38151562538,3,1157
1051,7940048770,3,1154
1052,7124926110,3,1148
1053,60308424002,3,1145
1054,7124926230,3,1141
1055,38151492333,3,1123
1056,38151562530,3,1121
1057,30997869551,3,1112
1058,7610000192,3,1097
1059,7124920107,3,1093
1060,30009735301,3,1092
1061,30997524300,3,1092
1062,7124920104,3,1090
1063,7610017331,3,1087
1064,30997869542,3,1079
1065,7050102069,3,1052
1066,30009735601,3,1050
1067,38151325735,3,1048
1068,4167013548,3,1044
1069,7610017231,3,1011
1070,7124928901,3,990
1071,38151461410,3,977
1072,38151012597,3,967
1073,38151164320,3,960
1074,7426200252,3,920
1075,38151012524,3,914
1076,30997479600,3,901
1077,38151018717,3,898
1078,38151013548,3,888
1079,30997952202,3,886
1080,7830008059,3,836
1081,7940047460,3,830
1082,8087802528,3,828
1083,7940015760,3,821
1084,7940015790,3,820
1085,7940015780,3,819
1086,4167010173,3,816
1087,38151467500,3,781
1088,4740065133,3,742
1089,2240019764,3,732
1090,7940036080,3,692
1091,4116732053,3,608
1092,3700070630,3,535
1093,7073000499,3,487
1094,7610012400,3,464
1095,3700070111,3,435
1096,2240015192,3,400
1097,4167010111,3,392
1098,7124935475,3,390
1099,7124935476,3,390
1100,7124917401,2,797
1101,7124918102,2,797
1102,7124923703,2,797
1103,7124920102,2,777
1104,38151563500,2,777
1105,38151562550,2,771
1106,7124920114,2,770
1107,2240019200,2,769
1108,2240019204,2,769
1109,38151562522,2,766
1110,38151562542,2,765
1111,38151018781,2,760
1112,38151562546,2,758
1113,30997595100,2,756
1114,30521336012,2,755
1115,38151562554,2,745
1116,3878506050,2,733
1117,7940035950,2,733
1118,30009378007,2,731
1119,30997359400,2,728
1120,38151381918,2,727
1121,38151562514,2,727
1122,7050101194,2,726
1123,7940038070,2,726
1124,7940038020,2,723
1125,4740065503,2,721
1126,2240064342,2,719
1127,30997519700,2,719
1128,7940038060,2,718
1129,7940038080,2,718
1130,38151381961,2,695
1131,7050109112,2,693
1132,38151325755,2,693
1133,38151018703,2,684
1134,38151461402,2,683
1135,38151325763,2,682
1136,7073055260,2,673
1137,38151325764,2,638
1138,30997953400,2,634
1139,38151164310,2,634
1140,7426200250,2,631
1141,38151325727,2,611
1142,2240019461,2,562
1143,2240019831,2,562
1144,7940071440,2,562
1145,7610059150,2,547
1146,4740065355,2,535
1147,38151012599,2,530
1148,38151165700,2,529
1149,7124937901,2,528
1150,7940045050,2,527
1151,4740065534,2,477
1152,3878538200,2,441
1153,4740060234,2,411
1154,7124940019,2,409
1155,4740060233,2,385
1156,7940015140,2,313
1157,4650062135,2,311
1158,7940015130,2,311
1159,7830008011,2,300
1160,2240015033,2,287
1161,3680022875,2,271
1162,5310031100,2,261
1163,8916500005,2,259
1164,8010000920,2,258
1165,7124920106,1,399
1166,4740065563,1,398
1167,4740065565,1,398
1168,4740065574,1,398
1169,7124917501,1,398
1170,30997360400,1,398
1171,8730000300,1,397
1172,8730000302,1,397
1173,7124926070,1,390
1174,38151325785,1,385
1175,2240031016,1,384
1176,38151492344,1,384
1177,38151562506,1,380
1178,38151562502,1,376
1179,38151562524,1,374
1180,7430000421,1,369
1181,2240021026,1,368
1182,38151562518,1,365
1183,38151562548,1,362
1184,4740065502,1,361
1185,38151495808,1,361
1186,38151495816,1,361
1187,2240064341,1,360
1188,38151013535,1,359
1189,7426200251,1,358
1190,3700030023,1,354
1191,7610017300,1,348
1192,7124920112,1,346
1193,7124920113,1,345
1194,38151387304,1,343
1195,30997869531,1,341
1196,30997869520,1,340
1197,38151012511,1,339
1198,7410866684,1,337
1199,7940048250,1,336
1200,38151013532,1,279
1201,38151325705,1,278
1202,38151381901,1,277
1203,38151282500,1,276
1204,38151387308,1,276
1205,4740065532,1,267
1206,7940045600,1,267
1207,38151013541,1,252
1208,38151018702,1,252
1209,38151387306,1,252
1210,38151164328,1,251
1211,38151013542,1,250
1212,38151493500,1,250
1213,4740060184,1,243
1214,4116732013,1,202
1215,3700070816,1,166
1216,7073000462,1,151
1217,7124935001,1,141
1218,3680021875,1,139
1219,3700000041,1,134
1220,30997830400,1,130
1221,2240021021,1,128
1222,2910000127,1,128
1223,2910000128,1,128
1224,2910000129,1,128
1225,3700000027,1,128
1226,3700000038,1,128
1227,3700070373,1,128
1228,3700070427,1,128
1229,3700070454,1,128
1230,3700070456,1,128
1231,3700070812,1,128
1232,3700070815,1,128
1233,3878510302,1,128
1234,4167010101,1,128
1235,4167010523,1,128
1236,4650002361,1,128
1237,4650002363,1,128
1238,4650002380,1,128
1239,4740025045,1,128
1240,4740060148,1,128
1241,7073001000,1,128
1242,7073001001,1,128
1243,7073001010,1,128
1244,7073001011,1,128
1245,7830008116,1,128
1246,7830008164,1,128
1247,7830008320,1,128
1248,7830008321,1,128
1249,7940000003,1,128
1250,7940000052,1,128
1251,7940000095,1,128
1252,30997364302,1,128
1253,30997598700,1,128
