choice_set,item,n_choices,n_chosen,cp,n_weeks_offered
"[0,1,3,4,5,6,7,8,9,11,13,19]",5,1476,24,0.016260162601626,4
"[0,1,3,4,5,6,7,8,9,11,13,19]",6,1476,36,0.024390243902439,4
"[0,1,3,4,5,6,7,8,9,11,13,19]",7,1476,71,0.0481029810298103,4
"[0,1,3,4,5,6,7,8,9,11,13,19]",8,1476,22,0.0149051490514905,4
"[0,1,3,4,5,6,7,8,9,11,13,19]",9,1476,0,0,4
"[0,1,3,4,5,6,7,8,9,11,13,19]",11,1476,3,0.00203252032520325,4
"[0,1,3,4,5,6,7,8,9,11,13,19]",13,1476,4,0.002710027100271,4
"[0,1,3,4,5,6,7,8,9,11,13,19]",19,1476,0,0,4
"[0,1,4,5,6,7,8,11,13,16,18,21,22]",0,4514,3821,0.84647762516615,10
"[0,1,4,5,6,7,8,11,13,16,18,21,22]",1,4514,63,0.01395657953035,10
"[0,1,4,5,6,7,8,11,13,16,18,21,22]",4,4514,34,0.00753212228622065,10
"[0,1,4,5,6,7,8,11,13,16,18,21,22]",5,4514,0,0,10
"[0,1,4,5,6,7,8,11,13,16,18,21,22]",6,4514,64,0.0141781125387683,10
"[0,1,4,5,6,7,8,11,13,16,18,21,22]",7,4514,230,0.0509525919361985,10
"[0,1,4,5,6,7,8,11,13,16,18,21,22]",8,4514,120,0.0265839610101905,10
"[0,1,4,5,6,7,8,11,13,16,18,21,22]",11,4514,0,0,10
"[0,1,4,5,6,7,8,11,13,16,18,21,22]",13,4514,87,0.0192733717323881,10
"[0,1,4,5,6,7,8,11,13,16,18,21,22]",16,4514,80,0.0177226406734603,10
"[0,1,4,5,6,7,8,11,13,16,18,21,22]",18,4514,0,0,10
"[0,1,4,5,6,7,8,11,13,16,18,21,22]",21,4514,0,0,10
"[0,1,4,5,6,7,8,11,13,16,18,21,22]",22,4514,15,0.00332299512627381,10
"[0,3,4,5,6,7,8,11,13,16,18,21]",0,4678,4104,0.877297990594271,28
"[0,3,4,5,6,7,8,11,13,16,18,21]",3,4678,0,0,28
"[0,3,4,5,6,7,8,11,13,16,18,21]",4,4678,49,0.0104745617785378,28
"[0,3,4,5,6,7,8,11,13,16,18,21]",5,4678,0,0,28
"[0,3,4,5,6,7,8,11,13,16,18,21]",6,4678,29,0.00619923044035913,28
"[0,3,4,5,6,7,8,11,13,16,18,21]",7,4678,316,0.0675502351432236,28
"[0,3,4,5,6,7,8,11,13,16,18,21]",8,4678,75,0.0160324925181702,28
"[0,3,4,5,6,7,8,11,13,16,18,21]",11,4678,0,0,28
"[0,3,4,5,6,7,8,11,13,16,18,21]",13,4678,71,0.0151774262505344,28
"[0,3,4,5,6,7,8,11,13,16,18,21]",16,4678,29,0.00619923044035913,28
"[0,3,4,5,6,7,8,11,13,16,18,21]",18,4678,4,0.000855066267635742,28
"[0,3,4,5,6,7,8,11,13,16,18,21]",21,4678,1,0.000213766566908935,28
"[0,3,4,5,6,7,8,11,13,18,21]",0,2752,2434,0.884447674418605,10
"[0,3,4,5,6,7,8,11,13,18,21]",3,2752,0,0,10
"[0,3,4,5,6,7,8,11,13,18,21]",4,2752,22,0.00799418604651163,10
"[0,3,4,5,6,7,8,11,13,18,21]",5,2752,19,0.00690406976744186,10
"[0,3,4,5,6,7,8,11,13,18,21]",6,2752,27,0.00981104651162791,10
"[0,3,4,5,6,7,8,11,13,18,21]",7,2752,136,0.0494186046511628,10
"[0,3,4,5,6,7,8,11,13,18,21]",8,2752,63,0.0228924418604651,10
"[0,3,4,5,6,7,8,11,13,18,21]",11,2752,4,0.00145348837209302,10
"[0,3,4,5,6,7,8,11,13,18,21]",13,2752,43,0.015625,10
"[0,3,4,5,6,7,8,11,13,18,21]",18,2752,2,0.000726744186046512,10
"[0,3,4,5,6,7,8,11,13,18,21]",21,2752,2,0.000726744186046512,10
"[0,3,4,5,6,7,8,11,13,18]",0,2614,2275,0.870313695485845,6
"[0,3,4,5,6,7,8,11,13,18]",3,2614,0,0,6
"[0,3,4,5,6,7,8,11,13,18]",4,2614,14,0.0053557765876052,6
"[0,3,4,5,6,7,8,11,13,18]",5,2614,32,0.0122417750573833,6
"[0,3,4,5,6,7,8,11,13,18]",6,2614,40,0.0153022188217292,6
"[0,3,4,5,6,7,8,11,13,18]",7,2614,171,0.0654169854628921,6
"[0,3,4,5,6,7,8,11,13,18]",8,2614,28,0.0107115531752104,6
"[0,3,4,5,6,7,8,11,13,18]",11,2614,3,0.00114766641162969,6
"[0,3,4,5,6,7,8,11,13,18]",13,2614,43,0.0164498852333588,6
"[0,3,4,5,6,7,8,11,13,18]",18,2614,8,0.00306044376434583,6
