n,seed,weight,method,iter,ip_total_s,ip_solve_s,gurobi_runtime_s
8,3,0.20,CG_IP,5,0.015404,0.015029,0.003198
8,3,0.20,CG_IP,6,0.015296,0.014934,0.003444
8,3,0.20,CG_IP,7,0.015081,0.014675,0.002067
8,3,0.20,CG_IP,8,0.015847,0.015378,0.002284
8,3,0.20,CG_IP,9,0.013931,0.013483,0.002183
8,3,0.20,CG_IP,10,0.015349,0.014974,0.002127
8,3,0.20,CG_IP,11,0.013181,0.012742,0.002477
8,3,0.20,CG_IP,12,0.015321,0.014918,0.002225
8,3,0.20,CG_IP,13,0.013940,0.013532,0.002143
8,3,0.20,CG_IP,14,0.015010,0.014634,0.002165
8,3,0.20,CG_IP,15,0.015358,0.014957,0.002416
8,3,0.20,CG_IP,16,0.013719,0.013321,0.002303
8,3,0.20,CG_IP,17,0.015290,0.014930,0.002440
8,3,0.20,CG_IP,18,0.015362,0.014966,0.002308
8,3,0.20,CG_IP,19,0.015446,0.015048,0.003870
8,3,0.20,CG_IP,20,0.015162,0.014777,0.002815
8,3,0.20,CG_IP,21,0.015298,0.014927,0.002465
8,3,0.20,CG_IP,22,0.015261,0.014873,0.001600
8,3,0.20,CG_heur_IPverify,1,0.015027,0.014656,0.002917
8,3,0.20,CG_heur_IPverify,2,0.015473,0.015053,0.002272
8,3,0.20,CG_heur_IPverify,3,0.014002,0.013575,0.002491
8,3,0.20,CG_heur_IPverify,4,0.015146,0.014751,0.002246
8,3,0.20,CG_heur_IPverify,5,0.015335,0.014935,0.002207
8,3,0.20,CG_heur_IPverify,6,0.018630,0.017542,0.001645
8,3,0.10,CG_IP,1,0.014680,0.014283,0.002293
8,3,0.10,CG_IP,2,0.014601,0.014173,0.002240
8,3,0.10,CG_IP,3,0.013559,0.013174,0.002252
8,3,0.10,CG_IP,4,0.016914,0.015224,0.003141
8,3,0.10,CG_IP,5,0.016965,0.016455,0.005139
8,3,0.10,CG_IP,6,0.015828,0.015449,0.002270
8,3,0.10,CG_IP,7,0.014374,0.013992,0.002082
8,3,0.10,CG_IP,8,0.013097,0.012703,0.002239
8,3,0.10,CG_IP,9,0.015255,0.014887,0.002046
8,3,0.10,CG_IP,10,0.015364,0.014979,0.002120
8,3,0.10,CG_IP,11,0.015472,0.015019,0.002349
8,3,0.10,CG_IP,12,0.015141,0.014729,0.003198
8,3,0.10,CG_IP,13,0.015366,0.014984,0.002498
8,3,0.10,CG_IP,14,0.015017,0.014659,0.002176
8,3,0.10,CG_IP,15,0.015414,0.015028,0.002409
8,3,0.10,CG_IP,16,0.015250,0.014864,0.002215
8,3,0.10,CG_IP,17,0.014863,0.014487,0.002505
8,3,0.10,CG_IP,18,0.015366,0.014986,0.002327
8,3,0.10,CG_IP,19,0.015449,0.015054,0.003288
8,3,0.10,CG_IP,20,0.015252,0.014851,0.002231
8,3,0.10,CG_IP,21,0.014364,0.013955,0.001556
8,3,0.10,CG_heur_IPverify,1,0.015326,0.014957,0.002301
8,3,0.10,CG_heur_IPverify,2,0.015263,0.014894,0.002430
8,3,0.10,CG_heur_IPverify,3,0.015366,0.014992,0.002102
8,3,0.10,CG_heur_IPverify,4,0.015410,0.015030,0.002222
8,3,0.10,CG_heur_IPverify,5,0.015381,0.014986,0.002180
8,3,0.10,CG_heur_IPverify,6,0.015290,0.014904,0.001765
8,3,0.00,CG_IP,1,0.015430,0.015071,0.002341
8,3,0.00,CG_IP,2,0.015321,0.014952,0.002158
8,3,0.00,CG_IP,3,0.015147,0.014752,0.003344
8,3,0.00,CG_IP,4,0.015458,0.015049,0.002956
8,3,0.00,CG_IP,5,0.015670,0.015260,0.002579
8,3,0.00,CG_IP,6,0.015393,0.014975,0.002010
8,3,0.00,CG_IP,7,0.014565,0.014142,0.002525
8,3,0.00,CG_IP,8,0.015241,0.014868,0.002175
8,3,0.00,CG_IP,9,0.014843,0.014470,0.002304
8,3,0.00,CG_IP,10,0.015236,0.014874,0.002374
8,3,0.00,CG_IP,11,0.015285,0.014917,0.002175
8,3,0.00,CG_IP,12,0.015357,0.014974,0.002176
8,3,0.00,CG_IP,13,0.015478,0.015099,0.002212
8,3,0.00,CG_IP,14,0.014533,0.014152,0.002198
8,3,0.00,CG_IP,15,0.015201,0.014851,0.002207
8,3,0.00,CG_IP,16,0.014931,0.014559,0.002194
8,3,0.00,CG_IP,17,0.015398,0.015014,0.002681
8,3,0.00,CG_IP,18,0.015873,0.015497,0.002353
8,3,0.00,CG_IP,19,0.015352,0.014979,0.002286
8,3,0.00,CG_IP,20,0.015360,0.014984,0.002323
8,3,0.00,CG_IP,21,0.015272,0.014889,0.002554
8,3,0.00,CG_IP,22,0.015262,0.014876,0.002733
8,3,0.00,CG_IP,23,0.015353,0.014958,0.001656
8,3,0.00,CG_heur_IPverify,1,0.013919,0.013520,0.002219
8,3,0.00,CG_heur_IPverify,2,0.015500,0.015097,0.002995
8,3,0.00,CG_heur_IPverify,3,0.015205,0.014824,0.002288
8,3,0.00,CG_heur_IPverify,4,0.015290,0.014918,0.002262
8,3,0.00,CG_heur_IPverify,5,0.015404,0.015016,0.001599
8,4,1.00,CG_IP,1,0.015755,0.014917,0.002815
8,4,1.00,CG_IP,2,0.015506,0.015127,0.002307
8,4,1.00,CG_IP,3,0.015358,0.014977,0.002394
8,4,1.00,CG_IP,4,0.015346,0.014978,0.002048
8,4,1.00,CG_IP,5,0.015483,0.015100,0.002537
8,4,1.00,CG_IP,6,0.014072,0.013699,0.002155
8,4,1.00,CG_IP,7,0.015395,0.015022,0.002074
8,4,1.00,CG_IP,8,0.013916,0.013534,0.002411
8,4,1.00,CG_IP,9,0.015281,0.014887,0.002196
8,4,1.00,CG_IP,10,0.015430,0.015063,0.002211
8,4,1.00,CG_IP,11,0.015395,0.015024,0.002203
8,4,1.00,CG_IP,12,0.015219,0.014839,0.002377
8,4,1.00,CG_IP,13,0.015691,0.015277,0.002512
8,4,1.00,CG_IP,14,0.015379,0.015012,0.002720
8,4,1.00,CG_IP,15,0.015324,0.014962,0.002262
8,4,1.00,CG_IP,16,0.015271,0.014889,0.002228
8,4,1.00,CG_IP,17,0.013201,0.012833,0.002142
8,4,1.00,CG_IP,18,0.013574,0.013184,0.002140
8,4,1.00,CG_IP,19,0.014502,0.014117,0.002281
8,4,1.00,CG_IP,20,0.015513,0.015141,0.002432
8,4,1.00,CG_IP,21,0.015380,0.014987,0.002294
8,4,1.00,CG_IP,22,0.015621,0.015245,0.002429
8,4,1.00,CG_IP,23,0.015461,0.015082,0.002406
8,4,1.00,CG_IP,24,0.015361,0.014977,0.002163
8,4,1.00,CG_IP,25,0.015445,0.015084,0.002398
8,4,1.00,CG_IP,26,0.015057,0.014680,0.002280
8,4,1.00,CG_IP,27,0.015300,0.014892,0.002470
8,4,1.00,CG_heur_IPverify,1,0.015497,0.015083,0.002342
8,4,0.90,CG_IP,1,0.015254,0.014890,0.002213
8,4,0.90,CG_IP,2,0.015239,0.014862,0.002271
8,4,0.90,CG_IP,3,0.015339,0.014969,0.002353
8,4,0.90,CG_IP,4,0.015416,0.015034,0.002542
8,4,0.90,CG_IP,5,0.015444,0.015069,0.002311
8,4,0.90,CG_IP,6,0.015105,0.014735,0.002119
8,4,0.90,CG_IP,7,0.015225,0.014856,0.002236
8,4,0.90,CG_IP,8,0.015079,0.014715,0.002537
8,4,0.90,CG_IP,9,0.015530,0.015131,0.002654
8,4,0.90,CG_IP,10,0.015510,0.015044,0.002359
8,4,0.90,CG_IP,11,0.015059,0.014651,0.002311
8,4,0.90,CG_IP,12,0.015502,0.015092,0.002319
8,4,0.90,CG_IP,13,0.015570,0.015037,0.002409
8,4,0.90,CG_IP,14,0.016351,0.015502,0.003677
8,4,0.90,CG_IP,15,0.015384,0.014991,0.002603
8,4,0.90,CG_IP,16,0.015577,0.014902,0.002674
8,4,0.90,CG_IP,17,0.015745,0.015124,0.002814
8,4,0.90,CG_IP,18,0.016093,0.015194,0.002640
8,4,0.90,CG_IP,19,0.014949,0.014555,0.002709
8,4,0.90,CG_IP,20,0.015426,0.015035,0.002280
8,4,0.90,CG_IP,21,0.015859,0.015058,0.002242
8,4,0.90,CG_IP,22,0.015118,0.014591,0.002737
8,4,0.90,CG_IP,23,0.015131,0.014727,0.002945
8,4,0.90,CG_IP,24,0.015559,0.015120,0.002100
8,4,0.90,CG_IP,25,0.015813,0.015371,0.002219
8,4,0.90,CG_IP,26,0.014753,0.014016,0.002613
8,4,0.90,CG_IP,27,0.015573,0.015152,0.002633
8,4,0.90,CG_IP,28,0.015390,0.014990,0.002376
8,4,0.90,CG_heur_IPverify,1,0.015359,0.014941,0.002227
8,4,0.80,CG_IP,1,0.015364,0.015002,0.002143
8,4,0.80,CG_IP,2,0.015539,0.015136,0.002395
8,4,0.80,CG_IP,3,0.021354,0.020971,0.002180
8,4,0.80,CG_IP,4,0.016501,0.016072,0.006500
8,4,0.80,CG_IP,5,0.015463,0.015053,0.002329
8,4,0.80,CG_IP,6,0.015583,0.015092,0.002315
8,4,0.80,CG_IP,7,0.015715,0.015256,0.002809
8,4,0.80,CG_IP,8,0.015505,0.015122,0.002446
8,4,0.80,CG_IP,9,0.012999,0.012605,0.002382
8,4,0.80,CG_IP,10,0.014300,0.013422,0.002436
8,4,0.80,CG_IP,11,0.015514,0.015119,0.002633
8,4,0.80,CG_IP,12,0.015432,0.015050,0.002350
8,4,0.80,CG_IP,13,0.015331,0.014959,0.002429
8,4,0.80,CG_IP,14,0.015664,0.015289,0.002341
8,4,0.80,CG_IP,15,0.015546,0.015165,0.002371
8,4,0.80,CG_IP,16,0.015375,0.014967,0.003693
8,4,0.80,CG_IP,17,0.015894,0.015370,0.004087
8,4,0.80,CG_IP,18,0.013768,0.013295,0.003735
8,4,0.80,CG_IP,19,0.015577,0.015021,0.003142
8,4,0.80,CG_IP,20,0.015110,0.013782,0.003711
8,4,0.80,CG_IP,21,0.015258,0.014696,0.002769
8,4,0.80,CG_IP,22,0.015964,0.015210,0.002608
8,4,0.80,CG_IP,23,0.015153,0.014748,0.002624
8,4,0.80,CG_IP,24,0.015668,0.014987,0.003080
8,4,0.80,CG_IP,25,0.014499,0.013812,0.002573
8,4,0.80,CG_IP,26,0.015000,0.014624,0.002125
8,4,0.80,CG_IP,27,0.015506,0.015113,0.002281
8,4,0.80,CG_IP,28,0.015445,0.015055,0.002609
8,4,0.80,CG_IP,29,0.014511,0.014125,0.002361
8,4,0.80,CG_IP,30,0.015495,0.015100,0.002546
8,4,0.80,CG_IP,31,0.015501,0.015126,0.001762
8,4,0.80,CG_heur_IPverify,1,0.013022,0.012619,0.002458
8,4,0.80,CG_heur_IPverify,2,0.015388,0.015008,0.002377
8,4,0.80,CG_heur_IPverify,3,0.015415,0.015035,0.001571
8,4,0.70,CG_IP,1,0.015646,0.015207,0.002313
8,4,0.70,CG_IP,2,0.014758,0.014372,0.002482
8,4,0.70,CG_IP,3,0.014695,0.014304,0.002278
8,4,0.70,CG_IP,4,0.015613,0.015019,0.002451
8,4,0.70,CG_IP,5,0.015288,0.014892,0.002400
8,4,0.70,CG_IP,6,0.015414,0.015031,0.002777
8,4,0.70,CG_IP,7,0.015544,0.015029,0.002331
8,4,0.70,CG_IP,8,0.015692,0.015248,0.003460
8,4,0.70,CG_IP,9,0.015678,0.015132,0.002655
8,4,0.70,CG_IP,10,0.014175,0.013623,0.007073
8,4,0.70,CG_IP,11,0.016478,0.015513,0.006696
8,4,0.70,CG_IP,12,0.016782,0.016413,0.002604
8,4,0.70,CG_IP,13,0.016202,0.015298,0.002320
8,4,0.70,CG_IP,14,0.014176,0.013542,0.002460
8,4,0.70,CG_IP,15,0.017325,0.013631,0.002380
8,4,0.70,CG_IP,16,0.015960,0.015086,0.002324
8,4,0.70,CG_IP,17,0.015418,0.015043,0.002533
8,4,0.70,CG_IP,18,0.015626,0.015216,0.002346
8,4,0.70,CG_IP,19,0.015409,0.015027,0.002935
8,4,0.70,CG_IP,20,0.015513,0.015125,0.002410
8,4,0.70,CG_IP,21,0.015020,0.014640,0.002622
8,4,0.70,CG_IP,22,0.015476,0.015095,0.002856
8,4,0.70,CG_IP,23,0.015295,0.014889,0.002514
8,4,0.70,CG_IP,24,0.015585,0.015197,0.002370
8,4,0.70,CG_IP,25,0.015588,0.015194,0.002232
8,4,0.70,CG_IP,26,0.015510,0.015098,0.002359
8,4,0.70,CG_IP,27,0.015387,0.015001,0.002371
8,4,0.70,CG_IP,28,0.013175,0.012796,0.002528
8,4,0.70,CG_IP,29,0.015125,0.014727,0.002382
8,4,0.70,CG_IP,30,0.013443,0.013024,0.002534
8,4,0.70,CG_IP,31,0.013811,0.013379,0.002330
8,4,0.70,CG_IP,32,0.015632,0.015220,0.001593
8,4,0.70,CG_heur_IPverify,1,0.014217,0.013816,0.001732
8,4,0.60,CG_IP,1,0.016001,0.015038,0.003178
8,4,0.60,CG_IP,2,0.015271,0.014903,0.002089
8,4,0.60,CG_IP,3,0.015019,0.014644,0.003100
8,4,0.60,CG_IP,4,0.015549,0.015189,0.002168
8,4,0.60,CG_IP,5,0.014828,0.014441,0.002273
8,4,0.60,CG_IP,6,0.014842,0.014437,0.002204
8,4,0.60,CG_IP,7,0.014676,0.014317,0.002287
8,4,0.60,CG_IP,8,0.015324,0.014926,0.002443
8,4,0.60,CG_IP,9,0.014851,0.014475,0.002507
8,4,0.60,CG_IP,10,0.013349,0.012913,0.003050
8,4,0.60,CG_IP,11,0.014389,0.013970,0.002372
8,4,0.60,CG_IP,12,0.014342,0.013956,0.002657
8,4,0.60,CG_IP,13,0.015153,0.014770,0.002203
8,4,0.60,CG_IP,14,0.013600,0.013223,0.002194
8,4,0.60,CG_IP,15,0.014144,0.013742,0.002358
8,4,0.60,CG_IP,16,0.014789,0.014387,0.002307
8,4,0.60,CG_IP,17,0.015532,0.015152,0.002163
8,4,0.60,CG_IP,18,0.013149,0.012748,0.002291
8,4,0.60,CG_IP,19,0.014418,0.014039,0.002345
8,4,0.60,CG_IP,20,0.015586,0.015189,0.002497
8,4,0.60,CG_IP,21,0.015335,0.014956,0.002348
8,4,0.60,CG_IP,22,0.015406,0.015055,0.002361
8,4,0.60,CG_IP,23,0.013206,0.012835,0.002676
8,4,0.60,CG_IP,24,0.015257,0.014887,0.002051
8,4,0.60,CG_IP,25,0.014739,0.014355,0.002347
8,4,0.60,CG_IP,26,0.015307,0.014939,0.002232
8,4,0.60,CG_IP,27,0.015380,0.015003,0.002503
8,4,0.60,CG_IP,28,0.015391,0.015024,0.002413
8,4,0.60,CG_IP,29,0.015390,0.015012,0.002408
8,4,0.60,CG_IP,30,0.015566,0.015176,0.002553
8,4,0.60,CG_IP,31,0.015587,0.015075,0.002414
8,4,0.60,CG_IP,32,0.019786,0.018940,0.002950
8,4,0.60,CG_heur_IPverify,1,0.016162,0.015797,0.001841
8,4,0.50,CG_IP,1,0.015323,0.014979,0.002185
8,4,0.50,CG_IP,2,0.015434,0.015023,0.002263
8,4,0.50,CG_IP,3,0.015336,0.014960,0.002407
8,4,0.50,CG_IP,4,0.015414,0.015055,0.002244
8,4,0.50,CG_IP,5,0.015200,0.014834,0.002085
8,4,0.50,CG_IP,6,0.014901,0.014529,0.002321
8,4,0.50,CG_IP,7,0.015495,0.015143,0.002389
8,4,0.50,CG_IP,8,0.014576,0.014206,0.002001
8,4,0.50,CG_IP,9,0.015400,0.014986,0.002347
8,4,0.50,CG_IP,10,0.015631,0.015188,0.002234
8,4,0.50,CG_IP,11,0.015428,0.015009,0.002321
8,4,0.50,CG_IP,12,0.015428,0.015052,0.002299
8,4,0.50,CG_IP,13,0.015310,0.014949,0.002427
8,4,0.50,CG_IP,14,0.015285,0.014929,0.002338
8,4,0.50,CG_IP,15,0.015364,0.014979,0.002369
8,4,0.50,CG_IP,16,0.015396,0.015008,0.002254
8,4,0.50,CG_IP,17,0.015443,0.015082,0.002296
8,4,0.50,CG_IP,18,0.015252,0.014873,0.002357
8,4,0.50,CG_IP,19,0.015463,0.015106,0.002411
8,4,0.50,CG_IP,20,0.015370,0.014984,0.002333
8,4,0.50,CG_IP,21,0.015323,0.014946,0.002520
8,4,0.50,CG_IP,22,0.015450,0.015050,0.003158
8,4,0.50,CG_IP,23,0.015229,0.014856,0.002279
8,4,0.50,CG_IP,24,0.015513,0.015123,0.002455
8,4,0.50,CG_IP,25,0.015083,0.014705,0.002187
8,4,0.50,CG_IP,26,0.014034,0.013664,0.002369
8,4,0.50,CG_IP,27,0.015612,0.015180,0.002250
8,4,0.50,CG_IP,28,0.015466,0.015073,0.002317
8,4,0.50,CG_IP,29,0.014468,0.014076,0.001532
8,4,0.50,CG_heur_IPverify,1,0.015521,0.015141,0.002346
8,4,0.50,CG_heur_IPverify,2,0.015492,0.015082,0.001698
8,4,0.40,CG_IP,1,0.015370,0.014963,0.002445
8,4,0.40,CG_IP,2,0.014316,0.013915,0.002363
8,4,0.40,CG_IP,3,0.013354,0.012975,0.003248
8,4,0.40,CG_IP,4,0.015453,0.015056,0.002334
8,4,0.40,CG_IP,5,0.014269,0.013863,0.002231
8,4,0.40,CG_IP,6,0.015432,0.015036,0.002833
8,4,0.40,CG_IP,7,0.013455,0.013032,0.002695
8,4,0.40,CG_IP,8,0.015372,0.014974,0.002229
8,4,0.40,CG_IP,9,0.014961,0.014583,0.002423
8,4,0.40,CG_IP,10,0.015465,0.015086,0.002399
8,4,0.40,CG_IP,11,0.015111,0.014756,0.002106
8,4,0.40,CG_IP,12,0.015409,0.015033,0.002400
8,4,0.40,CG_IP,13,0.015154,0.014761,0.002317
8,4,0.40,CG_IP,14,0.015423,0.015031,0.002438
8,4,0.40,CG_IP,15,0.015463,0.015062,0.002492
8,4,0.40,CG_IP,16,0.013514,0.013133,0.002093
8,4,0.40,CG_IP,17,0.015236,0.014825,0.002168
8,4,0.40,CG_IP,18,0.015627,0.015226,0.002214
8,4,0.40,CG_IP,19,0.020085,0.019373,0.003541
8,4,0.40,CG_IP,20,0.015860,0.015431,0.003274
8,4,0.40,CG_IP,21,0.015817,0.015425,0.002501
8,4,0.40,CG_IP,22,0.015518,0.015117,0.002383
8,4,0.40,CG_IP,23,0.015455,0.015068,0.002714
8,4,0.40,CG_IP,24,0.015317,0.014929,0.002515
8,4,0.40,CG_IP,25,0.015460,0.015078,0.002664
8,4,0.40,CG_IP,26,0.016042,0.015676,0.001624
8,4,0.40,CG_heur_IPverify,1,0.014883,0.014517,0.003042
8,4,0.40,CG_heur_IPverify,2,0.015328,0.014940,0.001657
8,4,0.30,CG_IP,1,0.015263,0.014867,0.002234
8,4,0.30,CG_IP,2,0.015351,0.014945,0.002176
8,4,0.30,CG_IP,3,0.015377,0.015004,0.002348
8,4,0.30,CG_IP,4,0.015270,0.014867,0.002301
8,4,0.30,CG_IP,5,0.013132,0.012759,0.002088
8,4,0.30,CG_IP,6,0.015546,0.015162,0.002564
8,4,0.30,CG_IP,7,0.014854,0.014491,0.002416
8,4,0.30,CG_IP,8,0.013348,0.012975,0.002319
8,4,0.30,CG_IP,9,0.013812,0.013443,0.002239
8,4,0.30,CG_IP,10,0.015865,0.015485,0.002434
8,4,0.30,CG_IP,11,0.015609,0.015214,0.002377
8,4,0.30,CG_IP,12,0.015572,0.015186,0.002302
8,4,0.30,CG_IP,13,0.015418,0.015037,0.002302
8,4,0.30,CG_IP,14,0.012906,0.012544,0.003327
8,4,0.30,CG_IP,15,0.015375,0.014976,0.002075
8,4,0.30,CG_IP,16,0.015297,0.014924,0.002791
8,4,0.30,CG_IP,17,0.015373,0.014992,0.002329
8,4,0.30,CG_IP,18,0.015392,0.015048,0.002311
8,4,0.30,CG_IP,19,0.015344,0.014965,0.002474
8,4,0.30,CG_IP,20,0.015270,0.014892,0.002344
8,4,0.30,CG_IP,21,0.014837,0.014419,0.002318
8,4,0.30,CG_IP,22,0.015356,0.014969,0.002221
8,4,0.30,CG_IP,23,0.015418,0.015027,0.002398
8,4,0.30,CG_IP,24,0.014377,0.013996,0.002294
8,4,0.30,CG_IP,25,0.014381,0.013981,0.002211
8,4,0.30,CG_IP,26,0.015796,0.015260,0.001457
8,4,0.30,CG_heur_IPverify,1,0.015548,0.015165,0.002129
8,4,0.30,CG_heur_IPverify,2,0.015479,0.015089,0.001617
8,4,0.20,CG_IP,1,0.015469,0.015083,0.004021
8,4,0.20,CG_IP,2,0.015708,0.015322,0.003051
8,4,0.20,CG_IP,3,0.015722,0.015102,0.002378
8,4,0.20,CG_IP,4,0.015244,0.014816,0.002362
8,4,0.20,CG_IP,5,0.015392,0.015014,0.002337
8,4,0.20,CG_IP,6,0.014436,0.014063,0.002065
8,4,0.20,CG_IP,7,0.015369,0.014951,0.002443
8,4,0.20,CG_IP,8,0.014467,0.014077,0.002090
8,4,0.20,CG_IP,9,0.014319,0.013938,0.002249
8,4,0.20,CG_IP,10,0.015416,0.015014,0.002121
8,4,0.20,CG_IP,11,0.013521,0.013095,0.002522
8,4,0.20,CG_IP,12,0.015381,0.014984,0.002310
8,4,0.20,CG_IP,13,0.015509,0.015115,0.002828
8,4,0.20,CG_IP,14,0.015837,0.015190,0.002621
8,4,0.20,CG_IP,15,0.017833,0.017201,0.002336
8,4,0.20,CG_IP,16,0.015409,0.015041,0.002603
8,4,0.20,CG_IP,17,0.015433,0.015053,0.002774
8,4,0.20,CG_IP,18,0.015307,0.014936,0.002932
8,4,0.20,CG_IP,19,0.015307,0.014954,0.002307
8,4,0.20,CG_IP,20,0.014947,0.014554,0.002170
8,4,0.20,CG_IP,21,0.015460,0.015072,0.002357
8,4,0.20,CG_IP,22,0.015339,0.014956,0.001545
8,4,0.20,CG_heur_IPverify,1,0.015530,0.015135,0.002686
8,4,0.20,CG_heur_IPverify,2,0.015528,0.015168,0.002376
8,4,0.20,CG_heur_IPverify,3,0.015411,0.014999,0.002347
8,4,0.20,CG_heur_IPverify,4,0.014995,0.014585,0.001493
8,4,0.10,CG_IP,1,0.015320,0.014943,0.003296
8,4,0.10,CG_IP,2,0.015513,0.015148,0.002280
8,4,0.10,CG_IP,3,0.015380,0.015004,0.003230
8,4,0.10,CG_IP,4,0.015421,0.014980,0.002582
8,4,0.10,CG_IP,5,0.015628,0.015263,0.002438
8,4,0.10,CG_IP,6,0.015845,0.015475,0.002475
8,4,0.10,CG_IP,7,0.015323,0.014943,0.002317
8,4,0.10,CG_IP,8,0.015293,0.014900,0.002457
8,4,0.10,CG_IP,9,0.013734,0.013332,0.002049
8,4,0.10,CG_IP,10,0.014412,0.014038,0.002314
8,4,0.10,CG_IP,11,0.015310,0.014922,0.002368
8,4,0.10,CG_IP,12,0.015485,0.015031,0.002421
8,4,0.10,CG_IP,13,0.015300,0.014946,0.002401
8,4,0.10,CG_IP,14,0.015304,0.014928,0.002377
8,4,0.10,CG_IP,15,0.015008,0.014637,0.002179
8,4,0.10,CG_IP,16,0.014680,0.014334,0.002079
8,4,0.10,CG_IP,17,0.015393,0.015016,0.002262
8,4,0.10,CG_IP,18,0.014323,0.013941,0.002281
8,4,0.10,CG_IP,19,0.015546,0.015144,0.002315
8,4,0.10,CG_IP,20,0.015279,0.014904,0.002268
8,4,0.10,CG_IP,21,0.015615,0.015251,0.002193
8,4,0.10,CG_IP,22,0.015273,0.014909,0.001817
8,4,0.10,CG_heur_IPverify,1,0.015460,0.015097,0.002383
8,4,0.10,CG_heur_IPverify,2,0.015325,0.014953,0.001503
8,4,0.00,CG_IP,1,0.013060,0.012680,0.002390
8,4,0.00,CG_IP,2,0.015233,0.014852,0.002555
8,4,0.00,CG_IP,3,0.015269,0.014888,0.002119
8,4,0.00,CG_IP,4,0.015343,0.014968,0.002195
8,4,0.00,CG_IP,5,0.015316,0.014941,0.002343
8,4,0.00,CG_IP,6,0.013763,0.013396,0.002216
8,4,0.00,CG_IP,7,0.015348,0.014982,0.002239
8,4,0.00,CG_IP,8,0.015364,0.015004,0.002594
8,4,0.00,CG_IP,9,0.015324,0.014952,0.002060
8,4,0.00,CG_IP,10,0.015228,0.014869,0.002333
8,4,0.00,CG_IP,11,0.015312,0.014936,0.002573
8,4,0.00,CG_IP,12,0.015401,0.015042,0.002305
8,4,0.00,CG_IP,13,0.015122,0.014738,0.002121
8,4,0.00,CG_IP,14,0.015116,0.014716,0.003157
8,4,0.00,CG_IP,15,0.015842,0.015454,0.002432
8,4,0.00,CG_IP,16,0.015599,0.015246,0.002819
8,4,0.00,CG_IP,17,0.018377,0.015927,0.004200
8,4,0.00,CG_IP,18,0.015053,0.014666,0.002432
8,4,0.00,CG_IP,19,0.015442,0.015053,0.002259
8,4,0.00,CG_IP,20,0.015252,0.014909,0.002169
8,4,0.00,CG_IP,21,0.015294,0.014914,0.002257
8,4,0.00,CG_IP,22,0.015361,0.014977,0.002416
8,4,0.00,CG_IP,23,0.015231,0.014871,0.001966
8,4,0.00,CG_IP,24,0.014804,0.014439,0.002613
8,4,0.00,CG_IP,25,0.015128,0.014764,0.002230
8,4,0.00,CG_IP,26,0.014704,0.014315,0.002792
8,4,0.00,CG_IP,27,0.015363,0.014987,0.002129
8,4,0.00,CG_IP,28,0.015336,0.014963,0.001568
8,4,0.00,CG_heur_IPverify,1,0.015260,0.014878,0.002659
8,4,0.00,CG_heur_IPverify,2,0.015404,0.015049,0.002204
8,4,0.00,CG_heur_IPverify,3,0.013904,0.013526,0.001668
8,5,1.00,CG_IP,1,0.015437,0.015060,0.002409
8,5,1.00,CG_IP,2,0.015361,0.015006,0.002445
8,5,1.00,CG_IP,3,0.015298,0.014927,0.002341
8,5,1.00,CG_IP,4,0.015459,0.015052,0.002308
8,5,1.00,CG_IP,5,0.015523,0.015151,0.002495
8,5,1.00,CG_IP,6,0.015292,0.014930,0.002302
8,5,1.00,CG_IP,7,0.015369,0.015006,0.002127
8,5,1.00,CG_IP,8,0.014489,0.014127,0.002318
8,5,1.00,CG_IP,9,0.015349,0.014978,0.002368
8,5,1.00,CG_IP,10,0.015234,0.014875,0.002482
8,5,1.00,CG_IP,11,0.015240,0.014882,0.003573
8,5,1.00,CG_IP,12,0.015300,0.014943,0.002431
8,5,1.00,CG_IP,13,0.015391,0.015033,0.001981
8,5,1.00,CG_IP,14,0.015294,0.014926,0.002302
8,5,1.00,CG_IP,15,0.015493,0.015121,0.002232
8,5,1.00,CG_IP,16,0.014957,0.014589,0.002080
8,5,1.00,CG_IP,17,0.015206,0.014863,0.002342
8,5,1.00,CG_IP,18,0.014367,0.013982,0.002338
8,5,1.00,CG_IP,19,0.015436,0.015048,0.002102
8,5,1.00,CG_IP,20,0.015273,0.014925,0.002097
8,5,1.00,CG_IP,21,0.015230,0.014885,0.002088
8,5,1.00,CG_IP,22,0.014778,0.014428,0.002054
8,5,1.00,CG_IP,23,0.014449,0.014090,0.002367
8,5,1.00,CG_IP,24,0.015156,0.014775,0.002196
8,5,1.00,CG_IP,25,0.014917,0.014544,0.002255
8,5,1.00,CG_IP,26,0.015440,0.015062,0.002288
8,5,1.00,CG_IP,27,0.015327,0.014969,0.002183
8,5,1.00,CG_heur_IPverify,1,0.015362,0.014989,0.002275
8,5,0.90,CG_IP,1,0.016269,0.015901,0.002079
8,5,0.90,CG_IP,2,0.015399,0.015002,0.002401
8,5,0.90,CG_IP,3,0.014951,0.014563,0.002845
8,5,0.90,CG_IP,4,0.015672,0.015311,0.002208
8,5,0.90,CG_IP,5,0.014918,0.014532,0.002124
8,5,0.90,CG_IP,6,0.014267,0.013658,0.005004
8,5,0.90,CG_IP,7,0.015511,0.015121,0.002298
8,5,0.90,CG_IP,8,0.015368,0.015012,0.002445
8,5,0.90,CG_IP,9,0.015704,0.015332,0.002174
8,5,0.90,CG_IP,10,0.013993,0.013600,0.002395
8,5,0.90,CG_IP,11,0.015472,0.015111,0.002359
