n,seed,weight,method,iter,ip_total_s,ip_solve_s,gurobi_runtime_s
8,2,0.60,CG_IP,2,0.012908,0.012533,0.002111
8,2,0.60,CG_IP,3,0.014577,0.014105,0.002533
8,2,0.60,CG_IP,4,0.015286,0.014903,0.002158
8,2,0.60,CG_IP,5,0.014962,0.014596,0.002019
8,2,0.60,CG_IP,6,0.015671,0.015229,0.002217
8,2,0.60,CG_IP,7,0.015459,0.015063,0.002330
8,2,0.60,CG_IP,8,0.015417,0.014244,0.003496
8,2,0.60,CG_IP,9,0.015739,0.015340,0.002230
8,2,0.60,CG_IP,10,0.015526,0.015133,0.002260
8,2,0.60,CG_IP,11,0.013406,0.013027,0.002223
8,2,0.60,CG_IP,12,0.015407,0.015022,0.002452
8,2,0.60,CG_IP,13,0.015352,0.014969,0.002117
8,2,0.60,CG_IP,14,0.015307,0.014941,0.002712
8,2,0.60,CG_IP,15,0.014914,0.014543,0.002984
8,2,0.60,CG_IP,16,0.015284,0.014919,0.002232
8,2,0.60,CG_IP,17,0.015178,0.014783,0.002369
8,2,0.60,CG_IP,18,0.015422,0.015044,0.002100
8,2,0.60,CG_IP,19,0.015486,0.015119,0.001690
8,2,0.60,CG_IP,20,0.014732,0.014341,0.002390
8,2,0.60,CG_IP,21,0.014860,0.014476,0.002159
8,2,0.60,CG_IP,22,0.014320,0.013900,0.002162
8,2,0.60,CG_IP,23,0.014186,0.013797,0.002225
8,2,0.60,CG_IP,24,0.015041,0.014621,0.002090
8,2,0.60,CG_IP,25,0.015307,0.014932,0.001959
8,2,0.60,CG_IP,26,0.014719,0.014349,0.002204
8,2,0.60,CG_IP,27,0.015290,0.014928,0.002047
8,2,0.60,CG_IP,28,0.015288,0.014905,0.002154
8,2,0.60,CG_IP,29,0.015323,0.014957,0.001635
8,2,0.60,CG_heur_IPverify,1,0.015654,0.015252,0.002380
8,2,0.60,CG_heur_IPverify,2,0.015336,0.014932,0.001532
8,2,0.50,CG_IP,1,0.013008,0.012624,0.002073
8,2,0.50,CG_IP,2,0.014527,0.014134,0.002172
8,2,0.50,CG_IP,3,0.014762,0.014372,0.002056
8,2,0.50,CG_IP,4,0.012936,0.012498,0.002572
8,2,0.50,CG_IP,5,0.015643,0.015249,0.002197
8,2,0.50,CG_IP,6,0.015086,0.014704,0.002093
8,2,0.50,CG_IP,7,0.015396,0.015010,0.002199
8,2,0.50,CG_IP,8,0.015281,0.014913,0.002113
8,2,0.50,CG_IP,9,0.015276,0.014901,0.002071
8,2,0.50,CG_IP,10,0.013203,0.012820,0.002124
8,2,0.50,CG_IP,11,0.015322,0.014919,0.002231
8,2,0.50,CG_IP,12,0.015066,0.014687,0.002291
8,2,0.50,CG_IP,13,0.015287,0.014921,0.002255
8,2,0.50,CG_IP,14,0.015365,0.014984,0.002167
8,2,0.50,CG_IP,15,0.015194,0.014819,0.002283
8,2,0.50,CG_IP,16,0.015325,0.014963,0.002225
8,2,0.50,CG_IP,17,0.015408,0.014992,0.002516
8,2,0.50,CG_IP,18,0.015591,0.015077,0.003059
8,2,0.50,CG_IP,19,0.015243,0.014866,0.002695
8,2,0.50,CG_IP,20,0.014659,0.014299,0.002277
8,2,0.50,CG_IP,21,0.015240,0.014863,0.002258
8,2,0.50,CG_IP,22,0.015333,0.014960,0.002214
8,2,0.50,CG_IP,23,0.015369,0.014978,0.002209
8,2,0.50,CG_IP,24,0.014773,0.014371,0.002027
8,2,0.50,CG_IP,25,0.015343,0.014931,0.002218
8,2,0.50,CG_IP,26,0.015275,0.014902,0.002166
8,2,0.50,CG_IP,27,0.014897,0.014511,0.002138
8,2,0.50,CG_IP,28,0.015287,0.014853,0.002180
8,2,0.50,CG_IP,29,0.015843,0.015487,0.002288
8,2,0.50,CG_IP,30,0.015449,0.014855,0.002505
8,2,0.50,CG_IP,31,0.015447,0.015059,0.001648
8,2,0.50,CG_heur_IPverify,1,0.015354,0.014951,0.002138
8,2,0.50,CG_heur_IPverify,2,0.015932,0.015547,0.002244
8,2,0.50,CG_heur_IPverify,3,0.013649,0.013181,0.002346
8,2,0.50,CG_heur_IPverify,4,0.012789,0.012386,0.002822
8,2,0.50,CG_heur_IPverify,5,0.015364,0.014961,0.002297
8,2,0.50,CG_heur_IPverify,6,0.015263,0.014858,0.001555
8,2,0.40,CG_IP,1,0.014883,0.014524,0.001989
8,2,0.40,CG_IP,2,0.014407,0.014030,0.002265
8,2,0.40,CG_IP,3,0.015316,0.014935,0.003919
8,2,0.40,CG_IP,4,0.016166,0.015790,0.003178
8,2,0.40,CG_IP,5,0.015310,0.014936,0.002118
8,2,0.40,CG_IP,6,0.014524,0.014165,0.002058
8,2,0.40,CG_IP,7,0.015272,0.014890,0.002423
8,2,0.40,CG_IP,8,0.015203,0.014805,0.002205
8,2,0.40,CG_IP,9,0.012798,0.012396,0.002036
8,2,0.40,CG_IP,10,0.015411,0.015034,0.002661
8,2,0.40,CG_IP,11,0.015335,0.014963,0.002147
8,2,0.40,CG_IP,12,0.015580,0.015207,0.002322
8,2,0.40,CG_IP,13,0.013358,0.012986,0.002393
8,2,0.40,CG_IP,14,0.015351,0.014968,0.002382
8,2,0.40,CG_IP,15,0.015293,0.014915,0.002179
8,2,0.40,CG_IP,16,0.015340,0.014978,0.002105
8,2,0.40,CG_IP,17,0.015260,0.014890,0.002618
8,2,0.40,CG_IP,18,0.015633,0.015232,0.002362
8,2,0.40,CG_IP,19,0.015158,0.014763,0.002306
8,2,0.40,CG_IP,20,0.015611,0.015211,0.003030
8,2,0.40,CG_IP,21,0.015354,0.014943,0.002487
8,2,0.40,CG_IP,22,0.016145,0.015715,0.002405
8,2,0.40,CG_IP,23,0.014224,0.013805,0.002489
8,2,0.40,CG_IP,24,0.015452,0.015089,0.002312
8,2,0.40,CG_IP,25,0.015321,0.014935,0.002190
8,2,0.40,CG_IP,26,0.015421,0.015038,0.002183
8,2,0.40,CG_IP,27,0.015382,0.015006,0.001541
8,2,0.40,CG_heur_IPverify,1,0.015465,0.015026,0.002058
8,2,0.40,CG_heur_IPverify,2,0.015085,0.014697,0.002194
8,2,0.40,CG_heur_IPverify,3,0.015511,0.015063,0.002955
8,2,0.40,CG_heur_IPverify,4,0.015772,0.015383,0.002440
8,2,0.40,CG_heur_IPverify,5,0.015348,0.014936,0.001544
8,2,0.30,CG_IP,1,0.015356,0.015002,0.002453
8,2,0.30,CG_IP,2,0.015504,0.015081,0.002194
8,2,0.30,CG_IP,3,0.015444,0.015075,0.002597
8,2,0.30,CG_IP,4,0.015394,0.015016,0.002327
8,2,0.30,CG_IP,5,0.015262,0.014887,0.003501
8,2,0.30,CG_IP,6,0.015485,0.015112,0.002382
8,2,0.30,CG_IP,7,0.015434,0.015041,0.002293
8,2,0.30,CG_IP,8,0.015513,0.015107,0.002107
8,2,0.30,CG_IP,9,0.014358,0.013981,0.002560
8,2,0.30,CG_IP,10,0.015223,0.014823,0.002291
8,2,0.30,CG_IP,11,0.015361,0.014934,0.002350
8,2,0.30,CG_IP,12,0.017533,0.013991,0.002666
8,2,0.30,CG_IP,13,0.013366,0.012951,0.002339
8,2,0.30,CG_IP,14,0.015328,0.014946,0.002270
8,2,0.30,CG_IP,15,0.015441,0.015058,0.002135
8,2,0.30,CG_IP,16,0.015441,0.015064,0.002604
8,2,0.30,CG_IP,17,0.014717,0.014337,0.003030
8,2,0.30,CG_IP,18,0.015478,0.015095,0.002642
8,2,0.30,CG_IP,19,0.015343,0.014962,0.002641
8,2,0.30,CG_IP,20,0.015523,0.015136,0.002288
8,2,0.30,CG_IP,21,0.015580,0.015199,0.002154
8,2,0.30,CG_IP,22,0.015360,0.014946,0.002272
8,2,0.30,CG_IP,23,0.014408,0.014013,0.002207
8,2,0.30,CG_IP,24,0.014186,0.013797,0.001649
8,2,0.30,CG_heur_IPverify,1,0.015321,0.014959,0.002251
8,2,0.30,CG_heur_IPverify,2,0.014370,0.013988,0.002077
8,2,0.30,CG_heur_IPverify,3,0.015342,0.014965,0.002276
8,2,0.30,CG_heur_IPverify,4,0.015222,0.014848,0.002648
8,2,0.30,CG_heur_IPverify,5,0.015335,0.014927,0.002168
8,2,0.30,CG_heur_IPverify,6,0.014061,0.013297,0.001612
8,2,0.20,CG_IP,1,0.015353,0.014993,0.002993
8,2,0.20,CG_IP,2,0.015260,0.014895,0.002290
8,2,0.20,CG_IP,3,0.015387,0.014991,0.002032
8,2,0.20,CG_IP,4,0.015314,0.014949,0.002790
8,2,0.20,CG_IP,5,0.014673,0.014285,0.002808
8,2,0.20,CG_IP,6,0.015290,0.014923,0.002231
8,2,0.20,CG_IP,7,0.015325,0.014940,0.002277
8,2,0.20,CG_IP,8,0.015322,0.014973,0.002196
8,2,0.20,CG_IP,9,0.015269,0.014884,0.002281
8,2,0.20,CG_IP,10,0.015415,0.015020,0.002241
8,2,0.20,CG_IP,11,0.015402,0.014982,0.002190
8,2,0.20,CG_IP,12,0.015277,0.014904,0.002014
8,2,0.20,CG_IP,13,0.013611,0.013216,0.002309
8,2,0.20,CG_IP,14,0.015078,0.014715,0.002163
8,2,0.20,CG_IP,15,0.015250,0.014876,0.003137
8,2,0.20,CG_IP,16,0.015363,0.014993,0.002234
8,2,0.20,CG_IP,17,0.015378,0.015002,0.002300
8,2,0.20,CG_IP,18,0.015329,0.014939,0.002362
8,2,0.20,CG_IP,19,0.014872,0.014498,0.002210
8,2,0.20,CG_IP,20,0.014621,0.014237,0.002194
8,2,0.20,CG_IP,21,0.015328,0.014956,0.002253
8,2,0.20,CG_IP,22,0.015359,0.014961,0.001663
8,2,0.20,CG_heur_IPverify,1,0.014952,0.014544,0.002254
8,2,0.20,CG_heur_IPverify,2,0.015292,0.014914,0.003815
8,2,0.20,CG_heur_IPverify,3,0.013317,0.012925,0.002457
8,2,0.20,CG_heur_IPverify,4,0.015285,0.014911,0.002575
8,2,0.20,CG_heur_IPverify,5,0.014762,0.014353,0.002256
8,2,0.20,CG_heur_IPverify,6,0.015337,0.014940,0.001598
8,2,0.10,CG_IP,1,0.015145,0.014786,0.002188
8,2,0.10,CG_IP,2,0.015328,0.014920,0.002329
8,2,0.10,CG_IP,3,0.014956,0.014585,0.002045
8,2,0.10,CG_IP,4,0.015636,0.015243,0.002326
8,2,0.10,CG_IP,5,0.015629,0.015257,0.002185
8,2,0.10,CG_IP,6,0.015253,0.014890,0.002249
8,2,0.10,CG_IP,7,0.014700,0.014277,0.003571
8,2,0.10,CG_IP,8,0.016933,0.016241,0.003680
8,2,0.10,CG_IP,9,0.015808,0.014504,0.002229
8,2,0.10,CG_IP,10,0.015336,0.014942,0.002303
8,2,0.10,CG_IP,11,0.013491,0.013132,0.002341
8,2,0.10,CG_IP,12,0.015467,0.015054,0.002349
8,2,0.10,CG_IP,13,0.014388,0.014010,0.002153
8,2,0.10,CG_IP,14,0.015430,0.015056,0.004130
8,2,0.10,CG_IP,15,0.015324,0.014951,0.002296
8,2,0.10,CG_IP,16,0.015427,0.015036,0.002236
8,2,0.10,CG_IP,17,0.015312,0.014929,0.002117
8,2,0.10,CG_IP,18,0.015040,0.014679,0.002195
8,2,0.10,CG_IP,19,0.015011,0.014630,0.002188
8,2,0.10,CG_IP,20,0.015325,0.014944,0.001624
8,2,0.10,CG_heur_IPverify,1,0.015293,0.014816,0.002168
8,2,0.10,CG_heur_IPverify,2,0.015261,0.014869,0.002474
8,2,0.10,CG_heur_IPverify,3,0.015328,0.014964,0.002150
8,2,0.10,CG_heur_IPverify,4,0.015128,0.014767,0.002212
8,2,0.10,CG_heur_IPverify,5,0.015269,0.014909,0.002295
8,2,0.10,CG_heur_IPverify,6,0.015343,0.014943,0.002227
8,2,0.10,CG_heur_IPverify,7,0.015278,0.014881,0.001712
8,2,0.00,CG_IP,1,0.016183,0.015286,0.005128
8,2,0.00,CG_IP,2,0.016777,0.016068,0.002367
8,2,0.00,CG_IP,3,0.016247,0.015551,0.005714
8,2,0.00,CG_IP,4,0.015905,0.015507,0.002869
8,2,0.00,CG_IP,5,0.019279,0.018487,0.002982
8,2,0.00,CG_IP,6,0.016582,0.016138,0.004432
8,2,0.00,CG_IP,7,0.015619,0.015025,0.009404
8,2,0.00,CG_IP,8,0.020824,0.020251,0.008422
8,2,0.00,CG_IP,9,0.016505,0.015852,0.003453
8,2,0.00,CG_IP,10,0.015175,0.014766,0.002276
8,2,0.00,CG_IP,11,0.015372,0.015004,0.002246
8,2,0.00,CG_IP,12,0.015436,0.015048,0.002655
8,2,0.00,CG_IP,13,0.015334,0.014958,0.003168
8,2,0.00,CG_IP,14,0.013204,0.012819,0.002467
8,2,0.00,CG_IP,15,0.015390,0.015013,0.003060
8,2,0.00,CG_IP,16,0.015201,0.014828,0.002699
8,2,0.00,CG_IP,17,0.015442,0.015057,0.002175
8,2,0.00,CG_IP,18,0.015355,0.014982,0.002665
8,2,0.00,CG_IP,19,0.015252,0.014873,0.002106
8,2,0.00,CG_IP,20,0.015352,0.014980,0.002262
8,2,0.00,CG_IP,21,0.012939,0.012523,0.001565
8,2,0.00,CG_heur_IPverify,1,0.012950,0.012428,0.002456
8,2,0.00,CG_heur_IPverify,2,0.012985,0.012546,0.002450
8,2,0.00,CG_heur_IPverify,3,0.015070,0.014683,0.002236
8,2,0.00,CG_heur_IPverify,4,0.015331,0.014942,0.002557
8,2,0.00,CG_heur_IPverify,5,0.015187,0.014818,0.002324
8,2,0.00,CG_heur_IPverify,6,0.015360,0.014980,0.001541
8,3,1.00,CG_IP,1,0.014692,0.014324,0.002220
8,3,1.00,CG_IP,2,0.016189,0.015507,0.002078
8,3,1.00,CG_IP,3,0.017565,0.016997,0.002958
8,3,1.00,CG_IP,4,0.014714,0.014332,0.002260
8,3,1.00,CG_IP,5,0.015355,0.014982,0.002094
8,3,1.00,CG_IP,6,0.013916,0.013536,0.002024
8,3,1.00,CG_IP,7,0.015250,0.014889,0.002166
8,3,1.00,CG_IP,8,0.015246,0.014879,0.002186
8,3,1.00,CG_IP,9,0.015412,0.015029,0.002953
8,3,1.00,CG_IP,10,0.015361,0.014969,0.002288
8,3,1.00,CG_IP,11,0.015521,0.015156,0.002079
8,3,1.00,CG_IP,12,0.014688,0.014326,0.002209
8,3,1.00,CG_IP,13,0.014839,0.014470,0.002082
8,3,1.00,CG_IP,14,0.014883,0.014490,0.002147
8,3,1.00,CG_IP,15,0.015314,0.014944,0.002174
8,3,1.00,CG_IP,16,0.015286,0.014863,0.002150
8,3,1.00,CG_IP,17,0.015339,0.014931,0.002183
8,3,1.00,CG_IP,18,0.012849,0.012473,0.002751
8,3,1.00,CG_IP,19,0.015264,0.014884,0.002114
8,3,1.00,CG_IP,20,0.015310,0.014918,0.002191
8,3,1.00,CG_IP,21,0.015327,0.014945,0.002190
8,3,1.00,CG_IP,22,0.015303,0.014927,0.003057
8,3,1.00,CG_heur_IPverify,1,0.014938,0.014546,0.002947
8,3,0.90,CG_IP,1,0.015375,0.015040,0.002023
8,3,0.90,CG_IP,2,0.015308,0.014949,0.002519
8,3,0.90,CG_IP,3,0.015166,0.014807,0.002202
8,3,0.90,CG_IP,4,0.014743,0.014362,0.002341
8,3,0.90,CG_IP,5,0.015207,0.014819,0.002264
8,3,0.90,CG_IP,6,0.014937,0.014561,0.002185
8,3,0.90,CG_IP,7,0.015752,0.015372,0.002372
8,3,0.90,CG_IP,8,0.015370,0.014976,0.002438
8,3,0.90,CG_IP,9,0.015848,0.015217,0.003123
8,3,0.90,CG_IP,10,0.013177,0.012797,0.002669
8,3,0.90,CG_IP,11,0.015395,0.015024,0.003783
8,3,0.90,CG_IP,12,0.015494,0.015118,0.002605
8,3,0.90,CG_IP,13,0.013671,0.013032,0.002717
8,3,0.90,CG_IP,14,0.015445,0.014878,0.002588
8,3,0.90,CG_IP,15,0.015518,0.015107,0.003448
8,3,0.90,CG_IP,16,0.014777,0.014371,0.002765
8,3,0.90,CG_IP,17,0.015696,0.015301,0.002746
8,3,0.90,CG_IP,18,0.014808,0.014416,0.002545
8,3,0.90,CG_IP,19,0.013883,0.013265,0.002169
8,3,0.90,CG_IP,20,0.015188,0.014807,0.002850
8,3,0.90,CG_IP,21,0.015585,0.015210,0.002573
8,3,0.90,CG_IP,22,0.016544,0.016130,0.002708
8,3,0.90,CG_IP,23,0.014915,0.014525,0.002471
8,3,0.90,CG_IP,24,0.016105,0.015710,0.002857
8,3,0.90,CG_heur_IPverify,1,0.015568,0.015175,0.002505
8,3,0.80,CG_IP,1,0.015627,0.015210,0.002730
8,3,0.80,CG_IP,2,0.013817,0.013419,0.003002
8,3,0.80,CG_IP,3,0.015812,0.015165,0.002590
8,3,0.80,CG_IP,4,0.013846,0.013402,0.002595
8,3,0.80,CG_IP,5,0.015107,0.014700,0.003577
8,3,0.80,CG_IP,6,0.018340,0.017886,0.010345
8,3,0.80,CG_IP,7,0.017389,0.017000,0.002418
8,3,0.80,CG_IP,8,0.015473,0.014586,0.002371
8,3,0.80,CG_IP,9,0.014472,0.014099,0.002911
8,3,0.80,CG_IP,10,0.015416,0.015034,0.002323
8,3,0.80,CG_IP,11,0.016259,0.015856,0.002844
8,3,0.80,CG_IP,12,0.015516,0.015129,0.002283
8,3,0.80,CG_IP,13,0.015374,0.014993,0.002462
8,3,0.80,CG_IP,14,0.015713,0.015328,0.002387
8,3,0.80,CG_IP,15,0.015517,0.015098,0.003842
8,3,0.80,CG_IP,16,0.017466,0.017084,0.002500
8,3,0.80,CG_IP,17,0.015671,0.015264,0.002806
8,3,0.80,CG_IP,18,0.015177,0.014753,0.002794
8,3,0.80,CG_IP,19,0.015543,0.015145,0.002607
8,3,0.80,CG_IP,20,0.015269,0.014884,0.002685
8,3,0.80,CG_IP,21,0.015535,0.015151,0.002765
8,3,0.80,CG_IP,22,0.015831,0.015450,0.002904
8,3,0.80,CG_heur_IPverify,1,0.016034,0.015642,0.002854
8,3,0.70,CG_IP,1,0.015571,0.015188,0.002424
8,3,0.70,CG_IP,2,0.015771,0.015189,0.002511
8,3,0.70,CG_IP,3,0.015392,0.014994,0.003512
8,3,0.70,CG_IP,4,0.015258,0.014870,0.004419
8,3,0.70,CG_IP,5,0.014914,0.014505,0.005730
8,3,0.70,CG_IP,6,0.015862,0.015480,0.002472
8,3,0.70,CG_IP,7,0.014842,0.014443,0.003777
8,3,0.70,CG_IP,8,0.015789,0.015153,0.002380
8,3,0.70,CG_IP,9,0.016200,0.015805,0.002958
8,3,0.70,CG_IP,10,0.015968,0.015542,0.002661
8,3,0.70,CG_IP,11,0.015821,0.015432,0.002544
8,3,0.70,CG_IP,12,0.015380,0.015005,0.003798
8,3,0.70,CG_IP,13,0.015782,0.015406,0.003889
8,3,0.70,CG_IP,14,0.016469,0.016091,0.002523
8,3,0.70,CG_IP,15,0.014670,0.014261,0.002769
8,3,0.70,CG_IP,16,0.014427,0.014033,0.002775
8,3,0.70,CG_IP,17,0.013985,0.013586,0.002690
8,3,0.70,CG_IP,18,0.014067,0.013674,0.002988
8,3,0.70,CG_IP,19,0.014193,0.013795,0.002384
8,3,0.70,CG_IP,20,0.014166,0.013766,0.002791
8,3,0.70,CG_IP,21,0.014037,0.013586,0.002825
8,3,0.70,CG_IP,22,0.015539,0.015117,0.002638
8,3,0.70,CG_IP,23,0.015799,0.015418,0.002456
8,3,0.70,CG_IP,24,0.015778,0.015349,0.002425
8,3,0.70,CG_IP,25,0.016186,0.015817,0.002486
8,3,0.70,CG_IP,26,0.013600,0.013199,0.003101
8,3,0.70,CG_IP,27,0.014801,0.014400,0.002370
8,3,0.70,CG_heur_IPverify,1,0.015748,0.015268,0.002626
8,3,0.60,CG_IP,1,0.015640,0.015283,0.002833
8,3,0.60,CG_IP,2,0.015468,0.015075,0.005563
8,3,0.60,CG_IP,3,0.013438,0.013044,0.005433
8,3,0.60,CG_IP,4,0.021152,0.020333,0.006040
8,3,0.60,CG_IP,5,0.014987,0.014586,0.002472
8,3,0.60,CG_IP,6,0.017017,0.016403,0.002974
8,3,0.60,CG_IP,7,0.013450,0.012990,0.004026
8,3,0.60,CG_IP,8,0.015834,0.015224,0.002918
8,3,0.60,CG_IP,9,0.015655,0.015033,0.003194
8,3,0.60,CG_IP,10,0.014166,0.013527,0.004359
8,3,0.60,CG_IP,11,0.014737,0.014339,0.003812
8,3,0.60,CG_IP,12,0.017023,0.016637,0.002475
8,3,0.60,CG_IP,13,0.016089,0.015422,0.002533
8,3,0.60,CG_IP,14,0.014103,0.013663,0.002705
8,3,0.60,CG_IP,15,0.014875,0.014489,0.002942
8,3,0.60,CG_IP,16,0.014980,0.014583,0.002709
8,3,0.60,CG_IP,17,0.014489,0.014101,0.003055
8,3,0.60,CG_IP,18,0.015859,0.015470,0.002941
8,3,0.60,CG_IP,19,0.015468,0.015093,0.002695
8,3,0.60,CG_IP,20,0.015651,0.015263,0.002662
8,3,0.60,CG_IP,21,0.013457,0.013059,0.003206
8,3,0.60,CG_IP,22,0.015499,0.015113,0.002618
8,3,0.60,CG_IP,23,0.015955,0.015547,0.003227
8,3,0.60,CG_IP,24,0.017186,0.016516,0.002640
8,3,0.60,CG_IP,25,0.014872,0.014439,0.002183
8,3,0.60,CG_IP,26,0.016460,0.015997,0.002479
8,3,0.60,CG_heur_IPverify,1,0.014418,0.013919,0.002531
8,3,0.50,CG_IP,1,0.015881,0.015199,0.003806
8,3,0.50,CG_IP,2,0.015539,0.015152,0.002760
8,3,0.50,CG_IP,3,0.015805,0.015404,0.002565
8,3,0.50,CG_IP,4,0.015692,0.015192,0.002886
8,3,0.50,CG_IP,5,0.014524,0.013775,0.003165
8,3,0.50,CG_IP,6,0.015497,0.015121,0.002725
8,3,0.50,CG_IP,7,0.016983,0.016613,0.003086
8,3,0.50,CG_IP,8,0.015650,0.015273,0.002595
8,3,0.50,CG_IP,9,0.015589,0.015114,0.002561
8,3,0.50,CG_IP,10,0.015758,0.015262,0.002413
8,3,0.50,CG_IP,11,0.015687,0.015298,0.003759
8,3,0.50,CG_IP,12,0.015305,0.014905,0.002822
8,3,0.50,CG_IP,13,0.015412,0.015029,0.002404
8,3,0.50,CG_IP,14,0.015369,0.014982,0.002465
8,3,0.50,CG_IP,15,0.015454,0.015084,0.002307
8,3,0.50,CG_IP,16,0.015224,0.014807,0.002319
8,3,0.50,CG_IP,17,0.013145,0.012725,0.002236
8,3,0.50,CG_IP,18,0.015028,0.014604,0.002412
8,3,0.50,CG_IP,19,0.013671,0.013289,0.002205
8,3,0.50,CG_IP,20,0.015049,0.014677,0.002209
8,3,0.50,CG_IP,21,0.013792,0.013406,0.002097
8,3,0.50,CG_IP,22,0.014367,0.013937,0.002237
8,3,0.50,CG_IP,23,0.015141,0.014733,0.002217
8,3,0.50,CG_IP,24,0.013430,0.013015,0.002283
8,3,0.50,CG_IP,25,0.015288,0.014894,0.002278
8,3,0.50,CG_IP,26,0.014741,0.014324,0.002283
8,3,0.50,CG_IP,27,0.015964,0.015587,0.002437
8,3,0.50,CG_IP,28,0.015387,0.015000,0.002311
8,3,0.50,CG_IP,29,0.017298,0.015508,0.002735
8,3,0.50,CG_IP,30,0.015511,0.015106,0.002918
8,3,0.50,CG_IP,31,0.015715,0.015334,0.002747
8,3,0.50,CG_IP,32,0.015553,0.015181,0.002348
8,3,0.50,CG_IP,33,0.015790,0.015411,0.002123
8,3,0.50,CG_IP,34,0.015249,0.014874,0.002607
8,3,0.50,CG_IP,35,0.015486,0.015082,0.001654
8,3,0.50,CG_heur_IPverify,1,0.015360,0.014972,0.002281
8,3,0.50,CG_heur_IPverify,2,0.015334,0.014956,0.002922
8,3,0.50,CG_heur_IPverify,3,0.015407,0.015019,0.002010
8,3,0.40,CG_IP,1,0.014908,0.014537,0.002073
8,3,0.40,CG_IP,2,0.015211,0.014860,0.002258
8,3,0.40,CG_IP,3,0.015531,0.015148,0.002132
8,3,0.40,CG_IP,4,0.013913,0.013538,0.002032
8,3,0.40,CG_IP,5,0.015404,0.015020,0.001997
8,3,0.40,CG_IP,6,0.015369,0.014982,0.002465
8,3,0.40,CG_IP,7,0.015541,0.015145,0.002042
8,3,0.40,CG_IP,8,0.015270,0.014869,0.002253
8,3,0.40,CG_IP,9,0.015352,0.014982,0.002157
8,3,0.40,CG_IP,10,0.015348,0.014989,0.002206
8,3,0.40,CG_IP,11,0.013049,0.012613,0.002268
8,3,0.40,CG_IP,12,0.013002,0.012612,0.002269
8,3,0.40,CG_IP,13,0.015324,0.014934,0.002492
8,3,0.40,CG_IP,14,0.015329,0.014932,0.002291
8,3,0.40,CG_IP,15,0.014068,0.013629,0.002212
8,3,0.40,CG_IP,16,0.013492,0.013081,0.002233
8,3,0.40,CG_IP,17,0.015375,0.014907,0.002184
8,3,0.40,CG_IP,18,0.013323,0.012921,0.002224
8,3,0.40,CG_IP,19,0.014281,0.013894,0.002145
8,3,0.40,CG_IP,20,0.015561,0.015092,0.001948
8,3,0.40,CG_IP,21,0.015260,0.014888,0.002223
8,3,0.40,CG_IP,22,0.015298,0.014927,0.001973
8,3,0.40,CG_IP,23,0.015336,0.014972,0.002454
8,3,0.40,CG_IP,24,0.015366,0.014995,0.002022
8,3,0.40,CG_IP,25,0.015001,0.014629,0.002186
8,3,0.40,CG_IP,26,0.015302,0.014930,0.002497
8,3,0.40,CG_IP,27,0.015241,0.014880,0.002375
8,3,0.40,CG_IP,28,0.015482,0.015097,0.001557
8,3,0.40,CG_heur_IPverify,1,0.015902,0.015513,0.002629
8,3,0.40,CG_heur_IPverify,2,0.015577,0.015179,0.002949
8,3,0.40,CG_heur_IPverify,3,0.015373,0.014977,0.001835
8,3,0.30,CG_IP,1,0.015751,0.015385,0.002215
8,3,0.30,CG_IP,2,0.015509,0.015136,0.002368
8,3,0.30,CG_IP,3,0.015344,0.014936,0.002133
8,3,0.30,CG_IP,4,0.015449,0.015064,0.002255
8,3,0.30,CG_IP,5,0.015736,0.015349,0.002513
8,3,0.30,CG_IP,6,0.014955,0.014581,0.002576
8,3,0.30,CG_IP,7,0.014751,0.014342,0.003186
8,3,0.30,CG_IP,8,0.013790,0.013370,0.003906
8,3,0.30,CG_IP,9,0.015534,0.015135,0.002403
8,3,0.30,CG_IP,10,0.015329,0.014956,0.003199
8,3,0.30,CG_IP,11,0.015528,0.014953,0.002332
8,3,0.30,CG_IP,12,0.017736,0.016460,0.002342
8,3,0.30,CG_IP,13,0.013860,0.013485,0.002216
8,3,0.30,CG_IP,14,0.013845,0.013217,0.002386
8,3,0.30,CG_IP,15,0.013892,0.013046,0.002403
8,3,0.30,CG_IP,16,0.015368,0.014981,0.002050
8,3,0.30,CG_IP,17,0.015402,0.015000,0.002337
8,3,0.30,CG_IP,18,0.015351,0.014957,0.002296
8,3,0.30,CG_IP,19,0.015307,0.014917,0.002117
8,3,0.30,CG_IP,20,0.015260,0.014889,0.002150
8,3,0.30,CG_IP,21,0.015288,0.014921,0.002279
8,3,0.30,CG_IP,22,0.015537,0.015148,0.002351
8,3,0.30,CG_IP,23,0.014912,0.014538,0.001552
8,3,0.30,CG_heur_IPverify,1,0.015095,0.014718,0.002662
8,3,0.30,CG_heur_IPverify,2,0.015208,0.014850,0.002202
8,3,0.30,CG_heur_IPverify,3,0.015443,0.015037,0.002351
8,3,0.30,CG_heur_IPverify,4,0.015368,0.014992,0.002434
8,3,0.30,CG_heur_IPverify,5,0.014629,0.014234,0.002321
8,3,0.30,CG_heur_IPverify,6,0.015416,0.015028,0.002171
8,3,0.30,CG_heur_IPverify,7,0.015411,0.015027,0.004940
8,3,0.30,CG_heur_IPverify,8,0.015522,0.015122,0.001931
8,3,0.20,CG_IP,1,0.014225,0.013871,0.002249
8,3,0.20,CG_IP,2,0.015386,0.015003,0.002136
8,3,0.20,CG_IP,3,0.015455,0.015071,0.002382
8,3,0.20,CG_IP,4,0.015403,0.015023,0.002572
